,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,72.03389830508475,0.6515926972729356,0.6515926972729356,10.08000476136327,0.8344481605351171,11.0,8.0,190.0,499.0
