,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.55459272097053,0.9026238981677616,0.9026238981677616,3.404469860843821,0.8722157092614303,673.0,64.0,45.0,372.0
