,FPR,TPR,Thresholds
0,0.0,0.0,inf
1,0.0,0.004784688995215311,0.9931319214481796
2,0.0,0.41626794258373206,0.9208332909329149
3,0.002717391304347826,0.41626794258373206,0.9197863005865295
4,0.002717391304347826,0.4449760765550239,0.9079033499724026
5,0.005434782608695652,0.4449760765550239,0.9046858919260583
6,0.005434782608695652,0.5167464114832536,0.8721819524147183
7,0.008152173913043478,0.5167464114832536,0.8695346250633806
8,0.008152173913043478,0.5885167464114832,0.8389689158187776
9,0.01358695652173913,0.5885167464114832,0.8329639853892322
10,0.01358695652173913,0.5933014354066986,0.8329196661365963
11,0.016304347826086956,0.5933014354066986,0.832630797732012
12,0.016304347826086956,0.6076555023923444,0.8238105732692178
13,0.019021739130434784,0.6076555023923444,0.8096455825603712
14,0.019021739130434784,0.6507177033492823,0.7888703839668609
15,0.021739130434782608,0.6507177033492823,0.7859706880250812
16,0.021739130434782608,0.6842105263157895,0.7604599874881054
17,0.024456521739130436,0.6842105263157895,0.759660974483932
18,0.024456521739130436,0.7033492822966507,0.7429860918634911
19,0.02717391304347826,0.7033492822966507,0.7391924380231044
20,0.02717391304347826,0.7511961722488039,0.7035496956512949
21,0.029891304347826088,0.7511961722488039,0.7027325079801657
22,0.029891304347826088,0.7607655502392344,0.689688968976948
23,0.03260869565217391,0.7607655502392344,0.6864468446130965
24,0.03260869565217391,0.7751196172248804,0.6636312207512496
25,0.035326086956521736,0.7751196172248804,0.6597379750077046
26,0.035326086956521736,0.784688995215311,0.6564027101655439
27,0.03804347826086957,0.784688995215311,0.6535693256645516
28,0.03804347826086957,0.7894736842105263,0.6510086528836851
29,0.043478260869565216,0.7894736842105263,0.6328243538123723
30,0.043478260869565216,0.8086124401913876,0.6195696397801638
31,0.051630434782608696,0.8086124401913876,0.5835448995049252
32,0.051630434782608696,0.8373205741626795,0.5562736891530458
33,0.057065217391304345,0.8373205741626795,0.5524839030022671
34,0.057065217391304345,0.84688995215311,0.5480272323941298
35,0.059782608695652176,0.84688995215311,0.5430184215597365
36,0.059782608695652176,0.8564593301435407,0.527923597134507
37,0.06793478260869565,0.8564593301435407,0.5024350761080345
38,0.06793478260869565,0.861244019138756,0.48471298246302313
39,0.07608695652173914,0.861244019138756,0.4755708201711567
40,0.07608695652173914,0.8708133971291866,0.454749746107545
41,0.09782608695652174,0.8708133971291866,0.3843589888984221
42,0.09782608695652174,0.8755980861244019,0.3825610988922136
43,0.10597826086956522,0.8755980861244019,0.37130584168926045
44,0.10597826086956522,0.8803827751196173,0.36724950151143093
45,0.10869565217391304,0.8803827751196173,0.3534184316533297
46,0.10869565217391304,0.8899521531100478,0.33846432503860757
47,0.11413043478260869,0.8899521531100478,0.33494721433231384
48,0.11413043478260869,0.8947368421052632,0.33413233941621956
49,0.11684782608695653,0.8947368421052632,0.3314019988750765
50,0.11684782608695653,0.8995215311004785,0.32352665546848774
51,0.12228260869565218,0.8995215311004785,0.3116318097191759
52,0.12228260869565218,0.9043062200956937,0.30602075305274984
53,0.12771739130434784,0.9043062200956937,0.2792953705971176
54,0.12771739130434784,0.9186602870813397,0.2581382387046873
55,0.1331521739130435,0.9186602870813397,0.24917398302337218
56,0.1331521739130435,0.9234449760765551,0.2470674947213471
57,0.13858695652173914,0.9234449760765551,0.2450210083072204
58,0.13858695652173914,0.9282296650717703,0.23658528011946153
59,0.14945652173913043,0.9282296650717703,0.22488352350314847
60,0.14945652173913043,0.937799043062201,0.21980877137947993
61,0.17119565217391305,0.937799043062201,0.18994862495212658
62,0.17119565217391305,0.9425837320574163,0.1876072827493893
63,0.17391304347826086,0.9425837320574163,0.1823255856162538
64,0.17391304347826086,0.9473684210526315,0.18108356104819556
65,0.20108695652173914,0.9473684210526315,0.1257221027571646
66,0.20108695652173914,0.9521531100478469,0.12529129977696524
67,0.266304347826087,0.9521531100478469,0.0858336520473349
68,0.266304347826087,0.9569377990430622,0.08537962630039975
69,0.3016304347826087,0.9569377990430622,0.07399627611212142
70,0.3016304347826087,0.9617224880382775,0.07362776921593289
71,0.328804347826087,0.9617224880382775,0.06542293935945476
72,0.328804347826087,0.9665071770334929,0.06516571253550678
73,0.33152173913043476,0.9665071770334929,0.06427641521399256
74,0.33152173913043476,0.9712918660287081,0.0641156534459276
75,0.33967391304347827,0.9712918660287081,0.062031696691823804
76,0.33967391304347827,0.9760765550239234,0.06169977142499604
77,0.37228260869565216,0.9760765550239234,0.05296462871925526
78,0.37228260869565216,0.9808612440191388,0.05268268202274875
79,0.47554347826086957,0.9808612440191388,0.02907596764594339
80,0.47554347826086957,0.9856459330143541,0.027963559020700284
81,0.5461956521739131,0.9856459330143541,0.01989200031951197
82,0.5461956521739131,0.9904306220095693,0.019481862344837342
83,0.6331521739130435,0.9904306220095693,0.013868052226195443
84,0.6331521739130435,0.9952153110047847,0.013796078724149716
85,0.8233695652173914,0.9952153110047847,0.006770587696684828
86,0.8233695652173914,1.0,0.006745263909692946
87,1.0,1.0,0.0017810557273253889
