,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.04329004329004,0.8951038145823274,0.8951038145823274,3.5887620257562536,0.847682119205298,432.0,43.0,26.0,192.0
