,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,93.07359307359307,0.9141025641025642,0.9141025641025642,2.4965301048739152,0.8904109589041095,150.0,6.0,10.0,65.0
