,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,PL_Index,ASSOC_PROB_LR
0,1.0,0.28550631900074097,0.017423033055157244,24.49722,2065.1467,0.014815172056006187,0.040747093529818,1.7783626e-13,0.0245816578741839,0.0342164117747929,0.026122657774324563,-0.008072064525894262,0.0180447590635915,2.087850401584187,0.93293214
1,1.0,0.0,0.020496334127111,1.1360817486912538,2869.2637,0.0121208635351016,0.0776408867611737,-1.4410701894506742e-12,0.0185291310108307,0.0695291405172081,0.06580892933286177,0.032804377,0.010201629417044292,2.1089518,0.7721133631228732
2,2.0,1.0881721,0.0349080076786325,46.425827,340.91953,0.03329087552081087,0.0806409041219577,4.368817e-11,0.0678220675131216,0.06361392044464162,0.04755955496105431,0.10409311939989507,0.05243281667630208,2.497413457798157,0.95818156
3,1.0,0.1948721905789106,0.0088737231609885,16.672523,3402.819,0.009861125505868,0.0946628564309273,-8.954919227351239e-14,0.0226785522440008,0.09393775957307801,0.08445178629514287,0.08295229164844642,0.019807407462018284,1.8179636,0.6648071728677571
4,1.0,0.0,0.0120396429817975,5.5522084,2675.213163974513,0.017846461453020455,0.0799019896882325,2.0622496e-14,0.0792222169841547,0.07090030616141649,0.0625457745981504,0.17338908494056504,0.07226468261792574,2.1385322,0.7371543239399898
5,1.0,0.3672483753425222,0.0185198934980351,-10.50370931895202,1240.1518913000837,0.0190923126382786,0.12614920396448953,-1.9898466803280777e-12,0.0985977142788294,0.1165013178479822,0.1082160455005213,0.04253327414934205,0.0926477708292212,2.3932419036954617,0.626169336708795
6,1.0,-0.09459919247480908,0.0029474737704344,-31.649741392212377,4939.158409893593,0.0210346247881861,0.08212350187743918,-5.7032055026224825e-12,0.0318932295895246,0.0762575984186521,0.0604546229429927,0.5594674,0.0267374484523755,1.6925464001037356,0.25669714971288116
7,2.0,0.9457461,0.0255843199019954,11.245723,683.055,0.03859197164659447,0.0991534172981501,1.6769217e-12,0.0943989817201087,0.0860298466293054,0.06070176145072741,0.2238976408379223,0.081264042100273,2.588134328979573,0.87434393
8,2.0,0.5850501079051031,0.0223745862964559,23.338678,691.1044,0.0280477505119311,0.12156463292360505,1.6288045e-12,0.041951256804215416,0.1102741751927897,0.0930663275746682,0.3245625649856798,0.0273159710675705,2.3819625868417167,0.6072877467879003
9,2.0,0.44942507,0.0294281274808776,10.480264416677642,420.6874036254958,0.0467561067477842,0.07427587889772777,2.8355265e-12,0.06130388925679326,0.054881334091036654,0.0279845754151373,0.23886833,0.045064948417438896,2.638379,0.9090593
10,1.0,0.49450755,0.0194491965146008,-5.920183497259359,2149.5942,0.008073249768066719,0.10616380691605956,3.2884438e-14,0.0274454458572409,0.10386269275017432,0.0979836595938113,0.53097296,0.0178658547264893,2.1678643,0.23237461452293218
11,1.0,0.0,0.0122153455937874,7.125673,2482.8258967072834,0.0199374544490211,0.09463756266028582,-3.3879313925992915e-13,0.1035128302687302,0.08751480654511343,0.0751559215592135,0.18387272610505967,0.09807922445433286,2.1267276,0.758814691093523
12,1.0,0.48748028,0.016117750879650006,28.758298969016437,1199.5168,0.0198236087638773,0.0707141115046266,1.2143986e-13,0.08235952211852471,0.0584657787805113,0.0515564253237228,0.13336368393308362,0.0741395669015876,2.211053590224848,0.6850429066295654
13,1.0,0.0,0.0149446895275618,56.51904,1655.9245442061874,0.02344862976471676,0.0986848658594581,1.0624387e-12,0.0294934578000062,0.091903559200535,0.07526131336930475,0.08502328276464155,0.0226546577357566,2.019873605404126,0.9736737
14,1.0,0.23972053653098202,0.0133883073567224,11.07414,3556.937569145106,0.0077101218604885,0.07459184563618713,-1.0283478748983656e-13,0.0192509369805395,0.0761816319380314,0.06643958648327963,0.17989486,0.013467558147041814,1.9718490834242757,0.6422707097321236
15,1.0,0.308917350804073,0.0208817838460008,18.235521,1420.2627,0.01757896609936,0.09726260189006436,3.038242e-13,0.0254860390075617,0.088584065912235,0.0798389882661465,0.03428638,0.01671742669239583,2.18678807745768,0.86640173
16,1.0,0.4701321061453998,0.01537508457389386,64.89692,2004.4081843174863,0.0173453742833363,0.0926782915737127,1.3861759e-12,0.0259273528942085,0.0850919044887944,0.07537394724278028,0.05106355,0.0182842877068414,2.018631,0.92810774
17,3.0,0.7530167272371211,0.0222123526288927,29.684293797525356,1586.7131,0.020558645480577585,0.0873282084686149,7.569202334167585e-12,0.0314179945876897,0.0748334262686494,0.0666354954298523,0.12438864160150231,0.0188484688428293,2.4001998290679922,0.94048434
18,1.0,0.22463594,0.0197122189984201,13.523349,1811.7891,0.02114628473312059,0.05030723755654845,-4.419274894517315e-13,0.0839516429565059,0.0304897205508453,0.030475374009565653,0.055817317,0.0756190427739732,2.1780521928595715,0.7867327706645533
19,2.0,0.6744147316308002,0.029442820097921152,6.997116,1345.3511,0.113724419045806,0.0763148673001538,1.9548414509272422e-12,0.0296378597810184,0.06016635499481768,-0.0372087719055566,0.048083626,0.0207744769560843,2.3850918,0.0
20,2.0,0.6437347413743428,0.02620403417263778,34.831319554416154,571.9983,0.027462213928326214,0.093385559993667,3.1576564e-12,0.0826844448582783,0.0786932838525572,0.0661889061017943,0.1442938,0.06967602415529632,2.4492016,0.9643442
21,2.0,0.6136401365108299,0.021652947858828375,28.245321,1850.3416442075468,0.03767523241830616,0.0951425056392152,4.9843566663970475e-12,0.0968578412501161,0.0809970512706861,0.057556806688851866,0.2978195859042323,0.08431142970785309,2.3666093,0.7968283375987149
22,2.0,0.6609946251371948,0.0209035542806579,11.10404,1677.0107,0.017861206185711,0.0953752119849262,4.163253623846182e-12,0.04757076673065858,0.08515978451830217,0.07772342251375956,0.21473165751343615,0.036487280064863556,2.2566066,0.0
23,1.0,0.2313829587002989,0.02233816085836332,24.767956,1412.678,0.0179446013705735,0.08990125599591839,5.216415030616695e-13,0.03175822252469535,0.0801076028746953,0.0719267363511724,0.0800892678671481,0.0233771130034589,2.0667396,0.9994357
24,2.0,0.8896143,0.0191450719675453,9.183543,2385.9421,0.0138995524666873,0.09356785045217111,4.2377133e-14,0.068575514823985,0.0868231642362035,0.0796788136091802,0.06577689492853622,0.0618978763410959,2.1819768,0.684416786822343
25,1.0,0.11891726211649756,0.01960782310349818,14.7916355,3299.1636,0.00993047189957616,0.02051796283333837,2.5842525e-14,0.0186452614312079,0.019926605349382,0.009852679102058,0.1231987906341967,0.0118466120105039,1.9045731,0.98459005
26,1.0,0.73931456,0.0204378346321885,9.59528,1146.0089,0.03623675882487241,0.0766258298025643,-9.797696854775638e-14,0.0757436716661501,0.0670241992108521,0.0406626212388998,0.3078175,0.0661408246764219,2.3071590065686647,0.4054267786089092
27,1.0,0.23754619,0.0183304518736105,37.78753176234761,2479.8103430407427,0.018738303849489,0.1154045295026114,2.642646130789035e-12,0.0234875046680891,0.10449379999912964,0.0968757179535683,0.0055246055,0.0138874185405528,2.1073663,0.9081001
28,1.0,0.31550595,0.0248056997970231,23.375565391171335,1091.1918,0.0835138516503564,0.09105111552381501,2.1680566e-13,0.02826519420870883,0.06796778826181113,0.008231513069683,0.17389651271441764,0.0141750300153646,2.501718,0.9370092
29,1.0,0.2576234,0.013597603260008417,11.777328,3602.949113184157,0.021161573633966726,0.0165545352632777,-8.245115007538686e-13,0.04098822899957349,0.006865215212083733,-0.004333313030262468,0.14722097,0.033122770894852396,2.0440465876297957,0.7221361152761538
30,1.0,0.0,0.0178188263001802,6.9896655,2621.6994935150215,0.0098996054411863,0.1702171657350915,4.687125e-15,0.0184915850060865,0.1662360784369505,0.16031848964683776,0.027777655,0.0143956581626819,1.9551985,0.91047436
31,1.0,0.0,0.010680678470033456,16.470945,4793.330122467596,0.012769047848016385,0.022095058131025,8.0659754e-15,0.0187840090104202,0.0153344933677303,0.0094267784630369,0.07373584148640333,0.0120226801634777,1.9421820716212417,0.98932874
32,1.0,0.19884299,0.0161053019704575,19.84554199885872,2113.031,0.0207421956346172,0.0340547517419825,4.5143065383286354e-14,0.0284588353733395,0.0256318061712667,0.013730901663125232,0.005156119718574104,0.021603974920345353,2.137794,0.8603775
33,2.0,0.7287055984723487,0.03590935145838264,19.939705,443.26532,0.049498805553001145,0.0739554209425667,4.3421251219534964e-12,0.08713441139567402,0.049948253703133355,0.02503515381919423,0.28113157,0.0667231661456605,2.737509,0.7779724317460968
34,2.0,0.5252061,0.021214823875508382,4.9909987,-303.1834616151682,0.0665118187540256,0.10161405862944177,9.857296e-13,0.0788567531262397,0.08115196182181492,0.0362889688296155,0.29128698691365784,0.063871530225854,2.788899334469033,0.0
35,2.0,0.90885466,0.0280232877978365,28.707115,851.2023,0.0250757809010884,0.0916220801775947,5.293333510376965e-12,0.09754382733685013,0.08004910129859952,0.066699541152696,0.15271719,0.0850273780580828,2.4609238622626433,0.7891043433137988
36,1.0,0.43003103449618085,0.0166902578006398,27.484996967177835,1596.9047,0.024105434755196643,0.09000988535096849,1.5254290994670693e-12,0.027719198570031252,0.080966909564715,0.0662758732346478,0.030496497,0.0190405643405235,2.2390501,0.7236134956222067
37,1.0,0.10265498,0.0044530657416785,26.457048326827703,5564.476036901411,0.0117555196114059,0.0292857547633182,2.1489472e-14,0.0117122905494216,0.0270529730530434,0.0175362723514959,0.01884806558907215,0.009820683896194463,1.7408901,0.9444234903462423
38,2.0,1.0447963,0.035957503333484075,7.9100785,406.54874,0.05477483545905347,0.0681004795548455,3.6782435e-12,0.0708206388646117,0.043029984526574555,0.013753156039756326,0.41114354,0.04813257316673232,2.8122284,0.5213492729666207
