,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,PL_Index,ASSOC_PROB_LR,CLASS1
0,0.4517304884301536,0.0179396435914961,23.947713766844476,2258.4415893235164,0.0216798623365065,0.0742078160161806,1.4575156897011898e-12,0.0462637078441173,0.0690572973819879,0.0530303401401316,0.1544747806667974,0.0356294330828111,2.164526486473304,0.7837075532567184,1
1,0.4448047174592089,0.017967849720905,5.2516475,2405.0572648912403,0.022919023618378,0.0742079977943676,1.3973058e-14,0.0588886174293871,0.0746289078113093,0.0523201863319082,0.1544773050339536,0.0352534230286684,2.1716928322066265,0.7821735416209847,1
2,0.6610605946838426,0.0269466350896393,42.69583806539552,340.91953,0.0406437393259013,0.0741999856844045,2.3894292416944784e-12,0.061680864077606,0.0585485394375389,0.0592031083583978,0.18454067,0.0400230047201155,2.199842191589208,0.7836422416557198,2
3,0.4492044225356943,0.0179447602239004,16.672523,2111.740355752756,0.0435269712027164,0.0741998821447766,1.5240393926388065e-12,0.0580464761595522,0.0893014451945616,0.0848809658049249,0.18185906,0.0172735499335092,2.4592366662049967,0.7919112982102021,1
4,0.4517270770443105,0.0179396873269946,23.37021815857398,2317.5109039996823,0.0174433889818639,0.0799019896882325,1.398906628181353e-12,0.0467007028548469,0.0753213033178693,0.0552971711750074,0.1544824509060083,0.0346148253567301,2.1306487469533355,0.7826348524565105,1
5,0.4479458015649351,0.0179591065637523,13.404971,2487.307143231037,0.0220961450097463,0.0742077737013124,1.1212059339714037e-12,0.0985977142788294,0.1347159309698935,0.0752088245173448,0.154505997912782,0.0857224327171983,2.1894891300272947,0.7803971141705333,1
6,0.4517304884301554,0.0179396435914961,23.947713766844476,2258.4415893235164,0.0216798623365064,0.0742078160161804,2.6746307e-14,0.0462637078441171,0.0690572973819879,0.0530303401401315,0.1544747806667983,0.0356294330828113,2.164526486473303,0.7837075532567042,1
7,0.4517304884301536,0.0179396435914961,23.947713766844476,2258.4415893235164,0.0216798623365065,0.0742078160161806,1.4575156897011898e-12,0.0462637078441173,0.0690572973819879,0.0530303401401316,0.1544747806667974,0.0356294330828111,2.164526486473304,0.7837075532567184,2
8,0.4517304884301536,0.0179396435914961,23.947713766844476,2258.4415893235164,0.0216798623365065,0.0742078160161806,1.4575156897011898e-12,0.0462637078441173,0.0690572973819879,0.0530303401401316,0.1544747806667974,0.0356294330828111,2.164526486473304,0.7837075532567184,2
9,0.4517303186028645,0.0179397079665313,24.30835672176666,2221.5734161035707,0.0226306610798494,0.0742081533142414,1.3929527762677056e-12,0.0445002652233585,0.0609522275018943,0.0446263998953157,0.1544798445244835,0.037379168884412,2.168393249559389,0.7836388222818513,2
