,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,PL_Index,ASSOC_PROB_LR,CLASS1
0,0.42913482,0.0160613837788658,24.49722,2962.403938990806,0.024759783927496,0.0537447072063073,2.6869596064928535e-12,0.0451613969240233,0.0342164117747929,0.0521545614309195,0.1619828704992317,0.0327265726606658,2.15958713807,0.7641515198621103,1
1,0.4144939101227419,0.0174350939918106,5.2516475,3111.8500497714904,0.0262015719912939,0.0698367850562417,1.0775811036141566e-12,0.0415845131561577,0.0695291405172081,0.0521851387487912,0.1517941276175407,0.0327469785709948,2.1596143991757084,0.81771594,1
2,0.4870976986807929,0.0170140324187496,24.411455517297675,2545.178211523123,0.075212660940992,0.1086473734654581,2.3198026389554705e-12,0.0531924545769404,0.0611263734495873,0.0521743329689167,0.18454067,0.0329758919701409,2.159551215781733,0.7642027541223473,2
3,0.4871008256236662,0.0168810200514862,23.37501016171225,2663.243649515062,0.0252518194276814,0.0785752304290127,2.0383058673369056e-12,0.0458933854907721,0.0669397128929385,0.0521530751248857,0.18185906,0.0326824823467594,2.159599674259917,0.7642668443134677,1
4,0.4870985097288015,0.0164756894220657,23.172813797807223,2685.823783912855,0.02444414908772,0.0772184154958773,2.0837705973430705e-12,0.0435430661827693,0.066905908411089,0.0521578793973644,0.1635018202977373,0.0327377820784292,2.1385322,0.7643749947580356,1
5,0.4871001366015129,0.0169667655421922,23.102414567960047,2693.9566074261056,0.0190923126382786,0.0737006163096122,2.077169694362286e-12,0.0431866150647164,0.0668513080760869,0.0521519287520044,0.1637047850311046,0.0327348654837236,2.1596011036458003,0.7642950026785367,1
6,0.4210586592342265,0.0148113747593718,6.878327,3044.463669109932,0.0210346247881861,0.0646038074812665,9.385871830957297e-13,0.0346567246612304,0.0682310419255137,0.0521741414508465,0.1625647884889394,0.0267374484523755,2.0532787,0.7657280969396427,1
7,0.4870997770473509,0.0169868738633294,23.215976555341545,2681.000064048634,0.0249948272221319,0.0777246424161243,2.103456475024264e-12,0.0439951083899122,0.0668815338225496,0.052154488863632,0.1635567906784374,0.0327359544173115,2.1595952048434475,0.764292157524959,2
8,0.84219086,0.0211443334277377,40.17240616625432,788.0109405899375,0.0280477505119311,0.0890242824432969,1.6288045e-12,0.0441289583424586,0.0665253620881866,0.0521589092307194,0.1653834396606417,0.032732111008733,2.1596907992669374,0.97325,2
9,0.4871090068149058,0.0165412660458911,22.41180586290706,2770.7184018261555,0.0257510595515876,0.0746430155245302,2.4646318858782466e-12,0.0314786215969286,0.0706780502649926,0.0279845754151373,0.23886833,0.0331545271422964,2.159617941177807,0.7640382991360428,2
