,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
6760,0.6666667,3.1044815,2556.54,16.207966,0.07910961,0.99971545,9.573895454195736e-09,1.2769282520253e-08,4.3240824254553445e-09,9.63707225132282e-10,2.3392929260346307e-10,4.5243246649118156e-11,6.460475383829323e-12,8.493096024099304e-15,1.5449751937859912e-12,3.0863508363593306e-12,2.9336817263664328e-12,2.257396092969488e-12,1.5296080374538334e-12,1.027967099463678e-12,4.077265055527773e-13,1.078544839430793e-15,19.011436462402344,22.943681716918945,18.55987930297852,10.747607231140137,1.55143720093065e-08,1.6138114844466145e-08,1.807672234122037e-08,1.3220820882509088e-08,1.7916130801154395e-08,1.4595693542673873e-08,1.2520628089873752e-08,1.898700929814368e-08,10.2246675491333,10.403280258178713,9.62649154663086,7.998297691345215,10.081647872924805,7.055679798126221,7.060429573059082,9.647192001342772,2
6763,0.6666667,1.0568967,985.9533,10.507775,0.0,0.99708784,3.114233870782357e-11,1.7602909130332023e-09,1.4107541801422483e-09,3.973595064099555e-10,7.466310208981142e-11,2.4165825590616308e-11,6.536401628287614e-12,1.3699610456892574e-16,4.948851404221926e-15,4.146300002557529e-13,9.457348099095597e-13,9.35965606234379e-13,5.00522962919997e-13,5.692170909968319e-13,4.381842111378376e-13,2.24914345932884e-17,6.859007835388184,11.408125877380373,7.936753749847412,6.685999870300293,7.348481378954831e-09,7.304917115646958e-09,6.895932713746333e-09,6.325547197150172e-09,4.9971848881114064e-09,9.567370895524618e-09,9.358885222354731e-09,1.1529722065972692e-08,6.2545084953308105,4.980415344238281,4.854800701141357,4.351268768310547,3.386871099472046,5.096961498260498,4.000359058380127,6.977632522583008,1
6764,0.6666667,2.0781205,1165.7634,21.40402,0.2838994,0.99906385,8.525444350482303e-09,6.778449357369709e-09,2.140477128875773e-09,4.408695908342253e-10,7.496306353438342e-11,9.691638117037547e-12,2.2672593764882408e-17,2.450297968608424e-16,1.374129434371374e-12,1.625228922795541e-12,1.427515440924343e-12,1.0118020787527882e-12,4.751897660082438e-13,2.1336120262054062e-13,1.3709026626036541e-18,2.7613973875288408e-17,5.242837905883789,7.984966278076172,7.031528949737549,3.765139818191528,1.7057869783343452e-08,1.1328022075929312e-08,6.132234275924021e-09,4.922870999735096e-09,7.882093200350937e-09,7.860175621487997e-09,1.7665499285612896e-08,1.6576688466329873e-08,6.548633575439453,3.625458240509033,1.80750572681427,2.004348993301392,2.273155689239502,2.5790412425994877,4.346301078796387,5.218392372131348,2
6765,0.6666667,3.4552011,1002.21075,93.89271,0.68001777,0.97022146,8.15716050261983e-10,2.9380529120714982e-09,1.779306812998982e-09,4.2282841117291525e-10,1.1396794619145112e-10,1.6221026258311788e-11,7.248802910664508e-19,7.099374354280804e-16,1.3401050560045424e-13,7.334666728142647e-13,1.2310897743936233e-12,9.912338961790002e-13,7.327956600897134e-13,3.5829883981639e-13,4.359164279972029e-20,7.71278820314408e-17,11.318456649780272,13.64161777496338,11.483152389526367,4.850220680236816,7.869722651321354e-09,1.0185457810507614e-08,4.467012537645587e-09,6.277771191776082e-09,5.23429566356981e-09,1.983814890138546e-09,3.5798846109713622e-09,2.5184727636684556e-09,7.05678129196167,8.531105041503906,4.613966941833496,6.162272930145264,5.480071544647217,1.8175206184387207,3.206843614578247,2.3957087993621826,2
6774,0.6666667,1.3209616,1479.3323,46.588394,0.40030244,0.9997947,2.7094952059769642e-08,7.934530366071613e-09,2.256624886953773e-09,4.808682341206351e-10,1.2687609296513358e-10,3.304288787031595e-11,4.3880702023380006e-12,3.4763939456100795e-17,4.299610147084909e-12,1.862477620045988e-12,1.5065399015107284e-12,1.12874510085903e-12,8.470343567171247e-13,7.756178511952871e-13,2.9295088490449706e-13,5.6299562715681115e-18,10.597593307495115,12.819238662719728,11.704893112182615,9.513797760009766,2.0670061218197592e-08,1.477479649736324e-08,1.6597798691009302e-08,1.7575658262103392e-08,4.973429224008896e-09,6.577026478993275e-09,4.874065151483364e-09,8.100442094871596e-09,10.30702018737793,7.351428985595703,8.869585037231445,8.662705421447754,2.298341989517212,3.0289864540100098,2.513906717300415,4.852414608001709,1
6782,0.6666667,3.686617,2471.2195,602.8038,1.0694926,0.9997605,3.4713270480324354e-08,1.1588524806427358e-08,4.167811873401206e-09,9.852531013265775e-10,2.404872412320458e-10,2.826323203253267e-11,1.7373785786770068e-12,9.357743050856671e-20,5.606149225401147e-12,2.800699559421527e-12,2.81871097643216e-12,2.296029902662533e-12,1.5584843528551606e-12,6.358968256472974e-13,1.0811501433699577e-13,1.1370657344701199e-20,20.22882080078125,24.426271438598636,18.97135734558105,8.82055377960205,6.2356217966907934e-09,7.567130921870557e-09,6.8276349018958635e-09,2.003010646234316e-09,4.958073063221491e-09,3.1919988430217934e-08,7.139059476912736e-08,4.636837758198453e-08,5.20403528213501,4.706732273101807,4.586121559143066,1.5583441257476809,3.0796358585357666,14.124869346618652,28.65610885620117,21.732051849365234,2
6787,0.6666667,0.0,575.799,8.619003,0.0,0.9990704,1.583007752659071e-10,5.7659694796541325e-09,7.288799008797753e-10,1.9533011319516902e-10,7.22320189772141e-11,1.6307316608177302e-11,8.464182046225012e-13,1.7462936478807034e-12,2.5215698195375956e-14,1.3661530674086153e-12,4.920604939132045e-13,4.628030814482488e-13,4.876320701396876e-13,3.8637547480034617e-13,5.714095781825594e-14,2.9348618262210746e-13,3.808701992034912,6.474442005157471,7.312872886657715,5.233314037322998,2.521056918780573e-09,1.568283058972497e-09,4.1194039290815e-09,4.8802100138800605e-09,3.684964555716874e-09,6.690398013375898e-09,2.833248968769908e-09,4.673317288705903e-09,1.991593360900879,1.1252886056900024,3.203234910964966,4.937429428100586,2.243040084838867,6.0144243240356445,1.433250069618225,4.052685737609863,1
6790,0.6666667,4.4234633,915.37146,45.42442,0.30216396,0.99990827,1.260871407282593e-09,7.403237636642579e-13,8.51945514135366e-10,5.196788555039689e-10,2.4607432758116943e-10,9.488670960067223e-11,2.561729127437129e-11,4.218525702370801e-12,2.115051975790441e-13,1.9570743891913887e-16,6.362691948834376e-13,1.3060201791564865e-12,1.7293437732171513e-12,2.2673291195929317e-12,1.6962795100841645e-12,5.826712268057477e-13,7.840672969818115,18.73849296569824,22.699146270751957,18.95517349243164,2.442647417666421e-09,1.3384366948088202e-09,3.344406973582181e-09,3.1021993862623276e-09,1.2990148956504301e-09,3.909782275712814e-09,3.813701354715704e-09,2.7316218176309803e-09,7.217445850372314,5.248896598815918,11.259843826293944,11.095906257629396,6.625853538513184,12.779441833496094,10.542584419250488,10.809121131896973,1
6804,0.6666667,0.37602487,480.96655,19.38479,0.43905032,0.99743426,1.672563650079173e-11,3.091280564859744e-09,4.79193962288349e-10,2.1184062837242834e-10,4.722496005360455e-11,1.3629535867976106e-11,4.737351512457263e-16,5.573441014261604e-13,2.6546749485613884e-15,7.259798773424919e-13,3.201035899021154e-13,4.975026467179955e-13,3.154647224869189e-13,3.200864052976815e-13,3.1645706774792296e-17,9.043745028032568e-14,1.8325356245040891,5.579929351806641,5.370508670806885,4.389275074005127,2.69245115092076e-09,1.5659148977498203e-10,5.0489759040317495e-09,2.1197268385009242e-09,2.9307605231565503e-09,1.0012831452854698e-08,5.9163478560719795e-09,5.953585957563233e-10,1.895113706588745,0.1080232858657836,3.408029794692993,1.2394825220108032,1.4322588443756104,5.1491804122924805,2.5448145866394043,0.4226243197917938,1
6810,0.6666667,2.7716532,2198.873,283.96393,0.8377627,0.99931425,2.08315693583927e-08,1.3629244399737672e-08,4.196978764525738e-09,7.28187343757014e-10,1.5536856523556963e-10,1.1688222438521743e-11,2.7362590444585545e-15,3.389701116075337e-17,3.3382482975824468e-12,3.233015634721004e-12,2.77904218734526e-12,1.6687560621536648e-12,9.882477865555406e-13,2.591237771229493e-13,1.675543533883415e-16,3.982043332927213e-18,18.3751163482666,17.560312271118164,12.091511726379396,3.744663953781128,5.580201190014122e-08,3.85211578191047e-08,3.1457055627015507e-08,2.5371727829792693e-08,7.1007599800054785e-09,3.7614027448285015e-09,1.3193159453805949e-08,2.2196134707996865e-08,21.345434188842773,13.933182716369627,12.809286117553713,9.465683937072754,2.5937700271606445,1.417652249336243,4.910553932189941,8.794539451599121,2
6818,0.6666667,3.004557,933.55756,32.08182,0.2962858,0.9992973,5.9372333438556516e-12,9.035771020293735e-10,1.5070621417478947e-09,6.166814281449716e-10,2.3211248201260304e-10,4.941982240103116e-11,1.6194934282509618e-11,1.83393665684694e-15,9.851545865565596e-16,2.325032798667498e-13,1.0899592860214025e-12,1.509483293568592e-12,1.5817062286663244e-12,1.15177442236436e-12,1.0421880372590842e-12,2.355119788001214e-16,4.835959911346436,12.768962860107422,15.59765625,9.809825897216797,1.8616949093441802e-09,2.058649473113405e-09,4.781831819400395e-09,5.092933630379548e-09,4.027018274399552e-09,4.201407666215573e-09,5.041804307381881e-09,3.0751963198127892e-09,3.534139633178711,3.538245677947998,6.588863849639893,6.578325271606445,5.994487762451172,6.440631866455078,6.212942600250244,5.025521755218506,1
6824,0.6666667,1.0105193,161.44583,18.722971,0.0,0.0,6.370048152154473e-12,6.255316264969223e-10,2.5070537312821273e-10,6.853799472406051e-11,2.8675594884730596e-11,1.1562375189233531e-11,5.778747272366935e-12,3.973761633721556e-16,1.0259556342302073e-15,1.523292939269866e-13,1.748918528445345e-13,1.669035190002971e-13,2.0004066762432937e-13,2.815666265681277e-13,4.031248533771514e-13,7.477390467912721e-17,1.458647608757019,2.6468212604522705,4.125925540924072,4.366884231567383,1.986159237077345e-09,1.4157878203135963e-09,1.882288547250255e-09,4.76933270654456e-10,1.5928984797852763e-09,1.1411124267723947e-09,1.2638141921872403e-10,6.617044134848982e-10,3.99321174621582,3.231802701950073,2.07263731956482,0.773756742477417,2.6592226028442383,2.063171625137329,0.2675318717956543,2.0722343921661377,1
6829,0.6666667,7.094797,7677.818,1070.6221,0.58785677,1.0,1.1102006425289801e-07,6.667147545158515e-08,1.4727616459708772e-08,1.949722605587567e-09,2.4075799687217625e-10,1.1996759488597242e-11,3.402137946362238e-12,1.196510006264156e-16,1.7695943668738498e-11,1.5527381463931178e-11,9.470689857349336e-12,4.333940758355359e-12,1.468181587589712e-12,2.553595627053512e-13,1.9773902838488705e-13,1.2471089421190453e-17,46.78194046020508,36.86656188964844,18.61251640319824,4.366508960723877,1.6679197756275246e-07,1.24866090800424e-07,1.1498460850134506e-07,8.377533333714383e-08,2.4622005767582777e-08,1.2729606169159524e-07,7.024955550605227e-08,1.4489680211227096e-07,41.02387619018555,29.74510383605957,28.36762809753418,20.86902618408203,6.808277606964111,26.9993839263916,16.62395477294922,32.603309631347656,2
6831,0.6666667,0.2078938,1062.2589,46.55126,0.5546057,0.9974974,1.6535739888468015e-08,7.1027748127505674e-09,1.3792769149034712e-09,2.829871337262091e-10,6.440631361570581e-11,1.5281859111482277e-11,8.539131047172714e-17,1.828380438350307e-16,2.608642468704403e-12,1.6434555539374118e-12,9.051953522680456e-13,6.547817843483017e-13,4.226874113309048e-13,3.53594974480953e-13,5.604082889188065e-18,2.8019045875616854e-17,6.438968181610107,7.781721591949463,8.136165618896484,5.528140068054199,1.6215151887877255e-08,6.172806266135922e-09,1.2837531038201178e-08,1.895006107588415e-08,9.62929647130295e-09,5.342232878291497e-09,4.891393068362504e-09,4.632533912030112e-09,6.067918300628662,2.411492109298706,5.81644868850708,8.244832038879395,4.609036445617676,2.1993613243103027,2.276061534881592,2.4602839946746826,2
6832,0.6666667,1.5057497,1942.2747,294.0473,0.8713592,0.9990096,5.652763146457573e-09,9.845170012567904e-09,2.959618106146422e-09,4.244029294664386e-10,7.660252987484739e-11,1.432022989772408e-11,1.6741340301898444e-12,1.4134929121265016e-12,9.031944571587236e-13,2.319842668657701e-12,1.946018216361645e-12,9.676234423092178e-13,4.84746791318269e-13,3.16332924481591e-13,1.0217043546921142e-13,1.6523140819978133e-13,18.69525718688965,14.534381866455078,8.884117126464844,4.928205490112305,7.637096288704015e-09,7.377046529200015e-09,5.709714034907165e-09,5.807089475950988e-09,3.023185257688965e-09,2.0112285170625913e-08,1.0027110697308217e-08,1.0535047501036844e-08,3.9866650104522714,4.419861316680908,3.733356475830078,3.210815906524658,1.9821659326553345,9.740894317626951,4.785214424133301,5.877803325653076,2
6836,0.4682284,28.689732,48830.855,89796.516,1.541038,1.0,6.923350497345382e-07,4.555543000606122e-07,1.413161783148098e-07,2.870358528639372e-08,6.254206930123018e-09,6.743147706878004e-10,4.0248852861690665e-11,9.39280460038459e-18,1.107075264794588e-10,1.0845690318062039e-10,9.483716589819835e-11,6.65586891157588e-11,3.9818957159321045e-11,1.4538919547446572e-11,2.2483026725084176e-12,8.702676234803023e-19,200.54345703125,210.6952972412109,147.60108947753906,58.0181999206543,1.0402570893575105e-07,4.6682931298391856e-08,1.6006701741844156e-07,2.393265674527356e-07,6.826779213042755e-07,2.893718260565948e-07,4.527469741333334e-07,1.1977590474998578e-06,34.980567932128906,16.844518661499023,44.02378082275391,56.873905181884766,123.57593536376952,58.428367614746094,83.13201141357422,183.24436950683597,2
6841,0.6666667,2.472064,1792.3075,204.2038,0.63903695,0.9996331,7.038263749592488e-09,4.459936420175836e-09,3.027327721838446e-09,7.884167207983238e-10,2.4524948738502417e-10,6.613183611836604e-11,1.5507668066350178e-11,1.4775139662095982e-12,1.1417374207525754e-12,1.0942876379343989e-12,2.0973277368302456e-12,1.88387196467521e-12,1.6465087756753485e-12,1.5395645912644196e-12,1.0097115201238016e-12,2.063106223403402e-13,16.47293472290039,22.67684364318848,19.71335220336914,13.015321731567385,1.657649684183582e-09,5.142919867751061e-09,7.392016776464061e-09,4.388329255533563e-09,9.303988690589904e-09,1.198262378210302e-08,3.462260922404425e-09,2.4943970444724076e-08,2.22043251991272,7.3835368156433105,7.442280292510986,4.70292329788208,8.625009536743164,10.496075630187988,3.209145784378052,20.653493881225582,1
6847,0.6666667,1.3276451,2351.5457,220.87877,0.6286675,0.9993116,1.4695650918383762e-08,1.1505895791685816e-08,3.414511340338322e-09,5.148402260068963e-10,9.764309499837863e-11,1.8576818902604764e-11,4.592512568152296e-12,3.118536825279977e-19,2.3435066821148047e-12,2.701941535093733e-12,2.2407243161631785e-12,1.173885858310464e-12,6.191346805899113e-13,4.117026814950964e-13,2.8183559002206704e-13,3.713427996604496e-20,20.572547912597656,17.1404972076416,10.73545742034912,6.8040056228637695,1.7627892034965953e-08,1.3414795496657916e-08,2.3645505109470832e-08,2.5285226357141252e-08,1.7143483077575183e-08,1.4288420224772837e-08,6.2262142108693305e-09,3.1476641737526734e-08,8.446675300598145,6.979362964630127,11.377805709838867,12.03431797027588,8.768445014953613,6.532291412353516,3.681138277053833,14.685667037963867,2
6848,0.6666667,4.192826,2097.6948,99.305046,0.38244402,0.99890375,1.4480196597332906e-08,9.499316888650355e-09,2.973983725951257e-09,8.049951816246902e-10,2.114143166087601e-10,2.9120785643987894e-11,1.0078805334709516e-16,2.9716218660506204e-16,2.344014739252831e-12,2.3100180622515065e-12,2.0271972035051933e-12,1.889028430207551e-12,1.381948917279774e-12,6.601554155757916e-13,6.329663388643042e-18,3.6965573300639284e-17,19.528717041015625,23.83375358581543,20.14371109008789,8.129497528076172,1.2869417531646832e-08,6.132031771244328e-09,1.1244376985075633e-08,1.1563564328298526e-08,1.4398139569493653e-08,8.403255868927317e-09,1.4965932493282708e-08,8.677770502174553e-09,9.857561111450195,5.625096321105957,9.420747756958008,9.668465614318848,10.615057945251465,7.227153301239014,10.521397590637209,7.493889808654785,1
6849,0.6666667,0.111591734,809.29486,12.012352,0.0,0.9983027,1.6947948600076754e-10,2.789703135164245e-09,1.374150571109567e-09,2.943248977871349e-10,5.672664421529916e-11,2.152376020470026e-11,4.752725990542217e-12,2.0154977455744258e-15,2.6868328932170768e-14,6.532863442917924e-13,9.14817700758963e-13,6.89243367241188e-13,3.7764813520281553e-13,5.040384884642812e-13,3.1640477998057253e-13,3.2341107589598276e-16,7.546412467956543,9.065176010131836,6.213058948516846,6.402205467224121,5.782740952753329e-09,4.094572236823524e-09,9.260021194279489e-09,6.40611386160117e-09,8.984761379338124e-09,6.243876971012696e-09,8.397646134028491e-09,7.788708344946826e-09,4.294590950012207,4.17748498916626,5.529874801635742,4.281693458557129,4.123464107513428,3.22781753540039,4.4508466720581055,4.979329586029053,1
6850,0.6666667,9.029814,10678.528,1281.397,0.48589805,0.99991924,7.000056712058722e-08,5.2403390071731344e-08,1.8438536031339936e-08,4.507676010234718e-09,9.872660466925254e-10,1.4239373569147062e-10,3.421820465865366e-11,1.6265686976781025e-15,1.1323664228513051e-11,1.270770034339508e-11,1.250646721601134e-11,1.0520562719606996e-11,6.402635800012435e-12,3.2029071235506468e-12,2.1266614771281445e-12,1.963983531063024e-16,63.25796508789063,74.74966430664062,50.263790130615234,23.201026916503903,6.983823652717548e-08,7.538324808820107e-08,9.405821543850834e-08,2.3925375458588863e-08,8.400431283916988e-08,2.790571862476554e-08,7.055830053559475e-08,4.0310659699116513e-08,32.860008239746094,33.691795349121094,37.33586502075195,12.53444766998291,34.183406829833984,13.114808082580566,27.45707130432129,19.473392486572266,2
6852,0.6666667,8.732682,9002.191,1889.905,0.6985555,1.0,6.004130170822465e-08,4.5907025736369185e-08,1.7361053039621765e-08,4.376686124629714e-09,1.1405312250190034e-09,1.7677120878190067e-10,2.4696109740540703e-11,4.1430244651641246e-12,9.73206498028345e-12,1.119786034731174e-11,1.1873686062147115e-11,1.0296380067997823e-11,7.475172390802864e-12,4.0152009321559046e-12,1.5540518091133881e-12,5.173534127142498e-13,61.87945938110352,70.24398803710938,53.298622131347656,25.476131439208984,4.513947615691905e-08,5.783549283933098e-08,2.698239320864104e-08,2.0878009365787878e-07,1.1613646933028576e-07,4.5160764017282424e-08,4.1633843039790015e-08,8.090231062851673e-08,26.1138916015625,27.73689079284668,16.098432540893555,74.66793060302734,49.31624221801758,20.52220916748047,20.57114791870117,36.74365997314453,1
6861,0.6666667,1.4754325,347.42075,16.755426,0.18075262,0.99515283,4.6590261217147744e-14,1.3154326516939816e-09,3.4253358482949636e-10,9.59283694146329e-11,1.818787828677948e-11,4.5208842637360646e-13,4.347621594909311e-17,4.0729740734378597e-16,7.33979195086473e-18,3.033418243154895e-13,2.238984415621828e-13,2.2121306251631642e-13,1.1888579042659136e-13,1.0425264574146983e-14,2.841840205791256e-18,6.163202968379912e-17,2.4149911403656006,4.2474141120910645,3.000377655029297,0.1926852315664291,6.281827946708063e-09,3.857418384711764e-09,3.630075351424011e-09,9.009735180143251e-10,2.028373025098062e-09,2.3139401506000468e-09,1.0663183530601471e-10,2.64255883841713e-09,2.841692447662353,2.558877468109131,2.3505327701568604,0.8507368564605713,1.1757827997207642,1.2821491956710815,0.0708712339401245,1.8598496913909912,2
6871,0.6666667,1.4119688,1201.4974,18.666477,0.29815573,0.9995307,2.865269436644336e-12,7.919990219207306e-10,1.7398148477454354e-09,3.8555744708013146e-10,1.1539053740294848e-10,2.1706098723983655e-11,4.910347736059029e-12,2.0129048167866206e-13,4.539189742633896e-16,1.851433774086725e-13,1.1558331331970597e-12,9.013066985461005e-13,7.665885070826106e-13,5.074172961146152e-13,3.262153188635792e-13,3.2079926144982715e-14,4.7586541175842285,7.996013164520264,10.436368942260742,6.247695446014404,6.210509884141402e-09,6.536515773092333e-09,9.834003833475435e-09,7.677664726202238e-09,4.407904263814544e-09,7.796744583288273e-09,1.9562236275305626e-08,1.5853355961326088e-08,3.2309606075286865,2.500810146331787,5.324862957000732,3.2260000705718994,1.7344952821731567,3.2075066566467285,5.3035993576049805,4.862548828125,1
6877,0.6666667,4.9254456,2554.7727,40.867607,0.19004393,0.99979174,1.4300065298566975e-10,8.865674416824731e-09,4.2006003120320665e-09,1.3755990790897952e-09,3.672916137897886e-10,5.311391951257072e-11,1.4631866898651147e-11,2.511618951012151e-12,2.3573162397246515e-14,2.2380380968606284e-12,2.9567841230981884e-12,3.281235309501862e-12,2.418423317510077e-12,1.199671546998904e-12,9.051195123260802e-13,2.909893734390906e-13,18.149621963500977,30.225141525268555,26.21741485595703,12.197842597961426,1.1125691479207944e-08,1.0248448312211169e-08,1.7086099646235198e-08,1.0878879130871157e-08,1.2584782105307113e-08,1.5892666738182015e-08,2.039834967604293e-08,1.5436979694527512e-08,11.813397407531738,11.410447120666504,14.227933883666992,10.632756233215332,10.159383773803713,13.886070251464844,16.026830673217773,13.224919319152832,1
6880,0.6666667,0.0,483.88916,8.923706,0.0,0.99963987,1.9902770986846008e-08,6.716007305840321e-09,5.721403351088837e-10,2.5128149561126634e-10,6.822358650238057e-11,3.615414218005597e-11,8.337872926811318e-12,1.932046753486128e-12,3.189767243741426e-12,1.6155449374111177e-12,3.933069148143176e-13,6.044611968077096e-13,4.689900269354286e-13,8.696930437097905e-13,5.731711221097779e-13,3.453927682056657e-13,2.3498306274414062,7.364537239074707,8.246636390686035,8.317150115966797,1.7294596865724543e-09,2.674094501387003e-09,3.986900143360117e-09,2.9565756509697394e-09,4.1420067375952385e-09,5.46759837405375e-09,3.1310982695487155e-09,5.212217324412904e-09,1.847973108291626,4.088139533996582,5.395356178283691,4.956297397613525,5.185093402862549,3.4622530937194824,3.424565315246582,6.020049095153809,1
6882,0.6666667,7.925137,4577.027,163.04218,0.27445,0.99951875,1.655047121573716e-08,1.0170769115802614e-08,6.566009513875315e-09,2.783522523586157e-09,1.1109959618949006e-09,4.052716218172492e-10,9.526588545805126e-11,4.001830117283944e-12,2.7301084570136025e-12,2.5935276062177826e-12,4.738869886777852e-12,6.851275189539985e-12,7.686660336014839e-12,9.63222470534708e-12,6.324200711727013e-12,5.782573313413419e-13,30.982208251953125,54.498443603515625,54.53995895385742,42.95541763305664,1.84339761233332e-08,2.3138614579920613e-08,2.1350805567976753e-08,2.1455598187003492e-08,1.4109400758854918e-08,9.19583076353092e-09,3.1492863428184143e-08,2.7697653948166593e-08,26.32297134399414,27.294389724731445,27.327442169189453,27.00310516357422,17.43571662902832,12.42630100250244,30.74269676208496,30.19106674194336,1
6883,0.6666667,10.473753,8344.93,5494.8667,1.4002513,0.99982107,4.729730207486683e-08,3.9376747196229196e-08,1.408104743916283e-08,3.890610944523587e-09,1.157687279373931e-09,1.9235128767558507e-10,2.4539491966235616e-11,7.484214528501176e-13,7.723450351493355e-12,9.755791660626125e-12,9.766579038561483e-12,9.22558730798162e-12,7.625398576460718e-12,4.3715738494432e-12,1.5389900725332197e-12,9.137750099771567e-14,37.57807159423828,58.25774383544922,54.106224060058594,28.243677139282227,5.244280121274869e-09,4.42985772508564e-08,6.0815050773044285e-09,2.2313497716197613e-09,3.709011098251835e-09,1.71172533924846e-08,1.6951727843661504e-07,2.3800683379704426e-07,4.698007106781006,22.511154174804688,4.964753150939941,1.941983103752136,3.262126922607422,9.452143669128418,50.100547790527344,72.50481414794922,2
6894,0.6666667,2.179467,866.54944,19.256704,0.27316505,0.99268705,4.718730295394381e-09,3.408290538686742e-09,1.4235784773219962e-09,3.15646009330095e-10,1.5790994900566346e-10,4.083757637607377e-11,6.1997538179647815e-12,7.735630961195854e-18,7.547884301080389e-13,8.159188927790717e-13,9.7297452213152e-13,7.556325357094273e-13,1.0792685104996091e-12,9.776204368608377e-13,4.2373513010028623e-13,1.355666616105887e-18,5.769528865814209,8.155068397521973,13.33415985107422,9.170550346374512,8.137734930357965e-09,1.2666631299396158e-08,4.568668554583155e-09,4.420189991805046e-09,6.622767667607832e-09,4.9950643621343715e-09,5.448884454750669e-09,6.881319958296217e-09,7.139969825744629,6.890071392059326,3.824599027633667,3.9810900688171382,5.547124862670898,4.734092712402344,5.11558198928833,4.996346473693848,1
6898,0.6666667,1.9094372,608.0943,12.126369,0.018744398,0.99990094,6.127853779958059e-09,1.1953120437890874e-10,8.106738058621942e-10,2.2951678058102942e-10,1.1657659559904943e-10,6.769734772760215e-11,2.526287685988837e-11,6.959195806427454e-12,9.92067864490076e-13,2.948664668553716e-14,5.743487825095317e-13,5.661852280416936e-13,8.259256451502439e-13,1.669997256800726e-12,1.7898324966222898e-12,1.3833738841950716e-12,3.84357500076294,6.336986064910889,10.537811279296877,14.284605026245115,2.894158690480708e-09,4.3828007889601395e-09,2.71903366488857e-09,2.474473959068746e-09,2.8493958303954514e-09,1.4752249422045336e-09,8.521278127560095e-10,2.730028647590643e-09,4.518386363983154,8.727682113647461,5.57745361328125,6.356490135192871,6.369136333465576,4.285116195678711,2.9749441146850586,5.156465530395508,1
6901,0.6666667,5.2537017,3955.0762,2436.1672,1.6693679,0.9998709,1.926195558610289e-08,1.8715612171149587e-08,6.7210628174052545e-09,1.773280189354409e-09,4.296988598273544e-10,6.944363140082288e-11,6.177366777826432e-12,2.9686927202398966e-16,3.119086803074489e-12,4.551394417601218e-12,4.576237392500682e-12,4.153388570571348e-12,2.7994789646157425e-12,1.5684978272798022e-12,3.859108128542732e-13,3.6330407778039416e-17,28.35246467590332,37.91252517700195,27.98577880859375,15.032453536987305,3.3638086760490177e-10,1.373264169046706e-09,3.434148077019472e-09,2.3348181166227278e-09,3.534466053167762e-09,7.861871154091205e-09,1.5820972310010004e-09,6.9324395113312676e-09,0.1935864686965942,1.2827959060668943,2.841041326522827,1.5886964797973633,2.84316086769104,4.343961715698242,1.2881741523742676,4.052376747131348,2
6907,0.6666667,0.0,766.4932,44.81427,0.42845717,0.9992905,8.685821506482228e-10,1.4782824964143515e-09,8.80764960964342e-10,3.277315918648327e-10,1.794369652863281e-10,4.7358238858263846e-11,3.2200953709038416e-11,1.0205474486324471e-11,1.4042877917366111e-13,3.634400452031533e-13,6.214822493438854e-13,8.057375838581293e-13,1.2661367180394345e-12,1.1643160394148033e-12,2.272152084537016e-12,1.9995971024810988e-12,4.5253005027771,9.432730674743652,15.596346855163574,12.022553443908691,7.792988476751361e-09,4.103927864207435e-09,6.587420386949816e-09,5.0413460073173155e-09,1.563608242882708e-09,2.729734438489117e-09,3.0350197910422594e-09,3.175768314989113e-09,14.00814151763916,7.340024471282959,9.908757209777832,9.1360445022583,3.190169334411621,4.938174247741699,6.601273536682129,7.090200424194336,1
6908,0.6666667,0.0,854.8473,41.081913,0.47272578,0.99967015,3.3918928863535536e-12,3.755139310612776e-09,1.126456816713528e-09,2.9822577740645784e-10,7.244319033539169e-11,1.5909296449678756e-11,6.838020601140915e-12,1.7120510738266592e-12,5.402675775493019e-16,8.896125481237804e-13,7.603520677662567e-13,7.065127020748629e-13,4.889874854856202e-13,3.7689971044314884e-13,4.615625915325994e-13,2.8759262224280213e-13,7.491244792938232,11.188857078552246,9.847461700439451,6.366386890411377,5.117881674010505e-09,9.88250370426158e-09,1.2506991886596096e-08,4.4387613584717656e-09,5.6359068523192946e-09,4.096386341245761e-09,2.960405920404696e-09,4.839234346576404e-09,5.680140972137451,8.172847747802734,9.447982788085938,4.283571243286133,5.873831272125244,2.8168046474456787,3.088575601577759,5.322357177734375,1
