,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
993,2.995603084564209,2.915680170059204,3.713066339492798,1
998,2.495743751525879,1.314908146858215,3.166224241256714,1
1010,3.704244136810303,1.7530840635299685,4.849720001220703,1
1011,30.075780868530277,20.78125762939453,13.089157104492188,2
1018,2.451305389404297,5.94036340713501,15.311274528503418,2
1020,2.4736227989196777,3.4204137325286865,5.436959266662598,1
1029,22.57905387878418,105.95103454589844,57.205997467041016,2
1035,2.944565296173096,2.641822338104248,2.091054201126098,1
1037,10.104779243469238,16.218887329101562,34.231693267822266,2
1038,5.8779120445251465,10.241689682006836,4.831951141357422,1
1046,3.571132183074951,3.24910044670105,2.598912477493286,1
1068,5.985987186431885,2.523329019546509,2.814675807952881,2
1084,7.815083503723144,10.65403652191162,11.906587600708008,2
1085,4.267719268798828,1.3083548545837402,0.4937414228916168,1
1090,13.057974815368652,4.106064319610596,2.257803440093994,2
1092,13.93094253540039,15.35362434387207,15.06588077545166,1
1093,9.333569526672363,12.094548225402832,11.596932411193848,1
1095,9.813124656677246,8.977851867675781,17.034364700317383,1
1109,95.35843658447266,79.34062957763672,84.53605651855469,1
1115,7.407471179962158,2.7872238159179688,6.509139060974121,1
1116,5.70681619644165,2.985190868377685,3.6988394260406494,1
1121,7.471646785736084,4.099488735198975,2.476489543914795,1
1127,8.19123649597168,19.73854637145996,15.05329418182373,2
1128,8.287782669067383,18.42653083801269,6.844351768493652,1
1129,3.668255090713501,4.612559795379639,5.734292507171631,1
1130,3.8599071502685542,2.784207820892334,2.05143404006958,1
1132,2.392315149307251,2.0400607585906982,1.769248366355896,1
1133,6.233339786529541,6.563119411468506,5.866706848144531,1
1143,3.806694984436035,2.401143789291382,3.662893772125244,1
1148,9.83176326751709,9.694530487060549,9.744190216064451,1
1153,4.332683563232422,4.4544596672058105,5.833340167999268,1
1155,5.317110538482666,4.25661039352417,6.056347370147705,1
1159,2.8733458518981934,5.595302104949951,5.601932048797607,1
1163,1.7225241661071775,3.0529825687408447,1.1717677116394043,1
1166,29.957763671875,21.297197341918945,15.401551246643066,2
1170,2.735383987426758,6.890936374664307,5.259490489959717,2
1184,3.7950029373168954,5.064753532409668,6.300765037536621,1
1186,12.62726593017578,10.983933448791504,14.736138343811035,2
1187,2.964627504348755,0.7684606909751892,2.94732666015625,2
1189,45.85469818115234,47.17725372314453,41.768550872802734,1
1201,17.839380264282227,27.48116111755371,14.640436172485352,2
1202,4.889433860778809,1.4195353984832764,3.0385637283325195,1
1213,3.287379503250122,7.330042362213135,4.756029605865479,2
1215,76.28434753417969,74.92341613769531,83.32281494140625,2
1225,7.24843692779541,4.0041093826293945,4.177146911621094,1
1233,37.559791564941406,29.050012588500977,34.08012771606445,2
1238,1.6608285903930664,5.634861946105957,3.514589786529541,1
1241,2.1732754707336426,2.710219621658325,1.852962613105774,1
1242,0.4755768477916717,2.732629537582397,1.7703478336334229,2
1243,6.083741188049316,0.554813027381897,2.8130669593811035,1
1248,23.34119987487793,70.47081756591797,22.66589736938477,2
1249,8.148028373718262,3.3527863025665283,2.844135284423828,1
1256,3.739016771316528,3.448636531829834,4.464781284332275,1
1262,4.179648399353027,5.100261211395264,2.947181940078736,1
1263,2.9906704425811768,3.5580761432647705,1.7727768421173096,1
1264,8.615071296691895,6.776531219482422,9.941027641296388,1
1266,5.527731418609619,4.665563583374023,6.159060478210449,2
1268,14.634390830993652,13.351432800292969,15.940635681152344,1
1276,5.968080043792725,3.5430803298950195,3.6964290142059326,2
1277,27.36002922058105,16.34345054626465,23.73566055297852,1
1279,3.4233269691467285,1.8582682609558103,1.886305570602417,1
1282,6.669977188110352,10.00383758544922,11.602742195129396,2
1298,5.664688587188721,4.86784029006958,17.84195327758789,2
1299,8.8433198928833,7.251658916473389,7.2492170333862305,1
1303,6.118427276611328,5.201186180114746,6.552154064178467,1
1305,14.07174015045166,11.36022663116455,18.54633903503418,1
1320,3.4225170612335205,3.934447765350342,3.471832275390625,2
1322,1.6356643438339231,0.8781678080558777,1.1609175205230713,1
1323,58.88711166381836,38.00265121459961,48.61152648925781,1
1339,2.1991097927093506,2.306297540664673,4.410139560699463,2
1340,0.2146437913179397,2.578290700912476,2.611769437789917,1
1342,8.308104515075684,4.887575149536133,2.3606765270233154,1
1344,14.956457138061523,12.212738990783691,28.243637084960938,2
1347,6.535661697387695,5.869465351104736,5.904130935668945,1
1355,2.8609132766723637,4.059115409851074,2.7215092182159424,1
1360,3.7063255310058594,0.5058830976486206,4.731286525726318,2
1364,7.666954517364502,1.2564235925674438,3.2600772380828857,2
1370,13.827049255371094,14.077579498291016,1.3085776567459106,1
1372,18.513559341430664,16.82558250427246,25.75697898864746,2
1381,8.10226058959961,21.251558303833008,22.226686477661133,2
1400,4.612868785858154,4.738936901092529,0.8138595223426819,1
1401,21.43294334411621,17.60939598083496,26.670196533203125,2
1402,8.875922203063965,8.726999282836914,7.199278354644775,1
1406,5.489907264709473,3.0003795623779297,5.026402473449707,1
1410,39.105918884277344,39.61466598510742,44.263519287109375,1
1417,9.174184799194336,11.686580657958984,11.195290565490724,2
1424,3.5158145427703857,5.985504150390625,5.254900932312012,1
1427,0.9108309149742126,4.269105911254883,3.9879307746887207,2
1440,16.62447166442871,10.44264030456543,9.033589363098145,1
1467,4.701751708984375,7.671997547149658,5.406227111816406,1
1480,11.881171226501465,8.978463172912598,13.197542190551758,2
1482,6.43438196182251,2.780132532119751,4.469364643096924,1
1489,6.539557933807373,6.89420223236084,10.53121280670166,1
1494,6.79916524887085,8.232524871826172,6.009584903717041,1
1508,7.341312885284424,8.229151725769043,6.172617435455322,1
1509,12.459834098815918,12.405985832214355,10.423266410827637,2
1513,2.2641026973724365,2.1400341987609863,3.999711513519287,2
1514,5.874178886413574,4.828488826751709,1.232182502746582,2
1515,6.443851470947266,11.92082977294922,8.928892135620117,1
1518,8.492072105407715,11.251802444458008,8.901907920837402,1
1523,2.675736904144287,2.2095954418182373,3.12764835357666,1
1533,21.77088928222656,16.808759689331055,22.92036819458008,1
1535,6.125215530395508,8.76546859741211,8.89505386352539,2
1536,3.365687847137451,3.872138738632202,4.351826190948486,2
1538,1.539585828781128,2.066640615463257,6.049949645996094,2
1549,8.244876861572266,5.747292995452881,9.619769096374512,1
1551,5.121135711669922,2.3792569637298584,4.24542760848999,1
1557,2.226719379425049,2.356164693832397,0.012698907405138,2
1563,5.579793453216553,2.12129282951355,1.6746896505355835,1
1565,3.2885212898254395,3.4971554279327397,1.7389978170394895,2
1568,27.45963859558105,20.74216079711914,22.502685546875,1
1581,5.203588008880615,2.0598814487457275,4.0057525634765625,1
1589,8.551078796386719,6.684133052825928,11.319906234741213,1
1591,7.560266494750977,5.766351699829102,7.294474601745605,1
1594,2.8332440853118896,2.5193071365356445,2.802522897720337,2
1610,1.6757187843322754,3.6686666011810303,3.076003074645996,1
1614,11.889190673828123,18.75360679626465,23.027482986450195,1
1621,4.142451763153076,5.5959792137146,3.759389162063599,1
1629,1.82247006893158,6.793057441711426,6.163133144378662,1
1633,3.5488202571868896,2.383148431777954,2.0001890659332275,1
1634,1.7988402843475342,3.624701738357544,1.1309195756912231,1
1641,5.217313766479492,6.198064804077148,9.760536193847656,1
1643,5.292505741119385,3.488569736480713,2.929254531860352,1
1647,22.748348236083984,21.88235282897949,30.40022850036621,1
1663,2.018510103225708,8.229913711547852,4.572300434112549,2
1664,2.3294014930725098,1.8426637649536133,6.6937785148620605,2
1677,6.699728012084961,3.162376880645752,4.132580280303955,1
1684,21.9322509765625,10.085945129394531,3.2007429599761963,2
1688,6.01837682723999,5.907977104187012,2.292322158813477,2
1690,8.009376525878906,3.6816036701202393,6.3314361572265625,2
1705,12.079869270324709,5.431458950042725,10.48305320739746,2
1711,12.17312717437744,11.578520774841309,12.002817153930664,1
1713,4.188515663146973,2.784019947052002,5.065334320068359,1
1720,24.674116134643555,24.904645919799805,31.613893508911133,1
1721,8.231240272521973,5.373580932617188,6.7380051612854,1
1722,5.841946601867676,5.436624526977539,6.867742538452148,1
1731,5.9950480461120605,6.73692512512207,5.044341087341309,1
1736,12.531219482421877,9.191692352294922,6.482275485992432,2
1737,6.254897117614746,5.888105392456055,6.731448650360107,2
1744,7.266416072845459,4.440558910369873,2.470172643661499,2
1756,0.5381969213485718,1.111189842224121,2.4892609119415283,2
1760,3.177545547485352,1.651351809501648,3.0058295726776123,2
1763,5.746139049530029,4.911130905151367,4.347235679626465,1
1765,35.73386764526367,39.18397521972656,35.216548919677734,1
1772,6.13353967666626,7.169678688049316,5.484254837036133,2
1773,19.201744079589844,19.115596771240234,9.098692893981934,1
1775,5.0071539878845215,6.106935977935791,4.516788959503174,1
1777,3.4629337787628174,5.859496593475342,7.362209320068359,1
1790,10.037049293518066,12.935691833496094,9.994565963745115,1
1792,7.878831386566162,10.397106170654297,7.596180915832519,1
1798,9.011290550231934,14.850042343139648,8.810483932495117,1
1800,0.0494954176247119,0.7171899080276489,3.668961524963379,1
1803,10.073155403137209,11.513800621032717,7.249626636505127,2
1804,6.369984149932861,7.173479080200195,7.908693313598633,1
1805,6.446346282958984,3.9743056297302246,0.4148910045623779,2
1811,12.757124900817873,12.11389446258545,4.533860206604004,1
1817,3.1443746089935303,2.0202949047088623,6.572597980499268,2
1826,2.0673232078552246,12.559478759765623,3.074113368988037,2
1828,13.419848442077637,12.988149642944336,14.78380012512207,1
1831,2.7875702381134038,0.7229844927787781,2.7771689891815186,1
1832,21.451343536376957,8.748069763183594,10.82310962677002,2
1834,3.839430570602417,5.125093460083008,5.17108678817749,1
1838,13.361749649047852,13.111262321472168,7.840146541595459,2
1839,76.66492462158203,115.80601501464844,91.64202880859376,1
1851,17.009910583496094,10.01419734954834,12.861373901367188,2
1860,5.886552810668945,4.230828762054443,3.280517578125,2
1871,25.003795623779297,36.12778091430664,43.14232635498047,2
1872,3.290223360061645,2.9233856201171875,2.4284861087799072,1
1873,6.928911209106445,11.627615928649902,10.433673858642578,1
1876,3.7430360317230233,5.334931373596191,3.006397485733032,1
1878,2.4436421394348145,1.1743052005767822,2.2250430583953857,1
1881,2.237694025039673,3.2399725914001465,2.6382057666778564,1
1887,1.162984848022461,3.5719990730285645,1.5935711860656738,1
1891,4.557170391082764,5.6431097984313965,6.564277648925781,1
1893,3.885228157043457,3.608604907989502,6.886962890625,2
1899,7.19336462020874,2.6366522312164307,4.616722106933594,1
1903,31.605518341064453,24.59225273132324,19.426347732543945,1
1907,27.13090133666992,67.23182678222656,33.704383850097656,2
1920,5.406642436981201,1.3891671895980835,3.741010189056397,2
1922,0.8094266057014465,2.3484504222869877,0.1712096184492111,2
1923,8.93826961517334,17.62410545349121,1.9416126012802124,2
1927,3.4606966972351074,3.4207518100738525,3.951186418533325,1
1934,7.316234588623047,3.484871864318848,5.581100463867188,1
1935,4.71837854385376,1.2021477222442627,1.3552861213684082,1
1941,6.026494979858398,2.936525821685791,3.1088826656341557,1
1942,0.9557520151138306,3.3440072536468506,5.876501560211182,2
1946,5.094435691833496,4.96426248550415,7.642818927764893,1
1949,6.347235202789307,1.1896429061889648,5.052063941955566,1
1950,2.98409366607666,3.915038347244263,4.148144245147705,1
1956,1.2028608322143557,1.2089264392852783,1.2001924514770508,1
1957,5.5918707847595215,0.516372799873352,5.659807205200195,2
1963,2.9849627017974854,5.306404113769531,2.2384908199310303,1
1966,3.384044647216797,4.297262668609619,1.4110729694366455,1
1972,0.6162132620811462,2.617445945739746,9.018028259277344,2
1983,12.270569801330566,12.377985954284668,15.599745750427246,1
1991,14.43421745300293,16.114810943603516,11.21360969543457,1
1993,9.982635498046877,15.244743347167969,20.417407989501957,1
2000,13.358966827392578,13.96714973449707,10.271382331848145,1
2006,7.244511127471924,7.623945713043213,3.3552839756011963,1
2007,3.18831205368042,4.649420738220215,5.2742600440979,1
2016,3.629303216934204,0.2382528632879257,4.9781270027160645,1
2018,0.1432097852230072,1.6852211952209473,0.6314613819122314,1
2019,2.651480197906494,7.493375778198242,2.404258728027344,1
2021,4.837585926055908,1.157936453819275,3.752644300460816,1
2026,5.928278923034668,7.421955108642578,6.856340408325195,2
2029,8.728516578674316,8.703492164611816,5.067816257476807,1
2034,2.90826153755188,8.60643196105957,6.33516788482666,2
2036,3.4011261463165283,4.266884803771973,2.7076938152313232,2
2037,11.6739501953125,14.689651489257812,15.18483066558838,1
2039,4.407641410827637,5.01507568359375,1.6661803722381592,1
2046,9.701470375061035,4.43442440032959,6.900554656982422,1
2051,24.96664047241211,35.412506103515625,17.937347412109375,2
2057,18.210174560546875,2.2850592136383057,2.760213851928711,2
2060,26.689287185668945,27.547800064086918,36.991676330566406,1
2065,17.99953842163086,18.04435920715332,16.02794075012207,1
2067,15.652230262756348,22.140718460083008,36.42554473876953,1
2074,1.4905484914779663,2.515868902206421,4.058537006378174,1
2079,6.116349697113037,4.688393592834473,4.042738437652588,1
2081,2.7449793815612797,0.4889751672744751,0.8736543655395508,1
2083,11.653238296508787,19.58551788330078,14.305156707763672,1
