,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
1887,2.6265564701498383e-13,2.589387580222147e-13,2.4110618015993346e-13,1.2699527755056159e-17,4.083887464305966e-18,1.3820292949676514,3.955763578414917,4.400014400482178,4.222245693206787,4.1041378628925424e-10,7.050178774115067e-10,2.956030531464648e-09,1.122918424911745e-09,7.394487799849968e-10,8.644749360797731e-10,4.860833513475882e-09,2.359453743494555e-09,0.289717823266983,0.5097451210021973,2.427607536315918,0.9267221093177797,0.8258219957351685,1.162984848022461,3.5719990730285645,1.5935711860656738,1
1891,4.226867608096013e-13,6.843936767135518e-13,9.637020998917722e-13,2.737408010770187e-13,8.76347905045753e-20,4.495075702667236,6.444893836975098,10.519525527954102,10.391862869262695,3.128428627263702e-09,4.707812806259426e-09,3.545335802712657e-09,4.605496428666811e-09,4.792571672851409e-09,3.215093524744361e-09,4.6094101868732196e-09,4.618222249064274e-09,3.142057418823242,5.436763286590576,4.313657760620117,6.261502742767334,5.5193376541137695,4.557170391082764,5.6431097984313965,6.564277648925781,1
1893,1.5702544516396633e-12,8.59976478050084e-13,1.9798370571016274e-13,8.310707130072467e-14,5.644621356648063e-18,17.211097717285156,20.141069412231445,14.544780731201172,3.863470077514648,4.045299206723031e-09,1.5829082045115683e-08,4.071661674487359e-09,3.915943569410274e-09,1.4756648680780415e-10,5.0700399434333584e-09,5.156703952735597e-09,1.0590731847059942e-08,2.7468812465667725,9.969745635986328,2.9708025455474854,2.8635542392730717,0.1100135445594787,3.885228157043457,3.608604907989502,6.886962890625,2
1899,7.252102022202446e-13,8.441142207958607e-13,9.901256247182857e-13,8.260038703369887e-13,1.322442596609965e-19,5.98665189743042,8.329238891601562,11.713042259216309,11.036706924438477,3.2422196039050277e-09,5.559672722199593e-09,3.0040809839704244e-09,6.884356196223962e-09,6.7983307872054866e-09,6.328856105852765e-09,3.1685027934713612e-09,4.932405150981367e-09,4.459848403930664,5.524232387542725,3.820063352584839,8.519946098327637,6.451390266418457,7.19336462020874,2.6366522312164307,4.616722106933594,1
1903,9.76203232833095e-12,9.516256706254556e-12,8.654860682300036e-12,5.824998469683429e-12,1.3008945049658438e-12,28.54020118713379,47.05484390258789,53.71049880981445,38.12710189819336,3.804228754233918e-08,4.5106940405048597e-08,3.7137294128797294e-08,7.026599746495776e-08,6.361043602964855e-08,7.645777344578164e-08,4.9087677922443624e-08,3.5297421874247454e-08,24.54425621032715,24.346195220947266,22.035253524780277,31.77673721313477,29.86021614074707,31.605518341064453,24.59225273132324,19.426347732543945,1
1907,1.0903305168452617e-11,5.5732033571453946e-12,1.7995671142481684e-12,2.962406524514155e-13,2.679872925133442e-13,68.27229309082031,64.61783599853516,40.56974411010742,15.141642570495604,6.348996350880043e-08,5.93597242470878e-08,9.991403260301013e-08,2.693497869188377e-08,5.556903204251285e-08,1.0958319052178923e-07,3.592825521536725e-07,1.319591831361322e-07,20.092918395996094,16.738933563232422,26.48866271972656,8.300467491149902,15.778128623962402,27.13090133666992,67.23182678222656,33.704383850097656,2
1920,9.040442548215176e-13,1.5831174533190859e-13,1.4116634835907582e-13,3.225009506408611e-13,7.646563461558596e-18,9.05836009979248,9.014958381652832,2.953078269958496,2.3826165199279785,1.1118677534227572e-08,4.977628975666448e-09,1.3049012537180717e-08,2.2523009235442263e-08,8.20320522620932e-09,2.0522662680377838e-08,4.352641802540802e-09,1.3266825860114297e-08,2.8432421684265137,1.4062215089797974,3.492049217224121,6.079238414764404,2.5238401889801025,5.406642436981201,1.3891671895980835,3.741010189056397,2
1922,4.647983929163825e-13,3.8702155087493034e-13,2.0980062847598962e-13,3.3305557832187744e-16,2.4444836168211154e-16,4.962916374206543,7.488565921783447,7.470733642578125,4.270879745483398,2.251874020586797e-09,3.047557317614746e-09,4.681950382945388e-09,4.6451682500503474e-09,4.721932622686609e-09,1.069749067106329e-09,3.615914678789521e-09,1.430399965141049e-10,1.544818878173828,2.153553009033203,3.541869163513184,2.459975481033325,3.042396783828736,0.8094266057014465,2.3484504222869877,0.1712096184492111,2
1923,3.185869320090906e-12,1.9398170136158965e-12,7.140888900157571e-13,3.066495896184712e-13,1.0729080551968585e-18,35.4900016784668,38.16735458374024,27.81660461425781,9.783147811889648,4.704112654962955e-08,5.232610433836271e-08,1.834170859638107e-07,2.8520126704734142e-08,1.0708472331089071e-08,1.541558880546745e-08,3.2671621852387034e-08,2.576819424504606e-09,21.498159408569336,26.704376220703125,68.88383483886719,15.832822799682615,7.125255107879639,8.93826961517334,17.62410545349121,1.9416126012802124,2
1927,4.967336763271601e-13,3.4719444116579345e-13,4.091581945215445e-13,2.154482375924666e-13,5.351668973421692e-17,4.044642925262451,6.283416271209717,5.959429264068604,5.828047752380371,4.146019527695444e-09,7.369546750624067e-09,3.15892445534871e-09,2.33906027879982e-09,1.2076858402210178e-09,7.673111035444435e-09,7.2831793929140084e-09,5.182831941397126e-09,3.2090985774993896,3.775449514389038,2.3386714458465576,2.1109654903411865,0.6301443576812744,3.4606966972351074,3.4207518100738525,3.951186418533325,1
1934,4.2907005531021846e-13,5.450952189622882e-13,8.133293843103073e-13,1.2609091288445784e-12,8.395833399170438e-13,3.742763519287109,7.25639009475708,11.099286079406738,12.014491081237791,4.896275829224805e-09,3.4802087878205157e-09,1.701080942773103e-09,2.3417345840215376e-09,2.0062207450877168e-09,1.759907553022799e-09,1.1787103515459307e-09,2.417867017712183e-09,8.996832847595215,8.88694953918457,5.018225193023682,6.880142688751221,6.029153347015381,7.316234588623047,3.484871864318848,5.581100463867188,1
1935,6.382190240704355e-13,3.428707513221385e-13,1.933347552147621e-13,3.741229601615888e-19,1.8545931963920718e-17,5.133660793304443,7.971095561981201,6.085497856140137,3.866824626922608,1.9071955126293e-09,3.025293793257333e-09,4.068652970090625e-09,6.04420824501517e-09,4.2072856309971485e-09,1.2655391401494852e-08,2.8966480325465227e-09,3.254436276023398e-09,0.6433145403862,1.7336710691452026,2.3253068923950195,2.443140745162964,1.7351504564285278,4.71837854385376,1.2021477222442627,1.3552861213684082,1
1941,6.610804026592476e-13,8.735456477095005e-13,1.2290417164897982e-12,5.884879714611324e-13,5.10832587168053e-13,4.516501903533936,8.243668556213379,11.102131843566896,11.04486846923828,1.432762131159393e-09,5.197832386727441e-09,1.9178825194643423e-09,1.5634210592807563e-09,2.171152146956956e-09,2.20623785907037e-09,9.560217062443144e-10,1.3242351659670246e-09,4.3136749267578125,10.203448295593262,4.381852149963379,4.522541522979736,6.208979606628418,6.026494979858398,2.936525821685791,3.1088826656341557,1
1942,3.968645345079486e-13,6.457636888331647e-14,9.451152120849068e-15,1.9514264330561017e-17,3.4159134108959583e-16,14.504322052001951,6.099271774291992,1.6355046033859253,0.2297718077898025,4.321216806602025e-08,1.8317344085971854e-08,1.2094419687969094e-08,3.762878064694775e-10,1.4847834073350441e-08,3.137943682673949e-09,1.1920000986265222e-08,1.9733894518481065e-08,12.16001033782959,5.094728469848633,3.524261713027954,0.1545270234346389,4.268704414367676,0.9557520151138306,3.3440072536468506,5.876501560211182,2
1946,3.1572340228325224e-12,3.259125608279234e-12,3.205709786166522e-12,3.539623021769911e-12,8.330558465274862e-13,13.625038146972656,27.92218399047852,30.71559715270996,22.22466468811035,3.82170917134772e-09,5.48199308170183e-09,1.1814171863022692e-08,5.1909951892525905e-09,6.953070563753272e-09,4.219503413338543e-09,3.025992123539822e-09,6.6440253299049346e-09,5.388648986816406,7.546009063720703,12.69493579864502,7.716371059417725,8.381335258483887,5.094435691833496,4.96426248550415,7.642818927764893,1
1949,2.4168585969347456e-12,1.9605588853777167e-12,1.2922312959268156e-12,8.421459601719307e-13,1.207266636480016e-15,9.289121627807615,11.121721267700195,12.992513656616213,9.130495071411133,3.936572667839755e-08,1.1828032775440532e-08,8.586189892412223e-08,2.9743111085167584e-08,1.9534432738055333e-08,2.6332147129437544e-08,5.763193478003359e-09,2.5784324009237025e-08,8.553788185119629,2.522426128387451,16.29952621459961,6.190201282501221,4.018493175506592,6.347235202789307,1.1896429061889648,5.052063941955566,1
1950,4.232019465769121e-13,3.5769401763446895e-13,4.200503063867683e-13,5.183383561778443e-13,4.321282509844397e-17,3.8460419178009033,6.682750701904297,6.374489784240723,5.58701753616333,2.171226531899606e-09,3.461263498039102e-09,3.8724743411933105e-09,1.5880663450928976e-09,3.1874556327693422e-09,2.260585274527216e-09,4.108388740320379e-09,3.9154088860016145e-09,2.784562826156616,3.8029162883758554,4.8948588371276855,2.112349271774292,3.894497156143189,2.98409366607666,3.915038347244263,4.148144245147705,1
1956,3.7450709308890773e-13,2.8149216898393226e-13,5.997697320346204e-14,3.910784204697607e-17,1.0100066357993969e-17,4.674529075622559,5.593643665313721,5.783791542053223,1.6800696849822998,5.678848946644166e-09,1.4746395216036491e-08,6.548501740866186e-09,3.796345460216344e-09,3.780864066271761e-09,2.052296554921895e-09,3.1534208577710383e-09,2.629848561142012e-09,2.067096948623657,6.496685028076172,3.251732349395752,1.770993947982788,1.523488998413086,1.2028608322143557,1.2089264392852783,1.2001924514770508,1
1957,1.441146572737917e-12,1.0987615981991605e-12,5.167853991960847e-13,1.7506190995528886e-13,4.9396717982641444e-21,12.366214752197266,15.402448654174805,14.438944816589355,6.4812211990356445,5.2426880614575574e-09,3.371516399397478e-09,6.9413927938910555e-09,2.8903491156029304e-08,3.795751268853565e-08,1.2160943363426212e-08,1.1207248462596906e-09,1.1573255243035874e-08,2.171111583709717,1.2642470598220823,2.94219970703125,12.03355312347412,14.612223625183104,5.5918707847595215,0.516372799873352,5.659807205200195,2
1963,4.721393631959558e-13,4.518835121630066e-13,4.170193650034765e-13,2.1144266621874602e-13,3.0685697499475503e-17,2.7284586429595947,6.154921054840088,6.5254011154174805,5.106537342071533,1.4699642614246502e-09,2.759365624882548e-09,5.908532330067828e-09,5.682678327900703e-09,7.1136647683545115e-09,2.848057567561568e-09,9.051261962156332e-09,3.805498582920563e-09,1.1765748262405396,1.6654640436172483,3.62751841545105,3.4564950466156006,4.364740371704102,2.9849627017974854,5.306404113769531,2.2384908199310303,1
1966,4.419374751134936e-13,2.2567986704673945e-13,3.903541986177706e-13,1.2372375134454449e-18,1.977172630262744e-13,2.600430965423584,7.815195083618164,5.94912052154541,6.410719871520996,4.708884393522794e-09,1.5043190026986506e-09,7.53203333037078e-10,5.357401633432346e-09,1.6842045535980787e-09,3.595570952086291e-09,5.388391954852523e-09,1.192494769597374e-09,4.458631992340088,1.7460538148880005,1.029998540878296,5.293190002441406,2.792435646057129,3.384044647216797,4.297262668609619,1.4110729694366455,1
1972,1.764760863484649e-12,9.557505611587636e-13,2.776538493478448e-13,2.320186957057574e-13,1.9549067127653573e-17,20.57762908935547,20.04062271118164,12.956022262573242,4.716949939727783,3.4985244923291254e-08,3.1282336721005783e-08,1.1592288906570047e-08,1.0833644203955828e-08,3.955338279126863e-09,1.259151449772844e-09,5.9134515062453374e-09,2.2769137686395883e-08,15.157054901123049,11.530141830444336,5.242676734924316,4.890092849731445,2.246055126190185,0.6162132620811462,2.617445945739746,9.018028259277344,2
1983,1.9154359088419115e-12,1.8539809444606536e-12,1.1386489624440332e-12,6.928447615975332e-13,3.824798279743885e-13,19.38084602355957,26.293535232543945,25.794288635253903,13.69229793548584,1.3735755644006533e-08,1.0229356028901291e-08,1.0512879455859549e-08,1.1321304782541121e-08,1.326180409932931e-08,1.2603283749967886e-08,1.2991628217662312e-08,1.656620085555005e-08,12.326822280883787,10.186312675476074,11.29391860961914,11.747546195983888,13.438915252685549,12.270569801330566,12.377985954284668,15.599745750427246,1
1991,3.261328707093725e-12,2.3933071236631465e-12,2.187663028160869e-12,4.4781778112124027e-13,6.109585782818713e-17,19.36434364318848,25.02887916564941,20.86092185974121,16.86728858947754,2.0323794203136455e-08,1.6735288710378882e-08,1.5020674482002505e-08,1.678848704500524e-08,2.112895636230405e-08,2.4874381665540568e-08,2.6542641862192795e-08,1.9139168472293026e-08,13.663354873657228,10.76850128173828,10.435341835021973,9.81369972229004,12.676830291748049,14.43421745300293,16.114810943603516,11.21360969543457,1
1993,2.779695310733965e-12,2.5389349910670544e-12,1.413988175678893e-12,4.623783994572861e-13,7.623431355728549e-18,21.95414352416992,33.19279479980469,30.290847778320312,15.495612144470217,5.6441109563820654e-09,9.658243094179396e-09,1.0062982447323066e-08,1.1840368685511748e-08,1.2097886248341185e-08,7.161858661675069e-09,1.3521076702716073e-08,1.960742146422945e-08,6.747375965118408,11.745014190673828,11.037739753723145,13.513734817504885,15.131638526916504,9.982635498046877,15.244743347167969,20.417407989501957,1
2000,2.721122372567608e-12,2.1237031230803005e-12,1.6125194712487969e-12,1.4333921419598659e-12,6.146171896079244e-13,20.435890197753903,28.19240379333496,23.47300720214844,13.666712760925291,2.6516874029880452e-08,2.0836283809444467e-08,2.265237952769894e-08,1.7004824215405282e-08,1.7615803926673834e-08,2.0504867137560723e-08,2.3535790205642115e-08,1.6200512931163757e-08,17.900737762451172,13.464786529541016,13.009490966796877,11.051326751708984,11.167730331420898,13.358966827392578,13.96714973449707,10.271382331848145,1
2006,7.259506038838348e-13,7.447515911265802e-13,5.262482073373209e-13,2.2799266086306414e-15,1.7376374048406334e-13,7.166692733764648,10.41176986694336,12.082980155944824,7.144315242767334,3.4955389693891444e-09,4.748015758337942e-09,3.7201188796132105e-09,3.374484025542301e-09,3.254388536433339e-09,5.5217461714107685e-09,6.040863809175789e-09,2.4809136967007812e-09,4.974915027618408,6.242201328277588,5.206419944763184,4.423959255218506,4.802590847015381,7.244511127471924,7.623945713043213,3.3552839756011963,1
2007,4.128678193597579e-13,4.3963912913815023e-13,9.002666776121437e-13,3.869019362702508e-13,2.855544034736923e-13,2.242875099182129,5.653325080871582,7.676764011383057,10.146883010864258,2.250095443301348e-09,7.090056319825067e-10,8.504315585078358e-10,1.4875922715873455e-10,2.708407498275278e-09,2.17294582327554e-09,2.5951853999117702e-09,2.4617685667749356e-09,5.545514106750488,2.2461297512054443,2.391085386276245,0.1503361165523529,3.019798517227173,3.18831205368042,4.649420738220215,5.2742600440979,1
2016,5.848810476737076e-13,4.436214579277981e-13,2.9980038633928285e-13,6.47597277994745e-14,6.627035563318406e-17,6.8307647705078125,9.7161226272583,8.919271469116211,4.890652179718018,6.704912181021427e-09,2.124886044896357e-09,1.3387619901550352e-09,4.0168073311974695e-09,3.787421487544407e-10,2.505457619150775e-09,1.4714741924937158e-10,3.0410680640358123e-09,8.641082763671875,2.6991093158721924,2.356571674346924,6.828639507293701,0.6708583235740662,3.629303216934204,0.2382528632879257,4.9781270027160645,1
2018,1.1317217372660075e-13,2.663600134726607e-13,1.1400028056968161e-13,8.200776457202592e-17,2.90914226740653e-17,1.7933037281036377,1.8804970979690552,4.683103561401367,1.911809325218201,3.178735275000122e-09,9.09551045591428e-10,3.129851711136666e-09,6.77473799282069e-10,1.3689985811637941e-09,2.3975513241403235e-10,3.299517992161327e-09,8.677412677293717e-10,2.5719501972198486,0.6326239705085754,2.439859628677368,0.5031937956809998,0.7111060619354248,0.1432097852230072,1.6852211952209473,0.6314613819122314,1
2019,3.7157909670189337e-13,5.974708575107179e-13,4.889827692061699e-13,6.376980649265562e-13,2.007215465886503e-13,4.407368183135986,7.069724082946777,11.703865051269531,8.450571060180664,6.445032840751708e-10,1.5456959046034056e-09,3.776894352824911e-09,6.99626634403927e-10,4.914173512560183e-10,1.4377316004399174e-09,5.707553984990454e-09,8.63917770654865e-10,0.9955811500549316,3.860506296157837,5.640037536621094,1.0425821542739868,2.0756072998046875,2.651480197906494,7.493375778198242,2.404258728027344,1
2021,5.083634793505433e-13,4.594995174286853e-13,5.509847135834467e-13,2.388330418851004e-13,4.0442630314228394e-18,4.87280797958374,7.206681251525879,7.895546913146973,7.435583114624023,2.7955442405414033e-09,5.760604881999143e-09,3.842671514320273e-09,4.457697766468982e-09,3.312607077532448e-09,5.078604203845316e-09,1.218974032823894e-09,3.432478079545831e-09,3.067034244537353,6.102996349334717,3.1723031997680664,3.939284324645996,2.805448532104492,4.837585926055908,1.157936453819275,3.752644300460816,1
2026,1.5238736921635576e-12,1.538664811881474e-12,8.345683085581035e-13,2.0174101104941666e-12,6.289039926853092e-13,11.062243461608888,17.77874183654785,17.91111946105957,8.213369369506836,1.3403691490054824e-08,1.5639006534229338e-08,8.414557051139582e-09,5.053045981640025e-09,1.1826817747362384e-08,6.972778354707998e-09,9.981909521172838e-09,7.112860522795472e-09,11.796260833740234,13.627140998840332,8.291304588317871,4.722177505493164,8.945505142211914,5.928278923034668,7.421955108642578,6.856340408325195,2
2029,1.5377338074759608e-12,2.694264733191232e-12,2.18272361990346e-12,1.4855461695842398e-12,5.100631632119991e-25,3.8593358993530273,9.148598670959473,18.356779098510746,14.132076263427734,1.6460465213086195e-09,1.3655251374089514e-09,3.6547025406008515e-09,3.828444228304306e-09,4.226204275425971e-09,3.247173419040905e-09,3.1562643609817087e-09,1.508758340484917e-09,4.076515197753906,4.166704654693604,8.035643577575684,9.72365951538086,10.295087814331056,8.728516578674316,8.703492164611816,5.067816257476807,1
2034,8.513049206543277e-13,4.737956988548619e-13,1.1250814055353485e-13,4.6881979920047485e-17,9.9681632441612e-16,13.399292945861816,10.651653289794922,7.744963645935059,3.061549186706543,1.3671392018466122e-08,5.245154977018274e-09,2.7550735026693477e-08,2.4476639381987297e-08,1.9319273292239814e-08,6.980588107552421e-09,2.2778262831479882e-08,1.5687962928723212e-08,6.682987689971924,2.894782066345215,10.859088897705078,9.398211479187012,7.858002185821533,2.90826153755188,8.60643196105957,6.33516788482666,2
2036,3.7302908158232123e-13,1.4366288649154957e-13,3.8507855893788266e-14,2.5582936105921633e-16,3.1259576693503435e-19,9.360644340515137,6.370416164398193,4.072658061981201,1.6188030242919922,4.361447025758025e-08,5.185892248960045e-08,2.618039118829074e-08,1.5150215304515772e-08,8.257472039474578e-09,9.877148876569208e-09,1.2054027997976393e-08,7.754036523976993e-09,11.511842727661133,15.610998153686523,8.713032722473145,4.925750255584717,3.064568281173706,3.4011261463165283,4.266884803771973,2.7076938152313232,2
2037,2.0809771007074267e-12,2.651466286113236e-12,3.7086974116751215e-12,2.5323168041657684e-12,2.7040871711930814e-12,19.313549041748047,31.425350189208984,34.553470611572266,31.23077774047852,6.552259623759937e-09,9.739736128722145e-09,7.123036827039186e-09,6.940493957330318e-09,7.647651401043731e-09,5.8605733599392815e-09,7.671133062103763e-09,6.2557501401272475e-09,13.176324844360352,18.71681022644043,13.895315170288086,14.326667785644531,16.313478469848633,11.6739501953125,14.689651489257812,15.18483066558838,1
2039,2.311480542561972e-13,3.59266896831148e-13,4.002014106392615e-13,1.0493548399887684e-16,2.45351156925866e-13,4.618339538574219,3.768826723098755,7.196496486663818,6.857884407043457,2.7964845994432604e-09,2.7031903382379596e-09,1.3957096589578555e-09,2.870994997294929e-09,3.212726307211255e-09,5.720758977645346e-09,5.1264748002211036e-09,1.4701320161236706e-09,3.118380546569824,3.7109973430633545,2.178130388259888,3.6989827156066895,3.5790674686431885,4.407641410827637,5.01507568359375,1.6661803722381592,1
2046,2.2974747104775872e-12,1.8695993104361763e-12,1.0497956670629804e-12,1.277977289965149e-13,3.826396393746129e-13,15.640317916870115,21.89322280883789,20.729337692260746,10.39948272705078,1.1147950118584047e-08,6.159114995796244e-09,1.772326996274387e-08,2.9882642138545634e-08,2.7899636378947438e-08,1.4772144396602016e-08,5.015301951516449e-09,1.0384561655030213e-08,10.609630584716797,5.119707584381104,12.65335178375244,16.24053192138672,14.899927139282228,9.701470375061035,4.43442440032959,6.900554656982422,1
2051,1.4941976475557617e-11,9.745266225935634e-12,4.414114473244579e-12,4.221883259658554e-13,2.322446705435577e-13,70.93810272216797,79.20125579833984,58.373783111572266,25.813129425048828,1.4197975417573616e-07,2.051446017503622e-07,9.587358817952919e-08,1.9981937882107562e-08,7.925380884898915e-08,6.876930314092533e-08,1.092411565650764e-07,4.709817602588373e-08,54.6031494140625,61.57008361816406,32.17272186279297,8.9414644241333,28.48857307434082,24.96664047241211,35.412506103515625,17.937347412109375,2
2057,2.2564239973016376e-12,1.6088347017453877e-12,5.784636550147659e-13,4.040150289417225e-17,1.1111578048917902e-16,24.256710052490234,29.078805923461918,23.73059463500977,9.023236274719238,2.5587929552983724e-09,2.481059357961612e-09,1.3153327316217656e-08,7.967957849075447e-09,1.6345325093425345e-08,2.5243108936479075e-08,2.4109434448860156e-09,2.6988462575872063e-09,2.6092026233673096,2.12660813331604,10.200326919555664,6.853175163269043,12.747979164123535,18.210174560546875,2.2850592136383057,2.760213851928711,2
2060,5.658704841510209e-12,7.015907819984957e-12,7.872924534524373e-12,8.231260291424736e-12,4.462249580255984e-12,35.81442642211914,55.808441162109375,59.611061096191406,44.75271987915039,1.542150940281317e-08,1.7411670327760476e-08,4.762670613445152e-08,3.97910149274594e-08,1.734208332493381e-08,2.3794509473873404e-08,2.4344949167698363e-08,3.3301088109283234e-08,19.11342430114746,23.12060165405273,45.2446517944336,41.6049690246582,22.09498786926269,26.689287185668945,27.547800064086918,36.991676330566406,1
2065,4.032315713969892e-12,4.379099513562856e-12,4.510247644112786e-12,4.199484943817611e-12,3.806385138723292e-14,19.545867919921875,38.47801971435547,40.74514389038086,29.949560165405277,1.4320064245509911e-08,1.8000896773173736e-08,1.355298628880064e-08,1.3251137964687132e-08,1.058851495372437e-08,1.4591731378743589e-08,1.3745020233102425e-08,1.1910712416351998e-08,15.798772811889648,22.68467330932617,17.363855361938477,17.757564544677734,14.596742630004885,17.99953842163086,18.04435920715332,16.02794075012207,1
2067,6.165752370473898e-12,5.222365508789073e-12,3.033110654998561e-12,1.951812843292711e-12,2.195191185945522e-13,28.47431945800781,46.37692642211914,41.51742935180664,20.554119110107425,9.151596813694596e-09,1.4021934724439689e-08,4.142837539689027e-08,3.5902029793533075e-08,1.5670002184720033e-08,2.114330932556641e-08,4.014251331341256e-08,7.180460670497268e-08,9.555709838867188,11.38300609588623,24.34895133972168,21.323944091796875,10.92626953125,15.652230262756348,22.140718460083008,36.42554473876953,1
2074,2.94219130395762e-13,3.559555265559428e-13,3.921468726998667e-13,7.904762863155877e-14,7.930960067555145e-17,4.290815353393555,5.113513469696045,7.437538146972656,7.065183162689209,3.633076950393388e-09,4.336944137151022e-09,4.417233245845864e-09,4.747008564010002e-09,4.661253605320326e-10,1.0409357820151401e-09,2.11513251358042e-09,3.452816699223149e-09,3.937739849090576,3.4284558296203613,4.117499828338623,4.756598949432373,0.6819889545440674,1.4905484914779663,2.515868902206421,4.058537006378174,1
2079,2.1676274056942058e-12,1.8698343654671708e-12,1.6247595716750718e-12,1.015851790707456e-12,1.7656282523276917e-13,10.829456329345703,19.192920684814453,18.73115348815918,12.675049781799316,8.831224640459823e-09,1.5463234248613844e-08,1.2959921136257437e-08,1.1848982239826e-08,1.3109429986002397e-08,8.531240602849266e-09,5.743807651725774e-09,4.658947450053574e-09,7.514464378356934,11.49112606048584,9.312957763671877,8.99164867401123,10.29014778137207,6.116349697113037,4.688393592834473,4.042738437652588,1
2081,2.9270574679329813e-13,3.26999793345481e-13,3.569918069924044e-13,2.9964054783400423e-13,4.1674558672309736e-19,0.5750010013580322,3.602238893508911,6.753203868865967,6.194822311401367,1.0711785902728366e-09,1.9222325953194286e-09,1.578236763499774e-09,2.625664796696014e-09,1.702461172037317e-09,1.8264793011368845e-09,5.177727135929898e-10,5.376584177874122e-10,1.1265649795532229,3.859411001205444,2.269242525100708,4.239490032196045,3.381197690963745,2.7449793815612797,0.4889751672744751,0.8736543655395508,1
2083,2.8045686432942585e-12,2.1655099588513416e-12,1.388169635664627e-12,1.0807245940172572e-12,3.130743788073364e-18,24.51118469238281,34.68146133422852,28.886796951293945,16.407344818115234,2.2256481102544967e-08,2.2707837388225016e-08,2.2457477655279945e-08,3.887171473593298e-08,2.0777514819769752e-08,1.6542049507961565e-08,3.72692490202553e-08,2.0858257343547848e-08,12.372881889343262,15.032200813293455,15.014966011047363,23.857074737548828,13.980353355407717,11.653238296508787,19.58551788330078,14.305156707763672,1
2085,1.7956115923572355e-13,1.8747449339467925e-13,1.221459185966195e-13,8.467462795412141e-17,1.6347361833196822e-21,3.232814073562622,2.887322902679444,3.6395263671875,2.696062564849853,4.036806444673857e-09,3.544903481866868e-09,2.610213822862306e-09,5.286744375609942e-09,2.240003516007505e-09,2.6241830930473493e-09,3.730744158048083e-09,1.0629624958014006e-09,2.5012729167938232,2.267423629760742,1.788588285446167,3.0251293182373047,1.6335158348083496,2.394099473953247,2.002214908599853,0.5560117959976196,2
2089,1.8481813301995938e-12,2.0362238371124386e-12,1.4526458378197329e-12,9.976725392005226e-13,1.7653424295299702e-13,17.83631134033203,25.219650268554688,26.660863876342773,16.102275848388672,6.558801945999448e-09,6.982641576058768e-09,1.0595964994308817e-08,1.0828784979821648e-08,1.4240288948030866e-08,8.694933661956838e-09,1.2350447775588693e-08,1.4342062648609044e-08,8.016420364379883,9.53597640991211,13.470749855041504,14.239391326904297,16.033100128173828,10.265089988708496,13.76192569732666,16.63945960998535,1
2090,1.989551318831717e-12,3.132810851014245e-12,3.1007889398498856e-12,3.752788444583155e-12,1.1253216240791897e-12,12.00660800933838,19.133968353271484,28.05233192443848,20.093107223510746,9.614969265214768e-09,1.5623145444010333e-08,5.6482107879674e-09,5.883185494326426e-09,9.662466382565071e-09,1.2423181594556354e-08,6.937648677762809e-09,4.135659814608061e-09,16.358869552612305,20.992048263549805,9.196027755737305,10.371112823486328,14.37173843383789,17.550518035888672,12.337813377380373,7.915011882781982,1
2093,5.314717307740302e-13,7.03956749663337e-13,4.603071938370784e-13,3.695419079248474e-13,3.4369592679594715e-17,1.948206186294556,7.589454650878906,10.084061622619627,6.433901786804199,6.814701580815097e-10,1.4865039199563055e-09,8.910927551397663e-10,1.8267050094777915e-09,5.980116957182702e-10,1.2953914607649606e-09,8.389671735109515e-10,1.2853147435265555e-09,4.68010950088501,4.792952537536621,3.268465757369995,5.884814739227295,2.771886110305786,4.993568420410156,3.485175848007202,3.8261659145355225,1
2096,3.3616409352357773e-13,3.981338099912773e-13,5.297506140353181e-13,2.3418346797345063e-13,2.4134183443365127e-20,0.6672183871269226,4.01519775390625,6.671966552734375,7.102223873138428,2.6403905728500372e-09,3.1603752947972903e-09,2.909936736017471e-09,2.037561896983675e-09,3.027200046190614e-09,2.197320103647371e-09,5.943004977027043e-10,6.301934529773233e-10,3.6757116317749023,4.338047981262207,2.8092257976531982,2.048255920410156,3.265752077102661,2.3790457248687744,0.4378971755504608,0.5227104425430298,1
2097,3.049901694043844e-12,2.3033723366150398e-12,1.6235510115134022e-12,7.384486902170528e-13,2.2780372423494843e-13,14.197282791137695,26.49348258972168,22.090723037719727,13.098467826843262,9.204081941049937e-09,1.3047650959663317e-08,1.0385731386008956e-08,1.0664972904805836e-08,1.2267095783613511e-08,9.021281499599354e-09,9.23617005099686e-09,1.726951559533063e-08,9.247639656066896,11.25723361968994,9.355836868286133,9.11376953125,9.9402494430542,7.475747585296631,7.967774868011475,13.467884063720703,1
