,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
227,28.168418884277344,17.76231575012207,18.75452423095703,19.513032913208008,30.28721809387207,1
230,7.9558916091918945,9.745591163635254,2.721055746078491,1.9944859743118288,1.8392488956451416,2
231,16.368112564086914,15.965508460998535,14.13477611541748,17.311790466308594,20.348953247070312,1
232,4.276062965393066,2.743952512741089,4.727338790893555,3.740180492401123,5.008262634277344,2
237,9.733538627624512,9.752057075500488,10.803418159484863,10.011330604553224,8.245814323425293,1
241,6.450067043304443,4.928571701049805,5.233427047729492,10.008343696594238,9.770223617553713,1
242,8.975732803344727,9.737276077270508,6.598204135894775,8.505313873291016,6.765561580657959,1
254,14.702765464782717,6.313694000244141,9.92552661895752,17.861270904541016,14.378654479980469,1
261,4.701562404632568,2.807626962661743,3.859920263290405,3.582415819168091,2.6755313873291016,1
266,9.936777114868164,11.13443088531494,8.13676643371582,11.194472312927246,15.547868728637695,1
281,37.77080154418945,7.713446617126465,14.64876937866211,15.23643684387207,26.46697998046875,2
285,1.2457900047302246,1.6682933568954468,1.5399696826934814,4.120209217071533,2.816103458404541,1
286,3.6249806880950928,4.26154899597168,7.986728668212891,2.8312911987304688,10.938543319702148,1
290,6.074602127075195,4.288849353790283,3.229746103286743,4.0348286628723145,1.7180927991867063,2
291,6.479193210601807,8.517165184020996,9.460050582885742,3.052089214324951,3.989665269851685,1
301,4.0331573486328125,3.666717529296875,1.2285947799682615,1.6562995910644531,1.5683197975158691,2
302,18.15157127380371,41.204010009765625,59.47281646728516,58.13037109375,107.12580871582033,2
303,7.7167463302612305,6.837174415588379,6.23091983795166,5.303025245666504,7.680952548980713,1
305,2.3035809993743896,1.068104863166809,3.381733655929565,12.401305198669434,18.521120071411133,2
308,14.920830726623535,16.024023056030273,13.032450675964355,12.2399263381958,12.966822624206545,1
312,2.402428388595581,1.9734283685684204,0.0917399749159812,1.5165337324142456,6.17092227935791,1
318,2.724116563796997,3.5373072624206543,3.273293972015381,6.878003120422363,5.994326114654541,2
319,51.34899520874024,26.01606559753418,29.223838806152344,48.981971740722656,42.636695861816406,1
320,4.524816036224365,2.1280357837677,0.71926349401474,5.501864910125732,1.3158915042877195,2
323,3.2706961631774902,3.2496509552001958,4.62241792678833,3.7352349758148193,4.90619707107544,1
325,6.149707794189453,5.951038837432861,4.187004566192627,13.42287540435791,29.91340446472168,2
326,7.47423791885376,3.628142356872559,0.3111423552036285,1.4773682355880735,6.423117160797119,2
327,4.856118202209473,10.08501434326172,9.764413833618164,6.452712535858154,12.126299858093262,2
330,8.551358222961426,8.344143867492676,10.65307903289795,7.879607677459717,8.481039047241211,1
331,3.5829403400421143,1.687144756317139,4.479554176330566,5.013608932495117,2.732649564743042,1
333,1.986199259757996,1.9200164079666135,2.6256344318389893,4.963591575622559,8.423738479614258,2
336,7.876723766326904,11.436932563781738,8.946280479431152,7.108401775360107,12.683781623840332,1
337,8.344468116760254,5.873961448669434,5.691579341888428,6.466664791107178,15.62484645843506,1
338,8.135510444641113,3.845502376556397,5.429999828338623,6.170196056365967,6.360996723175049,2
340,5.079260349273682,3.741138458251953,1.9430607557296755,1.5967614650726318,4.941051006317139,1
345,11.08742618560791,12.475146293640137,5.460806369781494,5.750157833099365,1.9022995233535769,2
349,10.430269241333008,20.915966033935547,10.313135147094728,22.707504272460938,17.89257049560547,2
350,5.5204057693481445,2.4772703647613525,5.214938640594482,5.265904426574707,3.4717984199523926,1
352,1.4208625555038452,1.1700565814971924,2.095342874526977,0.6397584080696106,1.262865424156189,1
356,25.27506828308105,26.5960636138916,21.4046573638916,24.18973731994629,21.85851287841797,1
361,4.055328845977783,4.008722305297852,1.572811484336853,5.51973819732666,4.960161685943604,1
365,1.803169846534729,2.55827260017395,4.366445064544678,1.6853575706481934,0.5169176459312439,1
367,9.456720352172852,9.14404296875,6.3061299324035645,3.922523260116577,3.749321222305298,1
373,3.737828969955444,7.966433525085449,6.383666038513184,6.265676975250244,5.914671421051025,1
379,7.057082176208496,2.3263497352600098,1.1502182483673096,2.3516619205474854,1.71272075176239,2
383,0.6043672561645508,0.9674185514450072,0.942811906337738,2.845864772796631,3.7165350914001465,1
384,7.51181173324585,8.406614303588867,5.689020156860352,8.54359245300293,4.957828044891357,1
385,8.062439918518066,2.2641749382019043,4.603116035461426,3.499391794204712,3.738745450973511,1
398,2.602011203765869,5.108194351196289,4.428668022155762,1.3478567600250244,1.6725274324417114,1
399,2.652952194213867,1.4118250608444214,1.35971999168396,5.601701259613037,4.805692195892334,2
402,11.971450805664062,10.231283187866213,9.542463302612305,7.100980758666992,12.95797634124756,1
406,11.760332107543944,9.07222843170166,8.870731353759766,21.4755916595459,11.624284744262695,2
407,3.047815561294556,3.4853973388671875,3.938411474227905,2.4306113719940186,4.766408443450928,2
408,3.204265832901001,3.4197115898132324,6.214703559875488,2.8945634365081787,4.250300884246826,1
412,4.442135810852051,5.7737650871276855,23.624412536621094,15.339396476745604,13.314509391784668,2
417,7.449151992797852,8.934603691101074,5.78201961517334,8.967218399047852,8.18940544128418,1
423,30.780261993408203,28.445690155029297,25.62545585632324,23.832597732543945,29.22377014160156,1
426,19.463851928710938,35.85049057006836,26.51212501525879,22.02288055419922,18.79713630676269,2
429,18.575014114379883,17.04481315612793,24.99037170410156,9.104729652404783,12.961688041687012,2
430,8.412981033325195,13.942709922790527,11.997057914733888,6.633932590484619,11.126016616821287,1
431,2.743922472000122,4.7034406661987305,7.347638130187988,6.392240524291992,7.332908630371094,1
434,3.48095965385437,3.657620429992676,4.187695503234863,3.6876981258392334,5.673600196838379,1
443,1.2597757577896118,2.5689690113067627,3.198047876358032,5.431652069091797,2.4922215938568115,1
445,21.740779876708984,15.586950302124023,12.33260440826416,15.19393539428711,12.052597999572754,1
447,0.1556142419576645,3.9096200466156006,1.1223046779632568,0.8836178183555603,4.1998820304870605,1
450,0.5965364575386047,1.308558464050293,3.118494272232056,1.542319655418396,2.443645477294922,2
451,6.853424549102783,13.72019386291504,15.893540382385254,18.94196891784668,11.645024299621582,1
454,29.2825927734375,29.64628791809082,39.120208740234375,36.85881423950195,36.91538619995117,1
457,4.743260383605957,3.0251145362854004,3.161607503890991,11.874982833862305,8.910910606384277,1
459,2.76869797706604,3.872431516647339,5.080702781677246,5.10181999206543,3.470744371414185,1
464,9.104321479797363,8.646472930908203,5.629079818725586,7.68364953994751,4.585687160491943,1
477,5.461403846740723,9.37894344329834,2.1292080879211426,6.446568965911865,4.646787643432617,2
478,7.620814800262451,7.131523609161377,9.470477104187012,11.11250114440918,9.247333526611328,1
486,15.394125938415527,14.770176887512209,8.200386047363281,5.096884727478027,10.098834037780762,1
490,2.0942981243133545,1.7067712545394895,4.491922855377197,3.5660691261291504,7.636778354644775,1
498,5.146751880645752,2.462938070297241,2.49524450302124,4.275640964508057,3.8529052734375,1
499,11.275638580322266,11.05111026763916,7.098962783813477,4.595271587371826,2.2469944953918457,1
503,4.308942317962647,12.667030334472656,9.778550148010254,4.343581676483154,1.745720386505127,2
509,8.741979598999023,8.347359657287598,6.180572986602783,4.181944370269775,6.219404697418213,1
515,8.677713394165039,7.240062236785889,6.29939603805542,2.6683473587036133,8.729521751403809,1
516,4.8849616050720215,5.980929374694824,3.892491102218628,4.539729595184326,5.303332328796387,1
518,3.368528127670288,6.315701484680176,3.668913125991821,3.575448036193848,4.014907836914063,1
525,2.138283491134644,0.6172730326652527,1.2559778690338137,4.016828536987305,1.917107343673706,1
527,3.985526561737061,3.029623985290528,2.549588441848755,3.414766788482666,3.598973035812378,2
532,1.07890522480011,3.896961927413941,4.045529365539551,2.1027185916900635,2.256478786468506,1
533,18.02598190307617,5.592535018920898,7.312887668609619,10.962980270385742,12.751648902893066,1
536,2.051696300506592,5.750843524932861,1.3438119888305664,1.5315669775009155,1.7814866304397583,1
542,14.42987060546875,6.774061679840088,4.68608283996582,7.383999824523926,6.730687141418457,2
544,3.370735883712769,5.845809459686279,21.36631965637207,12.236273765563965,5.845663547515869,2
548,6.809393405914307,6.692552089691162,5.924762725830078,4.7700066566467285,18.31265640258789,2
552,3.313740491867065,4.711682796478272,2.909148931503296,1.0443259477615356,2.5405757427215576,1
559,1.825551986694336,2.833859205245972,4.714549541473389,2.2077112197875977,1.6050251722335815,1
560,3.785541296005249,3.2975313663482666,2.657453775405884,4.570363998413086,1.514723777770996,1
561,5.347256660461426,3.5769059658050537,0.4475954473018646,6.617992401123047,2.516288995742798,1
562,23.4892635345459,12.744888305664062,10.785280227661133,13.08799171447754,18.357257843017575,1
565,6.995484352111816,15.496655464172363,5.3242597579956055,2.3385612964630127,0.5298004150390625,1
568,29.932226181030277,24.24565315246582,29.811418533325195,21.19652557373047,47.52335357666016,2
570,31.233007431030277,33.50602722167969,23.47755622863769,26.53899574279785,24.97631072998047,1
577,6.199326038360596,4.595897197723389,3.8601109981536874,8.494223594665527,5.967158794403076,1
593,2.088230609893799,4.554427623748779,2.127868890762329,4.622608184814453,5.095990180969238,1
595,10.542119026184082,9.921789169311523,8.831125259399414,10.80100917816162,3.580937147140503,1
597,3.9117605686187744,4.453113079071045,2.7658960819244385,4.698151588439941,5.214064598083496,2
598,12.61446475982666,13.148225784301758,10.628067016601562,7.913774013519287,12.534795761108398,1
600,27.051633834838867,14.721049308776855,7.840027809143066,11.280251502990724,20.10321044921875,2
606,1.2061152458190918,4.360585689544678,1.4852815866470337,1.0328245162963867,2.2947144508361816,1
612,31.99750328063965,94.91927337646484,30.961694717407227,29.57706451416016,31.576072692871094,2
615,2.061638355255127,3.1143176555633545,1.9413751363754272,4.24523401260376,1.179245114326477,1
619,43.05171203613281,54.31656265258789,49.61167144775391,52.76632690429688,44.20548629760742,1
623,6.497056007385254,6.345971584320068,2.6077651977539062,3.556140661239624,2.177616596221924,1
624,3.489818811416626,3.283691883087158,2.500781536102295,4.260570049285889,3.312023878097534,1
630,4.220025062561035,3.3959200382232666,3.597323179244995,4.405378818511963,0.3697146773338318,1
648,2.596577882766724,4.633902072906494,1.568604588508606,1.2799279689788818,1.7595778703689575,2
650,7.627296447753906,6.4656081199646,4.730206489562988,7.779466152191162,4.862074851989746,1
655,3.924182415008545,19.835372924804688,29.605377197265625,21.93303108215332,24.955955505371094,2
657,2.4181389808654785,3.935857772827149,3.928082466125488,5.645711421966553,2.228553533554077,2
662,5.384857177734375,21.84355735778809,3.50984525680542,2.0805492401123047,5.015732288360596,2
664,1.389625906944275,4.015264511108398,4.965853214263916,6.222568988800049,3.307468891143799,1
665,6.874374866485596,6.917055606842041,10.199629783630373,6.0632805824279785,8.475360870361328,2
666,6.254889488220215,5.447423458099365,3.2434117794036865,4.055702209472656,13.891401290893556,2
668,5.014156341552734,3.0768356323242188,3.641270399093628,5.028595924377441,4.932187557220459,1
669,3.141276359558105,1.8179813623428345,3.617522954940796,3.558149576187134,2.0100314617156982,1
674,2.1439132690429688,1.8241487741470337,3.557206630706787,2.6693921089172363,4.655084133148193,1
677,4.896607875823975,6.522989749908447,5.805896759033203,1.0420619249343872,5.212073802947998,2
684,99.32654571533205,27.172273635864254,48.59443283081055,36.85955810546875,16.922237396240234,2
685,2.041433811187744,3.4009218215942383,2.388162851333618,2.7828290462493896,7.408899784088135,1
688,7.390934944152832,10.097661972045898,15.001153945922852,12.419031143188477,14.201656341552734,1
689,15.241294860839844,14.393827438354492,21.10369682312012,57.71858596801758,82.85000610351562,1
699,4.190497875213623,3.3632636070251465,1.999998927116394,2.9849655628204346,3.8741989135742183,1
702,8.351149559020996,6.335270881652832,4.931058883666992,5.733323097229004,3.4719903469085693,1
712,5.439761638641357,3.227989435195923,1.4254285097122192,6.029500961303711,3.2899537086486816,1
715,8.729239463806152,6.373687744140625,8.521326065063477,9.787819862365724,12.703454971313477,1
720,3.643116235733032,1.72223961353302,1.984684944152832,1.5051467418670654,1.84908127784729,2
722,37.44632339477539,28.04275131225586,5.956153869628906,10.922548294067385,18.48603057861328,2
734,1.1546465158462524,5.909530162811279,2.6112990379333496,1.958802938461304,3.281128406524658,1
740,4.8085784912109375,0.7990381717681885,5.164909839630127,7.712196350097656,2.3122923374176025,2
745,27.66451072692871,51.22857666015625,23.808351516723636,20.46913719177246,9.879402160644531,2
746,3.085651159286499,5.487963199615479,2.9293034076690674,2.8819868564605717,1.8333925008773804,2
747,7.441627979278564,3.7360153198242183,1.723116159439087,4.152082920074463,5.4321064949035645,2
748,3.7820868492126474,3.571472406387329,4.2609076499938965,2.826064348220825,2.6278624534606934,1
750,1.334960699081421,1.461694598197937,1.6496559381484983,1.992436647415161,1.6440117359161377,2
751,3.866956233978272,4.518070697784424,3.194183826446533,5.159902572631836,7.4853196144104,2
756,4.276008129119873,1.9870007038116453,6.213905811309815,6.045351505279541,4.44575834274292,1
759,0.2531117796897888,2.60062837600708,2.142087459564209,2.085268020629883,2.4842801094055176,2
760,3.6957294940948486,2.910006046295166,1.2580045461654663,0.9711035490036012,0.9305366277694702,1
765,12.490045547485352,13.660645484924316,24.339881896972656,13.625347137451172,11.905942916870115,2
772,3.12467360496521,1.8440872430801392,1.2668330669403076,0.5303406715393066,0.8210326433181763,1
774,3.5854275226593018,4.932247638702393,1.6560519933700562,3.21950364112854,2.668102264404297,2
775,8.628375053405762,2.9386229515075684,1.7873297929763794,2.3173723220825195,5.783598899841309,2
784,33.48186492919922,27.25682640075684,43.053993225097656,26.745153427124023,37.06122970581055,1
786,12.117751121520996,18.121723175048828,15.844335556030272,12.575987815856934,17.79842185974121,1
788,4.970122337341309,5.886080741882324,8.210192680358887,5.623558044433594,17.02097511291504,2
789,0.7135396599769592,3.9983372688293457,1.3825660943984983,1.4510493278503418,2.968746900558472,1
795,3.809499979019165,4.7811279296875,2.874023199081421,2.1571080684661865,5.182058334350586,1
797,8.3343505859375,12.720040321350098,8.923880577087402,10.84388542175293,10.34426498413086,1
803,6.675159454345703,4.665823936462402,1.24464750289917,5.837986946105957,7.636237144470215,2
804,0.6670193076133728,1.7813612222671509,0.6242800951004028,2.502089023590088,3.981669187545776,1
805,3.76266884803772,6.087068557739258,3.24038314819336,1.7860193252563477,2.6101057529449463,1
807,22.609888076782227,34.894004821777344,17.85011863708496,44.60243225097656,13.308197975158691,2
808,4.7014689445495605,6.938681602478027,6.424396991729736,5.651670455932617,7.1850666999816895,1
811,2.1855921745300293,5.20236873626709,4.350636959075928,2.050424575805664,1.3914271593093872,2
818,3.7689554691314697,7.537720680236816,3.5518481731414795,2.917686700820923,5.051315784454346,1
828,1.6817452907562256,5.097320556640625,5.053605556488037,2.557842493057251,1.8856581449508667,1
829,3.981712818145752,3.706096887588501,5.580393314361572,7.021544933319092,9.737438201904297,1
834,0.0312518253922462,7.250531196594238,6.374444007873535,12.647860527038574,4.377479076385498,2
836,7.550716876983643,7.217067241668701,7.556159496307373,5.990477085113525,9.100363731384276,1
837,14.997526168823242,6.358177661895752,10.064208030700684,7.350782871246338,9.6951904296875,1
838,6.247302532196045,7.128764152526856,4.650323867797852,6.096474170684815,6.773107528686523,1
846,6.500870704650879,4.257817268371582,4.657167911529541,8.835968017578125,5.315569877624512,1
850,4.598051071166992,2.714439630508423,2.936875820159912,7.122700214385986,4.768773555755615,1
856,0.3154794573783874,0.5599659085273743,4.202389240264893,1.8733080625534055,1.3839960098266602,1
857,9.715471267700195,9.811675071716309,12.830546379089355,9.382916450500488,6.495924949645996,1
859,3.3911750316619877,1.8921250104904173,2.375479221343994,1.5276378393173218,0.3131442070007324,2
863,9.384860038757324,5.175452709197998,7.068112373352051,7.94019079208374,6.459713459014893,1
870,5.822494983673096,5.620131015777588,1.9205800294876096,7.150970458984375,11.234057426452637,1
871,11.932750701904297,10.373530387878418,7.425695419311523,11.310626029968262,7.891917705535889,1
872,12.2769136428833,5.243919372558594,5.1000847816467285,10.738767623901367,6.256847858428955,2
874,6.795261859893799,6.627001762390137,7.173174858093262,4.613043785095215,3.4263269901275635,1
885,0.5507268309593201,2.210573673248291,2.3953726291656494,2.360356569290161,2.885281801223755,1
895,13.186275482177734,4.76085090637207,7.5182785987854,9.83046817779541,9.5581693649292,1
898,7.907207012176514,5.946699619293213,5.804957866668701,9.319555282592772,5.541152477264404,1
906,7.098719120025635,8.232959747314453,7.807625770568848,7.816466808319092,5.8100361824035645,1
907,12.523927688598633,9.043612480163574,8.196769714355469,5.124412059783936,11.951589584350586,1
909,7.092881679534912,6.9827165603637695,7.692440986633301,7.6086812019348145,10.416348457336426,1
910,19.596961975097656,18.888181686401367,14.059032440185549,28.795873641967773,19.88803482055664,1
911,29.114961624145508,26.288732528686523,16.675445556640625,20.827566146850582,22.81781578063965,1
914,7.393707752227783,6.420754909515381,5.630995750427246,3.432210922241211,2.1349148750305176,1
918,7.0659708976745605,4.454592704772949,3.109823703765869,4.399231910705566,8.534388542175293,2
927,7.148967266082764,11.195301055908203,9.562314987182615,14.454212188720703,15.071846961975098,1
931,4.900925159454346,8.530452728271484,2.203049659729004,7.418458461761475,5.991986274719238,1
932,35.05843734741211,21.026124954223636,28.3650016784668,46.53488540649414,53.75532150268555,2
935,2.64033317565918,2.16278338432312,1.4346263408660889,4.470778942108154,1.7878631353378296,2
936,7.104287624359131,7.990015029907227,7.002817153930664,5.833657264709473,12.370257377624512,1
942,19.266958236694336,5.1164631843566895,2.721205472946167,1.0822151899337769,6.930593967437744,2
944,14.057448387145996,11.053632736206056,13.517321586608888,6.4261627197265625,6.096129894256592,1
946,2.8377652168273926,2.523062467575073,2.3415558338165283,3.9122161865234375,3.8618528842926025,2
950,9.701422691345217,9.635108947753906,12.504556655883787,10.73306941986084,9.32963752746582,1
961,11.034266471862791,4.202828884124756,7.659008502960205,6.663382530212402,5.317836761474609,1
962,3.523794412612915,4.1942644119262695,9.531055450439451,9.825420379638672,14.337459564208984,2
966,8.09145736694336,3.700679063796997,2.679374933242798,5.784793853759766,4.4429192543029785,1
969,8.432877540588379,8.800931930541992,9.687685012817385,13.500248908996582,6.146471977233887,2
979,6.335041522979736,3.081412076950073,0.6008249521255493,1.7324665784835815,3.313600778579712,1
981,6.4483137130737305,5.802649021148682,5.548954963684082,3.3170950412750244,3.665929079055786,1
985,2.035438537597656,0.7035043835639954,2.0227138996124268,0.9086099863052368,2.5109965801239014,1
990,4.082029819488525,7.861526966094971,5.427733898162842,5.7837395668029785,5.333835124969482,1
993,4.560842514038086,4.914802074432373,2.995603084564209,2.915680170059204,3.713066339492798,1
998,3.1664137840271,4.220064163208008,2.495743751525879,1.314908146858215,3.166224241256714,1
1010,3.2689051628112797,3.492948532104492,3.704244136810303,1.7530840635299685,4.849720001220703,1
1011,1.285132884979248,3.453950881958008,30.075780868530277,20.78125762939453,13.089157104492188,2
1018,4.452566623687744,3.271591901779175,2.451305389404297,5.94036340713501,15.311274528503418,2
1020,7.306609630584717,5.368418216705322,2.4736227989196777,3.4204137325286865,5.436959266662598,1
1029,63.395286560058594,16.863088607788086,22.57905387878418,105.95103454589844,57.205997467041016,2
1035,0.1033833548426628,1.953852653503418,2.944565296173096,2.641822338104248,2.091054201126098,1
1037,13.006784439086914,21.931997299194336,10.104779243469238,16.218887329101562,34.231693267822266,2
1038,0.3874582946300506,5.485706329345703,5.8779120445251465,10.241689682006836,4.831951141357422,1
1046,8.977057456970215,3.282238721847534,3.571132183074951,3.24910044670105,2.598912477493286,1
1068,6.071096897125244,7.043015480041504,5.985987186431885,2.523329019546509,2.814675807952881,2
1084,0.819413959980011,4.61551570892334,7.815083503723144,10.65403652191162,11.906587600708008,2
1085,5.035685062408447,4.293548107147217,4.267719268798828,1.3083548545837402,0.4937414228916168,1
1090,36.40544128417969,28.19459724426269,13.057974815368652,4.106064319610596,2.257803440093994,2
1092,16.3176212310791,14.770705223083496,13.93094253540039,15.35362434387207,15.06588077545166,1
1093,8.39689826965332,10.658740997314451,9.333569526672363,12.094548225402832,11.596932411193848,1
1095,9.889492988586426,9.701215744018556,9.813124656677246,8.977851867675781,17.034364700317383,1
1109,41.11043930053711,112.78436279296876,95.35843658447266,79.34062957763672,84.53605651855469,1
1115,5.614692211151123,5.136576175689697,7.407471179962158,2.7872238159179688,6.509139060974121,1
1116,3.854520559310913,6.499851226806641,5.70681619644165,2.985190868377685,3.6988394260406494,1
1121,10.249920845031738,5.529741287231445,7.471646785736084,4.099488735198975,2.476489543914795,1
1127,14.852945327758787,7.452733039855957,8.19123649597168,19.73854637145996,15.05329418182373,2
1128,14.91858959197998,10.633670806884766,8.287782669067383,18.42653083801269,6.844351768493652,1
1129,6.61152982711792,5.507349491119385,3.668255090713501,4.612559795379639,5.734292507171631,1
1130,3.124911308288574,1.3206963539123535,3.8599071502685542,2.784207820892334,2.05143404006958,1
1132,4.644064426422119,2.688469171524048,2.392315149307251,2.0400607585906982,1.769248366355896,1
1133,8.966638565063477,9.094073295593262,6.233339786529541,6.563119411468506,5.866706848144531,1
1143,4.109190464019775,3.9499435424804688,3.806694984436035,2.401143789291382,3.662893772125244,1
1148,8.324615478515625,5.540230751037598,9.83176326751709,9.694530487060549,9.744190216064451,1
1153,3.58951735496521,6.301351070404053,4.332683563232422,4.4544596672058105,5.833340167999268,1
1155,5.229083061218262,5.4552507400512695,5.317110538482666,4.25661039352417,6.056347370147705,1
1159,3.918637752532959,5.230507373809815,2.8733458518981934,5.595302104949951,5.601932048797607,1
1163,1.4695477485656738,4.374807357788086,1.7225241661071775,3.0529825687408447,1.1717677116394043,1
1166,17.49395751953125,41.838077545166016,29.957763671875,21.297197341918945,15.401551246643066,2
1170,5.516373157501221,1.4609870910644531,2.735383987426758,6.890936374664307,5.259490489959717,2
1184,6.618012428283691,9.147604942321776,3.7950029373168954,5.064753532409668,6.300765037536621,1
1186,16.903289794921875,11.518926620483398,12.62726593017578,10.983933448791504,14.736138343811035,2
1187,2.032264232635498,15.532988548278809,2.964627504348755,0.7684606909751892,2.94732666015625,2
1189,52.36806106567383,46.003509521484375,45.85469818115234,47.17725372314453,41.768550872802734,1
1201,7.339161396026611,11.37117862701416,17.839380264282227,27.48116111755371,14.640436172485352,2
1202,7.488073348999023,3.518174648284912,4.889433860778809,1.4195353984832764,3.0385637283325195,1
1213,4.386105060577393,7.487088680267334,3.287379503250122,7.330042362213135,4.756029605865479,2
1215,89.1070785522461,95.12123107910156,76.28434753417969,74.92341613769531,83.32281494140625,2
1225,4.7731523513793945,5.834930896759033,7.24843692779541,4.0041093826293945,4.177146911621094,1
1233,23.332115173339844,31.87651824951172,37.559791564941406,29.050012588500977,34.08012771606445,2
1238,0.8216162919998169,1.217655062675476,1.6608285903930664,5.634861946105957,3.514589786529541,1
1241,2.4770383834838867,1.9195886850357056,2.1732754707336426,2.710219621658325,1.852962613105774,1
1242,0.9818401336669922,0.3635551333427429,0.4755768477916717,2.732629537582397,1.7703478336334229,2
1243,1.7125064134597778,1.8353815078735352,6.083741188049316,0.554813027381897,2.8130669593811035,1
