,CLASS1,HR_25,PL_Index
624,1,0.0162215656058933,1.8468938
630,1,0.0271628109367742,2.202044
648,2,0.0452714818135465,2.7379923
650,1,0.0223256663225448,1.9431157
655,2,0.0350696156976828,2.2203171
657,2,0.0421446752568536,2.595539
662,2,0.0425289066001901,2.4541085
664,1,0.0259416602034431,2.0681417
665,2,0.0445333823513856,2.5533934
666,2,0.0457076931523687,2.6444323
668,1,0.0216811926600006,1.7518364
669,1,0.0221898929643536,2.0305595
674,1,0.0199237993815456,1.9718981
677,2,0.0348990097721245,2.2920845
682,3,0.0273420539709394,2.1387382
684,2,0.0372543621413869,2.291546
685,1,0.023768602001844,1.9731905
688,1,0.0200422536141372,1.8214716
689,1,0.0333179178120452,2.1847367
699,1,0.0286922690043192,2.1568286
702,1,0.0265701156965408,2.1053672
712,1,0.0266581954155791,2.1323545
715,1,0.0169322701666214,1.7221129
720,2,0.0426672835951544,2.7243407
722,2,0.0420171765346333,2.4088843
734,1,0.02133588182405,1.8895658
740,2,0.0292009574594689,2.2304716
745,2,0.0395558607081754,2.3698812
746,2,0.0424118860459987,2.679391
747,2,0.0399132604870236,2.4922218
748,1,0.0267172427176961,2.0660386
750,2,0.0303429954822034,2.2670503
751,2,0.0380455064698665,2.49972
756,1,0.0227475556324739,2.0073173
759,2,0.053082211489096,2.6740928
760,1,0.0174283544410618,2.1203122
765,2,0.0301198006699768,2.1904495
772,1,0.0319058077592096,2.3610694
774,2,0.0354576426940873,2.326691
775,2,0.0349616244451029,2.2979183
784,1,0.0223693403302703,1.9122784
786,1,0.0306487277146429,2.1517153
788,2,0.0391291223500733,2.3856335
789,1,0.0179462963950496,1.8020858
795,1,0.0132832702953907,1.7710118
797,1,0.0239628569840985,2.0706549
801,3,0.0262751710736102,2.012378
803,2,0.0382710541500108,2.4059477
804,1,0.0245655997126005,2.0109782
805,1,0.0275510880715384,2.0642984
807,2,0.043996036307562,2.4710228
808,1,0.0161725935829506,1.8004644
811,2,0.0426996137749286,2.4497714
818,1,0.013676422404899,1.8657581
828,1,0.0209363438535015,1.9260138
829,1,0.0246269695651601,2.007766
834,2,0.0396186560606278,2.4362552
836,1,0.0154690912945721,1.8216201
837,1,0.0208055083225777,1.8929912
838,1,0.0224917906344354,1.8884094
846,1,0.0266049399794758,2.0853264
849,3,0.0314615745717369,2.1231363
850,1,0.0108056415377788,1.709302
856,1,0.0312772498345202,2.413018
857,1,0.0240546404117261,1.9634005
859,2,0.0382394344200711,2.592304
863,1,0.020689964597975,1.9134985
870,1,0.0222807109730981,1.9097738
871,1,0.0213405369929143,1.8858867
872,2,0.0536001117073892,2.6223245
874,1,0.0213164365527096,1.9196339
885,1,0.0094712460062269,1.7720299
895,1,0.0230429202904494,1.9878412
898,1,0.027388244179375,2.1410768
906,1,0.024659668174995,2.0756779
907,1,0.0223794744619445,1.9514576
909,1,0.0205512437052999,1.969419
910,1,0.0263064348197609,2.0192175
911,1,0.0325145816143217,2.165689
914,1,0.0231042092374585,1.9973099
918,2,0.0463156222654651,2.7787664
927,1,0.0158023219184815,1.7919605
931,1,0.0221655455665911,1.9195741
932,2,0.0387722534184695,2.332427
935,2,0.0091499874876553,1.9969417
936,1,0.0300107993998311,2.1982245
942,2,0.0457560592116569,2.495669
944,1,0.0315563970823313,2.1295428
946,2,0.0372626264524675,2.428861
950,1,0.0353281667741442,2.4567678
961,1,0.0330577774545361,2.3785625
962,2,0.030821343060748,2.0860367
966,1,0.0194990662373849,1.8538309
969,2,0.0454408531234632,2.5209298
979,1,-0.0049160666184936,1.6475368
981,1,0.0204616726536938,1.6689479
985,1,0.0297467241970465,2.258859
990,1,0.0269139937401342,2.0769937
993,1,0.0360628985588877,2.361407
998,1,0.0338527228891596,2.2286386
1010,1,0.023251161992352,2.1588244
1011,2,0.0493611653515892,2.6624157
1018,2,0.0359300804000443,2.424828
1020,1,0.0269431088248333,2.1528928
1029,2,0.0529908701236644,2.5461638
1035,1,0.0311741518448821,2.224652
1037,2,0.0409795440419146,2.3759303
1038,1,0.0325778644946992,2.3042233
1046,1,0.0255641554038746,2.0784853
1068,2,0.0341453414592015,2.3996959
1072,3,0.0461903437222597,2.759312
1084,2,0.0433059073074691,2.4979243
1085,1,0.0201252749132015,1.9151593
1090,2,0.0378348798340934,2.3498623
1092,1,0.0215250256989177,1.9531106
1093,1,0.0304193882996934,2.2002954
1095,1,0.0365347054764404,2.2295237
1109,1,0.0306823203513168,2.103675
1115,1,0.0206183961093659,1.9055432
1116,1,0.0249418624440178,2.181269
1121,1,0.0178134256104601,1.9147792
1127,2,0.0425629929616284,2.427916
1128,1,0.0273688225986177,2.114058
1129,1,0.020579742797954,1.9782925
1130,1,0.026845216614321,2.2446132
1132,1,0.0356278836051745,2.4694963
1133,1,0.0199025205297811,1.9739357
1143,1,0.0275631151383266,2.1940033
1148,1,0.0385976064089713,2.3931155
1153,1,0.0238549363741678,1.9466435
1155,1,0.0124802915061342,1.6784071
1159,1,0.0205314061729723,2.0465899
1163,1,0.0228546136411488,2.0487592
1166,2,0.0429983121889904,2.4471421
1170,2,0.0391881110750134,2.4144735
1184,1,0.0202264476542165,1.8820515
1186,2,0.0444204207841186,2.504444
1187,2,0.0327893782127515,2.3183336
1189,1,0.0217463904301912,1.8689854
1201,2,0.0516135603115544,2.630092
1202,1,0.030783387818314,2.1200004
1213,2,0.0384471430627872,2.4559739
1215,2,0.0338219244969529,2.186557
1225,1,0.0255267594345327,1.8597474
1233,2,0.0414177758986788,2.3738635
1238,1,0.026874838850334,2.207816
1241,1,0.022357459669724,1.8677615
1242,2,0.0409137941161896,2.7849357
1243,1,0.0201694188104223,1.9278659
1248,2,0.0414258320377611,2.3781023
1249,1,0.0228996498742467,1.9234272
1256,1,0.027322476698939,1.9592559
1262,1,0.0275861058510605,2.1209292
1263,1,0.0273154366478335,1.9825997
1264,1,0.0110093085916152,1.6508718
1266,2,0.0383460276506477,2.4735045
1268,1,0.0119916121562437,1.5892488
1276,2,0.0378299571891248,2.4780695
1277,1,0.0299021686369985,2.1076758
1279,1,0.0224226459507247,1.9105258
1282,2,0.0320463092470599,2.2157078
1298,2,0.0377796858416629,2.3297668
1299,1,0.0200658616552548,1.9384578
1303,1,0.0182518601712599,1.8805119
1305,1,0.0319727909013574,2.2098532
1320,2,0.0370056977527323,2.4397528
1322,1,0.0253540545644172,2.0426002
1323,1,0.0243915727031519,1.9517566
1339,2,0.0256293935878835,2.2311177
1340,1,0.0322189474376092,2.2239714
1342,1,0.0286215591317329,2.1723275
1344,2,0.0350695638481056,2.266483
1347,1,0.0200490177521562,1.919365
1355,1,0.023354577546831,2.0088694
1360,2,0.0596493126753734,2.6091106
1364,2,0.0499997363986432,2.6211448
1370,1,0.0310744381694781,2.202839
1372,2,0.0383915293261152,2.3728943
1381,2,0.0363376237561919,2.3736572
1400,1,0.0217433412008034,2.0756063
1401,2,0.0531156621267055,2.6186335
1402,1,0.0142863076811735,1.8107259
1406,1,0.0198650433151774,1.9424833
1410,1,0.0321385328560801,2.1410642
1417,2,0.0527607826450734,2.6933684
1424,1,0.0239011736986506,1.8841027
1427,2,0.0459886583473033,2.679874
1440,1,0.0182510185439663,1.7847546
1467,1,0.0237051968576691,2.0317
1480,2,0.0603386200433082,2.7542827
1482,1,0.0206262266445489,2.045958
1489,1,0.0176547621723027,1.8634219
1494,1,0.024105271186135,2.079469
1508,1,0.027627410564149,2.006946
1509,2,0.0372470340300005,2.3737342
1513,2,0.0485484046562682,2.7780752
1514,2,0.0389480197242145,2.6916916
1515,1,0.023741267381959,1.9676299
1518,1,0.0210130339134617,1.9209989
1523,1,0.0223335346762919,1.8857121
1533,1,0.0268322535602516,2.0666397
1535,2,0.0405346506412096,2.474997
1536,2,0.0423339708182359,2.4369063
1538,2,0.0452596959324171,2.5901651
1549,1,0.0099213598806883,1.8932655
1551,1,0.0326773791285521,2.3298757
1557,2,0.0424782639017081,2.699541
1563,1,0.0344878102223534,2.401088
1565,2,0.0360900745440858,2.491887
1568,1,0.0252585929255813,1.9903857
1581,1,0.0327376213390859,2.2128365
1589,1,0.024429118215126,2.0279598
1591,1,0.0204216018586143,1.959339
1594,2,0.035685628404977,2.2629979
1610,1,0.0098563955967702,2.005905
1614,1,0.0206534875242621,1.890837
1621,1,0.0181475936624012,1.982233
1629,1,0.0264421346047541,2.103688
1633,1,0.0170665370117987,1.8733746
1634,1,0.0295306410497272,1.9557076
1637,3,0.0222541349790125,1.9132535
1641,1,0.029337610445762,2.2048795
1643,1,0.0306025872588193,2.2711096
1647,1,0.0180699976040719,1.812524
1663,2,0.0398292749724786,2.4093997
1664,2,0.045614604688189,2.6860607
1677,1,0.0164876809226732,1.7386497
1684,2,0.0718307069297769,2.688613
1688,2,0.0455946428210829,2.5331647
1690,2,0.0298709423330379,2.1716874
1705,2,0.0405383800350543,2.4857156
1711,1,0.0145441815181404,1.7294226
1713,1,0.0100325886039489,1.714962
1720,1,0.0183448475945017,1.7378272
1721,1,0.0255403912873924,2.088657
1722,1,0.0277034799338787,2.1214445
1731,1,0.0274128036333759,2.1057
1736,2,0.0321419397242068,2.245064
1737,2,0.0348522614996207,2.281863
1744,2,0.0468296986999196,2.5463917
1756,2,0.0423955541680118,2.5372832
1760,2,0.040757637666972,2.5923903
1763,1,0.0273490808834693,2.0537448
1765,1,0.0282006828694338,2.0774848
1772,2,0.0450299145249405,2.4238167
1773,1,0.0276020642256486,2.1416502
1775,1,0.0301156751217906,2.188685
1777,1,0.0312311934235327,2.2452407
1790,1,0.0203505344726999,1.908023
1792,1,0.0252676605166846,2.053189
1798,1,0.025694791729043,2.0261562
1800,1,0.0007002899702658,1.7827995
1803,2,0.0360876329839469,2.3235216
1804,1,0.0142745531671479,1.7032793
1805,2,0.0433808899720801,2.588281
1811,1,0.0322664199537894,2.2113616
1817,2,0.0397639806070969,2.3940082
1826,2,0.0430590381855155,2.4150872
1828,1,0.0235505540192064,1.9696792
1831,1,0.0176119235275936,2.0147045
1832,2,0.0323314188878939,2.169475
1834,1,0.0264266408934009,2.1589866
1838,2,0.044988099036014,2.5725534
1839,1,0.0293793807401188,2.0652099
1851,2,0.0344539855056248,2.2922227
1860,2,0.0427389092816021,2.505689
1871,2,0.0372829830691422,2.3083932
1872,1,0.0195446596495439,1.9593034
1873,1,0.0323133731468096,2.2104354
1876,1,0.0103856973662011,1.7649366
1878,1,0.0316989117531015,2.2114205
1881,1,0.0197153031117932,2.1176615
1887,1,0.0214431072569754,2.146712
1891,1,0.0203381571457224,1.9972551
1893,2,0.0410156484410376,2.3763947
1899,1,0.023840885689523,1.97577
1903,1,0.026662291343399,2.0301056
1907,2,0.041875174851891,2.3910236
1920,2,0.0415860275831661,2.5958025
1922,2,0.0319222772302993,2.290283
1923,2,0.0381431123485451,2.3447015
1927,1,0.0278003044060385,2.2538865
1934,1,0.0216854719514289,1.8062041
1935,1,0.0341035007190899,2.367811
1941,1,0.019003094022857,1.8799608
1942,2,0.0602978117364612,2.81253
1946,1,0.0227592767592316,1.9508995
1949,1,0.0336470491004623,2.2964206
1950,1,0.0253711581465429,2.0328708
1956,1,0.039791299904134,2.5101695
1957,2,0.0347144363498313,2.3390906
1963,1,0.0253063642922198,2.1884034
1966,1,0.0239396654345837,2.1748505
1972,2,0.0419372825518897,2.438016
1983,1,0.0291203148518471,2.126698
1991,1,0.0283865077758223,2.1521056
1993,1,0.028973746198117,2.0878875
2000,1,0.0299489746881841,2.149592
2006,1,0.02685646249205,2.11582
2007,1,0.0188743175045515,1.9128444
2016,1,0.0293768911044196,2.1824503
2018,1,0.0316799727186617,2.2683117
2019,1,0.0233204890125928,1.9448395
2021,1,0.025079699567789,2.085778
2026,2,0.0287865282068686,2.0048573
2029,1,0.0186842881913987,1.9576306
2034,2,0.0434597810196396,2.509555
2036,2,0.0481960645489332,2.7992215
2037,1,0.0197008348611768,1.8428278
2039,1,0.0262312828756719,2.1163216
2046,1,0.0319505531689352,2.1994562
2051,2,0.035681082213466,2.2246165
2057,2,0.0357799554032139,2.274525
2060,1,0.0217419070599507,1.8824737
2065,1,0.0222076676444987,1.9345775
2067,1,0.0301014368635273,2.0930293
2074,1,0.0252555156792761,2.1725512
2079,1,0.0260691559026136,2.0900736
2081,1,0.0161699273441462,1.9437864
2083,1,0.0317022034408137,2.220246
2085,2,0.0324425244288517,2.327789
2089,1,0.0266772893559974,2.0555658
2090,1,0.020561669155993,1.8400195
2093,1,0.0179878220305836,1.944367
2096,1,0.0154937878206025,2.0194027
2097,1,0.0273618157052985,2.101814
2098,1,0.0296737224943021,2.098439
2099,1,0.0277025157429172,2.1786828
2102,1,0.0233891035714958,2.0970085
2103,1,0.0179175033855254,1.8058727
2107,1,0.0299552469346786,2.1979496
2121,1,0.034724305784734,2.373311
2127,2,0.0406758692205168,2.4167066
2129,1,0.0295056005277247,2.1769197
2131,1,0.0257336146773965,2.0073147
2136,1,0.0058769126955646,1.766033
2142,1,0.0148158626342078,1.8752886
2147,1,0.0344286074657381,2.148508
2158,2,0.0490677241367779,2.5274982
2161,1,0.0371822165428612,2.2867577
2164,1,0.0317424932302461,2.2783687
2169,2,0.0435279944198414,2.4205287
2171,1,0.0292736393299946,2.278355
2175,1,0.0317371352041341,2.1783795
2194,1,0.0220370718016493,1.9883952
2195,2,0.0472922686850981,2.339644
2202,1,0.0136551704915193,1.8228648
2203,2,0.0627023365137977,2.8266335
2205,1,0.0127871335440109,1.9356909
2213,1,0.0256704694013663,2.0324063
2216,1,0.0271351512286076,2.1179607
2224,1,0.0223538508909704,1.9189488
2226,1,0.0205663306201264,1.7704111
2228,1,0.0322833875390575,2.2374485
2233,1,0.0208977190797461,2.0666418
2237,1,0.0206477731177241,1.9317013
2240,1,0.025815356229853,2.0601573
2244,1,0.0315284719059163,2.2220922
2246,2,0.0381978814372223,2.3246624
2253,1,0.0302097527341753,2.2209835
2258,2,0.038193004653169,2.420543
2269,1,0.0202777707317565,1.8969656
2271,1,0.0326492881403323,2.21031
2276,2,0.0525698232796887,2.6121194
2280,1,0.0265140085664838,2.0537148
2281,1,0.0268844878963527,2.1137023
2285,1,0.0508242274572442,2.3223085
2287,2,0.0377284040494744,2.4918113
2288,1,0.0190811339598314,1.8881328
2308,1,0.0236520781791362,2.1970494
2311,1,0.026739525394502,2.1237278
2323,2,0.0282190621339695,2.2890477
2326,1,0.0171055127248881,1.809566
2331,1,0.0238916869034549,2.054687
2339,1,0.0169414363912354,1.8324612
2341,2,0.0441346394207173,2.4898105
2342,1,0.0270035141641277,2.132778
2343,2,0.0404248335508907,2.2862413
2344,1,0.0218540962329523,1.942968
2348,1,0.0235181882672244,1.9372755
2350,1,0.0232442893048057,2.0472147
2364,1,0.0079390998980776,1.7711713
2373,1,0.0211975298181837,1.8607405
2376,2,0.0386207058131216,2.427222
2380,1,0.0113804058917016,1.7491083
2390,2,0.040671769851395,2.3546586
2393,2,0.0366302493249994,2.308424
2395,1,0.0310444039155705,2.0496953
2397,2,0.024925988483578,2.0801084
2404,2,0.034381789969942,2.2746627
2408,1,0.0177853731251121,1.9097222
2409,1,0.0299674299248469,2.1631038
2411,1,0.0244331643609935,2.0218182
2413,2,0.0452135809726247,2.5806003
2420,1,0.020933254261075,2.0105007
2424,1,0.0269689084356711,2.1025352
2427,1,0.0409259792201625,2.5905194
2429,1,0.0307378318817784,2.1508694
2432,1,0.0296720591623838,2.1432235
2439,3,0.0322700075573141,2.3066432
2441,2,0.0393854119372313,2.4900098
2447,1,0.0354752508285518,2.3818429
2450,1,0.0220291013011533,1.916544
2454,1,0.0023198936347248,1.7950339
2455,1,0.0300652088057175,2.0854194
2465,1,0.0199999180149337,1.8176072
2468,2,0.038860497699156,2.4515662
2471,1,0.0348331281718529,2.422454
2473,1,0.0284418581586789,2.057632
2475,1,0.0314844703409726,2.1957095
2491,2,0.0392868910374012,2.408398
2494,1,0.017189560003914,1.8301417
2506,1,0.0259196286180813,2.0562499
2507,1,0.0257082795409551,2.0279412
2518,1,0.029714518041045,1.9676696
2520,1,0.0193066667125529,1.8856523
2525,1,0.0064560331548703,1.6232836
2529,1,0.0295687873662574,2.2777088
2534,2,0.0347889682323322,2.2809615
2536,2,0.0501693184703894,2.5145156
2538,2,0.0440047478137937,2.503206
2539,2,0.0275027633617436,2.0169811
2543,2,0.0478511690048313,2.5689898
2545,2,0.0542162718259757,2.5694966
2547,3,0.024473107809521,2.130277
2548,2,0.0486751801463423,2.6646607
2551,1,0.0325120276105015,2.1909375
2557,1,0.0424659324836276,2.6237674
2561,1,0.0315468330580755,2.266205
2566,1,0.0216550393433012,1.8521171
2573,1,0.0331995271584222,2.3349586
2576,1,0.0197495152774826,1.8066819
2578,2,0.0349127275758065,2.3427281
2581,1,0.0183401095457521,1.8233615
2583,2,0.0425338267266031,2.4429245
2585,1,0.0291000446968004,2.1622732
2592,1,0.0301907905694666,2.2545934
2596,1,0.0220293635087481,1.7652917
2605,1,0.0244459332500279,2.0814273
2606,1,0.0180516256424077,1.7966027
2607,2,0.0418337719518354,2.3248775
2611,2,0.0423672972193558,2.496648
2615,2,0.040989968252615,2.6953018
2618,1,0.0219891041628705,1.8498057
2635,1,0.0231439583680201,2.0407798
2638,2,0.0435024785976042,2.542431
2640,2,0.047835841308988,2.5441954
2644,1,0.0214758141328181,1.996339
2648,1,0.0280329754576742,2.1684206
2661,1,0.0312066755218929,2.319808
2662,1,0.0203375670297587,1.9197354
2664,2,0.0395785346844763,2.418225
2665,2,0.0472916497194333,2.666243
2668,1,0.0149365720666112,1.8471087
2669,1,0.0147144933301266,1.8024751
2670,2,0.0384959598804169,2.535763
2674,1,0.0401438283510497,2.4624174
2678,1,0.0217660110434986,1.9239581
2679,1,0.0186217953373544,1.859014
2682,1,0.0222941422194261,1.9488701
2697,1,0.0130893261881311,1.8310018
2700,1,0.0175479840999127,1.7278954
2702,2,0.0402593848429565,2.5693166
2707,1,0.0275812611949182,2.1808255
2708,2,0.039655173713821,2.3835366
2709,1,0.0180756118386259,1.8668407
2712,2,0.0328923114009532,2.2201529
2732,2,0.0356167559990643,2.3298516
2733,2,0.042942725305115,2.4513617
2734,1,0.0191459744086606,1.8940142
2746,1,0.0308547215465388,2.2976463
2747,1,0.0194208406741374,1.90875
2753,1,0.0191970762909502,1.958678
2758,1,0.0252440506679342,1.9113281
2775,1,0.0315675637844378,2.2972405
2778,1,0.0216729273698734,1.8636556
2783,2,0.0369697551097963,2.2887928
2787,1,0.0376455558792433,2.2638595
2789,1,0.0360039259921718,2.3245184
2793,2,0.0401908766677682,2.5587053
2801,1,0.0268989655644252,1.9998286
2803,1,0.0193920022485023,1.9582537
2805,1,0.0254882571174937,1.9010692
2809,1,0.0278227916765035,2.146986
2811,1,0.0158860661356369,1.8654504
2820,2,0.0484813703092538,2.6641715
2823,2,0.0370100233990747,2.4640317
2825,1,0.0197709642145272,1.8555946
2831,1,0.0319586758647074,2.234529
2832,2,0.0379261504125575,2.5140576
2833,1,0.0262256110352604,2.0932033
2834,1,0.0359803282896864,2.2650964
2835,1,0.0242251476108905,1.9657539
2837,1,0.0304583934781034,2.1457047
2843,1,0.0157220981965215,1.849686
2845,1,0.0190658886909194,1.8663725
2858,2,0.043033909422262,2.429387
2860,1,0.0190141655873032,1.6992149
2861,1,0.0297289531670449,2.1519477
2864,1,0.028485266325295,2.1653717
2865,1,0.020559176991219,1.7846074
2874,2,0.0375568768833993,2.3753974
2881,2,0.0573960770404607,2.662826
2882,1,0.0218812654909159,1.9979584
2883,2,0.0278522231441283,2.3694773
2884,1,0.0191949620917993,1.9204301
2888,1,0.0216653024408479,1.877844
2893,1,0.0209770448181008,1.9112722
2896,1,0.0200154392756688,1.9787252
2897,1,0.0256840498680313,2.0467994
2908,2,0.0453633650089872,2.5485308
2922,1,0.0222041842279411,1.9045134
2926,1,0.0286596578566239,2.0905967
2930,1,0.0220202975942091,1.8720986
2932,2,0.0412598604742725,2.5103586
2934,2,0.0401610659472027,2.7693763
2944,1,0.0124685395497997,1.6410971
2946,2,0.0471780529346203,2.4237888
2958,2,0.0339122882181125,2.3993423
2967,1,0.0291198688718972,2.1281414
2968,1,0.0149854000213756,1.7879386
2971,1,0.0201334438631525,1.9317272
2976,1,0.0225790235783198,1.9331036
2977,2,0.0313035636872705,2.223818
2981,2,0.0335391813167294,2.2158754
2983,2,0.0490318649680685,2.6091597
2985,2,0.0346903365055597,2.3564608
2987,2,0.0392447367203334,2.3602366
2990,1,0.0245821422006572,2.2133732
2992,1,0.0312825251226623,2.2003546
2996,2,0.0495223676778488,2.5972314
3003,2,0.0449259193188119,2.4813085
3005,1,0.0284971755483697,2.1690695
3011,1,0.027990172621946,2.1247282
3018,1,0.0258072939881839,2.2666984
3020,2,0.0401559486836016,2.6962698
3022,2,0.0435585343645053,2.5805871
3024,1,0.0196147002173831,1.7747157
3025,1,0.0207607681775414,1.8276782
3042,1,0.0231123318789138,1.9578433
3043,1,0.0313283475817519,2.2760997
3045,1,0.0275574845753876,2.1340926
3048,3,0.0242526937061033,2.0106413
3052,2,0.0449376480808012,2.9138327
3053,2,0.0464220338902844,2.7330766
3059,2,0.0353713288911034,2.384485
3060,2,0.0389541483595005,2.3907108
3061,1,0.0333975101390673,2.2457793
3065,2,0.038718060067431,2.5144022
3067,2,0.042914265118936,2.9436798
3069,3,0.0241156820900605,2.1880805
3071,1,0.0262844088327515,2.3143845
3073,1,0.0276564313136295,2.0704334
3077,1,0.0315820570323936,2.209969
3078,1,0.0159451049579706,1.7902797
3085,1,0.0176922045788824,1.8954113
3086,1,0.0197016286288446,1.904716
3091,2,0.0420510524475184,2.4233136
3097,2,0.0401422045521791,2.3911545
