,CLASS1,HR_25,PL_Index
3103,1,0.0182180011942246,1.8445255
3104,2,0.0259209741609811,2.0897038
3106,1,0.0275734469995576,2.0676126
3111,1,0.0218502921000894,1.8798723
3114,1,0.024685230637153,2.0754151
3117,1,0.0218272423250542,2.0368526
3122,2,0.0367221426434043,2.469472
3126,1,0.0181816157407398,1.9757112
3129,2,0.0423390686627343,2.5178146
3130,2,0.0326499102385192,2.154935
3131,1,0.0147247770312511,1.9439774
3133,1,0.0354691156674553,2.5084352
3142,1,0.0315005649281008,2.2423196
3145,1,0.0302587698362392,2.119122
3147,1,0.0204943071629206,1.8428689
3155,1,0.0188156703639691,1.7927226
3156,1,0.0202688208817436,1.8881499
3163,2,0.0408774064516262,2.5313325
3172,1,0.0250747697646284,2.0420651
3185,2,0.0570313916206586,2.5701373
3189,1,0.021416286076016,1.9445665
3192,2,0.023581960113993,2.1016202
3193,2,0.0390685245000746,2.4480615
3205,1,0.0229270722477079,1.9675776
3209,1,0.027293344165943,2.1007702
3211,1,0.0166103640332255,1.778886
3215,2,0.0432042465551737,2.4511592
3217,1,0.0289110977318966,2.2926927
3223,2,0.0400396105427802,2.4061453
3224,1,0.0212227359265769,1.943367
3225,1,0.019181770532007,1.8611976
3226,1,0.0317879174161388,2.337023
3230,1,0.0213945047740461,2.0150528
3231,1,0.0269053240772978,2.0489445
3236,2,0.0578914994364001,2.6750386
3243,1,0.0237605238414065,1.9355043
3244,1,0.0311540793162767,2.3444438
3246,1,0.0286950116898815,2.1193068
3249,1,0.0332661280194905,2.2571003
3251,1,0.0239416912361765,1.9522283
3254,2,0.0409975722835063,2.660622
3257,2,0.0389275889638051,2.332473
3258,1,0.025258984722407,2.0748487
3264,1,0.0184114308703687,1.7367468
3266,1,0.0305172144163644,2.1558979
3269,2,0.052811153080849,2.735171
3271,1,0.0456521906139618,2.709352
3273,1,0.0196258662872555,1.8102902
3275,1,0.0347520458611662,2.296986
3277,2,0.0517762643896899,2.5420117
3281,1,0.0245570695157685,1.9365667
3285,2,0.0375775468881714,2.3341978
3286,1,0.03378244368268,2.3430388
3298,1,0.0231387662256465,2.0352788
3300,1,0.0213693818006827,1.9343784
3307,2,0.0406611028397301,2.5412245
3309,2,0.050678071874607,2.6942294
3314,1,0.0285411890334849,2.096061
3316,3,0.0299374205887147,2.0636039
3320,1,0.021408452164148,1.8748127
3321,1,0.0138346605257003,1.8028169
3324,1,0.0217405088923806,1.9674125
3328,2,0.0303588891819682,2.3497221
3332,1,0.0308966819309093,2.202954
3341,3,0.0367565784461908,2.4275014
3344,1,0.0312339900275988,2.2802649
3345,1,0.0334225903931531,2.1388242
3346,2,0.0489096117619465,2.6443615
3347,1,0.03233377755557,2.2550757
3348,2,0.0431249655624686,2.3719306
3358,1,0.008207274675047,1.8972638
3363,1,0.0196140122690796,1.9046837
3367,1,0.0176576776606473,1.7799168
3374,1,0.023487698163995,2.0589812
3377,1,0.0381324240226824,2.313153
3379,2,0.0375027191446308,2.308917
3380,1,0.0132504896192099,1.8012052
3381,1,0.0231753584074956,1.9210632
3388,1,0.0264405382705026,2.0191512
3392,1,0.030338023825399,2.1138248
3397,1,0.027801748850605,2.0503438
3400,1,0.024841775845826,2.0198915
3401,1,0.0222094134760245,1.9281639
3404,1,0.0240745232474086,2.0297465
3407,1,0.0312074124102688,2.4482226
3408,2,0.0404906672995044,2.7645328
3411,2,0.0388330145284054,2.2933886
3412,1,0.0218964653991121,1.9677166
3417,1,0.0251007636045364,2.0025105
3419,2,0.0377168480007493,2.3221056
3420,1,0.0149474714123568,1.9302814
3423,2,0.0405310450521445,2.3816195
3426,2,0.0379361957356021,2.3889074
3430,1,0.0379141569169792,2.377465
3431,1,0.0262197768557819,2.1047919
3434,2,0.0425573202173655,2.6671178
3447,1,0.0306882970604102,2.1823254
3449,2,0.0286238700916363,2.174991
3452,1,0.0231869500177297,2.02378
3453,1,0.0200642380291262,1.8875777
3461,1,0.0300929523572762,2.2182148
3466,3,0.0279943418773697,2.1651254
3469,1,0.0225771966694178,1.9173187
3472,2,0.0386947664104084,2.326867
3477,1,0.0210325646659849,1.903544
3480,1,0.0300733018108468,2.2007716
3483,1,0.0248750054338648,2.0147722
3484,2,0.034293370194743,2.2304716
3489,2,0.0387802409320255,2.474828
3495,1,0.0258056086244251,2.0475585
3500,1,0.0165595879898234,1.8617494
3501,2,0.0395308953969983,2.3714254
3506,1,0.0243293231739443,2.0288045
3507,1,0.0185361566247797,1.79355
3508,1,0.0368021744790716,2.4331331
3510,1,0.007779083947113,1.8230778
3512,1,0.0182928513982556,1.9595366
3515,2,0.0342050127647847,2.2830305
3521,2,0.0488295552694218,2.5097764
3539,2,0.0357879228362391,2.3549514
3542,2,0.0378061580068041,2.4277453
3552,1,0.0173674512982398,1.8851346
3556,2,0.0528356676145684,2.6717002
3561,1,0.0105932294690665,1.8969495
3570,1,0.0357950805495339,2.3238049
3571,2,0.0424569978192126,2.4758856
3573,1,0.0147828851280933,1.9032706
3575,1,0.0228355424746669,1.971746
3578,1,0.0417312313055609,2.4575326
3584,1,0.0191034454720045,1.9038603
3586,1,0.021893650423339,2.0356743
3592,1,0.0211246420048162,1.9511815
3593,1,0.0385845327784166,2.499354
3598,2,0.0455087518648962,2.5386086
3599,2,0.0462185718135548,2.6459036
3600,2,0.0403674162805293,2.42967
3603,2,0.0355086168163193,2.3859675
3605,2,0.0367217748327019,2.3209982
3612,1,0.0227170002719298,1.8989221
3617,1,0.0197084431571232,2.0459697
3624,2,0.0372390599426543,2.3685026
3631,1,0.0213957681167459,1.950942
3638,1,0.0133343330475933,1.7391205
3639,1,0.0259970591069977,2.018339
3645,2,0.0454024844349253,2.6786008
3648,2,0.0230647320649653,2.027239
3653,2,0.0376477333588577,2.4733422
3655,2,0.0312945477916438,2.2025344
3660,2,0.0380276869554812,2.2773924
3663,2,0.0411590771800362,2.4643939
3666,3,0.0353550213931971,2.393108
3670,1,0.0231242264817894,1.945641
3672,2,0.0383827419897209,2.3520925
3678,2,0.0443751948233925,2.5055227
3681,2,0.03956745433973,2.3838456
3685,1,0.0191239061449184,1.8791645
3693,1,0.0307864878192935,2.2474163
3694,1,0.0206191050743779,2.0250642
3695,1,0.0291211286015823,2.1976194
3699,1,0.0234752626275881,1.9488754
3705,2,0.0464394390967563,2.7165465
3706,1,0.0239078481364504,2.0032732
3708,2,0.0388074341180048,2.4662468
3719,1,0.0274842246903658,2.1493003
3724,2,0.0409961907570033,2.3999078
3730,2,0.0382905806623896,2.4026458
3735,2,0.0485819779574057,2.6115234
3739,1,0.0158679083565477,1.9468191
3745,2,0.0295757311469294,2.1032274
3753,2,0.0520964984273164,2.7984452
3763,1,0.0245818182919945,1.9975728
3764,1,0.0244699766774793,1.968558
3770,1,0.0238137469084841,2.042341
3780,1,0.025798961317657,2.1363726
3787,2,0.0339251998078519,2.2308662
3790,1,0.037978477657796,2.306121
3792,1,0.0340626218960286,2.302078
3793,1,0.0273859206430132,2.1660368
3795,1,0.0229370440880034,2.058606
3799,1,0.0222027121710596,1.8547502
3802,1,0.0279524605833523,2.225083
3805,1,0.0269911786121203,2.1408086
3817,1,0.0227010898675282,1.9582664
3822,1,0.0102799523337913,1.9019908
3832,1,0.0170537282093397,1.7935605
3833,2,0.0287657537221307,2.144825
3837,1,0.0145931428762366,1.8317852
3839,1,0.0162128841119191,1.9363734
3840,2,0.0343975625678739,2.248083
3842,2,0.0384433805006221,2.4155
3844,1,0.0360955852526931,2.313462
3861,2,0.0326465227819324,2.2391915
3862,1,-0.0030195021623106,1.6987232
3864,1,0.0293085885733265,2.1296606
3871,1,0.0285541464908228,2.1203806
3875,1,0.02865207711172,2.03301
3880,1,0.0195244759999339,1.8913093
3883,1,0.0275496805560394,2.1391485
3885,1,0.0200058021003761,1.8156437
3887,1,0.0352843719979299,2.2996004
3888,1,0.0279650965616566,2.0705488
3890,2,0.0347188041093629,2.207061
3895,1,0.014643652751826,1.6587297
3908,1,0.0226368657890572,2.009
3925,3,0.0282750495315565,2.2030983
3930,2,0.0325553543911445,2.35456
3931,1,0.0215008321296204,1.9111494
3941,2,0.0421964734723702,2.4053473
3944,1,0.0218915502202197,1.9931228
3945,1,0.0132990102487011,1.8221078
3946,1,0.0313179609554731,2.3485754
3948,1,0.0233901821021325,1.9857379
3949,1,0.0293690894826562,2.2737815
3951,1,0.0178302916134175,1.7395099
3952,1,0.0274182589328905,2.1578295
3955,2,0.0331378478544108,2.3675048
3957,1,0.0237891442617014,2.1217492
3963,1,0.020468833108079,2.0075262
3964,1,0.0185599076197988,1.7575915
3971,1,0.0204102523696303,1.8339533
3972,2,0.0305382253607093,2.12
3977,1,0.0143226773236808,1.8098186
3981,1,0.0417321514806446,2.5420706
3985,2,0.0525453957327114,2.6420045
3989,1,0.018609452043391,1.826286
3999,1,0.0272468912678836,2.1940663
4012,2,0.0332049074081506,2.3312519
4016,2,0.0387235368026549,2.5539799
4017,1,0.0265242057916578,2.0428822
4020,1,0.0089859326628984,1.9087484
4022,1,0.0190532263116565,2.0011778
4031,2,0.0407190109819379,2.3350263
4034,1,0.027968113215341,2.2274296
4045,1,0.0336137502970739,2.3143516
4046,1,0.026240306240098,2.123039
4048,1,0.0243349775305642,2.0226226
4057,1,0.0337475870632895,2.258962
4060,1,0.0176336735820686,1.8082358
4063,2,0.0373574123635331,2.2496414
4067,1,0.0308507050803501,2.2678287
4072,2,0.0436771819380852,2.5014522
4076,1,0.0175507801955143,1.7976398
4089,1,0.0250277556572549,1.9783889
4092,2,0.0435373547402107,2.7741816
4093,1,0.0129626291480896,1.8432711
4095,2,0.043832823021534,2.8182216
4099,2,0.037388613784906,2.4293652
4103,1,0.0153542400180541,1.8852949
4104,1,0.0189660214308745,1.8827775
4106,2,0.0328922975854196,2.1633883
4107,2,0.0393147392134398,2.378652
4114,2,0.040953170096029,2.5083988
4126,2,0.0363149048081341,2.400728
4137,3,0.0392098488381035,2.5495605
4144,1,0.029633793810181,2.1217482
4146,1,0.017369907625096,1.8110453
4148,1,0.0261827224332933,2.036166
4150,3,0.0222654748490664,1.8013628
4151,1,0.0185742550843739,1.8610506
4157,1,0.0278484647512832,2.1743004
4158,2,0.0366024827876682,2.4165442
4159,1,0.0151066965929724,1.7807466
4167,2,0.041260558121631,2.4063144
4169,1,0.0321746811905838,2.2018242
4186,2,0.0267813977670419,2.4157953
4196,1,0.0242659618505939,2.0237746
4203,1,0.0222248851274953,2.0347662
4206,1,0.014954767540128,1.9981993
4207,1,0.0223442360694857,1.9474679
4214,1,0.0188919713712964,1.8865067
4223,2,0.0359131561191541,2.397237
4224,1,0.0164833979664953,1.7529507
4226,1,0.0309213290862837,2.2358387
4248,1,0.0196943683211235,1.88485
4249,1,0.0288454587328412,2.2344427
4251,1,0.013466553062967,1.711736
4258,1,0.016515349173114,1.8448468
4261,2,0.0406698551055245,2.5404966
4262,1,0.0250286585994313,1.9787569
4276,1,0.0132666888838944,1.6479299
4280,1,0.0190128718108801,1.8972322
4284,1,0.0231764065105497,2.2274237
4288,1,0.023338296075128,1.8765042
4298,1,0.0251783290695336,2.0146296
4301,1,0.0178869923139964,1.7990379
4307,2,0.0371277697630469,2.3880622
4309,1,0.0203998392876934,1.9253458
4310,1,0.0217644773611263,1.9262166
4315,2,0.0390971438056471,2.3865225
4317,1,0.0238788434876198,1.9958255
4322,1,0.0266413888314327,2.0965192
4329,1,0.0228359172314546,1.9466838
4330,2,0.0427071461342071,2.3877778
4331,2,0.0327476886150044,2.2022274
4338,1,0.0309812479258072,2.2912364
4343,1,0.0146943233795466,1.6966573
4352,1,0.0290172665366314,2.170642
4355,2,0.0393985514522546,2.3658543
4357,1,0.0252885757306951,2.1207855
4359,1,0.0234988988355331,1.9714097
4366,1,0.0347991461966906,2.3556457
4374,1,0.0209524129450215,2.0694432
4381,1,0.0259197045420257,2.1274648
4382,1,0.0157176176335319,1.932463
4383,1,0.0235546326443223,1.9891381
4385,1,0.0373340846469862,2.3455954
4386,2,0.0462772184519519,2.4285932
4390,1,0.0202018669353344,2.0761013
4392,1,0.0076176280388007,1.8564293
4395,1,0.0188641902518893,1.8213629
4403,1,0.0342862431831508,2.2632618
4409,1,0.0257216203141081,2.0544605
4412,2,0.0404589432705689,2.5285215
4417,2,0.0388718761344566,2.598758
4419,1,0.0154008932570147,1.7571938
4427,1,0.0285140477351631,2.1272316
4435,2,0.0356040367652273,2.448478
4446,2,0.0301825461323477,2.2068357
4459,2,0.0471893205620703,2.5493531
4462,2,0.0435960516258961,2.6234765
4476,1,0.0326563660925241,2.3497627
4516,2,0.0379975222801814,2.3875425
4520,2,0.043674877564738,2.5705745
4523,1,0.0189024535730877,1.8270156
4535,1,0.0173509658650896,1.9296124
4550,1,0.0284327475617005,2.1262264
4552,2,0.053243266365287,2.6723783
4561,3,0.0389936011215685,2.3526292
4562,1,0.0236665221128789,1.9981707
4587,2,0.0457669459195122,2.4138246
4600,1,0.0247287644255413,2.0760372
4608,2,0.0377796901639935,2.4150043
4610,1,0.0171480542344373,1.9169945
4613,2,0.0442652152871431,2.7027118
4621,2,0.0377791359024851,2.4494808
4628,2,0.0366890970731329,2.4415529
4641,1,0.0364862028495502,2.342473
4647,2,0.037987741330931,2.4161842
4667,2,0.044385587649013,2.5642827
4678,1,0.0347623604164795,2.2630177
4696,1,0.027964033911566,2.1027899
4699,1,0.0334534619021671,2.339621
4701,2,0.0475803046631121,2.5196075
4707,1,0.0211544027603548,1.8386134
4717,1,0.0203772950052722,1.7952758
4732,2,0.0559659125192148,2.831575
4736,1,0.0181657588227913,1.874261
4738,2,0.0387152096339953,2.4951432
4744,2,0.0394688040484854,2.416141
4748,1,0.0245817007414409,2.1329353
4758,2,0.0395803874936575,2.3311374
4777,1,0.0189521573200801,1.8608791
4780,2,0.0424262154941764,2.4595056
4788,1,0.0253177797852119,1.967484
4791,1,0.0327812690326974,2.24923
4830,2,0.0382363448551515,2.3520367
4849,1,0.0150612855250856,1.8206207
4890,1,0.0426388814384208,2.523559
4908,1,0.0266729179666002,2.0940413
4941,2,0.0314914519649723,2.2306435
4952,2,0.0427586704053897,2.5111237
4957,2,0.0376054866978716,2.713932
4958,1,0.0198911588613104,1.868857
4963,1,0.0282424922521805,2.1317525
4973,2,0.0414293312617981,2.4371493
4983,2,0.0408885400251481,2.4729185
4985,1,0.0191287114077503,1.7845904
5013,1,0.0169308825546127,2.057034
5020,1,0.0229561402484213,2.24462
5033,2,0.0389787639714383,2.3859344
5048,2,0.0369224673187595,2.3242218
5063,1,0.0172340363786287,1.9083678
5070,2,0.0396160845435824,2.6431322
5100,2,0.0343901393057889,2.3532767
5103,2,0.0252786175852691,2.0767207
5107,2,0.0391380602629358,2.4700568
5111,1,0.0246974107370419,2.0509388
5116,1,0.0274899423401011,2.1675506
5135,1,0.028817696438431,2.1705544
5153,1,0.0217260325694714,1.9215798
5160,1,0.0193106059922169,1.9598087
5172,1,0.0258150472646373,2.0560393
5177,1,0.0234482364887864,1.9633778
5194,2,0.0571811277215369,2.94953
5206,2,0.0313420978696364,2.2521217
5215,1,0.0257390517856746,2.0241244
5219,1,0.0258842687243615,2.058634
5240,1,0.0331770915959326,2.231412
5262,1,0.0220505072080878,1.9199656
5267,1,0.0373863612925376,2.43373
5280,1,0.0183505377882332,1.8380291
5322,1,0.0211337289218704,2.0155687
5328,1,0.0338044073389465,2.242063
5339,2,0.0379191450217381,2.3756824
5348,2,0.0381802958276139,2.3889592
5355,2,0.0362953597918862,2.488068
5381,1,0.0347272529728042,2.316174
5388,2,0.0431016432077779,2.4485323
5389,1,0.0148038821240622,1.7872989
5394,1,0.0329230421538762,2.253177
5403,1,0.0313749934696179,2.233476
5408,1,0.0192533489564564,1.9589192
5411,1,0.0212642660423902,1.9597579
5425,1,0.0179822148404796,1.9781705
5427,1,0.0246880355661472,2.1226146
5430,1,0.0177624776986865,1.860491
5447,1,0.0232551191817541,2.0088372
5449,1,0.0243904238937578,2.0885513
5479,2,0.0402930262307793,2.4082842
5500,2,0.0404737617343299,2.4461102
5505,1,0.0235557121288477,2.0351148
5513,1,0.0182011221620843,1.8388097
5533,1,0.0358395413231841,2.3326998
5540,1,0.0370495634673965,2.3869047
5580,1,0.0260451462173451,2.0506613
5582,2,0.0462580131852029,2.5508099
5583,1,0.017858034566538,1.8787156
5592,1,0.016664819407459,2.1014612
5618,1,0.0264168210009182,2.1251214
5624,2,0.0455967014195254,2.5047958
5666,1,0.0202732141860937,1.8503984
5673,2,0.054860712754334,2.8670664
5686,1,0.0162863603353743,1.7786722
5688,1,0.0146113500435521,1.855534
5705,1,0.0247215541488467,2.0663114
5712,1,0.0276435264627966,2.1858516
5741,2,0.0373072700251537,2.4177873
5743,2,0.0391679753961427,2.4917908
5749,1,0.017668009565796,1.9762329
5754,2,0.0366175466453084,2.3210595
5756,1,0.0311423392463445,2.3047352
5759,1,0.0324711132663865,2.2021947
5775,2,0.0324395839580118,2.3029034
5792,1,0.0061265929271259,2.000223
5840,2,0.0327749273260932,2.322233
5873,2,0.0373561830370637,2.394217
5874,1,0.0232224810548761,1.950309
5882,1,0.0171674860379996,1.85103
5928,2,0.0423463770319562,2.470447
5930,1,0.0194818388244433,1.8694422
5948,2,0.040915988918374,2.4202585
5957,1,0.0217578539095029,2.008843
5974,1,0.0238935064504665,1.9452456
5979,1,0.0232505689160183,1.9600378
5992,1,0.0251211610586794,2.1021693
5995,1,0.0191559964661737,1.8343198
6005,2,0.0372410297478404,2.2918608
6010,2,0.035765253745822,2.3679469
6013,1,0.0309981818193135,2.3406575
6029,1,0.0191986514345805,1.8997993
6034,1,0.0298718997829414,2.178055
6047,1,0.016486512069124,1.8430037
6055,2,0.0434652325116054,2.5772872
6056,1,0.0203718867173595,1.8753916
6072,1,0.0216649876783772,1.8172626
6077,2,0.0598244812494467,2.6669242
6085,1,0.0393209643687053,2.4135468
6091,1,0.0198945915183981,1.8574362
6092,1,0.0249271517060813,2.191525
6099,1,0.014178563360142,1.6915332
6101,1,0.020138642222936,1.8362507
6104,1,0.0307258050818685,2.2319746
6125,1,0.0238744486656473,2.026916
6149,1,0.0347667179068042,2.4259932
6153,2,0.0392615310433113,2.4438539
6155,2,0.0393187981289005,2.5063188
6162,2,0.0373014023970129,2.5616488
6166,2,0.0376994825378321,2.264824
6170,1,0.0180218387838388,1.8330315
6178,1,0.0174107181822825,1.8210855
6183,1,0.0205037041740956,1.8149698
6184,2,0.0421198258000738,2.5020084
6186,2,0.0334869424876687,2.237818
6188,1,0.022863497956107,2.0027843
6192,1,0.0307404272224177,2.211985
6195,1,0.0162374241675962,1.7665766
6203,1,0.0321165293484749,2.229691
6204,2,0.0424463742885784,2.4205434
6206,2,0.0411522080773837,2.476534
6215,2,0.0440078198029768,2.4848082
6222,1,0.0214335731221986,1.8407868
6227,1,0.0341481148475074,2.2877939
6231,2,0.0446322561260842,2.8058057
6232,1,0.0239075939168161,2.0254116
6240,1,0.0266032508778788,1.996364
6241,1,0.0216620070897022,1.8957744
6245,1,0.0330336687193776,2.258147
6249,2,0.0391798206927665,2.482489
6253,1,0.0219419753806028,1.9764923
6271,1,0.0248081220683836,2.07634
6274,1,0.0321400683134882,2.1839645
6277,1,0.032491439016836,2.2769759
6283,2,0.0264209246521186,2.0863962
6285,1,0.0341315423261172,2.1743
6288,1,0.0231426823847737,2.021238
6289,2,0.04183631183467,2.4808981
6293,2,0.0314304543470008,2.1608403
6295,1,0.0597765703801709,2.6561403
6296,2,0.0378171787158185,2.2871056
6298,2,0.0449267134060189,2.589048
6312,1,0.040399733255488,2.4725385
6316,2,0.0353305595557719,2.2620678
6319,2,0.0165421045436527,1.8794802
6324,1,0.0206819041066942,1.9077779
6330,1,0.0310208996720822,2.403568
6341,2,0.0373370572121141,2.4874952
6342,1,0.0212752526257073,1.9699249
6347,2,0.0410934240697208,2.4200997
6352,1,0.025068824857548,2.0415506
6361,2,0.0551881906993708,2.6067865
6362,1,0.0266758646461826,2.0824003
6373,1,0.0172741833538119,1.7695533
6374,2,0.0495350647832886,2.4092429
6380,1,0.0234372051542523,1.9251289
6382,1,0.0249281777673834,1.9467443
6407,1,0.0219681402853268,1.925356
6408,1,0.0318276975438914,2.165801
6421,1,0.044293573381623,2.5045836
6427,2,0.0336482179679001,2.2927113
6440,1,0.0165500494250492,1.8236498
6453,2,0.0443393893811823,2.4580948
6482,1,0.0265692698204818,2.0111463
6495,1,0.0231973092914485,2.068986
6499,2,0.0508723846677785,2.7705722
6500,1,0.0257952376948488,2.0505629
6506,1,0.0237918584943442,2.0577338
6518,1,0.0207888752907552,1.8807862
6534,2,0.0383200184906638,2.3827722
6537,1,0.0389601680638245,2.176171
6539,1,0.0223405621633008,1.9325618
6546,1,0.0260445727066892,2.1057646
6565,2,0.0314121295308974,2.2120557
6571,2,0.0335439323743118,2.3555973
6579,2,0.0444629685398164,2.5144746
6584,1,0.0213943335697847,1.983648
6598,1,0.0151104113876455,1.7812898
6603,1,0.0179005309611146,1.8285372
6607,1,0.0211744574469477,1.920442
6611,1,0.0266532966013804,2.1046567
6612,1,0.0352172990003428,2.2737103
6615,1,0.0230529546008065,2.0040212
6616,2,0.03719859525667,2.3865764
6623,1,0.0250297288612435,1.8822082
6628,1,0.0264351632856374,2.0116365
6635,2,0.0390714212524508,2.5261652
6640,2,0.0323667995219027,2.3348892
6643,1,0.0316983923033796,2.1453204
6645,2,0.0402396105866311,2.4975708
6648,1,0.0244082957137885,2.141145
6654,2,0.0374586952372855,2.3270025
6658,1,0.0152692590152876,1.7618624
6663,2,0.0426819490310631,2.5398853
6665,2,0.0401311452628507,2.4164867
6669,1,0.0179991471794859,1.9792423
6673,1,0.0309305188251725,2.137528
6675,1,0.0115900944449822,1.7791034
6678,1,0.0149198829100625,2.0389597
6680,1,0.0150607328225322,1.9966658
6681,2,0.0518069103448798,2.6181073
6682,2,0.0600790760126,2.825877
6690,2,0.0425312978740474,2.555139
6693,1,0.013402195049773,1.7449222
6698,1,0.0228755098482384,2.1278987
6701,2,0.0423161674857912,2.3303459
6703,2,0.0288497452321907,2.1716816
6705,1,0.0218777574902958,1.8572594
6706,1,0.0202695905105437,1.924071
6710,1,0.0244255910871492,2.0743673
6711,1,0.0378320322047861,2.3803895
6717,2,0.0453012110389712,2.500358
6719,2,0.0512723979885396,2.6801965
6721,1,0.0312209803035344,2.1342802
6723,2,0.0378369150264907,2.5831287
6725,2,0.0355532393235129,2.3370929
6727,1,0.0364210824055781,2.368836
6733,1,0.040742312887452,2.250528
6739,2,0.0398833158074802,2.4250252
6756,2,0.0476402864192922,2.6790664
6760,2,0.0324297579450727,2.248541
6763,1,0.0285688497687222,2.2038476
6764,2,0.0377838642862405,2.4255228
6765,2,0.0329609553919707,2.2406604
6774,1,0.0298348900772241,2.2395775
6782,2,0.0353864151496153,2.2952187
6787,1,0.0264968242489659,2.143585
6790,1,0.0155120655422179,1.7859567
6804,1,0.0247198802663563,2.2344398
6810,2,0.0414357406440099,2.4272556
6818,1,0.024139731865265,2.0380015
6824,1,0.0212436860631986,1.8654393
6829,2,0.0505494977904842,2.5859838
6831,2,0.0315230715291916,2.3888113
6832,2,0.0375067821785126,2.441911
6836,2,0.0397638229549425,2.3030477
6841,1,0.0271990038152355,2.0817912
6847,2,0.0367861138785781,2.4517908
6848,1,0.0327117242646273,2.2197626
6849,1,0.0291683996462818,2.2639325
6850,2,0.0352404845742134,2.2319756
6852,1,0.0332748458286898,2.1719177
6861,2,0.0448747438516228,2.4241984
6871,1,0.0308178165471418,2.2820876
6877,1,0.0311121313297428,2.1216867
6880,1,0.0193313851633233,1.9892974
6882,1,0.0201821534755419,1.8775946
6883,2,0.0311149507097606,2.1513267
6894,1,0.0250407218922807,2.038306
6898,1,0.0174994688420441,1.7356893
6901,2,0.0327216042623283,2.2471476
6907,1,0.0205625523907016,1.7696037
6908,1,0.0297899534320007,2.1448152
6912,1,0.0325204449228186,2.1904783
6914,1,0.0198176041685302,1.8987992
6917,1,0.0252920304270262,2.0681581
6922,1,0.0210583956732223,2.0180743
6923,2,0.0451509141957175,2.3968475
6928,1,0.0259607069814071,2.0832589
6931,1,0.0301621351160067,2.1491718
6935,1,0.0287005424349601,2.1448438
6940,2,0.0447537469020523,2.4455106
6941,1,0.0238234553749092,2.1065428
6945,2,0.0306549141720591,2.1272404
6947,1,0.01716014379776,1.7995179
6948,1,0.0205601285795457,1.9147677
6953,2,0.0387286214921708,2.3433788
6965,1,0.0184205679589682,1.7997249
6982,1,0.0291988802161468,2.1592152
6983,2,0.0412560014163023,2.3471231
6986,2,0.0449284073064529,2.7324927
6994,1,0.019287664062874,1.8244174
7002,1,0.0213478970592199,1.9884073
7011,1,0.0237452492952954,2.00309
7018,1,0.0185418544817528,1.853509
7022,1,0.0168697482480595,1.8090864
7024,2,0.0369757865707606,2.2729967
7025,2,0.0331737648479186,2.2793775
7032,1,0.0198534928171381,1.9314321
7036,2,0.0377808193101604,2.270182
7037,2,0.0421175920159496,2.4232132
7038,1,0.0206744402398978,1.9067622
7043,1,0.0163802235991313,1.762362
7044,1,0.0284726040810345,2.1733146
7046,1,0.0282396932774819,2.1254606
7047,1,0.0255357177536749,2.0699673
7048,2,0.0441918255367818,2.3125663
7057,1,0.036361722190002,2.378719
7059,2,0.0491969481599124,2.7170525
7063,2,0.0377494930666998,2.3813598
7066,1,0.0208790332860213,1.8826205
7067,2,0.0392036930084941,2.2914443
7070,3,0.0296359050857542,2.3074393
7078,2,0.0443304152063332,2.3723354
7090,1,0.0224989373359715,1.9911814
7092,2,0.0424373938330679,2.5347924
7096,1,0.0282318492873981,2.232809
7098,2,0.0367087279119514,2.3608704
7103,2,0.042448240168128,2.4551406
7106,1,0.0234852621761877,2.0297945
7107,1,0.0237870523438463,1.9883764
7113,1,0.0184731475034479,1.9109637
7118,1,0.013242803962722,1.693093
7121,1,0.0297666485176181,2.1511123
7123,2,0.0332664119740003,2.1681778
7126,1,0.0247375797794741,1.9021542
7127,1,0.0368870238368615,2.387874
7129,1,0.0205128940594763,1.8325304
7133,2,0.0348486601236683,2.2676253
7143,1,0.0252211044144702,2.0724583
7146,1,0.0224453800696431,1.9969406
7150,1,0.0259690372132905,2.0805233
7158,1,0.0312325459535113,2.1326883
7160,1,0.0309500877884012,2.119407
7162,2,0.032692561045055,2.3343658
7163,2,0.0387059323330484,2.5088623
7168,1,0.0226501822979479,1.9186448
7170,1,0.0343842100568092,2.2818823
7171,1,0.0100828976022605,1.6777258
7179,2,0.0530843294208315,2.558956
7180,1,0.0245367561177724,2.0461242
7182,1,0.0198188487331609,1.9098594
7190,1,0.0221225131809594,1.9284763
