,CLASS1,HR_25
4366,1,0.0347991461966906
4374,1,0.0209524129450215
4381,1,0.0259197045420257
4382,1,0.0157176176335319
4383,1,0.0235546326443223
4385,1,0.0373340846469862
4386,2,0.0462772184519519
4390,1,0.0202018669353344
4392,1,0.0076176280388007
4395,1,0.0188641902518893
4403,1,0.0342862431831508
4409,1,0.0257216203141081
4412,2,0.0404589432705689
4417,2,0.0388718761344566
4419,1,0.0154008932570147
4427,1,0.0285140477351631
4435,2,0.0356040367652273
4446,2,0.0301825461323477
4459,2,0.0471893205620703
4462,2,0.0435960516258961
4476,1,0.0326563660925241
4516,2,0.0379975222801814
4520,2,0.043674877564738
4523,1,0.0189024535730877
4535,1,0.0173509658650896
4550,1,0.0284327475617005
4552,2,0.053243266365287
4561,3,0.0389936011215685
4562,1,0.0236665221128789
4587,2,0.0457669459195122
4600,1,0.0247287644255413
4608,2,0.0377796901639935
4610,1,0.0171480542344373
4613,2,0.0442652152871431
4621,2,0.0377791359024851
4628,2,0.0366890970731329
4641,1,0.0364862028495502
4647,2,0.037987741330931
4667,2,0.044385587649013
4678,1,0.0347623604164795
4696,1,0.027964033911566
4699,1,0.0334534619021671
4701,2,0.0475803046631121
4707,1,0.0211544027603548
4717,1,0.0203772950052722
4732,2,0.0559659125192148
4736,1,0.0181657588227913
4738,2,0.0387152096339953
4744,2,0.0394688040484854
4748,1,0.0245817007414409
4758,2,0.0395803874936575
4777,1,0.0189521573200801
4780,2,0.0424262154941764
4788,1,0.0253177797852119
4791,1,0.0327812690326974
4830,2,0.0382363448551515
4849,1,0.0150612855250856
4890,1,0.0426388814384208
4908,1,0.0266729179666002
4941,2,0.0314914519649723
4952,2,0.0427586704053897
4957,2,0.0376054866978716
4958,1,0.0198911588613104
4963,1,0.0282424922521805
4973,2,0.0414293312617981
4983,2,0.0408885400251481
4985,1,0.0191287114077503
5013,1,0.0169308825546127
5020,1,0.0229561402484213
5033,2,0.0389787639714383
5048,2,0.0369224673187595
5063,1,0.0172340363786287
5070,2,0.0396160845435824
5100,2,0.0343901393057889
5103,2,0.0252786175852691
5107,2,0.0391380602629358
5111,1,0.0246974107370419
5116,1,0.0274899423401011
5135,1,0.028817696438431
5153,1,0.0217260325694714
5160,1,0.0193106059922169
5172,1,0.0258150472646373
5177,1,0.0234482364887864
5194,2,0.0571811277215369
5206,2,0.0313420978696364
5215,1,0.0257390517856746
5219,1,0.0258842687243615
5240,1,0.0331770915959326
5262,1,0.0220505072080878
5267,1,0.0373863612925376
5280,1,0.0183505377882332
5322,1,0.0211337289218704
5328,1,0.0338044073389465
5339,2,0.0379191450217381
5348,2,0.0381802958276139
5355,2,0.0362953597918862
5381,1,0.0347272529728042
5388,2,0.0431016432077779
5389,1,0.0148038821240622
5394,1,0.0329230421538762
5403,1,0.0313749934696179
5408,1,0.0192533489564564
5411,1,0.0212642660423902
5425,1,0.0179822148404796
5427,1,0.0246880355661472
5430,1,0.0177624776986865
5447,1,0.0232551191817541
5449,1,0.0243904238937578
5479,2,0.0402930262307793
5500,2,0.0404737617343299
5505,1,0.0235557121288477
5513,1,0.0182011221620843
5533,1,0.0358395413231841
5540,1,0.0370495634673965
5580,1,0.0260451462173451
5582,2,0.0462580131852029
5583,1,0.017858034566538
5592,1,0.016664819407459
5618,1,0.0264168210009182
5624,2,0.0455967014195254
5666,1,0.0202732141860937
5673,2,0.054860712754334
5686,1,0.0162863603353743
5688,1,0.0146113500435521
5705,1,0.0247215541488467
5712,1,0.0276435264627966
5741,2,0.0373072700251537
5743,2,0.0391679753961427
5749,1,0.017668009565796
5754,2,0.0366175466453084
5756,1,0.0311423392463445
5759,1,0.0324711132663865
5775,2,0.0324395839580118
5792,1,0.0061265929271259
5840,2,0.0327749273260932
5873,2,0.0373561830370637
5874,1,0.0232224810548761
5882,1,0.0171674860379996
5928,2,0.0423463770319562
5930,1,0.0194818388244433
5948,2,0.040915988918374
5957,1,0.0217578539095029
5974,1,0.0238935064504665
5979,1,0.0232505689160183
5992,1,0.0251211610586794
5995,1,0.0191559964661737
6005,2,0.0372410297478404
6010,2,0.035765253745822
6013,1,0.0309981818193135
6029,1,0.0191986514345805
6034,1,0.0298718997829414
6047,1,0.016486512069124
6055,2,0.0434652325116054
6056,1,0.0203718867173595
6072,1,0.0216649876783772
6077,2,0.0598244812494467
6085,1,0.0393209643687053
6091,1,0.0198945915183981
6092,1,0.0249271517060813
6099,1,0.014178563360142
6101,1,0.020138642222936
6104,1,0.0307258050818685
6125,1,0.0238744486656473
6149,1,0.0347667179068042
6153,2,0.0392615310433113
6155,2,0.0393187981289005
6162,2,0.0373014023970129
6166,2,0.0376994825378321
6170,1,0.0180218387838388
6178,1,0.0174107181822825
6183,1,0.0205037041740956
6184,2,0.0421198258000738
6186,2,0.0334869424876687
6188,1,0.022863497956107
6192,1,0.0307404272224177
6195,1,0.0162374241675962
6203,1,0.0321165293484749
6204,2,0.0424463742885784
6206,2,0.0411522080773837
6215,2,0.0440078198029768
6222,1,0.0214335731221986
6227,1,0.0341481148475074
6231,2,0.0446322561260842
6232,1,0.0239075939168161
6240,1,0.0266032508778788
6241,1,0.0216620070897022
6245,1,0.0330336687193776
6249,2,0.0391798206927665
6253,1,0.0219419753806028
6271,1,0.0248081220683836
6274,1,0.0321400683134882
6277,1,0.032491439016836
6283,2,0.0264209246521186
6285,1,0.0341315423261172
6288,1,0.0231426823847737
6289,2,0.04183631183467
6293,2,0.0314304543470008
6295,1,0.0597765703801709
6296,2,0.0378171787158185
6298,2,0.0449267134060189
6312,1,0.040399733255488
6316,2,0.0353305595557719
6319,2,0.0165421045436527
6324,1,0.0206819041066942
6330,1,0.0310208996720822
6341,2,0.0373370572121141
6342,1,0.0212752526257073
6347,2,0.0410934240697208
6352,1,0.025068824857548
6361,2,0.0551881906993708
6362,1,0.0266758646461826
6373,1,0.0172741833538119
6374,2,0.0495350647832886
6380,1,0.0234372051542523
6382,1,0.0249281777673834
6407,1,0.0219681402853268
6408,1,0.0318276975438914
6421,1,0.044293573381623
6427,2,0.0336482179679001
6440,1,0.0165500494250492
6453,2,0.0443393893811823
6482,1,0.0265692698204818
6495,1,0.0231973092914485
6499,2,0.0508723846677785
6500,1,0.0257952376948488
6506,1,0.0237918584943442
6518,1,0.0207888752907552
6534,2,0.0383200184906638
6537,1,0.0389601680638245
6539,1,0.0223405621633008
6546,1,0.0260445727066892
6565,2,0.0314121295308974
6571,2,0.0335439323743118
6579,2,0.0444629685398164
6584,1,0.0213943335697847
6598,1,0.0151104113876455
6603,1,0.0179005309611146
6607,1,0.0211744574469477
6611,1,0.0266532966013804
6612,1,0.0352172990003428
6615,1,0.0230529546008065
6616,2,0.03719859525667
6623,1,0.0250297288612435
6628,1,0.0264351632856374
6635,2,0.0390714212524508
6640,2,0.0323667995219027
6643,1,0.0316983923033796
6645,2,0.0402396105866311
6648,1,0.0244082957137885
6654,2,0.0374586952372855
6658,1,0.0152692590152876
6663,2,0.0426819490310631
6665,2,0.0401311452628507
6669,1,0.0179991471794859
6673,1,0.0309305188251725
6675,1,0.0115900944449822
6678,1,0.0149198829100625
6680,1,0.0150607328225322
6681,2,0.0518069103448798
6682,2,0.0600790760126
6690,2,0.0425312978740474
6693,1,0.013402195049773
6698,1,0.0228755098482384
6701,2,0.0423161674857912
6703,2,0.0288497452321907
6705,1,0.0218777574902958
6706,1,0.0202695905105437
6710,1,0.0244255910871492
6711,1,0.0378320322047861
6717,2,0.0453012110389712
6719,2,0.0512723979885396
6721,1,0.0312209803035344
6723,2,0.0378369150264907
6725,2,0.0355532393235129
6727,1,0.0364210824055781
6733,1,0.040742312887452
6739,2,0.0398833158074802
6756,2,0.0476402864192922
6760,2,0.0324297579450727
6763,1,0.0285688497687222
6764,2,0.0377838642862405
6765,2,0.0329609553919707
6774,1,0.0298348900772241
6782,2,0.0353864151496153
6787,1,0.0264968242489659
6790,1,0.0155120655422179
6804,1,0.0247198802663563
6810,2,0.0414357406440099
6818,1,0.024139731865265
6824,1,0.0212436860631986
6829,2,0.0505494977904842
6831,2,0.0315230715291916
6832,2,0.0375067821785126
6836,2,0.0397638229549425
6841,1,0.0271990038152355
6847,2,0.0367861138785781
6848,1,0.0327117242646273
6849,1,0.0291683996462818
6850,2,0.0352404845742134
6852,1,0.0332748458286898
6861,2,0.0448747438516228
6871,1,0.0308178165471418
6877,1,0.0311121313297428
6880,1,0.0193313851633233
6882,1,0.0201821534755419
6883,2,0.0311149507097606
6894,1,0.0250407218922807
6898,1,0.0174994688420441
6901,2,0.0327216042623283
6907,1,0.0205625523907016
6908,1,0.0297899534320007
6912,1,0.0325204449228186
6914,1,0.0198176041685302
6917,1,0.0252920304270262
6922,1,0.0210583956732223
6923,2,0.0451509141957175
6928,1,0.0259607069814071
6931,1,0.0301621351160067
6935,1,0.0287005424349601
6940,2,0.0447537469020523
6941,1,0.0238234553749092
6945,2,0.0306549141720591
6947,1,0.01716014379776
6948,1,0.0205601285795457
6953,2,0.0387286214921708
6965,1,0.0184205679589682
6982,1,0.0291988802161468
6983,2,0.0412560014163023
6986,2,0.0449284073064529
6994,1,0.019287664062874
7002,1,0.0213478970592199
7011,1,0.0237452492952954
7018,1,0.0185418544817528
7022,1,0.0168697482480595
7024,2,0.0369757865707606
7025,2,0.0331737648479186
7032,1,0.0198534928171381
7036,2,0.0377808193101604
7037,2,0.0421175920159496
7038,1,0.0206744402398978
7043,1,0.0163802235991313
7044,1,0.0284726040810345
7046,1,0.0282396932774819
7047,1,0.0255357177536749
7048,2,0.0441918255367818
7057,1,0.036361722190002
7059,2,0.0491969481599124
7063,2,0.0377494930666998
7066,1,0.0208790332860213
7067,2,0.0392036930084941
7070,3,0.0296359050857542
7078,2,0.0443304152063332
7090,1,0.0224989373359715
7092,2,0.0424373938330679
7096,1,0.0282318492873981
7098,2,0.0367087279119514
7103,2,0.042448240168128
7106,1,0.0234852621761877
7107,1,0.0237870523438463
7113,1,0.0184731475034479
7118,1,0.013242803962722
7121,1,0.0297666485176181
7123,2,0.0332664119740003
7126,1,0.0247375797794741
7127,1,0.0368870238368615
7129,1,0.0205128940594763
7133,2,0.0348486601236683
7143,1,0.0252211044144702
7146,1,0.0224453800696431
7150,1,0.0259690372132905
7158,1,0.0312325459535113
7160,1,0.0309500877884012
7162,2,0.032692561045055
7163,2,0.0387059323330484
7168,1,0.0226501822979479
7170,1,0.0343842100568092
7171,1,0.0100828976022605
7179,2,0.0530843294208315
7180,1,0.0245367561177724
7182,1,0.0198188487331609
7190,1,0.0221225131809594
