,CLASS1,HR_25
2809,1,0.0278227916765035
2811,1,0.0158860661356369
2820,2,0.0484813703092538
2823,2,0.0370100233990747
2825,1,0.0197709642145272
2831,1,0.0319586758647074
2832,2,0.0379261504125575
2833,1,0.0262256110352604
2834,1,0.0359803282896864
2835,1,0.0242251476108905
2837,1,0.0304583934781034
2843,1,0.0157220981965215
2845,1,0.0190658886909194
2858,2,0.043033909422262
2860,1,0.0190141655873032
2861,1,0.0297289531670449
2864,1,0.028485266325295
2865,1,0.020559176991219
2874,2,0.0375568768833993
2881,2,0.0573960770404607
2882,1,0.0218812654909159
2883,2,0.0278522231441283
2884,1,0.0191949620917993
2888,1,0.0216653024408479
2893,1,0.0209770448181008
2896,1,0.0200154392756688
2897,1,0.0256840498680313
2908,2,0.0453633650089872
2922,1,0.0222041842279411
2926,1,0.0286596578566239
2930,1,0.0220202975942091
2932,2,0.0412598604742725
2934,2,0.0401610659472027
2944,1,0.0124685395497997
2946,2,0.0471780529346203
2958,2,0.0339122882181125
2967,1,0.0291198688718972
2968,1,0.0149854000213756
2971,1,0.0201334438631525
2976,1,0.0225790235783198
2977,2,0.0313035636872705
2981,2,0.0335391813167294
2983,2,0.0490318649680685
2985,2,0.0346903365055597
2987,2,0.0392447367203334
2990,1,0.0245821422006572
2992,1,0.0312825251226623
2996,2,0.0495223676778488
3003,2,0.0449259193188119
3005,1,0.0284971755483697
3011,1,0.027990172621946
3018,1,0.0258072939881839
3020,2,0.0401559486836016
3022,2,0.0435585343645053
3024,1,0.0196147002173831
3025,1,0.0207607681775414
3042,1,0.0231123318789138
3043,1,0.0313283475817519
3045,1,0.0275574845753876
3048,3,0.0242526937061033
3052,2,0.0449376480808012
3053,2,0.0464220338902844
3059,2,0.0353713288911034
3060,2,0.0389541483595005
3061,1,0.0333975101390673
3065,2,0.038718060067431
3067,2,0.042914265118936
3069,3,0.0241156820900605
3071,1,0.0262844088327515
3073,1,0.0276564313136295
3077,1,0.0315820570323936
3078,1,0.0159451049579706
3085,1,0.0176922045788824
3086,1,0.0197016286288446
3091,2,0.0420510524475184
3097,2,0.0401422045521791
3103,1,0.0182180011942246
3104,2,0.0259209741609811
3106,1,0.0275734469995576
3111,1,0.0218502921000894
3114,1,0.024685230637153
3117,1,0.0218272423250542
3122,2,0.0367221426434043
3126,1,0.0181816157407398
3129,2,0.0423390686627343
3130,2,0.0326499102385192
3131,1,0.0147247770312511
3133,1,0.0354691156674553
3142,1,0.0315005649281008
3145,1,0.0302587698362392
3147,1,0.0204943071629206
3155,1,0.0188156703639691
3156,1,0.0202688208817436
3163,2,0.0408774064516262
3172,1,0.0250747697646284
3185,2,0.0570313916206586
3189,1,0.021416286076016
3192,2,0.023581960113993
3193,2,0.0390685245000746
3205,1,0.0229270722477079
3209,1,0.027293344165943
3211,1,0.0166103640332255
3215,2,0.0432042465551737
3217,1,0.0289110977318966
3223,2,0.0400396105427802
3224,1,0.0212227359265769
3225,1,0.019181770532007
3226,1,0.0317879174161388
3230,1,0.0213945047740461
3231,1,0.0269053240772978
3236,2,0.0578914994364001
3243,1,0.0237605238414065
3244,1,0.0311540793162767
3246,1,0.0286950116898815
3249,1,0.0332661280194905
3251,1,0.0239416912361765
3254,2,0.0409975722835063
3257,2,0.0389275889638051
3258,1,0.025258984722407
3264,1,0.0184114308703687
3266,1,0.0305172144163644
3269,2,0.052811153080849
3271,1,0.0456521906139618
3273,1,0.0196258662872555
3275,1,0.0347520458611662
3277,2,0.0517762643896899
3281,1,0.0245570695157685
3285,2,0.0375775468881714
3286,1,0.03378244368268
3298,1,0.0231387662256465
3300,1,0.0213693818006827
3307,2,0.0406611028397301
3309,2,0.050678071874607
3314,1,0.0285411890334849
3316,3,0.0299374205887147
3320,1,0.021408452164148
3321,1,0.0138346605257003
3324,1,0.0217405088923806
3328,2,0.0303588891819682
3332,1,0.0308966819309093
3341,3,0.0367565784461908
3344,1,0.0312339900275988
3345,1,0.0334225903931531
3346,2,0.0489096117619465
3347,1,0.03233377755557
3348,2,0.0431249655624686
3358,1,0.008207274675047
3363,1,0.0196140122690796
3367,1,0.0176576776606473
3374,1,0.023487698163995
3377,1,0.0381324240226824
3379,2,0.0375027191446308
3380,1,0.0132504896192099
3381,1,0.0231753584074956
3388,1,0.0264405382705026
3392,1,0.030338023825399
3397,1,0.027801748850605
3400,1,0.024841775845826
3401,1,0.0222094134760245
3404,1,0.0240745232474086
3407,1,0.0312074124102688
3408,2,0.0404906672995044
3411,2,0.0388330145284054
3412,1,0.0218964653991121
3417,1,0.0251007636045364
3419,2,0.0377168480007493
3420,1,0.0149474714123568
3423,2,0.0405310450521445
3426,2,0.0379361957356021
3430,1,0.0379141569169792
3431,1,0.0262197768557819
3434,2,0.0425573202173655
3447,1,0.0306882970604102
3449,2,0.0286238700916363
3452,1,0.0231869500177297
3453,1,0.0200642380291262
3461,1,0.0300929523572762
3466,3,0.0279943418773697
3469,1,0.0225771966694178
3472,2,0.0386947664104084
3477,1,0.0210325646659849
3480,1,0.0300733018108468
3483,1,0.0248750054338648
3484,2,0.034293370194743
3489,2,0.0387802409320255
3495,1,0.0258056086244251
3500,1,0.0165595879898234
3501,2,0.0395308953969983
3506,1,0.0243293231739443
3507,1,0.0185361566247797
3508,1,0.0368021744790716
3510,1,0.007779083947113
3512,1,0.0182928513982556
3515,2,0.0342050127647847
3521,2,0.0488295552694218
3539,2,0.0357879228362391
3542,2,0.0378061580068041
3552,1,0.0173674512982398
3556,2,0.0528356676145684
3561,1,0.0105932294690665
3570,1,0.0357950805495339
3571,2,0.0424569978192126
3573,1,0.0147828851280933
3575,1,0.0228355424746669
3578,1,0.0417312313055609
3584,1,0.0191034454720045
3586,1,0.021893650423339
3592,1,0.0211246420048162
3593,1,0.0385845327784166
3598,2,0.0455087518648962
3599,2,0.0462185718135548
3600,2,0.0403674162805293
3603,2,0.0355086168163193
3605,2,0.0367217748327019
3612,1,0.0227170002719298
3617,1,0.0197084431571232
3624,2,0.0372390599426543
3631,1,0.0213957681167459
3638,1,0.0133343330475933
3639,1,0.0259970591069977
3645,2,0.0454024844349253
3648,2,0.0230647320649653
3653,2,0.0376477333588577
3655,2,0.0312945477916438
3660,2,0.0380276869554812
3663,2,0.0411590771800362
3666,3,0.0353550213931971
3670,1,0.0231242264817894
3672,2,0.0383827419897209
3678,2,0.0443751948233925
3681,2,0.03956745433973
3685,1,0.0191239061449184
3693,1,0.0307864878192935
3694,1,0.0206191050743779
3695,1,0.0291211286015823
3699,1,0.0234752626275881
3705,2,0.0464394390967563
3706,1,0.0239078481364504
3708,2,0.0388074341180048
3719,1,0.0274842246903658
3724,2,0.0409961907570033
3730,2,0.0382905806623896
3735,2,0.0485819779574057
3739,1,0.0158679083565477
3745,2,0.0295757311469294
3753,2,0.0520964984273164
3763,1,0.0245818182919945
3764,1,0.0244699766774793
3770,1,0.0238137469084841
3780,1,0.025798961317657
3787,2,0.0339251998078519
3790,1,0.037978477657796
3792,1,0.0340626218960286
3793,1,0.0273859206430132
3795,1,0.0229370440880034
3799,1,0.0222027121710596
3802,1,0.0279524605833523
3805,1,0.0269911786121203
3817,1,0.0227010898675282
3822,1,0.0102799523337913
3832,1,0.0170537282093397
3833,2,0.0287657537221307
3837,1,0.0145931428762366
3839,1,0.0162128841119191
3840,2,0.0343975625678739
3842,2,0.0384433805006221
3844,1,0.0360955852526931
3861,2,0.0326465227819324
3862,1,-0.0030195021623106
3864,1,0.0293085885733265
3871,1,0.0285541464908228
3875,1,0.02865207711172
3880,1,0.0195244759999339
3883,1,0.0275496805560394
3885,1,0.0200058021003761
3887,1,0.0352843719979299
3888,1,0.0279650965616566
3890,2,0.0347188041093629
3895,1,0.014643652751826
3908,1,0.0226368657890572
3925,3,0.0282750495315565
3930,2,0.0325553543911445
3931,1,0.0215008321296204
3941,2,0.0421964734723702
3944,1,0.0218915502202197
3945,1,0.0132990102487011
3946,1,0.0313179609554731
3948,1,0.0233901821021325
3949,1,0.0293690894826562
3951,1,0.0178302916134175
3952,1,0.0274182589328905
3955,2,0.0331378478544108
3957,1,0.0237891442617014
3963,1,0.020468833108079
3964,1,0.0185599076197988
3971,1,0.0204102523696303
3972,2,0.0305382253607093
3977,1,0.0143226773236808
3981,1,0.0417321514806446
3985,2,0.0525453957327114
3989,1,0.018609452043391
3999,1,0.0272468912678836
4012,2,0.0332049074081506
4016,2,0.0387235368026549
4017,1,0.0265242057916578
4020,1,0.0089859326628984
4022,1,0.0190532263116565
4031,2,0.0407190109819379
4034,1,0.027968113215341
4045,1,0.0336137502970739
4046,1,0.026240306240098
4048,1,0.0243349775305642
4057,1,0.0337475870632895
4060,1,0.0176336735820686
4063,2,0.0373574123635331
4067,1,0.0308507050803501
4072,2,0.0436771819380852
4076,1,0.0175507801955143
4089,1,0.0250277556572549
4092,2,0.0435373547402107
4093,1,0.0129626291480896
4095,2,0.043832823021534
4099,2,0.037388613784906
4103,1,0.0153542400180541
4104,1,0.0189660214308745
4106,2,0.0328922975854196
4107,2,0.0393147392134398
4114,2,0.040953170096029
4126,2,0.0363149048081341
4137,3,0.0392098488381035
4144,1,0.029633793810181
4146,1,0.017369907625096
4148,1,0.0261827224332933
4150,3,0.0222654748490664
4151,1,0.0185742550843739
4157,1,0.0278484647512832
4158,2,0.0366024827876682
4159,1,0.0151066965929724
4167,2,0.041260558121631
4169,1,0.0321746811905838
4186,2,0.0267813977670419
4196,1,0.0242659618505939
4203,1,0.0222248851274953
4206,1,0.014954767540128
4207,1,0.0223442360694857
4214,1,0.0188919713712964
4223,2,0.0359131561191541
4224,1,0.0164833979664953
4226,1,0.0309213290862837
4248,1,0.0196943683211235
4249,1,0.0288454587328412
4251,1,0.013466553062967
4258,1,0.016515349173114
4261,2,0.0406698551055245
4262,1,0.0250286585994313
4276,1,0.0132666888838944
4280,1,0.0190128718108801
4284,1,0.0231764065105497
4288,1,0.023338296075128
4298,1,0.0251783290695336
4301,1,0.0178869923139964
4307,2,0.0371277697630469
4309,1,0.0203998392876934
4310,1,0.0217644773611263
4315,2,0.0390971438056471
4317,1,0.0238788434876198
4322,1,0.0266413888314327
4329,1,0.0228359172314546
4330,2,0.0427071461342071
4331,2,0.0327476886150044
4338,1,0.0309812479258072
4343,1,0.0146943233795466
4352,1,0.0290172665366314
4355,2,0.0393985514522546
4357,1,0.0252885757306951
4359,1,0.0234988988355331
