,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
213,1.1426242174650271e-08,1.0181255838404011e-08,7.347277009017716e-09,0.685920238494873,5.57282304763794,6.075827121734619,11.884258270263672,8.74731159210205,11.481409072875977,8.830952644348145,8.575704574584961,1
218,5.3445012859754115e-09,1.4587752117378727e-09,5.910884670612404e-09,3.943941116333008,2.104188680648804,2.397831916809082,1.5616658926010132,1.2732887268066406,3.095314741134644,0.792582631111145,3.550454378128052,1
221,6.6433649692498875e-09,4.2742200889733795e-09,4.955584387289491e-09,1.5058585405349731,4.177789688110352,4.275358200073242,6.229701995849609,3.5125529766082764,5.664584636688232,3.7242965698242183,5.6849565505981445,1
224,1.874172106397509e-08,1.0408636619274604e-08,1.5475897896521932e-08,3.824018239974976,11.179762840270996,7.434427261352539,11.046675682067873,11.190449714660645,13.29509735107422,8.90345573425293,12.371350288391112,1
225,6.370350913442735e-09,4.461580438430701e-09,1.3721939140509676e-08,7.824004173278809,5.64560079574585,3.1778931617736816,5.308324337005615,5.103728771209717,3.710841655731201,2.902334451675415,7.604968547821045,2
226,5.0998149703218594e-08,2.040867030927984e-08,3.3173208180414804e-08,5.985199928283691,5.005410194396973,3.472032308578491,7.647315979003906,9.708349227905272,19.5424747467041,9.11495876312256,14.940671920776367,2
227,2.5302899331336448e-08,2.7819313075383437e-08,4.5205130305703285e-08,33.37582015991211,17.150785446166992,21.093738555908203,28.168418884277344,17.76231575012207,18.75452423095703,19.513032913208008,30.28721809387207,1
230,5.545833126063826e-09,4.775797535216952e-09,3.634438749955393e-09,19.042537689208984,4.736091136932373,13.118796348571776,7.9558916091918945,9.745591163635254,2.721055746078491,1.9944859743118288,1.8392488956451416,2
231,4.802890085642275e-09,5.949107428904199e-09,6.489825565836327e-09,15.872424125671388,14.879060745239258,11.070219039916992,16.368112564086914,15.965508460998535,14.13477611541748,17.311790466308594,20.348953247070312,1
232,1.3878925564370093e-08,1.1705445501775102e-08,1.2369225643737993e-08,0.411940723657608,2.625418186187744,2.3207640647888184,4.276062965393066,2.743952512741089,4.727338790893555,3.740180492401123,5.008262634277344,2
237,3.6729748131847365e-09,3.497012013298217e-09,1.8955286229527246e-09,8.640835762023926,6.910797595977783,11.809247016906738,9.733538627624512,9.752057075500488,10.803418159484863,10.011330604553224,8.245814323425293,1
241,4.199200986931828e-09,7.877279273316162e-09,7.313359251526208e-09,5.415599346160889,5.868809223175049,9.173885345458984,6.450067043304443,4.928571701049805,5.233427047729492,10.008343696594238,9.770223617553713,1
242,2.942638799297015e-09,4.424617561227251e-09,3.2066866939572947e-09,7.256853103637695,8.5285005569458,8.253355979919434,8.975732803344727,9.737276077270508,6.598204135894775,8.505313873291016,6.765561580657959,1
254,8.681651841868643e-09,1.7163152676857862e-08,1.1512649500389216e-08,12.161394119262695,9.530828475952148,16.194475173950195,14.702765464782717,6.313694000244141,9.92552661895752,17.861270904541016,14.378654479980469,1
261,2.3049719910517293e-09,2.323808701021335e-09,1.4756857957820555e-09,3.6548900604248047,3.3890600204467773,0.4480762779712677,4.701562404632568,2.807626962661743,3.859920263290405,3.582415819168091,2.6755313873291016,1
266,4.834768141392942e-09,7.629880727222371e-09,1.0663089966556072e-08,20.351293563842773,12.842202186584473,9.437188148498535,9.936777114868164,11.13443088531494,8.13676643371582,11.194472312927246,15.547868728637695,1
281,5.9166318067127583e-08,5.59154713641874e-08,9.743303763798394e-08,11.914106369018556,8.425244331359863,6.442531585693359,37.77080154418945,7.713446617126465,14.64876937866211,15.23643684387207,26.46697998046875,2
285,2.261306475404012e-09,4.6995980440556195e-09,5.439123818007374e-09,2.1731810569763184,1.4154257774353027,1.1222444772720337,1.2457900047302246,1.6682933568954468,1.5399696826934814,4.120209217071533,2.816103458404541,1
286,3.051833674660997e-09,1.1789845766330131e-09,4.433399869441246e-09,6.323075294494629,7.824504852294922,7.44992208480835,3.6249806880950928,4.26154899597168,7.986728668212891,2.8312911987304688,10.938543319702148,1
290,8.050637489986912e-09,9.923094346220296e-09,3.675226789567887e-09,4.323606014251709,10.741806983947754,10.251309394836426,6.074602127075195,4.288849353790283,3.229746103286743,4.0348286628723145,1.7180927991867063,2
291,1.6625273602244306e-08,3.937472570214595e-09,5.440244255083826e-09,8.997732162475586,3.953195095062256,0.5010942816734314,6.479193210601807,8.517165184020996,9.460050582885742,3.052089214324951,3.989665269851685,1
301,4.586145241347594e-09,6.914078198860807e-09,6.215029824119256e-09,2.492166042327881,1.3941333293914795,3.3439056873321533,4.0331573486328125,3.666717529296875,1.2285947799682615,1.6562995910644531,1.5683197975158691,2
302,2.64390422444194e-07,2.6719862944446504e-07,5.988554221403319e-07,45.90418243408203,41.1158561706543,35.291255950927734,18.15157127380371,41.204010009765625,59.47281646728516,58.13037109375,107.12580871582033,2
303,4.509959516951767e-09,3.9202276980176975e-09,5.4422621964533854e-09,6.366012096405029,4.263077259063721,7.217040538787842,7.7167463302612305,6.837174415588379,6.23091983795166,5.303025245666504,7.680952548980713,1
305,1.841047492234793e-08,7.401842339049837e-08,1.0652259874177616e-07,5.439477443695068,37.1772689819336,18.789138793945312,2.3035809993743896,1.068104863166809,3.381733655929565,12.401305198669434,18.521120071411133,2
308,2.3291311990192295e-08,2.2196305238253444e-08,1.960779449916572e-08,12.415162086486816,11.834890365600586,14.125582695007324,14.920830726623535,16.024023056030273,13.032450675964355,12.2399263381958,12.966822624206545,1
312,1.277700029111983e-10,1.5791639107476383e-09,3.8922589595813414e-09,3.3138389587402344,1.2073206901550293,4.641595840454102,2.402428388595581,1.9734283685684204,0.0917399749159812,1.5165337324142456,6.17092227935791,1
318,8.484946079079236e-09,1.8509060950577805e-08,1.3781248142663573e-08,4.185014247894287,2.564915895462036,2.649371385574341,2.724116563796997,3.5373072624206543,3.273293972015381,6.878003120422363,5.994326114654541,2
319,5.406718628364615e-08,1.0758303403690661e-07,8.013195440526033e-08,35.3862419128418,49.38498306274414,43.530460357666016,51.34899520874024,26.01606559753418,29.223838806152344,48.981971740722656,42.636695861816406,1
320,1.4535015413486008e-09,1.7787920469913843e-08,3.311359408897374e-09,1.2748019695281982,0.9362559914588928,2.285341739654541,4.524816036224365,2.1280357837677,0.71926349401474,5.501864910125732,1.3158915042877195,2
323,1.9716352994691992e-09,1.650650394147135e-09,1.6531006563624826e-09,3.835597038269043,4.314632892608643,4.6154866218566895,3.2706961631774902,3.2496509552001958,4.62241792678833,3.7352349758148193,4.90619707107544,1
325,7.892207776194482e-09,3.0555536767451486e-08,7.659051703967634e-08,48.52983093261719,19.806507110595703,24.744020462036133,6.149707794189453,5.951038837432861,4.187004566192627,13.42287540435791,29.91340446472168,2
326,5.405995096019467e-10,2.3272119786810212e-09,1.0309340048308968e-08,2.042277574539185,5.712217330932617,3.7136309146881104,7.47423791885376,3.628142356872559,0.3111423552036285,1.4773682355880735,6.423117160797119,2
327,1.60841011620505e-08,8.150888852753724e-09,1.9502477854871362e-08,5.203272342681885,9.289637565612791,7.216440200805664,4.856118202209473,10.08501434326172,9.764413833618164,6.452712535858154,12.126299858093262,2
330,1.589673992441476e-08,1.3129354492491531e-08,1.0963801422292365e-08,6.450267314910889,15.609735488891602,13.15617561340332,8.551358222961426,8.344143867492676,10.65307903289795,7.879607677459717,8.481039047241211,1
331,9.69272329065518e-10,1.7803468699284506e-09,5.279881531983222e-10,0.3446896076202392,3.3270087242126465,4.506823539733887,3.5829403400421143,1.687144756317139,4.479554176330566,5.013608932495117,2.732649564743042,1
333,9.804803191570954e-09,1.812676941881364e-08,3.202390885803652e-08,0.643195390701294,3.252848625183105,1.690368413925171,1.986199259757996,1.9200164079666135,2.6256344318389893,4.963591575622559,8.423738479614258,2
336,9.225920472033522e-09,6.164691868093541e-09,1.2074576005716152e-08,13.130330085754396,12.012738227844238,7.3351969718933105,7.876723766326904,11.436932563781738,8.946280479431152,7.108401775360107,12.683781623840332,1
337,6.282758313602699e-09,6.106213312762065e-09,1.7895999349093472e-08,11.163288116455078,12.270055770874023,8.158251762390137,8.344468116760254,5.873961448669434,5.691579341888428,6.466664791107178,15.62484645843506,1
338,1.3906581664002717e-08,1.3945907539891778e-08,1.4082686128347175e-08,8.24329948425293,26.98847007751465,8.885261535644531,8.135510444641113,3.845502376556397,5.429999828338623,6.170196056365967,6.360996723175049,2
340,6.35628327749771e-10,6.383262252107612e-10,1.320406561866605e-09,3.785996198654175,6.196106910705566,7.675424098968506,5.079260349273682,3.741138458251953,1.9430607557296755,1.5967614650726318,4.941051006317139,1
345,1.2797193527092077e-08,1.3579163571364461e-08,2.881082483696673e-09,5.775575160980225,1.4426894187927246,5.456453323364258,11.08742618560791,12.475146293640137,5.460806369781494,5.750157833099365,1.9022995233535769,2
349,3.0040197884773085e-08,7.947899405280624e-08,4.6221568794635466e-08,18.334123611450195,25.432735443115234,18.229022979736328,10.430269241333008,20.915966033935547,10.313135147094728,22.707504272460938,17.89257049560547,2
350,8.76074102151847e-10,5.987743634250363e-10,6.944591013358091e-10,2.175469398498535,4.939432621002197,4.636579990386963,5.5204057693481445,2.4772703647613525,5.214938640594482,5.265904426574707,3.4717984199523926,1
352,3.242442536688372e-09,1.3048424563066874e-09,2.540794685756964e-09,3.806213855743408,1.381098985671997,1.1480565071105957,1.4208625555038452,1.1700565814971924,2.095342874526977,0.6397584080696106,1.262865424156189,1
356,1.9486884994535103e-08,2.19896385544871e-08,1.7744390845564343e-08,28.070816040039062,28.39750289916992,25.284730911254883,25.27506828308105,26.5960636138916,21.4046573638916,24.18973731994629,21.85851287841797,1
361,1.262177695693367e-09,3.1043030368493874e-09,2.041359303817103e-09,2.2538535594940186,0.9366155862808228,6.421525955200195,4.055328845977783,4.008722305297852,1.572811484336853,5.51973819732666,4.960161685943604,1
365,1.188727782874821e-09,5.254341961524743e-10,2.6396787533577987e-10,7.484874725341797,4.427586555480957,7.328312873840332,1.803169846534729,2.55827260017395,4.366445064544678,1.6853575706481934,0.5169176459312439,1
367,4.123435370928519e-09,3.3740719107555606e-09,1.9114452243229607e-09,3.7343173027038574,8.291733741760254,7.325724124908447,9.456720352172852,9.14404296875,6.3061299324035645,3.922523260116577,3.749321222305298,1
373,6.4950005373987105e-09,5.9045981437577674e-09,5.2143702689022575e-09,2.5804202556610107,8.356976509094238,9.975533485412598,3.737828969955444,7.966433525085449,6.383666038513184,6.265676975250244,5.914671421051025,1
379,2.4311723745285008e-09,4.797047203908278e-09,3.7133205399442204e-09,3.961023330688477,6.339676856994629,12.639464378356934,7.057082176208496,2.3263497352600098,1.1502182483673096,2.3516619205474854,1.71272075176239,2
383,1.124354831461005e-09,3.612074861436554e-09,2.2638737551261556e-09,2.7572813034057617,1.7469791173934937,1.420119285583496,0.6043672561645508,0.9674185514450072,0.942811906337738,2.845864772796631,3.7165350914001465,1
384,6.429100807281429e-09,8.466829015674193e-09,4.917119600378328e-09,7.35355281829834,5.491589546203613,7.439429759979248,7.51181173324585,8.406614303588867,5.689020156860352,8.54359245300293,4.957828044891357,1
385,3.447220953134433e-09,2.769803941760074e-09,2.3550623673429527e-09,8.574102401733398,12.40912914276123,6.706615447998047,8.062439918518066,2.2641749382019043,4.603116035461426,3.499391794204712,3.738745450973511,1
398,7.690497128010064e-10,3.944500004404716e-10,2.9343963370287435e-10,3.1134519577026367,2.804888963699341,3.0353286266326904,2.602011203765869,5.108194351196289,4.428668022155762,1.3478567600250244,1.6725274324417114,1
399,2.713635316453633e-09,1.3869675186128916e-08,1.123514259404601e-08,2.783107280731201,3.152992010116577,4.4467878341674805,2.652952194213867,1.4118250608444214,1.35971999168396,5.601701259613037,4.805692195892334,2
402,2.927441400402131e-09,2.2701673874081507e-09,5.647715184409208e-09,17.735240936279297,10.232617378234863,12.127285957336426,11.971450805664062,10.231283187866213,9.542463302612305,7.100980758666992,12.95797634124756,1
406,1.828897744360347e-08,4.471824155416471e-08,2.0218129392901574e-08,26.490114212036133,15.443875312805176,17.325462341308594,11.760332107543944,9.07222843170166,8.870731353759766,21.4755916595459,11.624284744262695,2
407,8.477233914838678e-10,4.979855972031544e-10,6.696924126359248e-10,1.3528432846069336,3.227325677871704,4.372542858123779,3.047815561294556,3.4853973388671875,3.938411474227905,2.4306113719940186,4.766408443450928,2
408,6.4805560917591265e-09,3.406157800256437e-09,3.962675521052006e-09,2.452966690063477,4.804642200469971,5.316368579864502,3.204265832901001,3.4197115898132324,6.214703559875488,2.8945634365081787,4.250300884246826,1
412,5.1213028484653484e-08,2.8652655359451277e-08,2.3176230712351756e-08,1.3027042150497437,1.3319512605667114,4.857349395751953,4.442135810852051,5.7737650871276855,23.624412536621094,15.339396476745604,13.314509391784668,2
417,2.353672590160727e-09,3.3901610407838234e-09,3.5067408976630077e-09,9.00255012512207,5.606750011444092,6.655514240264893,7.449151992797852,8.934603691101074,5.78201961517334,8.967218399047852,8.18940544128418,1
423,1.106723512833696e-08,1.0456094656774441e-08,1.1293521673394482e-08,28.485950469970703,30.61947250366211,38.0447883605957,30.780261993408203,28.445690155029297,25.62545585632324,23.832597732543945,29.22377014160156,1
426,6.758953219332399e-08,5.6889554400640925e-08,3.965648076587058e-08,52.86992645263672,23.360727310180664,19.768320083618164,19.463851928710938,35.85049057006836,26.51212501525879,22.02288055419922,18.79713630676269,2
429,7.275112778870607e-08,2.2153351153519907e-08,2.9873511664391124e-08,13.712143898010254,15.172367095947266,9.62964153289795,18.575014114379883,17.04481315612793,24.99037170410156,9.104729652404783,12.961688041687012,2
430,1.6403340907800157e-08,9.7761718720335e-09,1.4793229752285697e-08,8.60806941986084,8.885704040527344,9.085421562194824,8.412981033325195,13.942709922790527,11.997057914733888,6.633932590484619,11.126016616821287,1
431,8.575947063604872e-09,6.230689297836989e-09,6.740253688519715e-09,1.5116742849349976,3.480268716812134,1.7253003120422363,2.743922472000122,4.7034406661987305,7.347638130187988,6.392240524291992,7.332908630371094,1
434,4.3320853571060525e-09,4.2448915493764625e-09,7.1912209520519355e-09,3.26823091506958,3.3003487586975098,5.199989318847656,3.48095965385437,3.657620429992676,4.187695503234863,3.6876981258392334,5.673600196838379,1
443,1.9469579282116456e-09,3.802899772864521e-09,6.879404823578739e-10,0.8551031947135925,1.9127163887023928,3.2361536026000977,1.2597757577896118,2.5689690113067627,3.198047876358032,5.431652069091797,2.4922215938568115,1
445,1.867031684810172e-08,2.1780291348250106e-08,1.6016461046319822e-08,13.965360641479492,16.54533576965332,16.365703582763672,21.740779876708984,15.586950302124023,12.33260440826416,15.19393539428711,12.052597999572754,1
447,1.079684341931397e-09,8.453476807446235e-10,6.107167216384823e-09,5.09346342086792,1.1624605655670166,1.4835351705551147,0.1556142419576645,3.9096200466156006,1.1223046779632568,0.8836178183555603,4.1998820304870605,1
450,6.526146290042334e-09,3.200032905326111e-09,4.8867327961943374e-09,1.719317078590393,1.6458698511123655,2.431483030319214,0.5965364575386047,1.308558464050293,3.118494272232056,1.542319655418396,2.443645477294922,2
451,9.0690646104008e-09,1.1095345975320471e-08,4.864041169838629e-09,11.865948677062988,14.264056205749512,12.068707466125488,6.853424549102783,13.72019386291504,15.893540382385254,18.94196891784668,11.645024299621582,1
454,8.58058299968434e-08,7.840220916932594e-08,7.399295043342137e-08,21.095298767089844,24.91234970092773,30.807252883911133,29.2825927734375,29.64628791809082,39.120208740234375,36.85881423950195,36.91538619995117,1
457,1.7420671571954927e-09,7.580987393396299e-09,4.92037077748364e-09,1.3340327739715576,3.851146936416626,6.636302471160889,4.743260383605957,3.0251145362854004,3.161607503890991,11.874982833862305,8.910910606384277,1
459,2.161415491030993e-09,2.242825924980707e-09,1.081095768462603e-09,2.763434886932373,4.17781925201416,5.468873023986816,2.76869797706604,3.872431516647339,5.080702781677246,5.10181999206543,3.470744371414185,1
464,1.570952257168301e-09,2.4393560504876173e-09,1.0552008156139434e-09,4.8175225257873535,1.861088514328003,6.88516902923584,9.104321479797363,8.646472930908203,5.629079818725586,7.68364953994751,4.585687160491943,1
477,6.6737975146224934e-09,2.0937795497388837e-08,1.4376664303483722e-08,2.525330781936645,3.7427823543548575,4.49790620803833,5.461403846740723,9.37894344329834,2.1292080879211426,6.446568965911865,4.646787643432617,2
478,1.0392096072564529e-08,1.2518142078477013e-08,1.1084138051842274e-08,7.041211128234863,9.706965446472168,9.19450855255127,7.620814800262451,7.131523609161377,9.470477104187012,11.11250114440918,9.247333526611328,1
486,7.296047321858623e-09,3.661967840073999e-09,9.038898518554106e-09,15.817452430725098,13.512441635131836,14.55947971343994,15.394125938415527,14.770176887512209,8.200386047363281,5.096884727478027,10.098834037780762,1
490,3.890688216046101e-09,2.9840530046953964e-09,5.854808637906217e-09,7.9073591232299805,6.321310043334961,5.930177688598633,2.0942981243133545,1.7067712545394895,4.491922855377197,3.5660691261291504,7.636778354644775,1
498,3.0635809444845563e-09,3.8113832090402874e-09,3.768779954782531e-09,2.1350433826446533,3.0036439895629883,2.790390968322754,5.146751880645752,2.462938070297241,2.49524450302124,4.275640964508057,3.8529052734375,1
499,1.458859588687744e-09,1.3558920652911866e-09,3.5193950531642315e-10,9.47098445892334,5.730846405029297,7.4839253425598145,11.275638580322266,11.05111026763916,7.098962783813477,4.595271587371826,2.2469944953918457,1
