,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy
1202,1,0.36292544,0.0196421322664043,11.58108,4492.4756
1213,2,0.47262236,0.0259521482838855,28.776577,521.2506
1215,2,0.4193569,0.021341442260405,247.8632,692.18915
1225,1,0.0,0.0186840658494241,17.336464,7180.868
1233,2,0.58392316,0.0242544035078078,111.60072,470.3668
1238,1,0.7299626,0.0148723107514181,8.66409,2413.4478
1241,1,0.0,0.0140721824805826,7.5825114,7255.873
1242,2,0.5023414,0.0311914596774754,7.4945703,836.69385
1243,1,0.2248146,0.0105861953712389,10.160359,3974.6125
1248,2,1.2714287,0.023851939441642,81.1929,860.49896
1249,1,0.05355176,0.0164437933909645,19.857424,4749.828
1256,1,0.4745475,0.0164250718459903,20.664488,4141.065
1262,1,0.4538875,0.018480916658601,11.571869,2239.4846
1263,1,0.0,0.0135124698130007,11.40915,3510.7053
1264,1,0.3309874,0.0061182020033324,32.16244,3794.9016
1266,2,0.4985989,0.0244693188386174,27.303608,1051.6042
1268,1,0.31197006,0.0077667687055121,68.68331,3785.2827
1276,2,0.5054677,0.0253600118529176,17.994814,930.51465
1277,1,0.57400674,0.0176369658122126,118.629745,1036.9147
1279,1,0.0,0.0149528736662508,9.482065,4614.7646
1282,2,1.6804475,0.0191940501286166,58.84804,1110.5452
1298,2,1.3912292,0.0219616825019705,75.04797,961.34717
1299,1,0.2900184,0.0106713966298139,32.84967,2438.0178
1303,1,0.08410534,0.0098205080298638,21.449156,2599.8071
1305,1,0.38787973,0.0195621910853157,66.86216,843.9112
1320,2,0.0,0.0247502885002584,15.130138,897.68317
1322,1,0.63675,0.0197157770553589,9.614018,3338.8547
1323,1,0.42126828,0.0148781068592599,135.02632,1565.2386
1339,2,0.21031582,0.0164146586250874,10.133104,2076.7922
1340,1,0.38820568,0.0168462519919637,7.855156,1530.7094
1342,1,0.72789097,0.0169281520062561,11.687562,1948.3816
1344,2,0.7200915,0.0213689683324845,93.77892,860.0025
1347,1,0.09590281,0.009778299652904,19.097061,2138.5198
1355,1,0.18835746,0.0159018985303232,17.091045,2621.1262
1360,2,0.33104116,0.0284235549857992,7.294941,939.1377
1364,2,1.0391853,0.0311648069294145,27.482376,698.3393
1370,1,1.732129,0.0196520842417793,75.35938,1016.3238
1372,2,0.5235435,0.0234362281618595,79.96186,625.76685
1381,2,0.44013086,0.023556248103888,59.144497,760.4456
1400,1,0.2717615,0.0113353274238639,14.119129,2607.9622
1401,2,0.7417449,0.0291774248040848,21.570189,281.0474
1402,1,0.14297648,0.0079892765112575,30.270435,4207.4043
1406,1,0.0,0.0114881901326683,20.878815,2184.4753
1410,1,0.75329214,0.0196540607869825,249.87148,653.401
1417,2,0.7851708,0.0317792177948688,49.626972,449.3913
1424,1,0.2482548,0.0157846049327643,25.662888,4575.322
1427,2,1.0177257,0.0322639485528144,12.975497,957.7873
1440,1,0.5816141,0.0108846911658061,76.43496,1981.5234
1467,1,0.24483563,0.0149097222008606,27.388674,1593.9229
1480,2,0.67327636,0.0338839921094914,22.582521,473.3806
1482,1,0.556782,0.0110245545068184,18.00206,2197.1323
1489,1,0.22191396,0.0112872606042005,28.699732,2395.201
1494,1,0.20942451,0.0149610045544161,22.978104,1655.1942
1508,1,0.0,0.0166337898552988,22.023596,3591.774
1509,2,0.76090306,0.0239791494626668,60.79063,713.85504
1513,2,0.04574248,0.0374212709901788,9.513901,819.5167
1514,2,0.22636685,0.0318120128032535,13.078906,581.13007
1515,1,0.47972074,0.01550313190394,31.036577,2987.4067
1518,1,0.2075906,0.0120248845198517,42.19593,2076.5833
1523,1,0.55482936,0.0146734571022595,16.044662,4187.8467
1533,1,0.31745616,0.0161840368347404,68.23372,1191.9451
1535,2,0.65885615,0.024330218267274,16.701574,835.253
1536,2,0.76043755,0.0243072401638586,32.646084,773.14886
1538,2,1.07923,0.0276352860350571,21.234486,464.88724
1549,1,0.0,0.0025987714582139,26.778605,3053.8494
1551,1,0.39377475,0.0211524139692304,15.486256,1229.1926
1557,2,0.5469602,0.0304972143711277,12.047324,939.27167
1563,1,0.40142262,0.0223049492581211,10.706359,1627.1892
1565,2,0.7484529,0.0249800841204047,11.582193,1055.1176
1568,1,0.19357546,0.0150243827992994,89.55751,1303.206
1581,1,0.5497792,0.0202254734570385,13.36516,2011.1968
1589,1,0.3822409,0.0153782748859073,46.907944,1772.5565
1591,1,0.24864615,0.0133343108434688,29.062435,2054.5532
1594,2,0.0,0.019830101352219,8.753725,1771.487
1610,1,0.0,-0.0019696110903446,6.8361025,4632.0435
1614,1,0.40684476,0.0138392266117486,58.99663,1761.3152
