,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46
100,7.0,0.0,0.0288101510095882,3.2042253,1363.1714,0.0472454492384239,0.1218531377762351,1.7016323e-13,0.0797827964817383,0.1062541482419891,0.0750396925155217,0.4925934,0.0640599617036936
102,7.0,0.38661122,0.0288540594184377,4.5856223,620.90466,0.0742064116235013,0.0696155074054124,6.8533607e-13,0.091735527942856,0.0575074468690567,-0.0046147436004957,0.64351577,0.079667644706907
120,7.0,0.7741576,0.0242266255364599,4.11527,806.2785,0.0537099551184686,0.0945116786221156,2.6502205e-13,0.0237086721211704,0.085680389374346,0.0410098986902523,-0.017098706,0.0148084109187078
121,7.0,1.1735452,0.0300349025620151,3.9845252,900.40717,0.067097791840387,0.0632386052851329,2.8045166e-13,0.0674737280718908,0.0423528868817029,-0.0038756315216564,0.7387637,0.0465977640979043
128,7.0,1.2532092,0.0167855165758799,13.455969,1455.0996,0.024208370736856,0.0993554460810736,1.6374066e-13,0.1195204032966997,0.0908112099457062,0.07532825739039,0.29398885,0.111012773738233
133,7.0,0.0,0.0126088318067758,12.069453,2231.3215,0.0207311671005038,0.0971324663791846,8.9247294e-14,0.0759027734389787,0.0890836412000959,0.0765554566584979,0.32943594,0.0678254927495577
138,7.0,0.6132988,-0.0459905129286669,9.746155,6425.8906,0.0088597283843982,0.0857474900170204,6.174412e-15,0.0128659566721473,0.0861965889437875,0.0769462176334688,0.5694199,0.0133183221415214
151,7.0,1.6293298,0.0233708631240998,13.040528,955.086,0.0221571110087455,0.0867132844549848,5.2378756e-13,0.0815824402052009,0.0741328200768237,0.0646804450116932,0.1433402,0.0689918491649429
154,7.0,0.0,0.0081607881398266,5.594671,8069.873,0.0096583019147792,0.0661055557682401,1.6980458e-15,0.0097911117292313,0.0641224568192129,0.0564833166106561,0.27086848,0.0077997230261354
157,7.0,0.52166134,0.0203392516821942,11.053949,1359.362,0.0229067704350488,0.0855663358134724,1.9391498e-13,0.0383001379385184,0.0731243394562883,0.0627826223576422,0.12151441,0.0257921702024534
158,7.0,1.0079426,0.028027062517509,14.900646,816.5675,0.0259288793504729,0.0960911941844916,8.217757e-13,0.0326840384694305,0.0836472709324937,0.0703375634745445,0.03662835,0.0201475441700066
161,7.0,0.076713026,0.0248751882457297,7.2306657,819.86523,0.0754420552548016,0.0840950790204166,3.8972205e-13,0.0366623526233674,0.069629225042391,0.0087082717025272,0.34297052,0.0221230974316695
165,7.0,0.6393731,0.0277040239239738,7.121661,1396.485,0.0288535398252698,0.124657330154913,2.7564306e-13,0.1043492415472376,0.1126415272613689,0.0961496217931459,0.15121645,0.0922796665346837
