,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
86,6.90681791305542,3.5051581859588623,14.403483390808104,6.800592422485352,9.707684516906738,7.029223442077637,4.943854331970215,2
91,7.084841251373291,3.0785300731658936,1.7449225187301636,16.766769409179688,6.63329553604126,2.477539539337158,3.7521042823791504,2
92,3.960955619812012,4.477304935455322,2.436774730682373,0.0730950385332107,2.1406478881835938,2.9177844524383545,0.6113335490226746,1
93,4.205391883850098,2.90747594833374,3.650517225265503,4.440628528594971,7.267683506011963,3.5743134021759038,4.622641086578369,1
97,6.457553863525391,5.207557201385498,4.100876808166504,4.672120094299316,3.3177270889282227,6.9904303550720215,5.53944730758667,1
98,1.1762586832046509,1.5272835493087769,2.78725528717041,11.370338439941406,14.242473602294922,5.614087104797363,20.67206573486328,2
103,7.826315879821777,3.7784054279327393,5.585066795349121,11.814963340759276,9.055933952331545,4.362545967102051,6.219923496246338,1
106,5.512340545654297,9.640317916870115,11.998406410217283,5.976746559143066,4.596645832061768,6.723860740661621,8.833015441894531,1
109,8.445005416870117,9.587121963500977,8.887864112854004,8.190947532653809,6.1959228515625,8.59351921081543,10.100519180297852,1
110,19.020496368408203,16.458723068237305,15.35281467437744,17.261096954345703,12.694360733032228,11.725784301757812,8.603357315063477,1
115,4.857985019683838,2.923567295074463,1.3555742502212524,4.150330066680908,2.377819061279297,2.977622985839844,8.672806739807129,2
134,3.576186418533325,4.453792095184326,6.380953788757324,5.623734474182129,3.116206169128418,5.27921199798584,8.443225860595703,2
137,7.366940498352051,8.237859725952148,9.477987289428713,8.258633613586426,5.574066638946533,4.520751476287842,3.142708778381348,1
142,14.04289436340332,15.665538787841797,18.1743106842041,7.844264507293701,6.953935623168945,12.818276405334473,14.9208984375,2
144,3.2222647666931152,6.603086471557617,17.58612632751465,15.88700008392334,18.844993591308597,32.61647415161133,12.01430606842041,2
153,2.982509136199951,5.314269542694092,2.292194604873657,1.5177539587020874,3.284684181213379,2.096736192703247,1.0997294187545776,1
156,27.35698127746582,22.260047912597656,25.588891983032227,17.513273239135742,17.437166213989258,21.450035095214844,20.847644805908203,1
162,11.371782302856444,8.343411445617676,6.2177581787109375,8.353376388549805,8.061002731323242,9.434898376464844,14.802051544189451,1
166,13.217275619506836,19.16091728210449,16.77596664428711,23.967300415039062,30.257125854492188,29.487329483032227,25.80697059631348,1
172,1.824628472328186,0.4487622082233429,2.802107334136963,1.4043492078781128,1.7166768312454224,0.6162698268890381,3.4201221466064453,1
173,6.573501110076904,3.4245681762695312,3.7489616870880127,3.775790691375733,5.916896820068359,2.898322820663452,3.987570762634277,1
177,3.977654218673706,3.447350025177002,2.225236415863037,2.9936864376068115,3.8890373706817623,2.806360006332397,4.946238040924072,1
183,0.938596248626709,6.834932327270508,4.13425350189209,3.52894926071167,0.198959931731224,1.493770718574524,3.610619306564331,1
191,3.3104560375213623,1.456361174583435,3.1309680938720703,3.0915396213531494,1.9577348232269287,0.8682408928871155,0.5320728421211243,1
192,4.510665893554688,5.699113368988037,2.408682346343994,7.9687581062316895,2.5550827980041504,2.6167447566986084,3.664552688598633,2
197,0.5089288353919983,4.436916351318359,4.764906883239746,4.110036849975586,4.889115810394287,3.182312488555908,0.4140607118606567,1
198,13.212446212768556,11.931023597717283,7.239937305450439,29.764217376708984,18.23350715637207,24.3663330078125,16.206640243530273,2
203,12.094858169555664,13.362317085266112,11.543895721435549,15.600571632385254,9.093117713928224,29.29207420349121,9.55263900756836,1
204,11.993749618530272,7.542920589447021,9.274459838867188,8.598308563232422,9.586989402770996,8.897906303405762,4.762943267822266,1
209,12.948652267456056,8.293577194213867,6.230180263519287,5.721411228179932,1.8365724086761477,4.868515491485596,6.755931377410889,1
213,5.57282304763794,6.075827121734619,11.884258270263672,8.74731159210205,11.481409072875977,8.830952644348145,8.575704574584961,1
218,2.104188680648804,2.397831916809082,1.5616658926010132,1.2732887268066406,3.095314741134644,0.792582631111145,3.550454378128052,1
221,4.177789688110352,4.275358200073242,6.229701995849609,3.5125529766082764,5.664584636688232,3.7242965698242183,5.6849565505981445,1
224,11.179762840270996,7.434427261352539,11.046675682067873,11.190449714660645,13.29509735107422,8.90345573425293,12.371350288391112,1
225,5.64560079574585,3.1778931617736816,5.308324337005615,5.103728771209717,3.710841655731201,2.902334451675415,7.604968547821045,2
226,5.005410194396973,3.472032308578491,7.647315979003906,9.708349227905272,19.5424747467041,9.11495876312256,14.940671920776367,2
227,17.150785446166992,21.093738555908203,28.168418884277344,17.76231575012207,18.75452423095703,19.513032913208008,30.28721809387207,1
230,4.736091136932373,13.118796348571776,7.9558916091918945,9.745591163635254,2.721055746078491,1.9944859743118288,1.8392488956451416,2
231,14.879060745239258,11.070219039916992,16.368112564086914,15.965508460998535,14.13477611541748,17.311790466308594,20.348953247070312,1
232,2.625418186187744,2.3207640647888184,4.276062965393066,2.743952512741089,4.727338790893555,3.740180492401123,5.008262634277344,2
237,6.910797595977783,11.809247016906738,9.733538627624512,9.752057075500488,10.803418159484863,10.011330604553224,8.245814323425293,1
241,5.868809223175049,9.173885345458984,6.450067043304443,4.928571701049805,5.233427047729492,10.008343696594238,9.770223617553713,1
242,8.5285005569458,8.253355979919434,8.975732803344727,9.737276077270508,6.598204135894775,8.505313873291016,6.765561580657959,1
254,9.530828475952148,16.194475173950195,14.702765464782717,6.313694000244141,9.92552661895752,17.861270904541016,14.378654479980469,1
261,3.3890600204467773,0.4480762779712677,4.701562404632568,2.807626962661743,3.859920263290405,3.582415819168091,2.6755313873291016,1
266,12.842202186584473,9.437188148498535,9.936777114868164,11.13443088531494,8.13676643371582,11.194472312927246,15.547868728637695,1
281,8.425244331359863,6.442531585693359,37.77080154418945,7.713446617126465,14.64876937866211,15.23643684387207,26.46697998046875,2
285,1.4154257774353027,1.1222444772720337,1.2457900047302246,1.6682933568954468,1.5399696826934814,4.120209217071533,2.816103458404541,1
286,7.824504852294922,7.44992208480835,3.6249806880950928,4.26154899597168,7.986728668212891,2.8312911987304688,10.938543319702148,1
290,10.741806983947754,10.251309394836426,6.074602127075195,4.288849353790283,3.229746103286743,4.0348286628723145,1.7180927991867063,2
291,3.953195095062256,0.5010942816734314,6.479193210601807,8.517165184020996,9.460050582885742,3.052089214324951,3.989665269851685,1
301,1.3941333293914795,3.3439056873321533,4.0331573486328125,3.666717529296875,1.2285947799682615,1.6562995910644531,1.5683197975158691,2
302,41.1158561706543,35.291255950927734,18.15157127380371,41.204010009765625,59.47281646728516,58.13037109375,107.12580871582033,2
303,4.263077259063721,7.217040538787842,7.7167463302612305,6.837174415588379,6.23091983795166,5.303025245666504,7.680952548980713,1
305,37.1772689819336,18.789138793945312,2.3035809993743896,1.068104863166809,3.381733655929565,12.401305198669434,18.521120071411133,2
308,11.834890365600586,14.125582695007324,14.920830726623535,16.024023056030273,13.032450675964355,12.2399263381958,12.966822624206545,1
312,1.2073206901550293,4.641595840454102,2.402428388595581,1.9734283685684204,0.0917399749159812,1.5165337324142456,6.17092227935791,1
318,2.564915895462036,2.649371385574341,2.724116563796997,3.5373072624206543,3.273293972015381,6.878003120422363,5.994326114654541,2
319,49.38498306274414,43.530460357666016,51.34899520874024,26.01606559753418,29.223838806152344,48.981971740722656,42.636695861816406,1
320,0.9362559914588928,2.285341739654541,4.524816036224365,2.1280357837677,0.71926349401474,5.501864910125732,1.3158915042877195,2
323,4.314632892608643,4.6154866218566895,3.2706961631774902,3.2496509552001958,4.62241792678833,3.7352349758148193,4.90619707107544,1
325,19.806507110595703,24.744020462036133,6.149707794189453,5.951038837432861,4.187004566192627,13.42287540435791,29.91340446472168,2
326,5.712217330932617,3.7136309146881104,7.47423791885376,3.628142356872559,0.3111423552036285,1.4773682355880735,6.423117160797119,2
327,9.289637565612791,7.216440200805664,4.856118202209473,10.08501434326172,9.764413833618164,6.452712535858154,12.126299858093262,2
330,15.609735488891602,13.15617561340332,8.551358222961426,8.344143867492676,10.65307903289795,7.879607677459717,8.481039047241211,1
331,3.3270087242126465,4.506823539733887,3.5829403400421143,1.687144756317139,4.479554176330566,5.013608932495117,2.732649564743042,1
333,3.252848625183105,1.690368413925171,1.986199259757996,1.9200164079666135,2.6256344318389893,4.963591575622559,8.423738479614258,2
336,12.012738227844238,7.3351969718933105,7.876723766326904,11.436932563781738,8.946280479431152,7.108401775360107,12.683781623840332,1
337,12.270055770874023,8.158251762390137,8.344468116760254,5.873961448669434,5.691579341888428,6.466664791107178,15.62484645843506,1
338,26.98847007751465,8.885261535644531,8.135510444641113,3.845502376556397,5.429999828338623,6.170196056365967,6.360996723175049,2
340,6.196106910705566,7.675424098968506,5.079260349273682,3.741138458251953,1.9430607557296755,1.5967614650726318,4.941051006317139,1
345,1.4426894187927246,5.456453323364258,11.08742618560791,12.475146293640137,5.460806369781494,5.750157833099365,1.9022995233535769,2
349,25.432735443115234,18.229022979736328,10.430269241333008,20.915966033935547,10.313135147094728,22.707504272460938,17.89257049560547,2
350,4.939432621002197,4.636579990386963,5.5204057693481445,2.4772703647613525,5.214938640594482,5.265904426574707,3.4717984199523926,1
352,1.381098985671997,1.1480565071105957,1.4208625555038452,1.1700565814971924,2.095342874526977,0.6397584080696106,1.262865424156189,1
356,28.39750289916992,25.284730911254883,25.27506828308105,26.5960636138916,21.4046573638916,24.18973731994629,21.85851287841797,1
361,0.9366155862808228,6.421525955200195,4.055328845977783,4.008722305297852,1.572811484336853,5.51973819732666,4.960161685943604,1
365,4.427586555480957,7.328312873840332,1.803169846534729,2.55827260017395,4.366445064544678,1.6853575706481934,0.5169176459312439,1
367,8.291733741760254,7.325724124908447,9.456720352172852,9.14404296875,6.3061299324035645,3.922523260116577,3.749321222305298,1
373,8.356976509094238,9.975533485412598,3.737828969955444,7.966433525085449,6.383666038513184,6.265676975250244,5.914671421051025,1
379,6.339676856994629,12.639464378356934,7.057082176208496,2.3263497352600098,1.1502182483673096,2.3516619205474854,1.71272075176239,2
383,1.7469791173934937,1.420119285583496,0.6043672561645508,0.9674185514450072,0.942811906337738,2.845864772796631,3.7165350914001465,1
384,5.491589546203613,7.439429759979248,7.51181173324585,8.406614303588867,5.689020156860352,8.54359245300293,4.957828044891357,1
385,12.40912914276123,6.706615447998047,8.062439918518066,2.2641749382019043,4.603116035461426,3.499391794204712,3.738745450973511,1
398,2.804888963699341,3.0353286266326904,2.602011203765869,5.108194351196289,4.428668022155762,1.3478567600250244,1.6725274324417114,1
399,3.152992010116577,4.4467878341674805,2.652952194213867,1.4118250608444214,1.35971999168396,5.601701259613037,4.805692195892334,2
402,10.232617378234863,12.127285957336426,11.971450805664062,10.231283187866213,9.542463302612305,7.100980758666992,12.95797634124756,1
406,15.443875312805176,17.325462341308594,11.760332107543944,9.07222843170166,8.870731353759766,21.4755916595459,11.624284744262695,2
407,3.227325677871704,4.372542858123779,3.047815561294556,3.4853973388671875,3.938411474227905,2.4306113719940186,4.766408443450928,2
408,4.804642200469971,5.316368579864502,3.204265832901001,3.4197115898132324,6.214703559875488,2.8945634365081787,4.250300884246826,1
412,1.3319512605667114,4.857349395751953,4.442135810852051,5.7737650871276855,23.624412536621094,15.339396476745604,13.314509391784668,2
417,5.606750011444092,6.655514240264893,7.449151992797852,8.934603691101074,5.78201961517334,8.967218399047852,8.18940544128418,1
423,30.61947250366211,38.0447883605957,30.780261993408203,28.445690155029297,25.62545585632324,23.832597732543945,29.22377014160156,1
426,23.360727310180664,19.768320083618164,19.463851928710938,35.85049057006836,26.51212501525879,22.02288055419922,18.79713630676269,2
429,15.172367095947266,9.62964153289795,18.575014114379883,17.04481315612793,24.99037170410156,9.104729652404783,12.961688041687012,2
430,8.885704040527344,9.085421562194824,8.412981033325195,13.942709922790527,11.997057914733888,6.633932590484619,11.126016616821287,1
431,3.480268716812134,1.7253003120422363,2.743922472000122,4.7034406661987305,7.347638130187988,6.392240524291992,7.332908630371094,1
434,3.3003487586975098,5.199989318847656,3.48095965385437,3.657620429992676,4.187695503234863,3.6876981258392334,5.673600196838379,1
443,1.9127163887023928,3.2361536026000977,1.2597757577896118,2.5689690113067627,3.198047876358032,5.431652069091797,2.4922215938568115,1
445,16.54533576965332,16.365703582763672,21.740779876708984,15.586950302124023,12.33260440826416,15.19393539428711,12.052597999572754,1
447,1.1624605655670166,1.4835351705551147,0.1556142419576645,3.9096200466156006,1.1223046779632568,0.8836178183555603,4.1998820304870605,1
450,1.6458698511123655,2.431483030319214,0.5965364575386047,1.308558464050293,3.118494272232056,1.542319655418396,2.443645477294922,2
451,14.264056205749512,12.068707466125488,6.853424549102783,13.72019386291504,15.893540382385254,18.94196891784668,11.645024299621582,1
454,24.91234970092773,30.807252883911133,29.2825927734375,29.64628791809082,39.120208740234375,36.85881423950195,36.91538619995117,1
457,3.851146936416626,6.636302471160889,4.743260383605957,3.0251145362854004,3.161607503890991,11.874982833862305,8.910910606384277,1
459,4.17781925201416,5.468873023986816,2.76869797706604,3.872431516647339,5.080702781677246,5.10181999206543,3.470744371414185,1
464,1.861088514328003,6.88516902923584,9.104321479797363,8.646472930908203,5.629079818725586,7.68364953994751,4.585687160491943,1
477,3.7427823543548575,4.49790620803833,5.461403846740723,9.37894344329834,2.1292080879211426,6.446568965911865,4.646787643432617,2
478,9.706965446472168,9.19450855255127,7.620814800262451,7.131523609161377,9.470477104187012,11.11250114440918,9.247333526611328,1
486,13.512441635131836,14.55947971343994,15.394125938415527,14.770176887512209,8.200386047363281,5.096884727478027,10.098834037780762,1
490,6.321310043334961,5.930177688598633,2.0942981243133545,1.7067712545394895,4.491922855377197,3.5660691261291504,7.636778354644775,1
498,3.0036439895629883,2.790390968322754,5.146751880645752,2.462938070297241,2.49524450302124,4.275640964508057,3.8529052734375,1
499,5.730846405029297,7.4839253425598145,11.275638580322266,11.05111026763916,7.098962783813477,4.595271587371826,2.2469944953918457,1
503,4.87407922744751,7.604593753814697,4.308942317962647,12.667030334472656,9.778550148010254,4.343581676483154,1.745720386505127,2
509,13.717007637023926,8.990829467773438,8.741979598999023,8.347359657287598,6.180572986602783,4.181944370269775,6.219404697418213,1
515,5.661623477935791,6.482136249542236,8.677713394165039,7.240062236785889,6.29939603805542,2.6683473587036133,8.729521751403809,1
516,5.3702826499938965,6.031898498535156,4.8849616050720215,5.980929374694824,3.892491102218628,4.539729595184326,5.303332328796387,1
518,5.447331428527832,4.525949954986572,3.368528127670288,6.315701484680176,3.668913125991821,3.575448036193848,4.014907836914063,1
525,4.309478759765625,0.4494235813617706,2.138283491134644,0.6172730326652527,1.2559778690338137,4.016828536987305,1.917107343673706,1
527,1.7616899013519287,1.0135924816131592,3.985526561737061,3.029623985290528,2.549588441848755,3.414766788482666,3.598973035812378,2
532,5.772861480712891,5.503363609313965,1.07890522480011,3.896961927413941,4.045529365539551,2.1027185916900635,2.256478786468506,1
533,3.7926926612854,41.50361633300781,18.02598190307617,5.592535018920898,7.312887668609619,10.962980270385742,12.751648902893066,1
536,1.739030838012695,2.406133890151977,2.051696300506592,5.750843524932861,1.3438119888305664,1.5315669775009155,1.7814866304397583,1
542,3.4891014099121094,14.727477073669434,14.42987060546875,6.774061679840088,4.68608283996582,7.383999824523926,6.730687141418457,2
544,2.248377561569214,5.507039546966553,3.370735883712769,5.845809459686279,21.36631965637207,12.236273765563965,5.845663547515869,2
548,12.02437973022461,15.084580421447754,6.809393405914307,6.692552089691162,5.924762725830078,4.7700066566467285,18.31265640258789,2
552,3.346238136291504,4.366360187530518,3.313740491867065,4.711682796478272,2.909148931503296,1.0443259477615356,2.5405757427215576,1
559,2.0009827613830566,3.1431121826171875,1.825551986694336,2.833859205245972,4.714549541473389,2.2077112197875977,1.6050251722335815,1
560,2.5869956016540527,4.238132953643799,3.785541296005249,3.2975313663482666,2.657453775405884,4.570363998413086,1.514723777770996,1
561,3.1656389236450195,3.819462537765503,5.347256660461426,3.5769059658050537,0.4475954473018646,6.617992401123047,2.516288995742798,1
562,11.436822891235352,15.926627159118652,23.4892635345459,12.744888305664062,10.785280227661133,13.08799171447754,18.357257843017575,1
565,1.2402994632720947,3.742032289505005,6.995484352111816,15.496655464172363,5.3242597579956055,2.3385612964630127,0.5298004150390625,1
568,22.18292808532715,53.26203918457031,29.932226181030277,24.24565315246582,29.811418533325195,21.19652557373047,47.52335357666016,2
570,21.100366592407227,42.07868957519531,31.233007431030277,33.50602722167969,23.47755622863769,26.53899574279785,24.97631072998047,1
577,5.12743091583252,3.2559902667999268,6.199326038360596,4.595897197723389,3.8601109981536874,8.494223594665527,5.967158794403076,1
593,3.340911865234375,3.995162963867188,2.088230609893799,4.554427623748779,2.127868890762329,4.622608184814453,5.095990180969238,1
595,6.825168609619141,7.622591972351074,10.542119026184082,9.921789169311523,8.831125259399414,10.80100917816162,3.580937147140503,1
597,3.314222574234009,3.0848305225372314,3.9117605686187744,4.453113079071045,2.7658960819244385,4.698151588439941,5.214064598083496,2
598,13.810622215270996,8.73263931274414,12.61446475982666,13.148225784301758,10.628067016601562,7.913774013519287,12.534795761108398,1
600,32.752098083496094,13.263550758361816,27.051633834838867,14.721049308776855,7.840027809143066,11.280251502990724,20.10321044921875,2
606,6.9520111083984375,4.658073425292969,1.2061152458190918,4.360585689544678,1.4852815866470337,1.0328245162963867,2.2947144508361816,1
612,27.58318901062012,20.40886116027832,31.99750328063965,94.91927337646484,30.961694717407227,29.57706451416016,31.576072692871094,2
615,4.282303810119629,3.3858771324157715,2.061638355255127,3.1143176555633545,1.9413751363754272,4.24523401260376,1.179245114326477,1
619,80.06179809570312,67.4302978515625,43.05171203613281,54.31656265258789,49.61167144775391,52.76632690429688,44.20548629760742,1
623,5.226550102233887,3.8982319831848153,6.497056007385254,6.345971584320068,2.6077651977539062,3.556140661239624,2.177616596221924,1
624,6.2074055671691895,0.6751837134361267,3.489818811416626,3.283691883087158,2.500781536102295,4.260570049285889,3.312023878097534,1
630,3.714242458343506,5.515501499176025,4.220025062561035,3.3959200382232666,3.597323179244995,4.405378818511963,0.3697146773338318,1
648,4.20570707321167,4.43491268157959,2.596577882766724,4.633902072906494,1.568604588508606,1.2799279689788818,1.7595778703689575,2
650,6.250893592834473,7.155627250671387,7.627296447753906,6.4656081199646,4.730206489562988,7.779466152191162,4.862074851989746,1
655,3.7582521438598633,15.7824125289917,3.924182415008545,19.835372924804688,29.605377197265625,21.93303108215332,24.955955505371094,2
657,4.7574005126953125,0.8967728614807129,2.4181389808654785,3.935857772827149,3.928082466125488,5.645711421966553,2.228553533554077,2
662,14.814671516418455,5.556714057922363,5.384857177734375,21.84355735778809,3.50984525680542,2.0805492401123047,5.015732288360596,2
664,6.568256378173828,1.0304700136184692,1.389625906944275,4.015264511108398,4.965853214263916,6.222568988800049,3.307468891143799,1
665,2.008531093597412,4.562623500823975,6.874374866485596,6.917055606842041,10.199629783630373,6.0632805824279785,8.475360870361328,2
666,1.6117477416992188,4.207655429840088,6.254889488220215,5.447423458099365,3.2434117794036865,4.055702209472656,13.891401290893556,2
668,2.4122674465179443,5.102519035339356,5.014156341552734,3.0768356323242188,3.641270399093628,5.028595924377441,4.932187557220459,1
669,1.5570353269577026,4.458622932434082,3.141276359558105,1.8179813623428345,3.617522954940796,3.558149576187134,2.0100314617156982,1
674,3.349275588989258,4.621979713439941,2.1439132690429688,1.8241487741470337,3.557206630706787,2.6693921089172363,4.655084133148193,1
677,37.57927322387695,15.765055656433104,4.896607875823975,6.522989749908447,5.805896759033203,1.0420619249343872,5.212073802947998,2
684,26.817136764526367,56.36351776123047,99.32654571533205,27.172273635864254,48.59443283081055,36.85955810546875,16.922237396240234,2
685,7.611534595489502,4.735633850097656,2.041433811187744,3.4009218215942383,2.388162851333618,2.7828290462493896,7.408899784088135,1
688,11.05986785888672,6.281158447265625,7.390934944152832,10.097661972045898,15.001153945922852,12.419031143188477,14.201656341552734,1
689,12.45137882232666,8.561500549316406,15.241294860839844,14.393827438354492,21.10369682312012,57.71858596801758,82.85000610351562,1
699,2.5807485580444336,2.784995555877685,4.190497875213623,3.3632636070251465,1.999998927116394,2.9849655628204346,3.8741989135742183,1
702,6.723208904266357,9.546180725097656,8.351149559020996,6.335270881652832,4.931058883666992,5.733323097229004,3.4719903469085693,1
712,5.508111000061035,3.540707588195801,5.439761638641357,3.227989435195923,1.4254285097122192,6.029500961303711,3.2899537086486816,1
715,4.359641551971436,6.306948661804199,8.729239463806152,6.373687744140625,8.521326065063477,9.787819862365724,12.703454971313477,1
720,11.244976997375488,5.720625400543213,3.643116235733032,1.72223961353302,1.984684944152832,1.5051467418670654,1.84908127784729,2
722,43.7999153137207,40.90738296508789,37.44632339477539,28.04275131225586,5.956153869628906,10.922548294067385,18.48603057861328,2
734,7.125761032104492,4.636569499969482,1.1546465158462524,5.909530162811279,2.6112990379333496,1.958802938461304,3.281128406524658,1
740,1.5887210369110107,0.7630199193954468,4.8085784912109375,0.7990381717681885,5.164909839630127,7.712196350097656,2.3122923374176025,2
745,37.9611930847168,53.70981979370117,27.66451072692871,51.22857666015625,23.808351516723636,20.46913719177246,9.879402160644531,2
746,1.6591631174087524,3.0466175079345703,3.085651159286499,5.487963199615479,2.9293034076690674,2.8819868564605717,1.8333925008773804,2
747,6.128170013427734,3.12689208984375,7.441627979278564,3.7360153198242183,1.723116159439087,4.152082920074463,5.4321064949035645,2
748,2.8975532054901123,3.9957566261291504,3.7820868492126474,3.571472406387329,4.2609076499938965,2.826064348220825,2.6278624534606934,1
750,13.395161628723145,2.907127857208252,1.334960699081421,1.461694598197937,1.6496559381484983,1.992436647415161,1.6440117359161377,2
751,9.790079116821287,4.742706775665283,3.866956233978272,4.518070697784424,3.194183826446533,5.159902572631836,7.4853196144104,2
756,2.231449842453003,2.7218234539031982,4.276008129119873,1.9870007038116453,6.213905811309815,6.045351505279541,4.44575834274292,1
759,5.19457483291626,0.524591863155365,0.2531117796897888,2.60062837600708,2.142087459564209,2.085268020629883,2.4842801094055176,2
760,1.9501017332077024,6.548264026641846,3.6957294940948486,2.910006046295166,1.2580045461654663,0.9711035490036012,0.9305366277694702,1
765,2.970132827758789,3.823131799697876,12.490045547485352,13.660645484924316,24.339881896972656,13.625347137451172,11.905942916870115,2
772,1.4091531038284302,6.3782806396484375,3.12467360496521,1.8440872430801392,1.2668330669403076,0.5303406715393066,0.8210326433181763,1
774,2.2059988975524902,3.9161136150360103,3.5854275226593018,4.932247638702393,1.6560519933700562,3.21950364112854,2.668102264404297,2
775,5.721343040466309,2.156454563140869,8.628375053405762,2.9386229515075684,1.7873297929763794,2.3173723220825195,5.783598899841309,2
784,50.33600234985352,27.742982864379883,33.48186492919922,27.25682640075684,43.053993225097656,26.745153427124023,37.06122970581055,1
786,17.338415145874023,21.72638893127441,12.117751121520996,18.121723175048828,15.844335556030272,12.575987815856934,17.79842185974121,1
788,10.743796348571776,6.369266986846924,4.970122337341309,5.886080741882324,8.210192680358887,5.623558044433594,17.02097511291504,2
789,6.204721450805664,2.648557186126709,0.7135396599769592,3.9983372688293457,1.3825660943984983,1.4510493278503418,2.968746900558472,1
795,4.110199451446533,1.328065037727356,3.809499979019165,4.7811279296875,2.874023199081421,2.1571080684661865,5.182058334350586,1
797,11.539141654968262,9.953755378723145,8.3343505859375,12.720040321350098,8.923880577087402,10.84388542175293,10.34426498413086,1
803,20.17331886291504,28.065675735473636,6.675159454345703,4.665823936462402,1.24464750289917,5.837986946105957,7.636237144470215,2
804,4.554575443267822,0.944832980632782,0.6670193076133728,1.7813612222671509,0.6242800951004028,2.502089023590088,3.981669187545776,1
805,3.626484870910645,1.3462092876434326,3.76266884803772,6.087068557739258,3.24038314819336,1.7860193252563477,2.6101057529449463,1
807,14.3980073928833,17.9864559173584,22.609888076782227,34.894004821777344,17.85011863708496,44.60243225097656,13.308197975158691,2
808,10.282254219055176,5.244716644287109,4.7014689445495605,6.938681602478027,6.424396991729736,5.651670455932617,7.1850666999816895,1
811,4.19710111618042,3.3800759315490723,2.1855921745300293,5.20236873626709,4.350636959075928,2.050424575805664,1.3914271593093872,2
818,2.331349372863769,8.339155197143555,3.7689554691314697,7.537720680236816,3.5518481731414795,2.917686700820923,5.051315784454346,1
828,1.4589195251464844,3.40682053565979,1.6817452907562256,5.097320556640625,5.053605556488037,2.557842493057251,1.8856581449508667,1
829,7.273913860321045,7.965630054473877,3.981712818145752,3.706096887588501,5.580393314361572,7.021544933319092,9.737438201904297,1
834,1.2701953649520874,1.2076470851898191,0.0312518253922462,7.250531196594238,6.374444007873535,12.647860527038574,4.377479076385498,2
836,8.413858413696289,4.594413757324219,7.550716876983643,7.217067241668701,7.556159496307373,5.990477085113525,9.100363731384276,1
837,9.011138916015623,10.927170753479004,14.997526168823242,6.358177661895752,10.064208030700684,7.350782871246338,9.6951904296875,1
838,8.40748119354248,7.459888935089111,6.247302532196045,7.128764152526856,4.650323867797852,6.096474170684815,6.773107528686523,1
846,3.4916040897369385,9.216132164001465,6.500870704650879,4.257817268371582,4.657167911529541,8.835968017578125,5.315569877624512,1
850,7.28199291229248,3.4644269943237305,4.598051071166992,2.714439630508423,2.936875820159912,7.122700214385986,4.768773555755615,1
856,3.829434871673584,1.7461754083633425,0.3154794573783874,0.5599659085273743,4.202389240264893,1.8733080625534055,1.3839960098266602,1
857,9.058182716369627,10.822712898254396,9.715471267700195,9.811675071716309,12.830546379089355,9.382916450500488,6.495924949645996,1
859,2.684410810470581,1.3516076803207395,3.3911750316619877,1.8921250104904173,2.375479221343994,1.5276378393173218,0.3131442070007324,2
