5,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,PLEC_EPeak,Npred,Variability_Index,Frac_Variability,Signif_Peak,Flux_Peak,Time_Peak,Peak_Interval,ASSOC_PROB_BAY,ASSOC_PROB_LR,PL,LP,PLEC,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_0,Sqrt_TS_Band_1,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Sqrt_TS_Band_6,Sqrt_TS_Band_7,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1,HR_01,HR_02,HR_03,HR_04,HR_05,HR_06,HR_07,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_23,HR_24,HR_25,HR_26,HR_27,HR_34,HR_35,HR_36,HR_37,HR_45,HR_46,HR_47,HR_56,HR_57,HR_67
297,8.7685585,1565.0364,1.9213929e-10,2.269022e-12,8.8191715e-14,2.2591462,9.535658e-14,2.2145953,0.057636052,0.8499022,243.23357,9.611024e-14,2.145839,0.10540459,0.6666667,0.85705304,33.825996,454.87787,20.260817,0.3325429,-inf,-inf,-inf,-inf,0.9889879,0.0,1.0,0.0,0.0,7.79124320615665e-09,3.1427700442065998e-09,6.788863360362996e-10,1.3981389657136134e-10,5.173537639957537e-11,1.942841503996262e-12,1.4221327023986041e-12,5.942010769767394e-16,1.2354132473968438e-12,7.363076619769371e-13,4.5220673993567884e-13,3.2756463557229165e-13,3.4460975739669664e-13,4.551809707690861e-14,9.472837688958083e-14,9.55190848986998e-17,0.3789503276348114,1.668516993522644,4.124114036560059,5.387425899505615,6.453423023223877,1.2066142559051514,1.039734125137329,,8.095208947622723e-09,3.965988426557487e-09,2.1122874560575156e-09,1.232770396181193e-13,3.3186389192252364e-09,2.3706636653741953e-09,8.531631401353934e-09,4.886544058280151e-09,5.276784420013428,2.957467555999756,2.156489133834839,,2.7806975841522217,1.6070502996444702,4.188173770904541,2.7820191383361816,1,0.006686572344442845,0.017772031914869698,0.028946647088990533,0.03584794336824548,0.05795026318713689,0.059998733389082064,0.10835010029324184,0.01108677705623774,0.02226438410180601,0.029168362676448945,0.051283562639978325,0.05333355771446475,0.10173723563842277,0.011180366810250263,0.01808743479156174,0.0402196532488877,0.04227177584362761,0.09075282214341104,0.006908465039820829,0.029052350422889842,0.03110611021529558,0.0796532755164691,0.022148330711341802,0.02420284625761636,0.07278486266692703,0.0020556174654500514,0.05071829304984058,0.048667749557861836
298,8.750334,2363.517,1.7823905e-10,2.0286682e-12,3.237686e-14,2.1854582,3.5969312e-14,2.1300397,0.07915048,0.95188975,1039.4379,3.5500262e-14,2.0770402,0.106227145,0.6666667,0.6395803,877.3493,323.6622,60.522034,1.0308502,7.1514554,9.029622e-09,570710016.0,31560000.0,0.9949987,0.81160575,1.0,0.0,0.0,1.7574653754862113e-12,2.3554094230604505e-09,5.355845211774124e-10,1.4018487759503984e-10,3.812726523388932e-11,1.0448978488009075e-11,2.4016867054138524e-12,2.2775448710969705e-17,2.794830737486479e-16,5.558015527852567e-13,3.59809973699346e-13,3.307916278134232e-13,2.561420043081797e-13,2.4656259022329263e-13,1.6134724036432485e-13,3.765793091797168e-18,,0.9861632585525513,2.9276185035705566,5.101858615875244,5.70266056060791,4.290265083312988,2.3308820724487305,,5.471905914489206e-11,1.9686243398777357e-14,2.5753855645294088e-11,6.035189275416242e-12,2.5398108061125413e-09,1.8327965811693048e-09,5.737439856545734e-09,4.958392363363373e-09,,,,,1.4779505729675293,1.563515305519104,3.397869348526001,3.0798001289367676,1,-0.04984345944869884,-0.03918923248896257,-0.029731930625033237,-0.020708682242441177,-0.011893550932420918,-0.0020633856280837387,0.069075629113799,0.010675078878687285,0.020141377182057704,0.029164880973683617,0.037972419163421166,0.04778498832880327,0.11851105874184273,0.009468334097366035,0.018495560454790158,0.027308409982747566,0.03712884919241299,0.10797257757985025,0.009028807501566946,0.017844689900291318,0.02767024252311697,0.09860504943980465,0.008817303009697063,0.01864609336187674,0.08965606147548773,0.009830406552168026,0.0809027140563686,0.07112887676723503
301,8.110159,819.1394,1.8140685e-10,3.2609898e-12,5.080443e-13,2.6504521,5.8408904e-13,2.635523,0.13090491,1.5795828,72.30054,5.7904576e-13,2.5697808,0.22125942,0.6666667,1.1132108,,717.4012,13.06684,0.078214355,-inf,-inf,-inf,-inf,0.9746997,0.94355536,1.0,0.0,0.0,1.0174196596324236e-08,4.225833016846536e-09,1.1959450096910018e-09,1.5555719212745345e-10,2.4592213682117503e-11,1.7556577936242435e-12,1.9950264613992817e-18,4.2790061451818476e-14,1.5887687216178947e-12,9.53978866388705e-13,7.622706177205785e-13,3.511692889604512e-13,1.5674568305638903e-13,3.963385406002308e-14,1.271588695772941e-19,5.998168524774762e-15,0.28521496057510376,1.5245150327682495,5.63861083984375,5.12070894241333,3.442592144012451,1.128851056098938,,,7.404625801399334e-09,4.259845809428953e-09,1.0280513329519181e-08,1.3922512920316876e-08,1.2507528346361596e-08,4.5861452413475945e-09,6.914078198860807e-09,6.215029824119256e-09,2.492166042327881,1.3941333293914795,3.3439056873321533,4.0331573486328125,3.666717529296875,1.2285947799682617,1.6562995910644531,1.5683197975158691,2,0.006498035713949708,0.015686878356207048,0.030180900690219496,0.042925842682184565,0.06059187279731209,0.1426542152210467,0.08437405841730826,0.009189779392272333,0.02368751048959221,0.03643797074473394,0.05411514373897837,0.13628250960283514,0.07791874287317177,0.014500887693994165,0.027257318654033115,0.04494771712658062,0.12725210153126415,0.0687782125366122,0.012761475000881234,0.030466687064665262,0.11295965472234633,0.05433151211194284,0.017712098525305472,0.10034282709861778,0.041598879704020916,0.08277784815613999,0.02390439401883877,-0.058990181211935125
302,216.54633,461.98013,1.3682747e-08,1.5329182e-10,1.1336345e-10,2.34918,1.2720666e-10,2.2374833,0.112106904,21.477722,160.18661,1.2183608e-10,2.2173169,0.11192935,0.6666667,21.229572,,26040.807,14536.506,0.9711829,149.97581,1.0092708e-06,665390016.0,31560000.0,0.9997974,0.99779016,0.0,1.0,0.0,2.871907440749055e-07,2.026211944894385e-07,6.139819674899627e-08,1.1453948900452815e-08,2.137204191399178e-09,1.8211243624222107e-10,5.8966833152429565e-12,1.071970083677115e-22,4.634477177023477e-11,4.8605355851272236e-11,4.081965321311998e-11,2.61404908136198e-11,1.3414821337098815e-11,3.965786466580967e-12,3.5113299529272723e-13,1.1627143155492802e-23,7.664027690887451,52.5068359375,134.84600830078125,132.33790588378906,78.38432312011719,26.16958236694336,3.2745659351348877,,1.3836074685968924e-07,1.3985238922487042e-07,1.1341365535599834e-07,4.765546890439509e-08,1.3617462002457614e-07,2.6439042244419397e-07,2.6719862944446504e-07,5.988554221403319e-07,45.90418243408203,41.1158561706543,35.291255950927734,18.15157127380371,41.204010009765625,59.472816467285156,58.13037109375,107.12580871582031,2,0.0027249468811977135,0.011940957016109676,0.02461680079993773,0.03697000174182197,0.05453469747360727,0.07795947737755024,0.21769843703116248,0.009216310019572037,0.021893322511310553,0.03424850509924086,0.05181745088084966,0.07525051637251251,0.21510109170481137,0.012679570920372552,0.025040098857683907,0.04262149542522344,0.06608003497757504,0.20629374631862576,0.012364453623013645,0.02995811453723315,0.053445244036225976,0.19412194330759075,0.01760018029763837,0.0411079554233407,0.18219479577696576,0.023524795489960747,0.16512411257337709,0.14215150616977867
303,25.096943,1553.1144,7.3994366e-10,6.4561277e-12,2.9296e-13,2.0401638,3.2142743e-13,1.9038954,0.089490466,2.8327928,2657.0503,3.1341425e-13,1.8614079,0.10159296,0.6666667,3.4421377,4097.976,938.4148,14.849766,0.09274889,-inf,-inf,-inf,-inf,0.9995326,0.98420507,0.0,1.0,0.0,8.204828483293625e-11,4.0806971135509684e-09,1.2066093679763412e-09,5.174544681629811e-10,1.7772258664727758e-10,5.6079509092032964e-11,3.0395044120501424e-12,1.165962772181777e-18,1.3488950557113792e-14,1.0294899698351512e-12,8.567402971955407e-13,1.252879202294499e-12,1.2017678518994046e-12,1.3042227887949398e-12,1.9607658053623356e-13,1.5353084799625366e-19,,2.669684886932373,7.188912868499756,14.720626831054688,15.254170417785645,11.83754825592041,2.3849916458129883,,3.755017630169277e-09,2.9048055072422585e-09,4.711378398525312e-09,5.805512959256021e-09,5.445970341355633e-09,4.509959516951767e-09,3.9202276980176975e-09,5.442262196453385e-09,6.366012096405029,4.263077259063721,7.217040538787842,7.7167463302612305,6.837174415588379,6.23091983795166,5.303025245666504,7.680952548980713,1,-0.027890914951107112,-0.019026593094775585,-0.012956669135584962,-0.005397267389264715,0.002636058346825882,0.022377493374402306,0.11150620141060104,0.00886902837554713,0.014939644605044126,0.022497034146707243,0.030524729056387055,0.05023705393510357,0.13896493402999593,0.006071420693539848,0.0136307254666605,0.021661565001269888,0.0413864654588632,0.1302564446309441,0.007559930416849213,0.01559219493823028,0.035323920770898035,0.1242833123601267,0.008033211443480383,0.027771406607736415,0.11683315524404726,0.019742599611508774,0.10890215342003107,0.08935166091702776
305,34.527103,1018.31445,1.8888362e-09,2.6603853e-11,2.7177433e-12,2.627819,3.2656395e-12,2.6598241,0.157711,6.8833356,125.71619,3.1946468e-12,2.5695088,0.24590252,0.6666667,6.4539027,,4502.771,1086.423,1.1002387,37.17727,2.3427782e-07,286670016.0,31560000.0,0.9999697,0.9834958,0.0,1.0,0.0,5.814603909470861e-08,4.355725025106949e-08,1.1892517193246022e-08,1.605270805171699e-09,1.9828298725155236e-10,1.3774890950113416e-11,2.2309894505022304e-18,1.0904535466867843e-13,9.38249825055415e-12,1.0363196412122022e-11,7.738555456160423e-12,3.565634332930445e-12,1.1944106727973525e-12,2.8763558375388687e-13,1.2578240226391464e-19,1.0623123000296116e-14,1.3243776559829712,7.468632221221924,21.672632217407227,22.290000915527344,12.100890159606934,3.91310715675354,,,3.26725491106572e-08,2.3427782025464694e-07,1.0726788701731493e-07,1.1650345577152166e-08,5.836528149671949e-09,1.841047492234793e-08,7.401842339049836e-08,1.0652259874177616e-07,5.439477443695068,37.177268981933594,18.789138793945312,2.3035809993743896,1.068104863166809,3.3817336559295654,12.401305198669434,18.521120071411133,2,0.0022028482524322638,0.011983312807501981,0.02670071040743235,0.041609372110104834,0.059970722692753255,0.15489901767779884,0.09155026933868038,0.009780722740912648,0.024499303145537634,0.03941013615656982,0.05777550695465005,0.1527482900487915,0.08936544353596287,0.01472210812929839,0.029640838761952525,0.048021920739152395,0.14318147881557247,0.07965434336095079,0.014925243645301955,0.033323371697461,0.12873072646014339,0.06500846935412871,0.018407283088198417,0.11402456247775417,0.05013186701728012,0.09581839092391363,0.03175388614428918,-0.06426002272806808
307,12.361202,4377.511,1.7315552e-10,2.1391213e-12,9.958266e-15,1.8008773,1.1281467e-14,1.7363031,0.06608073,1.1847472,32192.818,1.04782185e-14,1.7418649,0.031263255,0.6666667,0.0,72619.41,251.27484,19.010172,0.3274981,-inf,-inf,-inf,-inf,0.98912823,0.93914044,1.0,0.0,0.0,1.095960655561612e-08,1.1569647323517174e-10,1.3910954332896353e-10,1.172247438008256e-10,5.243616998940048e-11,1.195050742391901e-11,8.953245263232379e-12,3.0886619217102007e-12,1.7696951759918478e-12,2.835583567809604e-14,9.779210861232679e-14,2.873039805194322e-13,3.686191163507907e-13,2.9289279877310614e-13,6.294008825409592e-13,5.972018669517243e-13,1.0532647371292114,0.14538779854774475,1.2799785137176514,5.782910346984863,7.967179775238037,5.170285224914551,6.064076900482178,3.3980538845062256,2.0513422072099274e-09,1.3609573468187364e-09,2.449180191987921e-09,1.2969378904159612e-09,1.3709064994316122e-09,1.5615684301195643e-09,4.6816193418750536e-18,4.545236964581534e-10,5.037405014038086,3.1806881427764893,5.816100597381592,3.5098326206207275,3.798144578933716,3.9086601734161377,,1.93573796749115,1,0.03280246133782564,0.031515998241787954,0.032710969333558035,0.03828808450146558,0.048373917324515556,0.05031865956182137,0.05741829921363886,-0.0012877944208897656,-9.159028066686183e-05,0.0054925214597801916,0.01559620378634415,0.017545157838419673,0.02466228834740492,0.0011962042813145437,0.006780267922217901,0.016883659103934613,0.01883252674672212,0.02594925862094787,0.005584108931296379,0.015687771657646007,0.01763671977747872,0.024753822713495625,0.010104547907237265,0.012053797968868048,0.019172363940536803,0.0019494875056590346,0.009069573064184372,0.007120211451121925
308,46.39756,3649.7273,1.9891713e-09,2.2285358e-11,1.5138846e-13,1.9886951,1.5578837e-13,1.9705921,0.018485911,1.1046506,8085.449,1.5619269e-13,1.9428653,0.027281975,0.6666667,1.8436481,13537.304,2940.8235,28.154408,0.14599109,16.024023,2.4558652e-08,381350016.0,31560000.0,0.9999802,0.99804956,1.0,0.0,0.0,1.3941962861974133e-10,1.5567819033890373e-08,4.635724248913675e-09,1.2595359200062717e-09,4.6425230326718747e-10,1.6200586705483744e-10,5.141137168762633e-11,8.78990456809614e-12,2.234496801185957e-14,3.745083236583735e-12,3.186966749529896e-12,3.030011354668294e-12,3.1916409619359154e-12,3.897305655281569e-12,3.534428175480664e-12,1.5717611673987664e-12,,2.1536288261413574,11.208150863647461,20.37676239013672,26.560606002807617,24.536436080932617,16.528579711914062,7.380270004272461,2.4485293792508855e-08,1.785229208906003e-08,2.1064648692004084e-08,2.428734013903977e-08,2.4558652000905568e-08,2.3291311990192298e-08,2.2196305238253444e-08,1.960779449916572e-08,12.415162086486816,11.834890365600586,14.125582695007324,14.920830726623535,16.024023056030273,13.032450675964355,12.2399263381958,12.966822624206543,1,-0.03412011796078913,-0.02513428328761698,-0.015641441577026655,-0.008488464517342535,-0.001051670030460816,0.00693205935163416,0.018972105136120257,0.008993547401918392,0.01848854349445104,0.025639079223573256,0.03306963457151433,0.04104246983734908,0.053057877116632485,0.009496575160185474,0.016649370938069556,0.02408324984903643,0.03206075661849078,0.044085366305129645,0.007153926899591796,0.01459001154693539,0.02257105360797221,0.034603278153188276,0.007436860876212767,0.015419616539576173,0.02745614800443053,0.007983671179223427,0.020023375652293115,0.012041629448520559
309,5.9618673,7445.896,8.8736886e-11,1.0699177e-12,1.90441e-15,1.8334662,1.8682747e-15,1.8415029,-0.0112357,0.0,,1.9847674e-15,1.8004134,0.01494446,0.6666667,0.0,232059.34,131.04642,17.463028,0.0,-inf,-inf,-inf,-inf,0.99589074,0.89751166,1.0,0.0,0.0,3.9653040850851085e-09,3.7985576056137615e-13,3.2935967841929426e-10,4.986293669628772e-11,1.6186631895953596e-11,1.2440901607513322e-11,1.0817103074338007e-15,3.896402731712323e-12,6.394633629037971e-13,9.279675409344898e-17,2.306373408228479e-13,1.2181251287605305e-13,1.1334847177611046e-13,3.039246371933091e-13,7.574782051490223e-17,7.430906476084409e-13,0.2336687445640564,,2.1222426891326904,2.0492780208587646,2.969496965408325,4.634720325469971,,4.1408867835998535,4.53071719030973e-10,2.2665966393814636e-16,7.119900778977326e-14,1.007056771307191e-09,9.93977175856042e-16,1.1419852841143552e-09,3.9562286779926126e-10,1.8743306906543467e-09,1.0597087144851685,,,2.5198464393615723,,3.23079252243042,0.4906344711780548,3.7184293270111084,1,0.06360741443168923,0.01793804221056574,0.03112463238959513,0.038816212253268735,0.040597933176360027,0.09987382167076615,0.04837876529425192,-0.0457215401548419,-0.03254721763678129,-0.024852563129435883,-0.023069053153222253,0.03649827036938052,-0.015275656122342844,0.013193956562486382,0.020892717367147016,0.022676404999660546,0.0820828342090345,0.030467163107348313,0.007700883611796635,0.009485286354250694,0.06896356500463123,0.017280152862642024,0.001784533093827793,0.06129523408951014,0.009580544157290309,0.05951721118903701,0.007796144352568515,-0.051745076798921624
312,12.511329,2873.151,2.5208466e-10,2.823352e-12,3.0870546e-14,1.9899724,3.1801323e-14,1.9743693,0.019424185,0.3102109,5557.6357,3.164857e-14,1.9504815,0.0224474,0.6666667,0.0,11157.738,400.32288,18.11434,0.28900188,-inf,-inf,-inf,-inf,0.99954075,0.9849699,1.0,0.0,0.0,8.987391560133506e-12,8.317450062023113e-10,6.82861267531365e-10,1.7072007696405933e-10,5.024010374388155e-11,1.671231729394318e-11,1.020289755460091e-11,1.9075069215140905e-12,1.4403479748286525e-15,2.0006409994378221e-13,4.693825623319769e-13,4.10642196245134e-13,3.4533850388693277e-13,4.019903713289169e-13,7.013227889055007e-13,3.409118148368917e-13,,0.5115193128585815,4.366862773895264,6.504780292510986,6.113398551940918,5.770262718200684,5.5149407386779785,3.215769052505493,2.341925764426378e-09,1.0409629824792432e-09,3.4102678458935998e-09,1.4381120738704567e-09,1.8970005566387727e-09,1.2777000291119833e-10,1.5791639107476385e-09,3.892258959581341e-09,3.3138389587402344,1.2073206901550293,4.641595840454102,2.402428388595581,1.9734283685684204,0.09173997491598129,1.5165337324142456,6.17092227935791,1,-0.03147008871552568,-0.03005799376928312,-0.020241088913013457,-0.011732967195500687,-0.004197596429740097,-0.0008555041758871023,0.010336883312863433,0.0014134319507199602,0.011236157109462757,0.019744411897679094,0.027276095423405897,0.030615408791931014,0.04179337653288168,0.009822881161256878,0.01833149153090736,0.025863660591929544,0.02920324054711014,0.04038233005094713,0.008510142774574193,0.01604485571715192,0.01938592043023993,0.030571575741986875,0.007535741903017727,0.01087757220435879,0.022067174150445897,0.0033421042555541623,0.014533849117953036,0.011192288512580518
315,6.3017282,4497.4937,1.1122142e-10,1.2745497e-12,5.7823704e-15,1.922011,6.937816e-15,1.8058271,0.13087691,1.1017721,9443.579,6.8705125e-15,1.7485824,0.18674767,0.6666667,0.7256907,11755.843,149.46526,16.908335,0.0,-inf,-inf,-inf,-inf,0.99692,0.9304197,1.0,0.0,0.0,4.9190262730062703e-14,1.995479736310868e-12,2.266203891210239e-10,3.996280042994904e-11,4.7595892505025716e-11,4.659106433990701e-12,4.421930703546462e-12,3.423455180500074e-16,7.904723222013944e-18,4.832196967934879e-16,1.570313567763118e-13,9.677278238733739e-14,3.2980473278591826e-13,1.1282358917561949e-13,3.064074601683009e-13,6.29186859655682e-17,,,1.437101125717163,1.6096566915512085,5.874504566192627,2.6343905925750732,3.2804133892059326,,1.7111826400295627e-09,5.94866877978717e-10,2.7895699084012904e-09,1.1272585087596099e-09,5.466688768329675e-10,1.40503711096307e-12,1.3002335319534097e-10,1.8565268211645503e-09,2.8990020751953125,1.0681641101837158,4.7092061042785645,2.4475996494293213,1.5502334833145142,,0.21995538473129272,3.5542471408843994,1,-0.023872442221139007,-0.056092961995028,-0.044045191487236936,-0.04524628501103301,-0.029500270909123497,-0.029151714334135704,0.030330316508015,-0.0322637233513135,-0.020193982557996256,-0.021396954481857536,-0.00563179484296799,-0.005282948636432423,0.05416354114442807,0.012077609755438548,0.010874275876002376,0.02663676848031946,0.026985374306985596,0.08627649481059921,-0.0012034919403635536,0.014563844037225371,0.014912624856643188,0.07427628196861326,0.01576705962094147,0.01611582756264236,0.07547302730663376,0.0003488565858851686,0.05977710170273444,0.05942948443766247
318,14.940613,503.13306,2.0018374e-10,3.9834798e-12,2.3444833e-12,2.7253609,2.7189535e-12,2.6854253,0.14062685,2.8763332,43.983692,2.6492595e-12,2.617745,0.19803242,0.6666667,2.5463073,,1333.8281,37.01697,0.34870806,6.878003,1.8509061e-08,444470016.0,31560000.0,0.999269,0.9599597,0.0,1.0,0.0,1.6398338686940406e-08,9.883827090106934e-09,1.4021026562005545e-09,2.1167095853869e-10,1.5932170513432986e-11,1.9508643832322203e-12,2.897096284300104e-18,9.541601819437569e-17,2.613127162570672e-12,2.287665066061373e-12,8.879507372439033e-13,4.616306252189228e-13,9.442898801217611e-14,4.0333455840610086e-14,1.621674924707081e-19,9.267250163927616e-18,1.144027829170227,6.842285633087158,9.753029823303223,8.538280487060547,3.271643877029419,1.395716905593872,,,1.1834304203262036e-08,5.595600427454883e-09,5.438016703607218e-09,5.942518033208444e-09,8.706757981258306e-09,8.484946079079236e-09,1.8509060950577805e-08,1.3781248142663571e-08,4.185014247894287,2.564915895462036,2.649371385574341,2.724116563796997,3.5373072624206543,3.273293972015381,6.878003120422363,5.994326114654541,2,0.0037813434094438195,0.018103448092368527,0.03158222567945096,0.04943436070405927,0.0634510799600928,0.14410175292742636,0.12446887761430316,0.014323085174792615,0.02780420273800955,0.04566155273077102,0.059684056565620466,0.14039691154429504,0.12074436369516175,0.013486488448864726,0.03135897677550443,0.045399781840421795,0.1263278612033576,0.10660564571472281,0.01788005020177872,0.03193284535013194,0.11303395087146628,0.09325323077509642,0.014060823328385442,0.09534660117696596,0.07549906563518768,0.08139490006086703,0.06150353316747503,-0.01999144554788336
319,155.20131,776.33264,8.7521475e-09,8.251718e-11,1.52461e-11,2.0751011,1.6273611e-11,1.9909561,0.05819196,9.466281,839.0656,1.5727383e-11,1.9875683,0.04311852,0.6666667,9.716074,1010.5959,12775.14,1002.4609,0.37257105,68.162674,1.6606518e-07,633830016.0,31560000.0,1.0,0.98634654,0.0,1.0,0.0,6.438232702521418e-08,5.774606037789454e-08,2.1777593062211054e-08,6.375509897793563e-09,1.9466435130510717e-09,4.2322351179180373e-10,8.438452020476106e-11,3.3875181305875746e-12,1.0432985204922307e-11,1.4131071313094878e-11,1.5039674367001155e-11,1.519359117685415e-11,1.302790774565521e-11,9.826902312715102e-12,5.477338201054227e-12,4.688614405577718e-13,3.4311702251434326,27.48226547241211,74.99040985107422,95.58059692382812,78.66738891601562,45.188560485839844,22.047710418701172,2.6394312381744385,5.947110182091819e-08,9.544933732286154e-08,8.392519390554298e-08,1.0171052622354182e-07,4.511368700832463e-08,5.406718628364615e-08,1.0758303403690661e-07,8.013195440526033e-08,35.3862419128418,49.38498306274414,43.530460357666016,51.348995208740234,26.01606559753418,29.223838806152344,48.981971740722656,42.636695861816406,1,0.0008319610487073052,0.00822854702630064,0.017391540477087325,0.02608150385961404,0.03703557832553794,0.04834635900238295,0.07012459070749263,0.0073966366137147,0.01655981903379685,0.025250090707456374,0.03620473282279983,0.0475163091683257,0.0692966724909675,0.009164304927967949,0.017856789130274515,0.028815812889338936,0.040133778007231814,0.06193177977304327,0.008693906917231098,0.019656698841387914,0.03098086778603706,0.05279744065101622,0.010964665714367015,0.022292965362673767,0.044123787259639634,0.011331069357259107,0.03317517177888339,0.02185231692984797
320,6.812342,914.672,1.9735891e-10,2.8893216e-12,3.688068e-13,2.4949648,4.423198e-13,2.4670434,0.15800713,1.9652668,208.64755,4.3675144e-13,2.3928857,0.24511173,0.6666667,1.5882945,,645.18146,26.671267,0.52293426,-inf,-inf,-inf,-inf,0.0,0.80259,1.0,0.0,0.0,6.725817236485909e-09,4.902011685459229e-09,1.1688525702879815e-09,2.0578116988190231e-10,1.166422080450813e-11,4.039778060682675e-12,2.374894566248254e-16,2.530850735717859e-17,1.0566517279209098e-12,1.1228520283707022e-12,7.579589625210381e-13,4.713611770866544e-13,7.563829391380589e-14,9.253493425068898e-14,1.5400339456671412e-17,3.736068356485075e-18,0.23493975400924683,1.2010170221328735,5.186771869659424,5.891049861907959,1.3652753829956055,1.863004446029663,,,2.2311570369026867e-09,2.5016286819834477e-09,5.479358744509e-09,1.2951144157113958e-08,6.336313695953777e-09,1.4535015413486008e-09,1.7787920469913843e-08,3.311359408897374e-09,1.2748019695281982,0.9362559914588928,2.285341739654541,4.524816036224365,2.1280357837677,0.71926349401474,5.501864910125732,1.3158915042877197,2,0.002334694022975316,0.012781139608411816,0.025148530293330435,0.04491999304708609,0.05202258125433412,0.1126484814339623,0.1255025382193246,0.0104467573171998,0.022815175843404124,0.0425897656018973,0.04969392289668608,0.1103428075402728,0.12320394418722028,0.012371367174829208,0.032157315876709426,0.039267550949733686,0.10001133574326952,0.11290250161434735,0.019793823277844017,0.026909256110985103,0.08774853781220905,0.10067174854011146,0.007119224796105961,0.06807294901340154,0.08103941077806302,0.060983278337752994,0.07396285794922244,0.013038389234205042
322,5.5944524,3221.823,8.9690026e-11,1.000015e-12,8.700464e-15,2.013326,1.1541854e-14,1.7441348,0.26934102,1.8215736,5180.653,1.17567e-14,1.5884726,0.51418066,0.6666667,1.9597765,6118.673,165.08736,15.14904,0.0,-inf,-inf,-inf,-inf,0.98774326,0.0,1.0,0.0,0.0,9.90997475053268e-12,2.833755174957986e-10,8.856372579746363e-11,5.02803285118425e-11,2.9639110610268915e-11,8.457238381831544e-12,2.656766484666396e-17,7.460077511517536e-16,1.5867313617401934e-15,6.80050295047939e-14,6.070908072043288e-14,1.2066374646419603e-13,2.0317157244792439e-13,2.0295851316850383e-13,1.8211727421801834e-18,1.3206590959476269e-16,,0.22270186245441437,0.7120906710624695,2.4562621116638184,4.716314792633057,4.0900444984436035,,,3.5288541836916987e-13,9.230130548765203e-10,5.901225619275863e-10,1.9355530511688812e-09,2.341325133770056e-09,1.1698163548956586e-09,1.8947937294698514e-13,4.373345297015163e-10,,2.1658935546875,0.7966703772544861,1.987983226776123,4.277961730957031,1.9622656106948853,,1.280524492263794,1,-0.02314931840706463,-0.01499966352565292,-0.011079658703247428,-0.007447171769719717,0.001068447193911333,0.07966820499578424,0.06020499580285886,0.008152485685214803,0.012072756203370547,0.015704854106301347,0.024217166617831964,0.10262824975032112,0.08323830460044596,0.003920656400811408,0.0075533355018099334,0.0160678532105506,0.0945548757976782,0.07513680668362548,0.003632786682463887,0.012147962089216062,0.09066783151959597,0.07123713571732843,0.008515551206158377,0.08706372161506544,0.06762184884700488,0.07860644888263763,0.059140352862936646,-0.01955701291802485
323,17.96409,2050.6216,3.773251e-10,3.2716796e-12,8.627972e-14,2.0050452,9.505695e-14,1.8642792,0.10171482,2.2163105,3996.0513,9.335194e-14,1.8044925,0.13491113,0.6666667,2.4419124,5653.216,546.97894,12.780651,0.0,-inf,-inf,-inf,-inf,0.9990996,0.0,0.0,1.0,0.0,9.55907530908462e-09,1.002825822382647e-09,5.921358403604415e-10,2.439026480782758e-10,9.611723222890944e-11,2.9775945598053966e-11,2.236707997635423e-12,7.206552179336525e-18,1.5823417879798352e-12,2.5681591727354236e-13,4.2661496080578787e-13,5.960506068748705e-13,6.549413246979829e-13,6.949725083610359e-13,1.444340794968385e-13,9.397758171482864e-19,0.6316125988960266,0.6694705486297607,4.225931644439697,10.052111625671387,12.009100914001465,8.899129867553711,1.6876451969146729,,1.7444378164199748e-09,1.4791587954476881e-09,1.7637493687772121e-09,1.1676009048500191e-09,1.062938848050976e-09,1.971635299469199e-09,1.650650394147135e-09,1.6531006563624828e-09,3.835597038269043,4.314632892608643,4.6154866218566895,3.2706961631774902,3.2496509552001953,4.62241792678833,3.7352349758148193,4.9061970710754395,1,0.016491535275283246,0.02026695832698076,0.026558041030776906,0.033076509319085234,0.04115664282085128,0.058535954501318745,0.13511324784278367,0.003776685345545647,0.01007091664447419,0.016594025793152806,0.024681860018109417,0.04208504593079246,0.11888661869070657,0.006294470707128476,0.012818143765984155,0.020907123543026995,0.03831445035970528,0.11516164061668749,0.006524199453648572,0.014614576103543197,0.03202770374780146,0.10894614296108959,0.00809114812799909,0.025508834495912073,0.10249479541064421,0.01742128204663468,0.09448200126033558,0.07718777009743527
