,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_0,Sqrt_TS_Band_1,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Sqrt_TS_Band_6,Sqrt_TS_Band_7,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1,HR_01,HR_02,HR_03,HR_04,HR_05,HR_06,HR_07,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_23,HR_24,HR_25,HR_26,HR_27,HR_34,HR_35,HR_36,HR_37,HR_45,HR_46,HR_47,HR_56,HR_57,HR_67
1277,5.020288185164645e-08,2.021341316549297e-08,5.520177204232368e-09,1.8573588222992041e-09,3.3550109912461323e-10,9.288076557867342e-11,1.3630418842225378e-11,5.813388832820454e-12,1.2258493699290884e-11,1.3944562518575232e-11,1.3160179543336703e-11,1.2454425511732035e-11,7.812187528821735e-12,6.057644837131893e-12,1.924279745962876e-12,0.5975756049156189,12.803857803344728,51.84043502807617,70.95834350585938,65.94527435302734,35.90556716918945,21.266748428344727,7.092480182647705,4.136516196240336e-08,5.921533841046767e-08,1.0924443216708825e-07,5.323036944560045e-08,5.4814112360190854e-08,5.9431780385921236e-08,3.4211211641377304e-08,5.3173049963106684e-08,23.91043472290039,27.72237014770508,44.24855422973633,24.090206146240234,25.947925567626957,27.36002922058105,16.34345054626465,23.73566055297852,1,-0.0025461756666113,0.0043429123612927,0.0140094931991925,0.0219781947361665,0.0342406344239786,0.0432434164370615,0.0563868910541038,0.0068890118504664,0.0165550783357186,0.0245229980873534,0.0367836031978443,0.0457845509803642,0.0589246068601132,0.009667169007808,0.0176369658122126,0.0299021686369985,0.0389078110548102,0.0520567265171502,0.0079711558827305,0.0202408506380784,0.0292516444207824,0.0424109004206278,0.0122716747038606,0.0212854516544154,0.0344513913095479,0.0090161320376219,0.0221890976295567,0.0131756015005841
1323,5.0510756466337625e-08,2.1785721671108152e-08,7.538713653332252e-09,2.931112463855356e-09,7.871829854622091e-10,3.0675401108126716e-10,4.990997892750926e-11,9.927411323551459e-12,1.2533988603957711e-11,1.5358424601541465e-11,1.833578601451169e-11,2.0175451587167714e-11,1.876949116963456e-11,2.062226084342811e-11,7.80630421415296e-12,0.3555219173431396,9.05706787109375,43.21770858764648,71.60344696044922,78.63895416259766,55.57999420166016,42.1279296875,15.658721923828123,4.4004107024875345e-08,9.12841073841264e-08,5.979362782682074e-08,3.648433732905687e-08,1.228978732115138e-07,1.4548253091106744e-07,7.826661629906084e-08,1.0252737325799901e-07,27.28684425354004,44.50576400756836,31.39797019958496,21.82507705688477,52.20124816894531,58.88711166381836,38.00265121459961,48.61152648925781,1,0.0014390626641686,0.0078109576099444,0.0157367597182138,0.0226864280280867,0.0321963962060951,0.0389004359579562,0.0515592090636202,0.006371966569595,0.0142980208496471,0.0212480590533722,0.0307587586761638,0.0374634705050482,0.0501238654365249,0.0079267764609978,0.0148781068592599,0.0243915727031519,0.031098927746518,0.0437658771451699,0.0069521503030783,0.0164679802692316,0.0231778649594808,0.0358515383832139,0.0095169195380384,0.0162283296245395,0.0289065929120791,0.0067124467816669,0.0193950089743468,0.0126842135246336
1410,1.26140236034189e-07,4.693091426588581e-08,1.210666589201992e-08,3.3762630469169604e-09,6.001592556259537e-10,1.0655247517643571e-10,2.930296413503064e-12,2.4212673532808534e-11,3.0723999733250906e-11,3.2136682204253475e-11,2.8579978661458227e-11,2.2281494357900836e-11,1.3742151513951306e-11,6.7860131576502606e-12,3.809950130991696e-13,9.82745361328125,58.97924041748047,132.47171020507812,153.81680297851562,118.50992584228516,60.6191520690918,26.163667678833008,2.9755401611328125,3.131243317966437e-07,5.158954650141823e-07,4.203239996058983e-07,1.9092996694780598e-07,1.5281412402146088e-07,8.126531270136185e-08,8.262726680641208e-08,9.10590074454376e-08,97.1290054321289,153.8369598388672,137.69703674316406,75.96674346923828,64.84317779541016,39.105918884277344,39.61466598510742,44.263519287109375,1,0.0013199788012574,0.0089084236742555,0.0191221180010428,0.0285574844255179,0.0410352079998112,0.0532049896991656,0.077541860226192,0.0075885341060424,0.0178025885511915,0.0272385323882038,0.039717380514485,0.051888655010053,0.0762296838083917,0.010215434504896,0.0196540607869825,0.0321385328560801,0.0443175713389723,0.0686808796376245,0.0094405217006664,0.0219302982671769,0.0341175826568911,0.0585064935827778,0.0124923629035847,0.0246850116968277,0.0490930875566238,0.0121964098504514,0.0366231852374512,0.0244376910040958
1440,5.176350459379364e-09,3.082263333453738e-09,1.3174760171708042e-09,6.845933264720826e-10,2.426561729329535e-10,8.701090542517774e-11,2.3255168624114475e-11,2.443560761719588e-12,1.3257282641468417e-12,2.2456893115918586e-12,3.279884393594945e-12,4.821251904651991e-12,5.872884210195162e-12,5.925369570003447e-12,3.702142759021143e-12,0.862580418586731,3.377222776412964,19.74073982238769,36.053619384765625,45.71513748168945,36.51744842529297,24.157793045043945,13.243491172790527,7.412402247553018e-09,7.906693966219791e-09,6.04130478976117e-09,6.257210749538444e-09,6.162881316384983e-09,7.723314432439565e-09,3.4987983621448393e-09,3.277760729503143e-09,15.066959381103516,18.864421844482425,15.393266677856444,16.473072052001953,15.126526832580566,16.62447166442871,10.44264030456543,9.033589363098145,1,0.0078044842980204,0.0116103677143141,0.0177871194857261,0.0224922164202671,0.0298550599401356,0.037027524784775,0.0461007684114862,0.0038062283098026,0.009984021162482,0.0146903108616171,0.0220557146974495,0.0292314878236137,0.0383100677970841,0.0061780276267737,0.0108846911658061,0.0182510185439663,0.0254280886866054,0.0345088714627191,0.00470698006425,0.0120743523643768,0.0192530856316825,0.0283368851680875,0.0073677910392166,0.0145474239115803,0.0236330573082836,0.0071804024849881,0.0162680989262168,0.0090887581126783
1533,1.697069507144988e-08,6.350595160853345e-09,2.0281412105305208e-09,6.860235712835561e-10,1.5237650030641703e-10,3.0761237307386224e-11,1.4301029978291968e-12,1.774872241365466e-12,4.199772907914623e-12,4.432899360085063e-12,4.86554763493019e-12,4.615349335351793e-12,3.545781073269194e-12,1.9967441328844204e-12,1.958503482004173e-13,0.8111316561698914,9.145722389221191,25.893449783325195,39.59595489501953,39.29500198364258,25.235389709472656,12.741838455200195,3.3125929832458496,1.814841255054489e-08,2.7826619231063887e-08,2.2186060988360623e-08,2.1498289370924798e-08,1.5138455822238942e-08,3.07441005986675e-08,2.15980850981623e-08,2.8301416321596665e-08,13.775644302368164,20.69865608215332,17.87799072265625,17.358686447143555,14.605805397033691,21.77088928222656,16.808759689331055,22.92036819458008,1,-0.0033126242205055,0.0040066184435678,0.012373137572435,0.020189346135278,0.030835556977868,0.0419068591094198,0.0624458039236309,0.0073191455212904,0.0156851188982637,0.0235003986557719,0.0341446934335909,0.0452132067567638,0.0657448282029942,0.0083669339149406,0.0161840368347404,0.0268322535602516,0.0379066053666408,0.0584538104194101,0.0078181615830537,0.0184694661086477,0.0295490432872005,0.0501113849389656,0.0106528427670114,0.0217359031149879,0.0423097994427915,0.0110856272156273,0.0316712315218806,0.0205928343570304
1568,1.6369243738267872e-08,8.797765183032881e-09,3.192533792883978e-09,1.1285579137876312e-09,2.687064182271825e-10,5.0224220615735504e-11,1.977343852890834e-12,4.16880679282583e-12,4.167682692013397e-12,6.290175845469204e-12,7.748365317417072e-12,7.622806899587609e-12,6.2233178679815815e-12,3.2124077703477028e-12,2.511909679824703e-13,1.2831532955169678,8.440309524536133,33.26764297485352,52.612342834472656,52.0108528137207,34.341819763183594,16.27334213256836,1.9502156972885127,2.2301803070945425e-08,2.9445384797099905e-08,4.020299115836679e-08,3.6664815183939936e-08,2.936634402317395e-08,3.05877101425267e-08,2.437509749597666e-08,2.432669710117352e-08,20.7673282623291,25.0219669342041,33.07802963256836,30.17539978027344,28.068443298339844,27.45963859558105,20.74216079711914,22.502685546875,1,0.0032564917907347,0.0078897553194734,0.0153620855638465,0.0229114222284725,0.0331417436219115,0.044829358915583,0.0665919085314472,0.0046333825738823,0.0121061994039631,0.0196563970183924,0.0298884775695085,0.041578937085823,0.0633491543851551,0.0074732360237185,0.0150243827992994,0.0252585929255813,0.0369526734859683,0.0587330111756932,0.0075519947192782,0.0177887147606151,0.029487580636062,0.0512822842621792,0.0102380954299429,0.0219404718416264,0.0437472321258212,0.0117050056912456,0.033524151772475,0.0218277112835907
1589,6.572395072623749e-09,2.9754152475192086e-09,9.667147082836891e-10,3.5128272513063047e-10,9.679972101661603e-11,1.758682088848218e-11,1.3308294353683858e-12,3.5787540465792578e-12,1.6405280996514837e-12,2.098358596255845e-12,2.338990980066402e-12,2.387242747231566e-12,2.27136343587675e-12,1.152765925251098e-12,1.873094913765541e-13,0.577961266040802,2.1310513019561768,13.294111251831056,25.43461036682129,29.50893211364746,21.30537986755371,8.713150024414062,3.039416790008545,9.101992048954344e-09,8.923698224805321e-09,7.394029832852311e-09,9.659801847305973e-09,6.97620716749725e-09,6.837285404515114e-09,3.545811866345616e-09,9.069293760433084e-09,10.608444213867188,11.39339828491211,10.70453643798828,12.128044128417969,10.01697826385498,8.551078796386719,6.684133052825928,11.319906234741213,1,0.0089798635998517,0.014806092811655,0.0229546500615147,0.0301774965180386,0.0392210247902881,0.050931068650852,0.0681216451915747,0.0058270039509839,0.0139776676730803,0.0212033788176253,0.0302518158634316,0.041970400383574,0.0591779821293387,0.0081513276308159,0.0153782748859073,0.024429118215126,0.0361522378849432,0.0533693815601131,0.0072278532907653,0.0162810326222057,0.0280091642393218,0.0452377337600821,0.0090542448070389,0.0207855188964155,0.0380223126896422,0.0117334822976158,0.0289780439604335,0.017250427038577
1614,7.287772607611487e-09,3.5104799067653403e-09,1.2393610582250856e-09,5.171986172669563e-10,1.9746848600732392e-10,5.6765654676826927e-11,1.1863329762995534e-11,7.194842052866969e-13,1.8180759632155372e-12,2.4928698428433597e-12,3.0349544492130898e-12,3.592158471718565e-12,4.747268550486794e-12,3.857000656359855e-12,1.928217351412909e-12,0.109753131866455,2.962921380996704,17.471660614013672,30.620397567749023,33.49788284301758,28.06930351257324,17.337148666381836,8.326763153076172,4.946433485031321e-09,2.97899327428297e-09,8.464562384347118e-09,1.254444903509011e-08,1.0503849345866456e-08,9.64514068613198e-09,1.7528307694192335e-08,2.0610228190776073e-08,7.170899868011475,5.19885778427124,12.881329536437988,15.671595573425291,13.687542915344238,11.889190673828123,18.75360679626465,23.027482986450195,1,-0.0037045250504302,0.0016769102552273,0.0092484722472704,0.0155157767901557,0.0223296244142718,0.0310129799126765,0.0417010623808594,0.0053814018755493,0.012952553527711,0.0192191971483521,0.026031996080987,0.0347135167840597,0.0453985741401482,0.0075716794201437,0.0138392266117486,0.0206534875242621,0.0293375953879673,0.0400269511678651,0.0062682040128047,0.0130838541779914,0.0217707520109311,0.0324651109892438,0.0068162091779555,0.0155046638190518,0.0262022390780881,0.0086893729603754,0.0193894928624426,0.0107019229891817
1629,6.252353745850314e-09,2.153022871098642e-09,6.081609660313346e-10,2.1567031494029718e-10,5.150221221716933e-11,8.726708591866306e-12,1.6337123711143708e-12,1.7801357176522314e-12,1.528647759589663e-12,1.4890224470098799e-12,1.4540620226974332e-12,1.4525205040485933e-12,1.2045670450683277e-12,5.7266311918186e-13,2.3578057908868466e-13,0.7962288856506348,3.5561153888702397,10.525108337402344,15.826791763305664,17.191518783569336,12.139164924621582,5.074851512908936,2.8106188774108887,1.1787703257937212e-08,6.806640584500201e-09,9.08517616693416e-09,9.816304213927653e-09,7.76138797675685e-09,1.8209495022958318e-09,7.711277838495791e-09,6.828042131701295e-09,10.300970077514648,7.020442008972168,7.965579032897949,8.491621017456055,7.610336780548096,1.82247006893158,6.793057441711426,6.163133144378662,1,0.004190193762038,0.0120069786676661,0.0211187273586041,0.0284662722248238,0.0384369099322692,0.0505158193619164,0.0616412214439514,0.0078171782001137,0.0169300317614814,0.024278974439344,0.0342522327697698,0.0463354334707145,0.0574658704646822,0.0091140597622924,0.0164649211671611,0.0264421346047541,0.0385322121133318,0.0496710055208483,0.0073519646574146,0.0173322518318723,0.0294284871908991,0.0405753143864857,0.0099815590856328,0.0220812999816712,0.033233263486652,0.0121024083370352,0.0232594200107801,0.0111601532010551
1713,1.0444047848778835e-09,1.7768897464520703e-10,1.0479818401964991e-10,9.55206053143698e-11,4.1954530127785716e-11,1.549581817028578e-11,3.221689408305917e-12,2.277427595467896e-12,2.986035897711848e-13,1.4356633828808973e-13,2.773799798790749e-13,7.016852376917626e-13,1.0244536339035217e-12,1.0342037556204664e-12,4.239674746258498e-13,0.793073296546936,0.7687217593193054,1.3161064386367798,3.862156391143799,9.819380760192873,9.879258155822754,7.622980117797852,3.8904292583465576,5.455028095902037e-10,9.950871238117998e-10,1.2163865470427027e-09,5.56827250974834e-10,5.131220448539864e-10,3.5267966325136513e-10,2.6858457125022994e-10,4.648850748800726e-10,4.8429765701293945,8.874739646911621,9.06997776031494,4.12327241897583,5.141417980194092,4.188515663146973,2.784019947052002,5.065334320068359,1,0.0185694056498841,0.0311538378725778,0.0348431442427297,0.0354879350675764,0.0411735575312976,0.0479674354492485,0.0584875571201637,0.0125917166346864,0.0162842747869905,0.0169296859090723,0.0226214475274329,0.0294242387564187,0.0399615528806093,0.0036933154554612,0.0043388942129863,0.0100325886039489,0.0168387609108818,0.0273836152580481,0.0006455891030292,0.0063395080495414,0.0131462630327708,0.0236926959948948,0.0056939422502082,0.0125007800249137,0.023047459419959,0.0068073223111911,0.017355794786372,0.0105497188874282
1720,1.1208765471337756e-08,5.9883822345341295e-09,2.401011833796929e-09,1.2684007177909962e-09,4.769035166773961e-10,2.491767625567576e-10,6.128655222203959e-11,1.999445314176951e-12,2.8355868000873308e-12,4.3296672670722894e-12,5.974460509650115e-12,8.990783811890779e-12,1.1672801614182047e-11,1.731773231761213e-11,1.0808449621424464e-11,0.6425157785415649,5.740151405334473,25.40066146850586,44.585079193115234,56.07979202270508,46.277862548828125,37.97676467895508,19.420543670654297,6.8338250613919635e-09,9.274524259694772e-09,1.1377731645723088e-08,1.1322264903412817e-08,1.2867719334508363e-08,1.7200493473978895e-08,1.7734812729486293e-08,2.3798762072146932e-08,14.598590850830078,16.946870803833008,19.1721134185791,18.267770767211918,20.10511016845703,24.674116134643555,24.904645919799805,31.613893508911133,1,0.0006291822247573,0.0052805895882884,0.0119848969027016,0.0166127116426788,0.023623148770307,0.0282205000265638,0.0380075138015982,0.0046514228176652,0.011355800308447,0.0159836964862761,0.0229943083160545,0.0275918077174466,0.0373792254506338,0.006704731638922,0.0113331162510177,0.0183448475945017,0.0229433294733919,0.0327334938936742,0.0046287363289543,0.0116415478342992,0.0162410961838951,0.0260344760227767,0.0070131894156529,0.0116132328884555,0.0214083195402973,0.0046004181575488,0.0143972917426651,0.0097975225099343
1765,2.1757218249263133e-08,9.128982014772193e-09,2.918244534910741e-09,8.727612521575168e-10,1.839340069142992e-10,3.079924509874488e-11,4.069764924369279e-12,1.9769721883861058e-12,5.3957086194877935e-12,6.369868608274709e-12,6.981934561750558e-12,5.836354403238042e-12,4.248930200734247e-12,1.9768852353718724e-12,5.348381785195977e-13,0.292238712310791,11.28708839416504,41.000823974609375,59.39849853515625,50.8743782043457,28.89495277404785,13.06422519683838,4.71165657043457,4.2907672082037613e-08,3.0194133415761826e-08,2.7332941243685127e-08,2.0879109996485568e-08,4.473827175388578e-08,5.7031041222899155e-08,5.9547090813794064e-08,4.857734126062496e-08,25.699012756347656,24.51595115661621,21.64366149902344,17.65932846069336,30.68365478515625,35.73386764526367,39.18397521972656,35.216548919677734,1,-0.0043875625474219,0.0021090159304279,0.0105135243114954,0.0192560053666899,0.0303078962168393,0.0426892238428487,0.0563349198226774,0.0064965183627114,0.0149003995221798,0.0236415705104473,0.0346908456522617,0.0470679704822214,0.0607074771218082,0.008404694739963,0.0171476858247391,0.0282006828694338,0.0405838617689371,0.0542323473048623,0.008744251315587,0.0198006812499327,0.0321901469261592,0.0458485506242259,0.0110583445997178,0.0234524969897482,0.0371191808057818,0.0123973675951658,0.0260715379647389,0.0136785915425918
1798,5.644067435639499e-09,2.144718180829841e-09,7.822368308652016e-10,2.0812705725514744e-10,5.7159513233706605e-11,2.130157682189715e-11,4.733888194635716e-12,2.5037816871881224e-12,1.3527638210997228e-12,1.4679506525269725e-12,1.8748566067705585e-12,1.4245240187102381e-12,1.36999287782269e-12,1.4579846661574858e-12,8.336947668677319e-13,0.8823736310005188,3.475886583328247,10.475871086120604,19.32017517089844,15.179434776306152,11.080283164978027,9.203768730163574,3.5577611923217773,4.5228834011368235e-09,7.237642041246772e-09,4.853754287381662e-09,7.562426240781406e-09,2.14979785084779e-08,1.4014302607279204e-08,2.0534656641757465e-08,9.527753697113894e-09,4.600147247314453,5.577437400817871,3.587336301803589,5.8871941566467285,13.969157218933104,9.011290550231934,14.850042343139648,8.810483932495117,1,0.007580673342401,0.0146693657875626,0.0219514950113888,0.0313490114466953,0.0403489489366261,0.0471112682488848,0.0572340136077095,0.0070894808214485,0.0143732134739474,0.0237739879120557,0.0327783015654896,0.0395447177145968,0.0496748928283539,0.0072844749304509,0.0166873196587597,0.025694791729043,0.0324643383196714,0.0426004145608215,0.0094039878616668,0.0184137633591401,0.0251858194743268,0.0353269023330589,0.0090113359256981,0.0157855703798675,0.0259315292822564,0.0067751982198659,0.0169241481529358,0.0101501137903708
1832,3.0492092406575466e-08,1.1816111644691318e-08,3.1957572144136744e-09,7.816461367049499e-10,1.3412629340514568e-10,1.5529874261566157e-11,1.637615607355536e-12,6.811589486899194e-12,7.479104141561166e-12,8.110913850278845e-12,7.522761927281074e-12,5.112293834791393e-12,3.0343221425060962e-12,9.701810752341113e-13,1.991162226419596e-13,1.8058440685272217,16.3459529876709,48.26969146728516,58.6643180847168,43.68031311035156,22.56181526184082,7.95471715927124,2.5500922203063965,7.13003771579679e-08,1.0406917994032484e-07,3.5422718980271384e-08,7.241443000793879e-08,3.2386331838552e-08,3.7778754347073125e-08,1.3139403343132017e-08,1.4334323950038197e-08,38.4280891418457,48.53108978271485,20.04094886779785,36.209503173828125,20.128793716430664,21.451343536376957,8.748069763183594,10.82310962677002,2,0.0024105725829585,0.009533426627298,0.0191931344170035,0.029387011692503,0.041851945523098,0.0566703229964601,0.0716505418833126,0.0071230177385301,0.0167833383394217,0.0269783502430523,0.0394453524694263,0.0542671637382376,0.0692519304128761,0.0096614756111393,0.0198591487828754,0.0323314188878939,0.0471623764262472,0.0621595749190805,0.0101996301613282,0.0226770268818416,0.0375179961958314,0.0525296461559322,0.0124802833762036,0.0273288239469705,0.0423527078539215,0.0148536067122014,0.029888222608991,0.0150412934474884
1839,1.391973256659185e-07,5.4992941755926956e-08,1.5699946231961803e-08,5.0491681946596145e-09,1.0440854847360015e-09,2.132077014938005e-10,2.6865511551510398e-11,2.739832492826277e-11,3.3892416650971307e-11,3.802038545108744e-11,3.756567279467049e-11,3.3923214931563805e-11,2.4178192434276543e-11,1.3589979835915143e-11,3.1770397944386186e-12,4.757476329803467,42.920223236083984,137.98013305664062,198.80545043945312,172.22105407714844,95.03410339355467,46.3432502746582,15.965929985046388,1.4831393002623372e-07,2.2225920304208563e-07,1.826186064590729e-07,3.258953427121014e-07,2.61233424225793e-07,1.5481617765544797e-07,2.9252117883515893e-07,1.8584997008019855e-07,66.80953979492188,99.8717269897461,86.459716796875,130.89515686035156,113.6656265258789,76.66492462158203,115.80601501464844,91.64202880859376,1,0.0015430418322462,0.0086848314246097,0.0181643790643807,0.02658823218729,0.0380545023693529,0.0493418992527151,0.063667719590893,0.007141885301184,0.0166218031146268,0.0250462179200777,0.0365136046046155,0.0478024969407567,0.0621307816080784,0.0094810433176836,0.0179075358690485,0.0293793807401188,0.0406744979111365,0.0550133074121801,0.0084279234621051,0.0199038815925525,0.0312054885743589,0.0455560253679601,0.0114778835269372,0.0227835571301207,0.0371423624445921,0.0113086308894919,0.02567542475459,0.0143709665312985
1903,2.446344815609791e-08,1.4359143207798296e-08,4.0593213235240455e-09,1.4060327346854251e-09,3.6913497258872496e-10,8.867815509683297e-11,9.064414149828616e-12,8.164171595714809e-12,6.036461261405002e-12,1.0020412451183791e-11,9.76203232833095e-12,9.516256706254556e-12,8.654860682300036e-12,5.824998469683429e-12,1.3008945049658438e-12,1.0409091711044312,5.058086395263672,28.54020118713379,47.05484390258789,53.71049880981445,38.12710189819336,21.157211303710938,6.433818340301514,3.804228754233918e-08,4.5106940405048597e-08,3.7137294128797294e-08,7.026599746495776e-08,6.361043602964855e-08,7.645777344578164e-08,4.9087677922443624e-08,3.5297421874247454e-08,24.54425621032715,24.346195220947266,22.035253524780277,31.77673721313477,29.86021614074707,31.605518341064453,24.59225273132324,19.426347732543945,1,0.0054544671096927,0.0094567487068112,0.0188195141070373,0.0265413925360097,0.0361099353420577,0.0461086028714357,0.0616741191364591,0.0040024880515551,0.0133664190658851,0.0210899786046486,0.0306615073367904,0.0406643627618679,0.0562385706512468,0.0093644320014465,0.0170889330707315,0.026662291343399,0.0366678427180147,0.0522478432865472,0.0077257374047626,0.0173021793018817,0.0273127892051324,0.042904403181468,0.0095777221712957,0.0195911857646342,0.035190330250459,0.0100153428615993,0.025621243545236,0.0156099062720438
2026,4.783943907682442e-09,2.048449854186174e-09,6.344650915757201e-10,2.242397101337445e-10,3.4747267563250966e-11,2.940104062987281e-11,3.5403197300859497e-12,1.0067424324744499e-12,1.1490194646440745e-12,1.4055840909590889e-12,1.5238736921635576e-12,1.538664811881474e-12,8.345683085581035e-13,2.0174101104941666e-12,6.289039926853092e-13,0.3042933344841003,2.6259148120880127,11.062243461608888,17.77874183654785,17.91111946105957,8.213369369506836,11.341985702514648,2.9352540969848637,1.3403691490054824e-08,1.5639006534229338e-08,8.414557051139582e-09,5.053045981640025e-09,1.1826817747362384e-08,6.972778354707998e-09,9.981909521172838e-09,7.112860522795472e-09,11.796260833740234,13.627140998840332,8.291304588317871,4.722177505493164,8.945505142211914,5.928278923034668,7.421955108642578,6.856340408325195,2,0.0020135480858065,0.0082183812550349,0.016666610953198,0.0240438295673321,0.0369961569605237,0.0381399330819324,0.0523999438263874,0.0062049358491636,0.0146535546263621,0.0220313480941475,0.0349852150472697,0.036129159592355,0.0503917125604267,0.008449387032361,0.0158285760604252,0.0287865282068686,0.0299309336334809,0.0442005972366,0.0073801760658395,0.0203420889506589,0.0214869806164572,0.0357645671239167,0.012963859125629,0.0141090419300371,0.0283918850621341,0.0011453923054023,0.015433706596171,0.0142885668790355
2037,4.9621675657363085e-09,2.4144646282309168e-09,8.472111900914571e-10,3.794606850959781e-10,1.5318925294938168e-10,3.6871915243263935e-11,1.586638806450047e-11,2.27738054109361e-12,1.2366867512686452e-12,1.7166882065183797e-12,2.0809771007074267e-12,2.651466286113236e-12,3.7086974116751215e-12,2.5323168041657684e-12,2.7040871711930814e-12,0.7018882632255554,3.718420267105103,19.313549041748047,31.425350189208984,34.553470611572266,31.23077774047852,15.92654514312744,11.785540580749512,6.552259623759937e-09,9.739736128722145e-09,7.123036827039186e-09,6.940493957330318e-09,7.647651401043731e-09,5.8605733599392815e-09,7.671133062103763e-09,6.2557501401272475e-09,13.176324844360352,18.71681022644043,13.895315170288086,14.326667785644531,16.313478469848633,11.6739501953125,14.689651489257812,15.18483066558838,1,0.0076863202239661,0.0129634360004439,0.0205360780667428,0.0262655407911052,0.032655930846726,0.0425221272267775,0.0482693691076764,0.0052776416466041,0.0128517864570707,0.0185829721971222,0.0249758796670037,0.0348471964147147,0.0405981113444085,0.0075746585777689,0.0133066355890628,0.0197008348611768,0.0295749939352658,0.0353280391641369,0.0057325548139605,0.0121279861075765,0.0220052649875548,0.0277608093188364,0.0063958759627039,0.0162747631761803,0.022031760647221,0.0098799156273959,0.0156380882851991,0.0057590624501877
2051,7.381313338328256e-08,2.6496017824229057e-08,6.405351360427858e-09,1.5082458615367502e-09,1.9733835399105004e-10,6.856108562824925e-12,1.9825642863513515e-12,1.6017177167926278e-11,1.7988782338718146e-11,1.801896999664709e-11,1.4941976475557617e-11,9.745266225935634e-12,4.414114473244579e-12,4.221883259658554e-13,2.322446705435577e-13,3.982895851135254,26.049060821533203,70.93810272216797,79.20125579833984,58.373783111572266,25.813129425048828,4.6309332847595215,2.685798406600952,1.4197975417573616e-07,2.051446017503622e-07,9.587358817952919e-08,1.9981937882107562e-08,7.925380884898915e-08,6.876930314092533e-08,1.092411565650764e-07,4.709817602588373e-08,54.6031494140625,61.57008361816406,32.17272186279297,8.9414644241333,28.48857307434082,24.96664047241211,35.412506103515625,17.937347412109375,2,0.00223604462412,0.0100330816209657,0.0206392941212437,0.0312110564662889,0.0456978044221245,0.0687035298172137,0.0769214470348183,0.0077972119227589,0.0184040988533284,0.0289770341295322,0.0434662012757232,0.0664776977734735,0.0746982504939563,0.010608409244287,0.0211846086588637,0.035681082213466,0.0587109181089684,0.0669400269926207,0.0105785767910142,0.0250821670590749,0.0481324871950353,0.0563716487895134,0.014507439579671,0.0375730415902898,0.0458203961585299,0.0230781816650615,0.0313337852936621,0.008261577796827
2060,1.6010112346975802e-08,6.5880110255989174e-09,2.3188848619071223e-09,1.010181160943091e-09,3.2636754410120256e-10,1.2015970163314904e-10,2.6177213174882752e-11,3.1964875624873597e-12,3.952435167348112e-12,4.639333188449779e-12,5.658704841510209e-12,7.015907819984957e-12,7.872924534524373e-12,8.231260291424736e-12,4.462249580255984e-12,0.8635831475257874,10.10157871246338,35.81442642211914,55.808441162109375,59.611061096191406,44.75271987915039,30.046295166015625,14.4054536819458,1.542150940281317e-08,1.7411670327760476e-08,4.762670613445152e-08,3.97910149274594e-08,1.734208332493381e-08,2.3794509473873404e-08,2.4344949167698363e-08,3.3301088109283234e-08,19.11342430114746,23.12060165405273,45.2446517944336,41.6049690246582,22.09498786926269,26.689287185668945,27.547800064086918,36.991676330566406,1,0.0015577825539419,0.0081686152894395,0.015831180193531,0.0218450389510018,0.0299052111457786,0.0369234161608413,0.0474338160310205,0.0066109168589279,0.0142737496521844,0.0202879467922489,0.0283487492414582,0.0353676679075357,0.045879423579767,0.0076635559461078,0.01367886456903,0.0217419070599507,0.0287634763150124,0.0392804206709841,0.0060159392662788,0.0140806972441394,0.0211045724605742,0.0316263851428993,0.0080654411902489,0.015090549148154,0.0256153195091003,0.0070259631014812,0.0175535048528213,0.010528840276132
