,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_0,Sqrt_TS_Band_1,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Sqrt_TS_Band_6,Sqrt_TS_Band_7,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1,HR_01,HR_02,HR_03,HR_04,HR_05,HR_06,HR_07,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_23,HR_24,HR_25,HR_26,HR_27,HR_34,HR_35,HR_36,HR_37,HR_45,HR_46,HR_47,HR_56,HR_57,HR_67
3086,1.2432235241277567e-09,1.1392231602513903e-09,5.442186146176198e-10,2.32191987858954e-10,7.012209563006522e-11,1.8987028962969e-11,1.3362080539258692e-12,1.590550282627723e-12,3.224865036469127e-13,8.338331652750497e-13,1.3479248099634857e-12,1.6080712065755234e-12,1.6591630413315128e-12,1.2461060829027648e-12,1.8207650827588992e-13,0.517283022403717,0.7224059104919434,8.375638961791992,20.310470581054688,24.82871627807617,18.94783592224121,11.635475158691406,3.0828843116760254,2.5167119499514e-09,2.716449065687243e-09,2.3319997044524143e-09,3.9543834873256856e-09,3.6379583789880603e-09,3.0358597857826904e-09,2.6762674298907996e-09,2.2168842317427107e-09,7.65679121017456,10.0780611038208,7.622315883636475,10.877555847167969,11.344500541687012,8.965622901916504,8.520211219787598,6.95358943939209,1,0.0149444426978974,0.0155744745814162,0.0208701617845304,0.0269058537576186,0.0352652823223658,0.0442244650836711,0.0619208457581042,0.0006301785587397,0.0059275678531793,0.0119662225939396,0.020331554760273,0.0292993866429395,0.0470199139970408,0.00529740908252,0.0113361295193304,0.0197016286288446,0.0286697374377951,0.0463911100505753,0.0060390830965259,0.0144057230368688,0.023375878574489,0.0411038023379557,0.0083673678792459,0.0173392432393927,0.0350734254925133,0.0089731772230381,0.0267138974009477,0.017744973799595
3130,1.257329529380513e-07,4.631591821180336e-08,1.1708424452194777e-08,3.0978068998877006e-09,5.50820999922763e-10,8.305315463141838e-11,1.9801489007514883e-12,2.615430962082943e-11,3.0562174319070934e-11,3.1626246760341203e-11,2.7566551472069097e-11,2.0372497092080444e-11,1.257210655025709e-11,5.267911107331713e-12,2.544257935842981e-13,5.784006595611572,50.15269088745117,131.9267578125,151.84478759765625,109.8060531616211,54.2429313659668,21.892309188842773,2.14160680770874,7.969886439695983e-08,1.1121007759129499e-07,2.022751459662686e-07,8.811860396917838e-08,4.523159802261034e-08,4.6803926068150765e-08,9.094630115669133e-08,1.784464700449462e-07,40.21047592163086,49.43016052246094,75.09200286865234,42.98230743408203,25.23379898071289,23.476560592651367,39.60684967041016,70.60421752929688,2,0.0019490752112266,0.0096129198004236,0.0199754449921558,0.0297905098230534,0.042249569548121,0.0555359802433207,0.0807209023168879,0.007663988184007,0.0180270716405308,0.0278430512892038,0.0403038132587312,0.0535927061103855,0.0787842223147875,0.010364515410345,0.020183370010628,0.0326499102385192,0.0459475901577348,0.0711632025684838,0.0098209090445889,0.0222929387697516,0.0356000283533151,0.0608435636737575,0.0124747609109441,0.0257881354763197,0.0510531608892229,0.0133176588672123,0.0386029852922072,0.025298332332796
3147,1.9031584641560076e-10,8.700723475030259e-10,2.820364497502225e-10,1.0215546464298342e-10,4.722481780627952e-11,1.4070284000411436e-11,7.504033852634429e-12,4.877447187454087e-13,4.6449707958012155e-14,6.085945549599847e-13,6.883562730236603e-13,7.145527659152552e-13,1.1525991749569697e-12,9.841823536693717e-13,1.4254602272861794e-12,0.0800395607948303,0.073499672114849,4.70059871673584,8.332984924316406,10.348931312561035,11.823396682739258,7.49894380569458,4.129605770111084,2.095385420730622e-09,2.8648017291743603e-09,3.343059162830286e-09,2.897838191628921e-09,1.956477202469386e-09,1.320902498491705e-09,1.122369641670673e-09,3.861381436820466e-09,3.90434455871582,4.2332444190979,3.727150917053223,5.481748104095459,4.201736927032471,3.807564020156861,2.888984680175781,5.402316570281982,1,0.0198251974240696,0.0090305548307512,0.0170541393447993,0.02417659917458,0.0295193986920053,0.0377870461913232,0.0420239535735229,-0.0107965755315767,-0.002771995295535,0.0043534884029771,0.0096998779071805,0.0179753147163422,0.0222172660909166,0.0080248204033208,0.0151493518731071,0.0204943071629206,0.0287663075176015,0.0330059244784683,0.0071253977102859,0.0124715378678067,0.0207462762770485,0.0249877224886493,0.0053466152827094,0.0136228923772239,0.0178655056862832,0.0082768799523602,0.0125200863220406,0.0042436461270648
3243,3.869918785426307e-08,1.7142356867339004e-08,6.155744802782692e-09,2.2993720261155204e-09,6.685351716662068e-10,2.2497138874033595e-10,2.302302792855926e-11,6.098601658399705e-12,9.590126436032076e-12,1.2064682586299114e-11,1.4950297944071878e-11,1.5798438945946458e-11,1.5915550127809652e-11,1.509513521125161e-11,3.5779155246190575e-12,0.6520335674285889,12.02582550048828,52.20372772216797,88.03709411621094,85.90617370605469,59.14229965209961,37.57828140258789,11.28375244140625,4.537829667583537e-08,3.5600475456476495e-08,5.81705599245197e-08,4.14590033415152e-08,6.946211073000087e-08,9.162651082306185e-08,7.986931649384132e-08,8.755951341754553e-08,34.88159942626953,27.66340446472168,36.41230773925781,29.911619186401367,43.52900314331055,47.8229866027832,45.37638854980469,51.387451171875,1,-0.0002423608372701,0.0059039951600912,0.0135283185815784,0.0207497270941899,0.0296603581866039,0.037383056228989,0.0531550130190901,0.0061463472025703,0.0137706342685932,0.0209919823644342,0.0299025040694471,0.037625076175965,0.0533966859632231,0.0076249324334372,0.0148475508524444,0.0237605238414065,0.0314860103268115,0.0472658511564148,0.0072234361955746,0.0161385152613321,0.0238668078055974,0.0396552104180432,0.0089161184670404,0.0166462414280938,0.0324410668649298,0.0077312704351336,0.0235317549202401,0.0158033595960244
3246,1.2582932917837296e-08,4.4319610204013316e-09,1.2925660541895923e-09,3.864631947791963e-10,7.974251814424349e-11,9.770542014342354e-12,1.8542081932360066e-12,8.2203970193373e-13,3.14753583439964e-12,3.1034812306846016e-12,3.084447194184881e-12,2.5598219290795528e-12,1.8179648324928577e-12,6.139105066318984e-13,2.260328290639921e-13,0.1359787136316299,4.77150297164917,18.736387252807617,28.333084106445312,25.83686065673828,13.909205436706545,4.801297664642334,2.445061445236206,9.335231254681275e-09,1.2237500790490684e-08,6.245532535587017e-09,1.0621083568196354e-08,1.2627043410873284e-08,2.106809304791568e-08,8.015515362558291e-09,1.4148578308947892e-08,9.356435775756836,9.66738986968994,5.4111199378967285,8.73973560333252,10.674423217773438,16.78897476196289,7.734551906585693,10.519700050354004,1,-0.0068265161024665,0.0009056823186277,0.0098846765155493,0.0185273125819015,0.0295999247489493,0.0439476752583664,0.0550080060927317,0.0077321506158751,0.01671006505786,0.0253506224137559,0.0364190818528427,0.0507589631890155,0.0618113112418472,0.0089790745809799,0.0176219259567139,0.0286950116898815,0.0430437061925545,0.0541050192741799,0.0086442191383176,0.019721018320976,0.0340778024316792,0.0451478781194603,0.0110786877976318,0.0254410776240396,0.0365179107586929,0.0143664390612208,0.0254495190865451,0.0110871336916705
3314,3.373258294914194e-08,1.165604768260664e-08,3.300570261544067e-09,1.0555069041018328e-09,2.269604781890422e-10,3.600597250907889e-11,4.927215319777689e-12,8.537123265262014e-12,8.20226612324726e-12,8.014907314224384e-12,7.858611331124088e-12,7.079050019787037e-12,5.29314092556632e-12,2.3565515858137158e-12,7.079001555949926e-13,2.856395721435547,19.6284294128418,54.50535583496094,67.4307861328125,57.17738723754883,31.72532081604004,13.340706825256348,4.951323986053467,1.2728672338369051e-08,1.4413944704472216e-08,1.877238098302314e-08,1.5892005933437762e-08,2.91277206798668e-08,3.459889086343537e-08,1.5720617341230536e-07,5.1562462743959265e-08,10.96608829498291,11.842972755432127,13.25137424468994,11.927051544189451,20.13256072998047,21.48867416381836,69.74279022216797,30.370088577270508,1,0.0034165127861882,0.011405802035797,0.0207271514772807,0.0289998410766996,0.0399339911514032,0.0527115889380332,0.0661383330575524,0.0079896005889117,0.017311864623481,0.0255858632950629,0.0365224613069083,0.0493039552921598,0.0627359962514421,0.0093235536208048,0.0175998604842119,0.0285411890334849,0.0413306356221918,0.054773850263635,0.0082776651723292,0.0192227506886411,0.0320194206338141,0.0454735193748338,0.0109468273699427,0.0237480497881106,0.0372098605360684,0.0128045511635727,0.0262737352445944,0.0134737169545176
3381,2.4590354641418344e-08,9.6783150382862e-09,3.2723488363473044e-09,1.4090105748820747e-09,3.986531382782488e-10,1.272019989340123e-10,7.665779469534506e-12,4.56135389875767e-12,6.087404018362275e-12,6.810765059567237e-12,7.954248371078165e-12,9.701741146561638e-12,9.516391147323944e-12,8.57202937104562e-12,1.214268919788597e-12,1.3967710733413696,17.611209869384766,58.62282180786133,81.49689483642578,82.31165313720703,54.26784896850586,33.52864074707031,7.819540500640869,3.678366056192317e-08,2.7960025406059685e-08,2.9306866267120316e-08,3.0398016548360836e-08,4.2248643694620114e-08,3.774175283410841e-08,4.185880797535901e-08,2.6118247120621163e-08,36.070106506347656,32.9185791015625,35.107627868652344,35.31355667114258,46.49373245239258,38.906982421875,43.322021484375,32.88916778564453,1,0.0009953299275274,0.0079797895445885,0.0159802924330797,0.0221085626175413,0.0311493873562466,0.0391863793106081,0.0583939853432181,0.0069845150917353,0.0149852008551116,0.0211136973035533,0.0301549923516131,0.0381925390210435,0.0574019916929912,0.0080015232376972,0.0141312661346198,0.0231753584074956,0.0312163510896592,0.0504376983393602,0.0061304360754715,0.0151766494998907,0.023220627862276,0.0424533083405681,0.009047055157723,0.0170926249659775,0.0363323280184341,0.0080468141508643,0.0272942444945868,0.0192516586184798
3397,1.843219621378012e-08,8.216898272905837e-09,2.681384669855902e-09,8.337249224332766e-10,1.7418376463407268e-10,3.872398929294363e-11,3.011850534598293e-12,3.4267150748890085e-12,4.602778661683127e-12,5.765332655727207e-12,6.430454693034937e-12,5.576315884742167e-12,4.015674511664846e-12,2.4736627676769096e-12,3.8721784567825884e-13,0.7476702332496643,7.80409049987793,39.45393753051758,64.45467376708984,56.89385986328125,32.47572708129883,16.55712890625,2.3164210319519043,2.1517978510132707e-08,3.0053804778162885e-08,3.640219503608933e-08,3.949539362224641e-08,3.197230569185194e-08,3.922010805013088e-08,2.4340405246903174e-08,2.8964381115770266e-08,21.256092071533203,29.108232498168945,33.393314361572266,33.865726470947266,30.16766929626465,31.03883934020996,22.99471473693848,27.811878204345703,1,0.0009555664368886,0.0069866219072676,0.0152270025495635,0.0236784902357918,0.0347816147663223,0.0452089575383673,0.0624124784741179,0.006031095735068,0.0142716437709798,0.0227234379478302,0.0338271726142033,0.0442553029377557,0.0614605775011851,0.0082412573910149,0.016694630165577,0.027801748850605,0.0382344122720055,0.0554500356874038,0.0084545359897339,0.0195649742132506,0.0300026086919702,0.0472303615333182,0.0111122763360222,0.0215535399329777,0.0387913153344095,0.0104437649715296,0.0276909754651604,0.0172521997959905
3411,5.054373559687519e-07,1.5557958477074862e-07,3.19486161970417e-08,7.065787066551365e-09,8.521810479500401e-10,1.0149241863599555e-10,8.413891978975574e-12,1.1562549528942867e-10,1.2061959764331218e-10,1.0431638192143211e-10,7.403846286058169e-11,4.532540315294042e-11,1.8846561464225253e-11,6.083251524041655e-12,8.685815196425585e-13,11.89836883544922,68.64008331298828,182.8616180419922,208.63937377929688,148.4441680908203,62.81273651123047,22.965797424316406,4.824223041534424,6.009164508213871e-07,3.2200287591876986e-07,4.340921577750123e-07,1.884324092316092e-07,1.5438531875133776e-07,7.847618803680234e-07,8.275112008959695e-07,3.719897563314589e-07,127.8233642578125,69.02901458740234,84.93682861328125,49.16631317138672,41.63155364990234,132.34759521484375,136.98329162597656,78.50853729248047,2,0.0028200216978976,0.0120462182783944,0.0241763531053254,0.0354641416061486,0.0508554430897767,0.0658506153387341,0.0828081310563916,0.0092265100105493,0.0213577875352562,0.032647384961756,0.048042311305632,0.0630423006064027,0.0800067926028147,0.0121336685592304,0.0234279319462328,0.0388330145284054,0.0538471113291173,0.070832570024798,0.011297474883598,0.0267119322824732,0.0417407146084782,0.0587493941568832,0.0154191105377176,0.0304576024542801,0.0474834349694797,0.0150455577488932,0.0320878176022645,0.0170504914745177
3417,1.929384652044064e-09,9.235315845401715e-10,3.7584055312400716e-10,1.6554696502524277e-10,2.5683824858568904e-11,5.48040692688323e-12,2.192939840134356e-12,7.818809076749755e-13,5.004923884187329e-13,6.706058776860535e-13,9.186378871137155e-13,1.1198982279719829e-12,5.92305718360997e-13,3.466198953295391e-13,2.652930501147177e-13,0.2875212728977203,1.764000654220581,8.00990104675293,14.970099449157717,17.004867553710938,8.784815788269043,4.353842735290527,2.8168141841888428,2.451475467069031e-09,5.125788682391885e-09,3.6722558327539904e-09,3.872247855696287e-09,3.900480383123295e-09,1.1909334629578439e-09,1.584035902446601e-09,2.3452089159547995e-09,6.032276153564453,10.44733428955078,7.977800369262695,8.034262657165527,8.444631576538086,3.335933923721313,4.620744228363037,5.432097434997559,1,0.0064941957171004,0.0118171579261828,0.0182358742524546,0.0240173693258113,0.0369069741955638,0.0473366662683051,0.0534150626315875,0.0053233707401845,0.0117430692357658,0.017525907185743,0.0304200695946242,0.0408550299420299,0.0469371488421184,0.0064200998334278,0.012203675010624,0.0251007636045364,0.0355393885380394,0.0416241784792043,0.0057840283489453,0.0186836746342196,0.0291259342648327,0.0352134887950282,0.012901040460772,0.0233458388779913,0.0294354557365922,0.0104479451879845,0.0165406965723521,0.0060938044930592
3469,3.4120393177516917e-09,3.1526163901673954e-09,1.0500260660961658e-09,4.249972040959449e-10,1.3413459232225478e-10,6.29649526961984e-11,7.486461971184522e-12,3.121297491304187e-12,8.266339002194202e-13,2.185748977645563e-12,2.543895649687045e-12,2.9465594460903466e-12,3.249675051622547e-12,4.365439867232146e-12,1.3785934199761485e-12,0.3973998725414276,1.01231050491333,12.618209838867188,22.666852951049805,27.264122009277344,21.588787078857425,16.564956665039062,4.925486564636231,1.5185474211421024e-08,1.817616102073316e-08,1.481167100081393e-08,1.4442364637545781e-08,1.9001381801331263e-08,1.4474153431365266e-08,1.7390451745313843e-08,9.483534846310704e-09,13.278961181640623,14.773118019104004,14.170313835144045,13.097929000854492,15.39370059967041,13.42299747467041,12.969722747802734,9.184611320495604,1,0.0129020808417513,0.013480871537883,0.0214580782416048,0.027924813984997,0.0360470969025065,0.0413001994634012,0.0557888813246438,0.0005788913834593,0.0085583668167435,0.0150281476076096,0.0231557854126754,0.0284132588684989,0.0429176923226783,0.0079795149667122,0.0144493819289348,0.0225771966694178,0.0278348253175554,0.0423398528594112,0.006470613017817,0.0146003120230675,0.0198597213618829,0.0343719505073776,0.0081304671146184,0.0133908291268258,0.027907544339251,0.0052609347896215,0.0197815656890178,0.0145221422118691
3477,4.265913844392344e-09,2.268537802052606e-09,1.053231613035166e-09,4.0567815773329125e-10,1.1865783355879955e-10,2.314682820414582e-11,2.9645797535587937e-12,3.272818756457075e-13,1.0873543818817888e-12,1.6330401657674298e-12,2.582344928170333e-12,2.7881056838263696e-12,2.799919150697772e-12,1.5206360476360814e-12,4.1222906164983813e-13,0.1900738328695297,4.686894416809082,18.4908447265625,34.35613250732422,33.54336166381836,23.61930656433105,11.6965970993042,4.517188549041748,8.205438106756446e-09,9.22121667912279e-09,8.172671428496871e-09,9.861013339218516e-09,1.0065714484142065e-08,9.884363549872432e-09,7.92642040892133e-09,8.446455979083112e-09,15.46372890472412,17.20752716064453,15.53005599975586,18.81540298461914,17.50564193725586,16.100135803222656,15.603900909423828,14.151937484741213,1,-0.0055969403443993,-0.0009774532785956,0.0045782458077381,0.0114010039161845,0.0200555236958506,0.0313298306374636,0.0451435140352813,0.0046195123379901,0.0101749254281321,0.0169968596784108,0.0256495848853835,0.0369202969637416,0.0507276372530607,0.0055556742245728,0.012378319251426,0.0210325646659849,0.032306294586002,0.0461189322848227,0.0068231142518007,0.0154786991286031,0.0267554225115664,0.0405736539134014,0.0086564991150601,0.0199359476727666,0.0337598857036697,0.011281395450318,0.0251107250076718,0.0138332482955247
3631,1.4287157013015415e-09,9.127414934972931e-10,2.2367975527348702e-10,9.874061984715964e-11,4.355077409812225e-11,4.916237989621708e-12,1.5617778337945198e-12,1.6418129876460965e-12,3.449844305624533e-13,6.302987103599944e-13,5.401076721284205e-13,6.818588120342807e-13,1.0515975026534341e-12,3.394935428700091e-13,2.836252283380803e-13,0.4945319294929504,0.781535267829895,5.466400146484375,7.575325012207031,9.89531421661377,10.500611305236816,2.210880279541016,1.5832587480545044,8.384263949778871e-09,5.272811520740106e-09,5.4616946520980045e-09,3.303482820626868e-09,4.5088084377198365e-09,1.0850147447172276e-09,7.574904037355167e-10,2.0444905768357557e-09,10.380637168884276,5.475082874298096,6.908150672912598,4.9824419021606445,5.443265914916992,1.7818669080734253,0.8637566566467285,2.950547218322754,1,0.0144422751113544,0.0176717394997955,0.0276709612723868,0.0333923994344951,0.0390527417576778,0.0538180993293087,0.0613995100373506,0.0032302888231536,0.0132339748760535,0.0189592676616387,0.0246243550396518,0.0394064531120544,0.046998911145392,0.010004113724371,0.0157299422016562,0.0213957681167459,0.0361807698919659,0.043775268285981,0.0057267296591195,0.0113940932490112,0.0261861344101137,0.0337859505362535,0.0056677334145511,0.0204624733221673,0.0280646509101262,0.0147964559390788,0.0224004805823159,0.0076065458155347
3763,2.680210275940453e-09,8.056971201320096e-10,2.9646871069211045e-10,1.0317437182383316e-10,2.400864750062848e-11,9.211084152360716e-12,2.391391338424365e-12,6.588255331910209e-13,6.442021395491881e-13,5.53320301903415e-13,7.12577566397421e-13,7.085599468270587e-13,5.770600468822662e-13,6.325800885713384e-13,4.260695257978647e-13,0.410890132188797,2.7861688137054443,7.658245086669922,14.135005950927734,15.85621166229248,9.48542022705078,7.568658351898193,3.714951753616333,9.536689216105287e-10,3.574838425279836e-09,2.7872497643244287e-09,3.0467177669635252e-09,3.152478278423132e-09,3.9577034982585255e-09,3.4538807369699502e-09,8.537848650291835e-09,1.9997599124908447,5.757813453674316,4.322287082672119,5.818789005279541,5.558635711669922,7.19974946975708,5.328367233276367,14.730057716369627,1,0.0031341110987748,0.011830459165362,0.0189492521140388,0.0263545789422104,0.0364016913287047,0.0428911845414696,0.0518793532884758,0.0086966705215052,0.0158160803174285,0.0232223859702141,0.0332713760595741,0.0397624185351315,0.048753169243282,0.0071203891857996,0.0145286496175851,0.0245818182919945,0.0310764942856475,0.0400734894905957,0.0074090268929475,0.0174644859520759,0.0239614072017718,0.0329625057880008,0.0100567603520863,0.016555319386435,0.025559721092486,0.0064996411783249,0.0155069467698931,0.009008213525714
3787,3.6238759548723465e-08,1.7374944150105875e-08,4.463668101806206e-09,9.039463066962127e-10,1.6124240831416614e-10,1.3722399952453834e-11,1.4790365113204196e-12,7.693133456665446e-12,8.939560029730398e-12,1.1913071223945693e-11,1.0429714383808351e-11,5.817734315127776e-12,3.5780367384219414e-12,8.329738266331378e-13,1.6548409506860625e-13,0.7559347152709961,6.151911735534668,36.52833938598633,59.10636901855469,43.22627258300781,22.238740921020508,6.936444282531738,1.2948987483978271,2.2899550700117288e-08,1.759828194280999e-08,3.9656537609289444e-08,1.8162618076189574e-08,1.4764468758698968e-08,2.3552551908778696e-08,3.9417056285628866e-08,4.140178866407496e-09,12.656664848327637,9.164064407348633,16.087980270385742,10.005027770996094,8.716514587402344,12.33743381500244,18.482196807861328,3.0647246837615967,2,0.0019952300325537,0.0075417359715408,0.0176354539757949,0.0292367670577105,0.0414563289744996,0.0583968739848134,0.0732058177220311,0.0055465894012805,0.0156407742918411,0.027243126227744,0.0394643632333019,0.0564082163666896,0.0712209904015474,0.0100950606668832,0.0216998158082746,0.0339251998078519,0.0508775451865452,0.06570035484734,0.0116072978471665,0.02383830321035,0.0408034416530697,0.0556421988169646,0.0122343905980865,0.0292099781685938,0.0440633595361875,0.0169816562418653,0.0318461368195048,0.0148725236406269
3832,8.247975635811144e-09,3.4729714659675884e-09,1.597854515367203e-09,9.016066782052691e-10,3.253071145792319e-10,9.041021403755067e-11,3.663019106786569e-12,2.428633899889676e-12,2.12878477866274e-12,2.543331214036049e-12,3.981039022743493e-12,6.3293068702785504e-12,7.825537093331114e-12,6.0880224472814596e-12,5.523625719143499e-13,0.9888758063316344,6.325066089630127,18.752296447753903,34.789581298828125,44.5405387878418,35.05265045166016,21.708765029907227,4.189061641693115,7.0982073552272595e-09,1.3134037857298608e-08,1.3489037442582232e-08,1.3042000368557184e-08,1.8249634692324438e-08,1.0067473077413071e-08,1.0199189937054598e-08,7.718509387188988e-09,14.91293716430664,20.411535263061523,20.8106632232666,21.776521682739254,26.765478134155277,18.225994110107425,21.03791236877441,14.61575984954834,1,0.0042824293402366,0.0106598400088942,0.0163147616733055,0.0204417344121455,0.0277085310839729,0.03668453097357,0.0584492539612926,0.0063777018108193,0.0120331730525333,0.0161607197858959,0.0234288818107867,0.032407192768051,0.0541803862318,0.0056559052984511,0.0097840263975733,0.0170537282093397,0.0260348719333938,0.0478192081736997,0.0041283495517758,0.0113989223856458,0.0203819678954116,0.0421747094856764,0.00727091499394,0.0162549861013661,0.0380529854131278,0.008985133047921,0.0307905895601909,0.0218114908257488
3885,2.5636811784579553e-08,1.510252189973471e-08,6.108908490176645e-09,2.7840876271056914e-09,9.88663706458226e-10,2.9634344977935706e-10,5.5246512226103655e-11,6.362091842931905e-12,6.491039476752558e-12,1.086675627953726e-11,1.506670309348035e-11,1.94136477726925e-11,2.3756980757627663e-11,2.0034458467210747e-11,8.645754251412896e-12,2.222607135772705,17.593425750732422,62.45286560058594,92.16718292236328,96.37881469726562,74.03815460205078,45.09259796142578,18.338542938232425,5.788557189134736e-08,5.432922023373977e-08,7.71845449776265e-08,8.28406996333797e-08,5.058315011297054e-08,5.849532769275356e-08,4.9796231138543596e-08,4.5439602303076754e-08,55.42555236816406,49.81383514404297,59.50544738769531,66.30947875976562,46.2319450378418,52.81217193603516,49.998661041259766,44.147457122802734,1,0.0031243749310437,0.0071024462938782,0.013833633838957,0.0196041287414822,0.027104397126808,0.0356894847748359,0.047408546772838,0.003978159641002,0.0107097217977124,0.0164807632678744,0.0239820530991172,0.0325687414972478,0.0442907322769648,0.0067318489670213,0.0125034233901615,0.0200058021003761,0.0285942866364768,0.0403196767857515,0.0057720602641357,0.0132757410575647,0.0218666468331989,0.0335969469027842,0.0075042558323772,0.0160966182134419,0.0278302835874924,0.0085934004048924,0.0203302736426602,0.0117389241003752
3890,3.13771096216442e-07,1.1286815038147326e-07,2.726027581445578e-08,7.0515349115396475e-09,1.0698690822152912e-09,8.228348558070309e-11,2.075060175771304e-12,6.600203716899955e-11,7.565011117538488e-11,7.697760484592918e-11,6.419097892118586e-11,4.5916246499411167e-11,2.365738507870141e-11,4.778160506146989e-12,1.922596874455798e-13,10.099043846130373,60.6792106628418,154.47140502929688,190.96954345703125,152.220458984375,73.35952758789062,21.03709602355957,1.192499756813049,7.540654678450666e-08,2.81231251619829e-07,2.273605304026205e-07,4.202948389320227e-07,1.337017920377548e-06,5.843598387400561e-07,3.845028970772546e-07,5.724271545659576e-07,25.743587493896484,73.82749938964844,57.90140914916992,93.84172058105467,216.3325653076172,130.81968688964844,96.7699737548828,122.34673309326172,2,0.0021165934582511,0.0100730466846559,0.0209210047034232,0.0310266267908416,0.0447761914792018,0.0628651022747151,0.0876523801265222,0.0079566228659384,0.0188052439651013,0.0289119320010021,0.0426636413819781,0.0607565930804901,0.0855516585930525,0.0108502445803989,0.0209601308316312,0.0347188041093629,0.052825506978388,0.0776478908236664,0.0101121859903154,0.0238775543831668,0.0419993351430869,0.06685397062036,0.0137686929025576,0.0319006975413419,0.0567801702841616,0.0181399722752746,0.0430451295786866,0.0249246193798287
3944,3.578949803184628e-09,1.111644665208189e-09,4.1075765011555626e-10,1.317270875711429e-10,4.97900991269784e-11,8.419907132628524e-12,8.12562148642948e-13,1.002201902196298e-12,8.6059647906242e-13,7.638338204128682e-13,9.877103475386397e-13,9.051237949246617e-13,1.197255836138389e-12,5.785490901459578e-13,1.4503548644191624e-13,0.26884326338768,1.9712687730789185,7.924410343170166,16.596498489379883,15.82731819152832,12.85580348968506,5.699573993682861,0.6822803616523743,3.369117873575078e-09,4.626429905840723e-09,5.489543486447701e-09,6.376833283638916e-09,7.452027439569521e-09,5.489715348971913e-09,5.549758430589691e-09,2.935400145176459e-09,5.730040073394775,6.810956954956055,8.238930702209473,6.758112907409668,9.417089462280272,7.557602882385254,6.481747627258301,3.3129568099975586,1,0.0041083269079985,0.0126054266004676,0.0197271922108367,0.027737750019263,0.0344874599257833,0.046578173234427,0.0620312991757923,0.0084975397563728,0.0156201312481617,0.0236321161266582,0.0303834379182654,0.0424779748421333,0.0579377374021124,0.0071235370179931,0.0151376162283617,0.0218915502202197,0.0339927050341018,0.0494645504401555,0.0080149434887319,0.014770316563207,0.0268756759151454,0.042355938068768,0.0067561728921969,0.01886479603598,0.0343526566353705,0.0121101666308245,0.0276028901666154,0.0154979041069759
3989,2.2133721522266114e-09,2.0503641007252327e-09,9.759044683477214e-10,4.045633827942652e-10,1.5105955375460667e-10,4.1173019854623405e-11,7.386144647292259e-12,9.239794259568999e-13,5.70084506944929e-13,1.4965552668638749e-12,2.4230925425861027e-12,2.8260933090246128e-12,3.6166447441032808e-12,2.754830001269748e-12,1.088639486716836e-12,0.2169597893953323,1.400208830833435,15.337845802307127,32.62333297729492,33.180850982666016,27.520336151123047,15.81291961669922,7.112563610076904,7.059026696509818e-09,5.0077471058784795e-09,4.09304323767401e-09,8.332084355799907e-09,7.570569948711636e-09,6.5548921845959285e-09,6.822789000437979e-09,5.9730522750101045e-09,16.177133560180664,12.26543140411377,9.682491302490234,18.47393226623535,17.485002517700195,15.42231273651123,16.69087791442871,15.338510513305664,1,0.0067732081869785,0.0073296864806591,0.0126979277673481,0.018990305561638,0.0259356008705093,0.0349508627484454,0.0466141354569171,0.0005565059216911,0.0059252291839024,0.0122186690045415,0.0191657594792972,0.0281843266221623,0.0398535101088452,0.0053687409652326,0.0116622423833189,0.018609452043391,0.0276282540425813,0.0392978757635162,0.0062938954886914,0.0132420340808784,0.0222628152971269,0.0339362946816536,0.0069487177259682,0.0159711576843793,0.0276483046356006,0.0090234413715111,0.0207035644839174,0.0116823055703624
