,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
352,1.4812882863755625,7.370153182887821,-22.987359040006613,-27.342172149562362,-30.67472246783521,2.3699274,-30.46841634187669,2.3306217,-1.8646067809635323,0.9126028600264926,6.303336117804457,-30.46205301107553,2.1830847,0.3132977,0.6666667,0.905150226243887,5.797097787247483,2.2164917671937077,0.0,0.8732807,-28.691239989828155,-20.042401490080334,-21.6848761066507,-23.19540429431208,-24.353813210625898,-27.55545402480535,-34.65145346743686,-42.19340202792023,-37.444948342882064,-28.412034551792342,-29.01164635002276,-29.262452226554643,-29.377998439911376,-31.319916782992195,-37.37305367157097,-44.06229727106179,0.6224399988355133,1.1702943464463704,1.3505044501738217,-0.4133830203837896,-18.759649109633408,-19.74359207802192,-19.872812548281825,-19.928292073047558,-19.831147508642864,-19.546938921810675,-20.457183526596015,-19.790788936440826,1.336634956402978,0.32287954866660334,0.13807051890777414,0.3512641206535566,0.15705210789435595,0.7397172032414313,-0.44666466128595356,0.23338328516248025,1
356,4.512727979613506,7.043215809622768,-19.509708610287824,-24.117515301382795,-26.804560435230925,1.9139365,-26.751861739037405,1.8276141,-3.0419853229227867,1.780100820530515,8.848681600805227,-26.779150725508792,1.8242232,0.034177598,0.6666667,1.8960744384926942,8.389109106662232,3.9422551149280594,0.13753784,0.9997211,-19.82849945082157,-18.101286033018567,-18.939362806183826,-19.953516054860923,-20.839349283103896,-22.146921433791658,-23.265411756361225,-25.307360234629037,-28.550114997227375,-26.399851056177337,-26.194319612161255,-25.97141132046642,-25.8178669507361,-25.88393981373738,-25.96710874238603,-27.174215884605278,3.5608438615292535,3.970372018986174,3.9369076370245235,3.506033925842384,-17.451184705969315,-17.451594145814028,-17.62974053575716,-17.487472711389426,-17.44153934942457,-17.75352416203241,-17.6326944693276,-17.84719637966686,3.3347304615593094,3.346301215215869,3.2302006922469166,3.2298184665084664,3.2807632203967105,3.0636085321757105,3.1859284655280975,3.0845904510847015,1
361,2.739745554243962,7.985550590074723,-22.11112041457132,-26.58245283215973,-31.157684514406366,1.9275442,-31.048130220283248,1.8659695,-2.7144732749469203,0.9069061945296484,8.997256180224761,-31.061707763249974,1.8110778,0.08369369,0.6666667,0.9678430207197453,6.053106933179566,2.9382500778905998,0.2866901,0.9989422,-26.45324471319277,-20.737618192854107,-21.43802253604952,-22.571330037806042,-23.35214793061792,-25.073290485543968,-25.219830093680958,-40.38589513933992,-35.189455339690056,-29.064089820893066,-28.713264736095752,-28.595216587791672,-28.324805038256784,-28.7945919945001,-27.88990198629374,-42.08216336928168,1.4157062543196948,2.0050802176949536,2.3122419512531303,1.7558584161400612,-20.552111697424074,-21.28673694182667,-19.379613148067193,-20.081007478066052,-20.156734154214906,-20.490427277911117,-19.590476611539763,-20.00964992558595,0.8126414443384158,-0.0654823410292621,1.8596557771845048,1.4000317806979283,1.388472563438308,0.45286477222595123,1.7083304311437273,1.6014383381780346,1
365,2.7228304333387965,8.898368339192062,-22.192381051214795,-26.484657297523153,-32.7935803009877,1.6909957,-32.699159497963926,1.6163884,-2.9730337649412095,0.6320894477769952,12.64839108341629,-32.69292923093773,1.5573387,0.06991389,0.6666667,0.8046045177725327,5.633210714523169,3.0145896503200498,0.35518366,0.99964225,-18.535429236757853,-24.633557963606375,-21.225111350572295,-23.730624018175043,-23.297873336753764,-24.207479908543977,-24.82977822490187,-26.353000887126978,-27.26220851780671,-32.93649163577786,-28.472145168941815,-29.730972484259844,-28.242322206745314,-27.905243319486395,-27.471641922193815,-27.949425344886436,1.4364041071752454,0.7736740908220944,2.2437723358391164,2.1902135453098475,-19.89405267577108,-20.29104936363116,-19.934396585938234,-20.978818195526483,-20.99929821078228,-20.550382191728502,-21.366796154855873,-22.055193704520537,2.0128842809702476,1.4878546399995063,1.9917453221263792,0.5895461419667566,0.9393322651776812,1.4739491916736889,0.5219777493911891,-0.6598717093646813,1
367,3.204254248717072,8.070201152878875,-21.387067364193022,-25.819478464037804,-30.588236231458442,1.8547863,-30.51135794852995,1.8053173,-3.127910136898411,0.903548614809896,10.292136593135325,-30.538065269013273,1.7876732,0.03530833,0.6666667,0.8454880665549946,6.560280950701218,3.3183957856425055,0.2986392,0.99783605,-23.50347872442749,-28.10380703600934,-20.817343679958213,-21.771701933223074,-22.756076042100315,-23.970709449443564,-24.476192391498913,-25.94855076589561,-32.23679221574372,-36.42306154376113,-28.08394196057749,-27.78837128849992,-27.72008927231602,-27.68479373458383,-27.137620550680996,-27.61450065514862,1.8683994061231795,2.5655192721918034,2.6686983402299767,2.3455033994584173,-19.77127229598386,-19.122682184932128,-19.55532803643239,-18.7253309413663,-19.092758099477784,-19.30657919313106,-19.5071455398442,-20.07540621906301,1.3175650181305019,2.1152590838023504,1.9913920066599264,2.246725637137543,2.21310262560111,1.841522165478242,1.3667351355288395,1.3215748162132517,1
373,3.3392572240745317,6.877348235085338,-21.09573678343276,-25.83144188422714,-27.8441670602794,2.183942,-27.75754125919114,2.046797,-2.3184826928443814,1.407918857216553,6.63961331571154,-27.777701354119337,1.9992653,0.123492286,0.6666667,1.5776116885338443,7.108274172013791,4.463733399343961,0.49980885,0.9983353,-18.42372427935151,-19.233140624032547,-20.13357329676603,-21.414854951964948,-22.556432598172126,-24.577547768952286,-30.421827395454745,-35.41012103420992,-27.144123722386848,-27.53773810568383,-27.409614406676656,-27.461691142835555,-27.582621923197546,-28.365090941136266,-33.19534811030892,-37.524976010012445,2.5863755257574574,2.8846491577189237,2.747850861249751,1.9959011437268201,-19.789255861870814,-18.66881435916139,-18.45159862188066,-19.545639318927048,-18.72828754623758,-18.85223310408348,-18.947534443167825,-19.0718475095909,0.947952275459514,2.123096700089686,2.3001354435926795,1.3185049535605604,2.075236905207512,1.853742546516201,1.8350866392142762,1.7774359457692153,1
379,2.576590983848104,6.5586292841788785,-22.00933716067947,-26.39536541732807,-27.669192355971433,2.529519,-27.52564684036539,2.4385338,-1.9736986991182555,1.2315544493962765,4.9805112881571905,-27.545598199875254,2.3746493,0.19961171,0.6666667,1.2255894323862437,6.806220170448878,5.011126906568373,1.170488,0.99382585,-17.641437679437512,-18.869872783684066,-20.40700111248464,-22.025863634568,-24.378391299437443,-26.266474824566867,-39.18956130715334,-36.17461609213965,-26.3725428029424,-27.208266585637684,-27.733582268414196,-28.12285443647128,-29.471998809339492,-30.117074509983777,-42.0420946555352,-38.462701879633094,2.075564083273306,2.2944755360918614,1.302794914630066,0.9021519226078711,-18.679638132145477,-18.138473447232286,-17.356037795599168,-17.948942149079393,-19.172864163920373,-19.834892237286006,-19.155265274177157,-19.41133933637871,1.376502408723033,1.8468277982218826,2.5368240126908708,1.9540316765886299,0.8443004018908433,0.1399517055579518,0.8551222784407907,0.5380831889851828,2
383,1.8714494069932959,8.037141585910176,-22.675799241413635,-27.174945913427475,-31.850463159260443,2.0862076,-31.824463445818445,2.0853589,-4.685577851917458,0.0,3.4118444004649744,-31.81350316532805,2.0574667,0.020469045,0.6666667,0.0,5.625025842410799,2.343187447395176,0.0,0.9890442,-33.741776268386545,-21.33480286476595,-21.46509081174133,-23.022076697739454,-24.526096789424827,-25.314803889045184,-26.361021906080154,-36.335266993424,-42.48428911585366,-29.676915659903646,-28.759043400792322,-29.061604582164918,-29.517464377637705,-29.05174659257356,-29.049804410755893,-38.0960151920428,1.0443557583736813,1.2942001171358746,1.1144744840279344,1.4002841992350659,-19.838351030247534,-20.12101711947064,-20.241847125659703,-21.303686726853073,-20.60232411959685,-20.60605644894016,-19.43898347584882,-19.9061884400303,1.0142451592653459,0.5578880776709141,0.35074087201707616,-0.5035732258212139,-0.03312404217488266,-0.058888479300562055,1.045866983709783,1.3127918071943723,1
384,3.236905587450375,7.007576088764235,-21.050305629269797,-25.801896018538486,-28.10663758774529,2.157527,-28.003213840245643,2.0353076,-2.3010724376342404,1.4220708323681968,6.8313045955913365,-28.040263549155117,2.0105336,0.0999501,0.6666667,1.430252273505924,7.0068228455050265,2.8831376547542313,0.12554996,0.9977634,-24.70170671032861,-19.173657992870723,-20.094989091742487,-21.349915921888012,-22.612502025582224,-24.19568159203739,-39.30299441170631,-37.65766423864726,-33.42024262718947,-27.473907125877226,-27.366337569658672,-27.39327708349172,-27.635093423949805,-27.980648534962853,-42.0740001522927,-39.76827365849028,2.4474756587417152,2.7783186394585937,2.645753157404036,2.1833267679540085,-18.862240385268414,-19.126263401423863,-18.67252646280383,-18.5797711500986,-18.531158609576817,-18.862431151822467,-18.58710977669424,-19.130542924960828,1.9951835730751213,1.7032177484419362,2.0067942007435304,2.01647667945743,2.1290188130929844,1.7385380288911405,2.145181581291185,1.6009677506580542,1
385,2.839086065818898,7.8998130060699046,-21.67180113199129,-26.14633360497127,-30.552969241182673,1.9352778,-30.42298562217507,1.8376931,-2.4561814181709067,1.0880328566389532,8.84607886556699,-30.448916038394344,1.7916384,0.09624562,0.6666667,1.1513527354253703,6.286089151815537,4.706183435964555,0.96830565,0.9753461,-19.23725185780371,-20.082338222893778,-21.020952184638787,-22.13290515397681,-22.960731904324483,-23.945613750782304,-25.40484660448805,-34.71061242411325,-27.973770238513378,-28.40957555703099,-28.29711093762715,-28.157557394079706,-27.934305675705417,-27.66768089885999,-28.075835230047616,-36.410078083743116,1.5853675146180066,2.122282028374094,2.347757838747478,2.2146169832351807,-18.796760629646865,-18.2496486483709,-18.91549102093687,-18.83091103537635,-20.106466014104807,-19.485697451339977,-19.704489298400112,-19.86669862688052,2.1487463113903758,2.518432422923535,1.9030944195558446,2.0872162301273733,0.81721042687961,1.526733473177251,1.252589180310708,1.3187501142373785,1
398,2.3968272481175474,7.81618749343509,-22.1980857972756,-27.089972172897287,-30.99472995685916,2.0112772,-30.780469577048567,1.739992,-1.5591211522008581,1.2750685113037608,8.434309827897536,-30.80523074469669,1.6644063,0.28498036,0.6666667,1.3345702897507314,5.425205799744304,2.5594493369632634,0.060885843,0.9959434,-19.214165908025855,-21.755101009391645,-22.325863921116948,-22.566806404499594,-23.637442995513794,-24.654284498947934,-35.50666585299744,-38.58794333773996,-27.88371664438496,-29.952197281915332,-29.502673064794685,-28.55695071683749,-28.62728606734516,-28.436530206153773,-38.30114142373886,-40.8226289982079,0.5264653226416791,1.8872295789854532,1.9321313145311338,1.926072598958265,-21.20869893803612,-21.324631407918783,-21.207697600567073,-21.15461530070419,-20.443313570442086,-20.98586550247725,-21.653528725270778,-21.949349175147507,1.135732064892592,1.0313639530572227,1.110319697606124,0.9562846859095866,1.6308459858404196,1.4880988666464934,0.29851574573497136,0.5143359149435587,1
399,3.0169069493570646,6.3501016397732295,-21.367948430140824,-25.7652183921171,-26.54607856721455,2.4772136,-26.417329977955745,2.3711245,-2.1001890912745074,1.3996096923204315,4.834482113691642,-26.459163631953547,2.3474638,0.1357927,0.6666667,1.2635261796214736,7.340366377929476,4.852881620163024,0.69751227,0.9443297,-18.220735903184927,-18.49726000062516,-19.67249746808032,-21.65166894286735,-23.41750271779984,-25.525920250688866,-26.60361606447161,-38.85602475375571,-26.954216553706974,-26.838602469945297,-26.998166816466778,-27.744402151882515,-28.502389819885703,-29.366272175986754,-29.44160808680789,-41.11281850326059,2.6597248165250265,2.433105152112184,1.9396772359777192,1.058500535854951,-19.002139666224124,-18.72903078551386,-18.441039265043553,-18.913593619720647,-19.615361790696294,-19.724976655802728,-18.093561021341696,-18.30421923944075,1.0235680303926555,1.1483518465021734,1.4921820005112705,0.9756730554734101,0.34488323680937827,0.30727879008234393,1.7230703479638043,1.5698010894647418,2
402,3.648991398337091,8.295706416889102,-20.429578382949593,-24.928701168079474,-30.023865283066968,1.8156923,-29.912988619680483,1.6731838,-2.410438323998021,1.6605707399475307,10.115883393574679,-29.965338804141023,1.6731578,0.06655211,0.6666667,1.6412278742723296,7.22844940762576,4.605877036110671,0.5288636,0.99997514,-18.77741124472784,-24.422046950753042,-20.6319421455008,-20.99627829298373,-21.646371444035182,-22.687135009564127,-23.66990821438276,-25.20451627992058,-27.474563813724085,-32.666872583737415,-27.833963924973652,-26.97978492104123,-26.59540847847183,-26.409277275010155,-26.365303745911234,-27.10463434692883,1.232095012915887,2.613246465756627,3.1103053933800178,3.1012225186505935,-18.322561569275212,-19.56582164432393,-19.04701431583036,-19.091553910284063,-19.46468435050641,-19.649137037599072,-19.90341226922536,-18.992014765716576,2.875553673488777,2.3255804004385756,2.4954579516173454,2.4825247157060404,2.3254500059063865,2.2557516599512892,1.9602329095310258,2.5617115322233173,1
406,4.1752651921014445,6.573000285055324,-19.978109203501642,-24.536519833041854,-25.8650908674853,2.3127844,-25.773947894881893,2.247118,-2.445812944699902,1.9567799721802368,5.147138483222696,-25.801755543677036,2.2220266,0.08961462,0.6666667,1.9477703321272053,8.50867025415196,5.767196551342997,0.44215408,0.99981946,-17.553958280575483,-17.462418761104782,-18.618465796187124,-20.182126812227096,-21.825361571345752,-23.599921494130523,-30.90240449362703,-36.739576452090795,-26.286921789502458,-25.796176929414013,-25.925785570936977,-26.252082300791823,-26.87535595120336,-27.404507568283847,-33.69248024050519,-38.88157968568163,3.6676181141826536,3.729992482939755,3.2401992098390413,2.5094390787852072,-16.62953694832879,-17.3670650571665,-17.127524393476058,-17.503419798769972,-17.82963722366313,-17.816967284056055,-16.922884330112275,-17.716686140348706,3.2767716147898267,2.7372125048654605,2.8521772310869107,2.4647321825091373,2.205217926529683,2.182757245432023,3.0669170185755865,2.4530964222052813,2
407,2.2991783967883657,7.985777472382534,-22.360391543050735,-27.170351034036035,-31.475379164491564,1.9250971,-31.235794927279194,1.6791326,-1.5687901410898215,1.2105832073890055,8.755993454249271,-31.269690842501507,1.5955733,0.29150736,0.6666667,1.2191618051961173,5.020792798207034,2.5520025231111525,0.0,0.9969701,-18.798936780123416,-23.464707377226716,-23.09816286469071,-22.737450337009882,-23.63556354030079,-24.858852397375173,-26.417677215188245,-34.05596329997697,-27.463993890475702,-31.65032610192871,-30.260134932007887,-28.714577835424933,-28.60951844530659,-28.627918720553364,-29.197215262955467,-36.26414966509289,-0.14015968577312587,1.6825378879341601,1.8959555622824886,1.7856082247828922,-21.71135551365057,-21.0963923932377,-20.956196754955066,-21.268710046176942,-21.227872229333485,-20.888466722635833,-21.42044996060093,-21.124202594573624,0.30220851439945,1.1716538307762545,1.4753447296061577,1.1144251246072117,1.248582051735531,1.370777462881311,0.8881428191213182,1.5615930744277555,2
408,2.6758437636324435,7.512622296165134,-22.050127288409755,-26.54327747763994,-30.119354751128917,2.1276338,-30.091833537000152,2.1111505,-3.963173310039222,0.2811648665254389,4.5880267738431435,-30.101013183116674,2.0993476,0.016586993,0.6666667,0.0,6.4322871464972,2.581526728875299,0.0,0.9905101,-18.014131260917175,-19.61244076770307,-21.209253634574146,-22.298288308599236,-23.577603821747825,-25.389438922528587,-25.476906787876295,-37.974182001674805,-26.758285267219684,-27.95861138719301,-28.508054131026963,-28.341873887179535,-28.573819328284976,-29.13043940320949,-28.170537119393043,-39.75133698639138,1.5666681690486248,2.2173041598392182,2.112163497505011,1.3062316409866228,-19.59868759731738,-19.41501383407211,-19.159800821526254,-19.678583057419463,-19.482644063144466,-18.85445951363477,-19.497680925697956,-19.346346403190402,0.897298185919366,1.5695825756475872,1.670790472507794,1.164482994834595,1.229556217054533,1.8269180262990434,1.062834300520009,1.446989776723757,1
412,4.082093945572316,6.4653033128075155,-20.2712950133056,-24.82033881792008,-25.868386813142298,2.354668,-25.769636086514364,2.251623,-2.2333643568035613,1.992552975330489,5.291331119455077,-25.802075277062514,2.230034,0.11242983,0.6666667,1.9926600019119718,8.404295677141643,7.281305756730191,1.1010146,0.99924606,-17.39023836824169,-17.703174792214774,-18.83967438643016,-20.502950249919394,-22.08174771957608,-24.080886944028705,-37.03729118564055,-34.057822028670955,-26.12051621578141,-26.03391185299707,-26.148921733593454,-26.578981227274795,-27.143908538763103,-27.899682074187126,-39.84813182202031,-36.25708074219441,3.6231513625995073,3.5828127582477842,3.1833175070576463,2.2661555781709763,-20.07878421186284,-20.046974580601226,-19.017852879633512,-18.87949686831836,-18.556666842626544,-16.787271874680176,-17.368019715377077,-17.580138621732925,0.2644422693419574,0.2866449802825918,1.5804928973115995,1.4911352992624056,1.753324395814503,3.1622806068958695,2.730424452058605,2.58885437230727,2
