,Sqrt_TS_History_7,CLASS1
3133,2.0799522399902344,1
3142,1.7923779487609863,1
3145,10.631465911865234,1
3147,5.402316570281982,1
3155,2.038374662399292,1
3156,8.761982917785645,1
3163,4.197393894195557,2
3172,2.8834636211395264,1
3185,12.640362739562988,2
3189,6.397712707519531,1
3192,2.9970152378082275,2
3193,4.171404838562012,2
3205,2.9330430030822754,1
3209,5.909153938293457,1
3211,3.2384355068206787,1
3215,6.224198341369629,2
3217,2.9229657649993896,1
3223,2.8850669860839844,2
3224,2.5760726928710938,1
3225,6.5816569328308105,1
3226,5.07440996170044,1
3230,1.0369011163711548,1
3231,4.067211627960205,1
3236,0.4435256719589233,2
3243,51.387451171875,1
3244,2.525136232376098,1
3246,10.519700050354004,1
3249,3.0372159481048584,1
3251,1.43736732006073,1
3254,1.0499873161315918,2
3257,35.78790664672852,2
3258,8.725095748901367,1
3264,20.517793655395508,1
3266,22.99856758117676,1
3269,4.818778991699219,2
3271,1.7537599802017212,1
3273,4.197253704071045,1
3275,8.483689308166504,1
3277,8.805326461791992,2
3281,12.14832592010498,1
3285,20.797199249267575,2
3286,4.361335277557373,1
3298,8.539987564086914,1
3300,4.300938606262207,1
3307,12.188100814819336,2
3309,45.1771354675293,2
3314,30.370088577270508,1
3320,4.67035722732544,1
3321,1.93625807762146,1
3324,7.081762313842773,1
3328,5.905049800872803,2
3332,1.4378663301467896,1
3344,2.8014485836029053,1
3345,10.416852951049805,1
3346,7.14523458480835,2
3347,2.0705578327178955,1
3348,18.382801055908203,2
3358,5.0316481590271,1
3363,3.602494955062866,1
3367,22.69043731689453,1
3374,2.588586807250977,1
3377,5.660345077514648,1
3379,25.16629981994629,2
3380,7.460525035858154,1
3381,32.88916778564453,1
3388,4.457998752593994,1
3392,3.401583433151245,1
3397,27.811878204345703,1
3400,9.023548126220703,1
3401,7.652938842773437,1
3404,6.35252046585083,1
3407,3.80904483795166,1
3408,2.746537685394287,2
3411,78.50853729248047,2
3412,8.358927726745605,1
3417,5.432097434997559,1
3419,29.020952224731445,2
3420,4.698411464691162,1
3423,5.1749587059021,2
3426,31.574846267700195,2
3430,11.026177406311035,1
3431,9.579354286193848,1
3434,4.421139240264893,2
3447,10.80201530456543,1
3449,2.963918447494507,2
3452,4.720515251159668,1
3453,11.848565101623535,1
3461,5.943931579589844,1
3469,9.184611320495604,1
3472,8.327991485595703,2
3477,14.151937484741213,1
3480,4.648588180541992,1
3483,5.611650466918945,1
3484,7.466649532318115,2
3489,4.045615196228027,2
3495,10.554028511047363,1
3500,5.81899356842041,1
3501,6.603382110595703,2
3506,9.971060752868652,1
3507,3.5797927379608154,1
3508,10.139641761779783,1
3510,4.107617378234863,1
3512,3.78096866607666,1
3515,38.25432968139648,2
3521,6.579470157623291,2
3539,18.092914581298828,2
3542,2.1115448474884038,2
3552,6.809886932373047,1
3556,0.6484492421150208,2
3561,0.8627215623855591,1
3570,4.577786922454834,1
3571,10.009319305419922,2
3573,2.5831332206726074,1
3575,1.706417441368103,1
3578,18.923969268798828,1
3584,4.012178421020508,1
3586,1.473934292793274,1
3592,2.7640302181243896,1
3593,2.9135677814483643,1
3598,0.4365859627723694,2
3599,1.20009446144104,2
3600,29.111347198486328,2
3603,8.223605155944824,2
3605,10.508905410766602,2
3612,3.2116382122039795,1
3617,5.195790767669678,1
3624,7.76939582824707,2
3631,2.950547218322754,1
3638,3.3553221225738525,1
3639,2.5910677909851074,1
3645,0.375694215297699,2
3648,1.86513090133667,2
3653,4.081196308135986,2
3655,3.1417787075042725,2
3660,39.91098403930664,2
3663,0.4672892689704895,2
3670,4.694883823394775,1
3672,1.772252917289734,2
3678,7.087881088256836,2
3681,4.274827480316162,2
3685,7.579530239105225,1
3693,7.010311603546143,1
3694,1.589599609375,1
3695,3.7476513385772714,1
3699,10.652920722961426,1
3705,3.319211006164551,2
3706,4.162465572357178,1
3708,4.025052547454834,2
3719,2.0593435764312744,1
3724,4.821389675140381,2
3730,10.865056991577148,2
3735,10.561482429504396,2
3739,1.5559834241867063,1
3745,2.160353183746338,2
3753,1.1154552698135376,2
3763,14.730057716369627,1
3764,4.378587245941162,1
3770,2.4100897312164307,1
3780,2.613882780075073,1
3787,3.0647246837615967,2
3790,0.8460364937782288,1
3792,3.204174041748047,1
3793,2.53680419921875,1
3795,1.4776875972747805,1
3799,2.2962136268615723,1
3802,4.253161907196045,1
3805,2.047288417816162,1
3817,6.872028827667236,1
3822,3.7993688583374015,1
3832,14.61575984954834,1
3833,22.740455627441406,2
3837,5.380958557128906,1
3839,3.887354612350464,1
3840,11.91703987121582,2
3842,0.7008429169654846,2
3844,15.639973640441896,1
3861,8.149710655212402,2
3862,3.800363302230835,1
3864,5.6821608543396,1
3871,2.9667980670928955,1
3875,4.226442813873291,1
3880,5.070051670074463,1
3883,3.188037872314453,1
3885,44.147457122802734,1
3887,15.802069664001465,1
3888,1.7229803800582886,1
3890,122.34673309326172,2
3895,6.915400505065918,1
3908,4.411111831665039,1
3930,3.564547300338745,2
3931,12.93539333343506,1
3941,12.492969512939451,2
3944,3.3129568099975586,1
3945,3.501458644866944,1
3946,9.385293960571287,1
3948,3.515740871429444,1
3949,12.752877235412598,1
3951,8.866015434265137,1
3952,0.8377916216850281,1
3955,1.047188401222229,2
3957,4.810088157653809,1
3963,5.833999633789063,1
3964,2.476386785507202,1
3971,21.32600975036621,1
3972,26.11637687683105,2
3977,3.8580379486083984,1
3981,3.1232826709747314,1
3985,0.729443371295929,2
3989,15.338510513305664,1
3999,8.033742904663086,1
4012,10.156054496765137,2
4016,3.474807977676392,2
4017,37.891231536865234,1
