,y_probs,classes,bin_n_ascending,bin_n_descending
94,0.728695760302756,0.0,32.0,41.0
95,0.6926800531650801,1.0,31.0,43.0
96,0.470791846452153,1.0,10.0,64.0
97,0.9764678750602585,0.0,53.0,21.0
98,0.7633732482813845,1.0,34.0,40.0
99,0.673382858310247,0.0,29.0,45.0
100,0.9656440670549118,0.0,49.0,25.0
101,0.9887704262641508,0.0,61.0,13.0
102,0.9920381559201884,0.0,64.0,10.0
103,0.9865994834009296,0.0,59.0,15.0
104,0.44117948886380665,1.0,7.0,67.0
105,0.9787581909165456,0.0,54.0,20.0
106,0.6030689880222383,1.0,23.0,50.0
107,0.9875367743251005,0.0,60.0,14.0
108,0.4689071708820419,1.0,10.0,64.0
109,0.790196824873762,1.0,35.0,38.0
110,0.37304329010842846,1.0,4.0,70.0
111,0.3859963438444803,1.0,4.0,69.0
112,0.9737146803216794,0.0,52.0,22.0
113,0.2414720841510173,0.0,2.0,72.0
114,0.954542214015086,0.0,47.0,27.0
115,0.9742922659091716,0.0,53.0,21.0
116,0.4748664063992717,1.0,10.0,64.0
117,0.6755332637242805,1.0,30.0,44.0
118,0.986436669666494,0.0,59.0,15.0
119,0.8127180291680098,0.0,37.0,37.0
120,0.993903010491078,0.0,67.0,7.0
121,0.9656417772758196,0.0,49.0,25.0
122,0.980743299283357,0.0,55.0,18.0
123,0.2809834227862844,0.0,2.0,72.0
124,0.5322558101134391,1.0,16.0,58.0
125,0.50315811326275,0.0,13.0,61.0
126,0.3781843925970536,1.0,4.0,70.0
127,0.9387947430499912,0.0,45.0,29.0
128,0.9789835977013228,0.0,55.0,19.0
129,0.9766340101437252,0.0,53.0,20.0
130,0.5516054484477014,1.0,18.0,56.0
131,0.99267517012161,0.0,65.0,9.0
132,0.3758283097277921,1.0,4.0,70.0
133,0.9690916710960836,0.0,50.0,24.0
134,0.8842088212441018,0.0,40.0,34.0
135,0.4157042758788499,0.0,6.0,68.0
136,0.9399112075974844,0.0,45.0,28.0
137,0.664026162945591,1.0,29.0,45.0
138,0.995735340095701,0.0,71.0,3.0
139,0.6903605859432349,1.0,31.0,43.0
140,0.1551829030029809,0.0,1.0,73.0
141,0.8549761642305194,0.0,38.0,35.0
142,0.5320218145650382,1.0,16.0,58.0
143,0.99515877459788,0.0,70.0,4.0
144,0.986333280938014,0.0,59.0,15.0
145,0.6561072066126926,1.0,28.0,46.0
146,0.5864805035194945,1.0,21.0,52.0
147,0.45313853192064624,1.0,8.0,65.0
148,0.5850166070621788,1.0,21.0,53.0
149,0.390314413849879,0.0,5.0,69.0
150,0.975092495002566,0.0,53.0,21.0
151,0.4827664638919211,1.0,11.0,63.0
152,0.9606368278369972,0.0,48.0,26.0
153,0.46709366120148216,1.0,9.0,64.0
154,0.9950136316249294,0.0,69.0,4.0
155,0.972123913822748,0.0,51.0,23.0
156,0.9882836467577804,0.0,60.0,14.0
157,0.6160025932381799,1.0,25.0,49.0
158,0.4958234951628652,1.0,12.0,62.0
159,0.5285808488720091,1.0,15.0,59.0
160,0.5577564724929484,1.0,18.0,56.0
161,0.9897232543416268,0.0,62.0,12.0
162,0.7623572034673844,1.0,34.0,40.0
163,0.4670388743626653,0.0,9.0,64.0
164,0.9942987441617234,0.0,68.0,6.0
165,0.5315769926243923,1.0,15.0,58.0
166,0.7180176719920471,1.0,32.0,42.0
167,0.996870479642444,0.0,73.0,1.0
168,0.9897287179640856,0.0,62.0,12.0
169,0.5003477791378625,1.0,13.0,61.0
170,0.5900810579192033,0.0,22.0,52.0
171,0.643944346286773,1.0,27.0,47.0
172,0.5267617000594957,1.0,15.0,59.0
173,0.5652772766867923,0.0,19.0,55.0
174,0.99481308262855,0.0,69.0,5.0
175,0.6585098590082573,0.0,28.0,45.0
176,0.48726549042499934,1.0,11.0,62.0
177,0.9719613308631428,0.0,51.0,23.0
178,0.7768427460577538,0.0,34.0,39.0
179,0.7918422971853103,0.0,36.0,38.0
180,0.8998914695136971,0.0,41.0,33.0
181,0.9851258003889966,0.0,57.0,16.0
182,0.9854871022572804,0.0,58.0,16.0
183,0.6029484583330988,0.0,23.0,51.0
184,0.9910938558595356,0.0,63.0,11.0
185,0.4610676748207163,1.0,9.0,65.0
186,0.6754913229468484,1.0,29.0,44.0
187,0.5974097404657825,1.0,22.0,51.0
188,0.4800382125731833,1.0,11.0,63.0
189,0.39341915020496343,1.0,5.0,69.0
190,0.9861353683064656,0.0,58.0,15.0
191,0.3486954926817089,1.0,4.0,70.0
192,0.9395063126614216,0.0,45.0,28.0
193,0.9932497395646436,0.0,66.0,8.0
194,0.905530628276266,0.0,42.0,32.0
195,0.9794549423968392,0.0,55.0,19.0
196,0.1680301493984377,0.0,1.0,73.0
197,0.8592077571854999,0.0,39.0,35.0
198,0.9488555143886068,0.0,46.0,27.0
199,0.5251983827570345,1.0,15.0,59.0
200,0.9669789900956302,0.0,50.0,24.0
201,0.48297580459938527,1.0,11.0,63.0
202,0.9590811481512492,0.0,48.0,26.0
203,0.9694862937526916,0.0,50.0,23.0
204,0.988493591045953,0.0,60.0,13.0
205,0.389940126934856,1.0,5.0,69.0
206,0.4239927743556992,1.0,6.0,68.0
207,0.7371566757099451,1.0,33.0,41.0
208,0.42388236723575895,1.0,6.0,68.0
209,0.9910730604585828,0.0,62.0,11.0
210,0.9871399534137488,0.0,59.0,14.0
211,0.7659147723552523,1.0,34.0,40.0
212,0.5823478866429359,1.0,21.0,53.0
213,0.97973877658954,0.0,55.0,19.0
214,0.9374224075047272,0.0,45.0,29.0
215,0.48850849446827294,1.0,11.0,62.0
216,0.404541161409562,1.0,5.0,68.0
217,0.6126309984987728,1.0,24.0,49.0
218,0.638634035732615,1.0,27.0,47.0
219,0.9662576078232884,0.0,49.0,24.0
220,0.6209513071007547,1.0,25.0,48.0
221,0.5601458475520719,1.0,18.0,56.0
222,0.5645350293535437,1.0,19.0,55.0
223,0.6700070349326862,1.0,29.0,45.0
224,0.9863505615853048,0.0,59.0,15.0
225,0.6443187620154659,1.0,27.0,46.0
226,0.7792633478754931,0.0,35.0,39.0
227,0.9910756827227124,0.0,62.0,11.0
228,0.9730211457225096,0.0,52.0,22.0
229,0.5791097143502899,1.0,20.0,54.0
230,0.5421979810405501,1.0,17.0,57.0
231,0.4735291163374166,1.0,10.0,64.0
232,0.45942799079097,1.0,9.0,65.0
233,0.9944236184926852,0.0,68.0,6.0
234,0.6048559747991313,1.0,24.0,50.0
235,0.1348064248404402,0.0,1.0,73.0
236,0.6826499224923821,1.0,30.0,44.0
237,0.9934004345940048,0.0,66.0,8.0
238,0.9878129662660224,0.0,60.0,14.0
239,0.9867072058347008,0.0,59.0,15.0
240,0.4630829614400586,1.0,9.0,65.0
241,0.548559667465224,1.0,17.0,57.0
242,0.9930011725903626,0.0,65.0,8.0
243,0.3897758971957981,0.0,5.0,69.0
244,0.99410486053116,0.0,68.0,6.0
245,0.252928707419998,0.0,2.0,72.0
