,Fit Results,KS Statistic,P-Value
0,"  params: FitParams(a=0.9406172135101611, b=0.9766888231108279, loc=-1.1148821437289235e-24, scale=24.017264396014625)
 success: True
 message: 'The fit was performed successfully.'",0.1756171310180167,0.098
