,Bin (asc),Lower Bound,Upper Bound,RDG Count,Total Count,Frac
0,0.0,0.0,0.0176087031823796,2.0,26.0,0.07692307692307693
1,1.0,0.0176087031823796,0.0364819838680428,0.0,30.0,0.0
2,2.0,0.0364819838680428,0.0561343245267909,3.0,30.0,0.1
3,3.0,0.0561343245267909,0.0769375849273034,0.0,30.0,0.0
4,4.0,0.0769375849273034,0.114905477252158,2.0,30.0,0.06666666666666667
5,5.0,0.114905477252158,0.1645230847514399,0.0,30.0,0.0
6,6.0,0.1645230847514399,0.2214711055969725,0.0,30.0,0.0
7,7.0,0.2214711055969725,0.3265092173027035,4.0,30.0,0.13333333333333333
8,8.0,0.3265092173027035,0.4629044058611872,2.0,30.0,0.06666666666666667
9,9.0,0.4629044058611872,0.5968666061535347,3.0,30.0,0.1
10,10.0,0.5968666061535347,0.723376389017147,7.0,30.0,0.23333333333333334
11,11.0,0.723376389017147,0.8008669809865923,2.0,30.0,0.06666666666666667
12,12.0,0.8008669809865923,0.8593909737216355,1.0,30.0,0.03333333333333333
13,13.0,0.8593909737216355,0.9171052607512072,3.0,30.0,0.1
14,14.0,0.9171052607512072,0.9426922909146956,5.0,30.0,0.16666666666666666
15,15.0,0.9426922909146956,0.957401553957134,2.0,30.0,0.06666666666666667
16,16.0,0.957401553957134,0.9682038571472082,2.0,30.0,0.06666666666666667
17,17.0,0.9682038571472082,0.9751764229078136,2.0,30.0,0.06666666666666667
18,18.0,0.9751764229078136,0.9801346800935712,2.0,30.0,0.06666666666666667
19,19.0,0.9801346800935712,0.9850446304121006,2.0,30.0,0.06666666666666667
20,20.0,0.9850446304121006,0.9878457549306472,3.0,30.0,0.1
21,21.0,0.9878457549306472,0.9904408026176388,0.0,30.0,0.0
22,22.0,0.9904408026176388,0.9929121164876212,0.0,30.0,0.0
23,23.0,0.9929121164876212,0.9949101557042166,4.0,30.0,0.13333333333333333
24,24.0,0.9949101557042166,0.99692520901273,2.0,30.0,0.06666666666666667
