,Bin (asc),Lower Bound,Upper Bound,RDG Count,Total Count,Frac
0,0.0,0.0,0.0114610129305212,2.0,26.0,0.07692307692307693
1,1.0,0.0114610129305212,0.0320263725477272,2.0,30.0,0.06666666666666667
2,2.0,0.0320263725477272,0.0512694813210673,0.0,30.0,0.0
3,3.0,0.0512694813210673,0.07497238311099,1.0,30.0,0.03333333333333333
4,4.0,0.07497238311099,0.1116490331839813,2.0,30.0,0.06666666666666667
5,5.0,0.1116490331839813,0.153839391943358,0.0,30.0,0.0
6,6.0,0.153839391943358,0.229224823446613,1.0,30.0,0.03333333333333333
7,7.0,0.229224823446613,0.3069215980266765,2.0,30.0,0.06666666666666667
8,8.0,0.3069215980266765,0.4284114443946559,3.0,30.0,0.1
9,9.0,0.4284114443946559,0.5626743869094079,2.0,30.0,0.06666666666666667
10,10.0,0.5626743869094079,0.6690241563910215,8.0,30.0,0.26666666666666666
11,11.0,0.6690241563910215,0.7705129853824475,1.0,30.0,0.03333333333333333
12,12.0,0.7705129853824475,0.8500662520428376,2.0,30.0,0.06666666666666667
13,13.0,0.8500662520428376,0.9068395177312344,1.0,30.0,0.03333333333333333
14,14.0,0.9068395177312344,0.9355131855995128,5.0,30.0,0.16666666666666666
15,15.0,0.9355131855995128,0.950953122186589,3.0,30.0,0.1
16,16.0,0.950953122186589,0.9617050928571728,2.0,30.0,0.06666666666666667
17,17.0,0.9617050928571728,0.9725630777277025,2.0,30.0,0.06666666666666667
18,18.0,0.9725630777277025,0.9793372684052054,3.0,30.0,0.1
19,19.0,0.9793372684052054,0.9840321211370394,2.0,30.0,0.06666666666666667
20,20.0,0.9840321211370394,0.9877154420862736,2.0,30.0,0.06666666666666667
21,21.0,0.9877154420862736,0.9903153105533342,1.0,30.0,0.03333333333333333
22,22.0,0.9903153105533342,0.9930608199915988,0.0,30.0,0.0
23,23.0,0.9930608199915988,0.9943994714779274,4.0,30.0,0.13333333333333333
24,24.0,0.9943994714779274,0.9965787104109556,2.0,30.0,0.06666666666666667
