,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,89.87951807228916,0.8867167729527281,0.8867167729527281,3.6477914273323386,0.8561643835616439,248.0,19.0,23.0,125.0
