,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,88.91566265060241,0.8762146978439114,0.8762146978439114,3.995200134697323,0.8424657534246575,246.0,21.0,25.0,123.0
