,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.36144578313254,0.8919678105071364,0.8919678105071364,3.4740870736498457,0.863013698630137,249.0,18.0,22.0,126.0
