,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,PL_Index,ASSOC_PROB_LR,CLASS1,y_pred,y_probs_bll,y_probs_fsrq
433,0.011047602094841333,0.09049673795416908,-0.062321340743697155,0.07224725119701551,-0.19287020821627332,-0.18754554170664056,0.10711685605440038,-0.5201747738221695,-0.01630735178752154,-0.009569986452605445,-1.9071981143606003,-0.017902548902865703,0.0316601232998886,0.007517805907764291,0.0,0.0,0.6949164651924191,0.305083534807581
434,0.011078559235337366,0.02746880879125706,0.0938049983013991,-0.10960681488286925,0.052502031911195075,1.094574047654776,-0.11485950094310171,0.07712227774944107,1.621415059333758,2.154268935261748,-0.14856301192778318,-0.006787850934621822,0.03178370293894367,0.007984932751980572,0.0,1.0,0.44986715524482623,0.5501328447551738
435,0.011092672266893857,0.01585335238596557,0.0078338549525339,-0.009490272917078784,0.010008811826001562,0.008648394579911827,-0.00925648668598959,-0.011762438265112486,0.012449124151801456,-0.0104280970228179,-0.014647677029589242,-0.0076520442670888825,0.03191922726311665,0.00616764906541482,0.0,0.0,0.6420105280090758,0.3579894719909243
436,0.011094514190914407,-1.2500924396752584,-0.885350768193104,1.0311128507366625,-0.5088141444918993,-1.9583860388064784,-0.9766398736840834,2.603369757332126,-1.5877024562134294,-0.009994946080063056,0.4799210196578713,0.004330913200825819,0.03266165446268236,0.003651000079018666,0.0,0.0,0.8933751013971231,0.10662489860287694
437,0.011092672266891864,0.01585335238596557,0.007833854952534938,-0.00949027291707913,0.010008811826014733,0.008648394579911827,-0.00925648668598959,-0.01176243826512139,0.012449124151785593,-0.010428097022900231,-0.014647677029645674,-0.007652044267100052,0.03191922726312575,0.006167649065385572,1.0,0.0,0.6420105280090779,0.3579894719909223
438,0.01090710508810474,-1.1976219423555177,-0.05644272157459811,0.0654700832928404,-1.4592521658045425,-0.3844292247927634,-0.6206301629412271,-0.4193808506955702,0.05300612634651203,-0.004139059722096737,-0.03272574157479283,-0.0033691960261907307,-4.367299106982344,0.004056301269488342,0.0,0.0,0.9698169307661042,0.030183069233895833
439,0.01109267226689306,0.01585335238596557,0.007833854952535456,-0.00949027291707913,0.010008811826001562,0.008648394579911827,-0.009256486685999595,-0.011762438265094679,0.01244912415177653,-0.010428097022799532,-0.014647677029630895,-0.007652044267100052,0.03191922726313941,0.006167649065327075,1.0,0.0,0.6420105280090798,0.35798947199092035
440,0.011090273012227887,0.01802024219215303,0.015496028909573035,-0.01861270027720909,0.7246329490628013,0.15038237292670378,-0.0021981579601241534,0.021440771214154608,0.014760480996212551,-0.010210890155678184,-0.016872382958949904,-0.007536453016814113,0.03186281874780457,0.006146242136435271,0.0,1.0,0.45574026524143124,0.5442597347585686
441,0.011095790511016723,0.011239439087796288,-0.07786765921794934,0.09038132504797597,-0.10867319665198945,-1.926205950656343,-0.6258421974714228,3.285776165388013,-1.6681206224583718,-0.010027802850668828,0.46354308571271646,-0.0043967362454033635,0.031634954996330476,0.007350130550402692,0.0,0.0,0.6915036113200267,0.3084963886799733
442,0.011140235016846209,-0.00026054471135541883,-0.031452402349095805,0.03629585968667392,-0.007079948810816208,-0.03148497707243165,0.25906883552107135,-0.010488266260567747,-0.09209945373043722,-0.008546910639994089,0.024339041047112372,-0.006684561464994906,0.03212366145993495,1.6465001043561964,1.0,0.0,0.5770460655622346,0.4229539344377654
443,0.01109267226689306,0.01585335238596557,0.007833854952535456,-0.00949027291707913,0.010008811826001562,0.008648394579911827,-0.009256486685999595,-0.011762438265094679,0.01244912415177653,-0.010428097022799532,-0.014647677029630895,-0.007652044267100052,0.03191922726313941,0.006167649065327075,1.0,0.0,0.6420105280090798,0.35798947199092035
444,-3.420488860194287,-5.052860645751854,-5.017725682314861,5.844398574561853,-2.0067143568143058,-2.9417012349813185,-1.7085610953720411,-2.4241660554468747,0.1707381626998723,-0.010520766647062035,0.07618750368694459,0.017197529684313935,0.03257103898035955,-0.00043092755795936215,0.0,0.0,0.9809871197686361,0.019012880231363865
445,0.011347175535561926,-0.868915971693105,0.47170207010794996,-0.549921420149331,0.9598515349520195,1.240193620974133,-0.8434487382569631,3.3662736831541067,0.22293608632422288,-0.014320699594027967,12.906152876184311,0.013686239894417475,-1.3115175632421738,0.01099907777969886,1.0,0.0,0.6275471359405775,0.37245286405942235
446,8.223776500768407,1.5793421697348635,0.2519529072343264,-4.655858969955836,0.31825913258260513,1.3358926159212963,-0.41206643716309643,-0.020135503145442546,0.12125010772162706,-0.013795123635454078,0.0009629097534537711,-0.011344207335002833,0.03465359559206261,1.9411799030616892,1.0,1.0,0.1436113318897651,0.856388668110235
447,0.011092672266893857,0.01585335238596557,0.0078338549525339,-0.009490272917078784,0.010008811826001562,0.008648394579911827,-0.00925648668598959,-0.011762438265112486,0.012449124151801456,-0.0104280970228179,-0.014647677029589242,-0.0076520442670888825,0.03191922726311665,0.00616764906541482,1.0,0.0,0.6420105280090758,0.3579894719909243
448,0.011105722531123241,0.01179130441725719,-0.13795426659897614,0.16029855152754538,-0.05149733879619911,-0.8492061071935258,0.06485107048750144,-0.18253723355688448,-0.1319081084567513,-3.261000398570563,-0.024640175775201917,-0.007038766622633185,0.032111524313377965,0.004554078889132233,0.0,0.0,0.6933196738269463,0.30668032617305363
449,0.011111636234106815,0.011144385326252013,0.10134236822743477,-0.11842952373227122,0.05485719860055915,-0.014960858849697849,0.09998025206089843,-0.625877755084917,-0.0005623021428737766,-0.009708773238876717,-0.010431730410957204,-2.11645588360229,0.032605327932649336,0.008757462533799847,0.0,0.0,0.873361540460961,0.12663845953903877
450,-3.4854272205833263,-0.5581643647144813,-1.128014880304309,1.9841926750939545,-1.0375803938524153,-2.237189692459848,0.10810559552874958,-0.07736611581607938,-3.8241199445139737,-0.010683049334979895,-0.16345269183965938,-0.007275665307139321,0.03127623466375456,0.0066642464208340165,0.0,0.0,0.9549267067823095,0.04507329321769041
451,0.01109267226689306,0.01585335238596557,0.007833854952535456,-0.00949027291707913,0.010008811826001562,0.008648394579911827,-0.009256486685999595,-0.011762438265094679,0.01244912415177653,-0.010428097022799532,-0.014647677029630895,-0.007652044267100052,0.03191922726313941,0.006167649065327075,0.0,0.0,0.6420105280090798,0.35798947199092035
