,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.8433734939759,0.8927016904544994,0.8927016904544994,3.3003827199673537,0.8671328671328672,253.0,14.0,24.0,124.0
