,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.8433734939759,0.894207409656848,0.894207409656848,3.3003827199673537,0.8680555555555556,252.0,15.0,23.0,125.0
