,CLASS1,Frac_Variability,HR_24
1949,1,0.7203461,0.0219481061424856
1950,1,0.0,0.0178888087562766
1951,1,0.4491694,0.0192336437950906
1956,1,0.6139883,0.0208387497036004
1957,2,0.7153295,0.0207977876157802
1961,1,0.0,0.0216405322702378
1963,1,0.16959333,0.016136790300061
1964,2,0.15733609,0.0307521739127983
1966,1,0.5483549,0.0191070977686758
1969,2,0.7065409,0.0243019242572274
1972,2,0.77612275,0.0248668171363821
1980,2,1.6084218,0.0256842505625365
1983,1,0.1664859,0.017036939267542
1991,1,0.21235807,0.0190593416792571
1992,1,0.0,0.0082660350519456
1993,1,0.30912825,0.0162235408588681
1997,1,0.27123082,0.0154537801593637
1999,1,0.61356604,-0.0085819622541683
2000,1,0.17551117,0.0192842105636962
2003,2,0.3194246,0.0206234891160195
2004,3,0.0,0.0123102645492956
2006,1,0.26344785,0.0159491104788516
2007,1,0.45463592,0.0151910582288536
2016,1,0.6078053,0.0182554996194343
2018,1,0.0,0.0174083734248938
2019,1,0.6969452,0.013331729301243
2021,1,0.0,0.0177063105573079
2024,1,0.0,0.0284354789281605
2026,2,0.29207584,0.0158285760604252
2029,1,0.3553791,0.0087637684529811
2034,2,0.674774,0.0252094856015436
2036,2,1.115916,0.0309807918239354
2037,1,0.18062872,0.0133066355890628
2039,1,0.27671677,0.0183780913889359
2041,2,0.79639435,0.0257739621503596
2042,1,0.35051823,0.017776740131483
2046,1,0.50635517,0.0193007818298266
2051,2,0.8346359,0.0211846086588637
2053,2,0.2822496,0.0349827930388819
2054,2,0.550001,0.024754098511241
2055,1,0.5427298,0.0173617142039327
2057,2,0.7958577,0.0200913933379175
2058,1,0.5059822,0.0142667933683458
2060,1,0.38346556,0.01367886456903
2065,1,0.09571378,0.0136596292029766
2067,1,0.5508418,0.017499693398327
2069,1,0.0,0.0151429906938302
2070,1,0.30360892,0.024580442266725
2073,1,0.32006824,0.0173501164871512
2074,1,0.3713503,0.0173198255801842
2076,2,0.16519268,0.0915829976832757
2079,1,0.40881318,0.0163795891418624
2081,1,0.0,0.0082121769210597
2083,1,0.3933462,0.0198441292305342
2085,2,0.0,0.0210328532564511
2088,1,0.09263716,0.0155295815455532
2089,1,0.2717291,0.0156375752193275
2090,1,0.5283747,0.0117810530209464
2093,1,0.0,0.006697306376323
2096,1,0.0,0.0088512266695656
2097,1,0.19242166,0.0162487518425235
2098,1,0.23783113,0.0179121586688569
2099,1,0.46947223,0.0218109638430363
2100,1,0.8428183,0.0123154974428853
2101,2,0.3864861,0.0262442449785298
2102,1,0.0,0.0096100456998925
2103,1,0.0,0.0129877794920881
2104,1,0.2610073,0.0124528057157519
2107,1,0.30785987,0.0198734062012811
2110,1,0.0,0.01874725186479
2111,1,0.0,0.0192857465894329
2119,1,0.0,-0.0399854911398483
2120,2,1.052068,0.0247439295049877
2121,1,0.21624064,0.0244122667802183
2124,2,1.0683178,0.0231164104780828
2126,2,0.46954635,0.0272197591240568
2127,2,0.27313384,0.0232290448186903
2129,1,0.0,0.017828404718479
2131,1,0.35440448,0.0155759507295112
2135,1,0.3110615,0.0119456020852433
2136,1,0.3497218,-0.0036420766180839
2140,2,0.0,0.0228330620907619
2142,1,0.0,0.0129565851989206
2143,1,0.18041624,0.0110366626720956
2146,1,0.42254624,0.0124375188724622
2147,1,0.19258821,0.0166247671511549
2149,2,0.17129923,0.0194615241898074
2152,1,0.0,0.010543146023839
2154,1,0.16415322,-0.0348567518791178
2158,2,1.7242976,0.0286290833083699
2160,1,0.5153949,0.0111989096762122
2161,1,0.4866774,0.0219072798069178
2164,1,0.69299436,0.0203994661078079
2165,1,0.0,-0.0872926294891001
2167,2,0.38255635,0.0120351119134304
2169,2,0.37168708,0.0224425929320656
2171,1,0.33763137,0.0200461878847626
2173,2,0.0,0.0340135382051027
2175,1,0.46496135,0.0208086285575736
2176,1,0.4937133,0.0248798060284437
2181,2,0.6610903,0.0839709258751604
2183,1,0.0,0.0205511003712829
2184,1,0.0,-0.0431998579654732
2185,2,0.2076765,0.0246801180336431
2192,1,0.43436685,0.0193441766471965
2194,1,0.19769627,0.0121720024508711
2195,2,1.0681512,0.0219059777502343
2202,1,0.33282,0.0069155579251851
2203,2,1.0108045,0.0423998449695335
2205,1,0.0,0.0079147169922264
2206,1,0.0,0.0059373241928885
2208,1,0.0,0.0267185570494212
2213,1,0.30322278,0.0149314283653998
2216,1,0.102225326,0.0166997509136634
2219,2,0.0,0.0217186328977871
2223,2,0.45214796,0.0291445675424707
2224,1,0.23009552,0.0156497014669463
2226,1,0.33736137,0.0130082394981993
2228,1,0.3215998,0.0213025088928363
2229,2,0.32369265,0.0325204293931993
2231,1,0.0,0.0248319528096054
2233,1,0.0,0.0118501585300375
2235,1,0.0,0.0215252173434457
2237,1,0.31459257,0.0117959915526165
2240,1,0.22590582,0.0108674947532471
2244,1,0.64444256,0.0198588084528981
2246,2,0.8329821,0.0226673685817651
2249,1,0.19895537,0.0178292177295462
2253,1,0.37209037,0.0191087884180573
2258,2,0.275591,0.0201321063890911
2268,1,0.0,-0.0234735920866345
2269,1,0.24224913,0.0082531404051448
2271,1,0.51589274,0.020578050003001
2276,2,0.3002838,0.0251684680176934
2280,1,0.16433287,0.0162580173629141
2281,1,0.28178605,0.0174933250883866
2285,1,0.0,0.0199525272052322
2287,2,0.68894386,0.0250226710420231
2288,1,0.44335532,0.0117272086179942
2293,1,0.0,0.0142665565611985
2295,1,0.5320247,0.0182414509260124
2296,1,0.0,0.0136059786425915
2306,1,0.15850353,0.0231228619098684
2308,1,0.0,0.0142142176085545
2311,1,0.39182055,0.0187187360603667
2315,2,0.34488368,0.0225232593259365
2316,1,0.39959097,0.01820168969835
2320,2,0.722254,0.0349359169509385
2323,2,0.0,0.0192522587406555
2326,1,0.30907062,0.0095997042959729
2331,1,0.7825707,0.0151779238963047
2332,2,0.66540843,0.0197586188732405
2334,1,0.0,0.0091243560737302
2339,1,0.24871965,0.012757799440259
2341,2,1.0277808,0.0266421376110665
2342,1,0.27870715,0.015987052964066
2343,2,0.32429805,0.0216775452608565
2344,1,0.0,0.0163655122135021
2348,1,0.18387356,0.0137470336549472
2349,2,1.1155533,0.0205051844202341
2350,1,0.6117055,0.0134767812481995
2354,1,0.27479112,0.0186814941416044
2357,2,1.0205487,0.0249666545694496
2360,1,0.24132691,0.0179142939012815
2362,1,0.341527,0.0139052025639537
2363,1,0.024426628,0.0135121617410054
2364,1,0.49737743,0.0079789284676973
2368,2,0.3476109,0.0264251119614691
2370,1,0.0,0.0134677341075681
2373,1,0.18702859,0.0119501009009277
2376,2,0.59832084,0.0249983859008323
2377,1,0.22305295,0.0006899498550606
2379,2,1.1526387,0.0229140449507361
2380,1,0.0,0.0088460537676843
2390,2,0.9703142,0.0250117763588146
2391,1,0.0,-0.0392199998514348
2393,2,0.9289996,0.0226748196654007
2395,1,0.53962135,0.0142943192548309
2397,2,0.5187671,0.01768048875976
2401,2,1.1567377,0.0266570886224333
2404,2,0.42126507,0.0209698139555205
2405,2,0.95235467,0.0228322619677568
2406,1,0.135887,0.012686300471205
2408,1,0.22024807,0.0131063694104922
2409,1,0.25277823,0.0170426018086614
2411,1,0.40807182,0.0155980186299365
2412,1,0.0,0.0182523261145148
2413,2,1.0000772,0.0270747334443044
2420,1,0.4801342,0.0134060099178829
2422,1,0.18562195,0.019081480717522
2424,1,0.4227319,0.0185389561193732
2426,1,0.0,0.0090759935141302
2427,1,0.0,0.0258701192662645
2429,1,0.6525973,0.0168547659314644
2430,1,0.28419432,0.0150056011557486
2431,1,0.0,-0.0433318128684978
2432,1,0.73384476,0.0142197700068392
2435,2,0.42372638,0.0339965485332509
2439,3,0.38614786,0.0208528997811807
2441,2,1.1696975,0.0265515624342368
2442,1,0.0,0.0097871551050309
2447,1,0.3210833,0.0206892081030116
2448,1,0.15921204,-0.0300099401154896
2450,1,0.0,0.0178367778713144
2454,1,0.4612455,-0.0029136592318837
2455,1,0.0914069,0.01349330042616
2457,2,0.7059575,0.0241139204361364
2459,1,0.5951649,0.0140224450084944
2465,1,0.5347828,0.009616109195551
2468,2,0.7117105,0.0250634093480231
2471,1,0.39397636,0.027304123213659
2473,1,0.44500613,0.0172783503159564
2475,1,0.6977792,0.0183899758047251
2480,1,0.0,0.0133595638570439
2485,2,0.9191296,0.0264855100794537
2486,2,0.18043151,0.0189254579714595
2487,1,0.8383805,0.0125443102735373
2488,1,0.0,0.0229183664871898
2490,1,0.30237693,0.0177603959051958
2491,2,0.568162,0.0257454315556481
2494,1,0.28371525,0.0110199543856783
2495,1,0.5580378,0.0188909972117608
2497,1,0.0,0.0154878161872165
2501,2,0.5807363,0.0267945858131568
2502,2,0.7500151,0.0240519145152165
2506,1,0.44135174,0.0156820522831128
2507,1,0.20691285,0.0172341125617604
2512,1,0.0,-0.0016028164097265
2514,1,0.0,0.0106513181750743
2518,1,0.5228723,0.0062430953257709
2520,1,0.23838598,0.0130882945569494
2522,1,0.0,0.0171797325941895
2525,1,0.0,0.000934383243743
2527,1,0.47266197,0.0083351416338933
2529,1,0.54644895,0.0166525488330799
2534,2,0.0,0.0225853031877846
2535,1,0.0,0.0045640545446637
2536,2,0.6553747,0.0265458769236804
2538,2,0.6200512,0.0275629053355329
2539,2,0.07035547,0.0168778087348504
2543,2,0.85512716,0.0308902033241163
2544,1,0.0,0.0134083839331322
2545,2,0.36268443,0.0252711721264305
2547,3,0.0,0.0148516279383484
2548,2,0.40097106,0.0281177569592802
2551,1,0.82516885,0.0200934559043239
2556,1,0.55102575,0.0155579707561921
2557,1,0.053820014,0.0315433744831475
2561,1,0.8785402,0.0216354553914429
2566,1,0.0,0.0142679393366897
2567,2,0.5543049,0.0299060161766077
2573,1,0.24010059,0.020358582290403
2576,1,0.0,0.0112809429993428
2578,2,0.9485233,0.0232551897491954
2581,1,0.0,0.0129004363390254
2583,2,0.83485645,0.0262011906492281
2585,1,0.4857745,0.0188006701650849
2586,1,0.38729098,0.0159037907897847
2587,1,0.0,-0.0471069166921096
2592,1,0.2170026,0.0199319203853224
2595,2,0.0,0.018317072772414
2596,1,0.46675447,0.012637706788574
2597,2,0.5392066,0.0228593040044666
2600,2,0.6730675,0.0252775437509684
2602,1,0.0,0.0169347346838747
2605,1,0.44052556,0.0153284431274797
2606,1,0.3641759,0.0082752346550897
2607,2,0.6936605,0.0229047179992601
2610,1,0.13646671,0.0179213319360659
2611,2,0.5127019,0.0243473509858493
2615,2,0.30031016,0.0297036000886901
2618,1,0.24773736,0.0132858168773331
2621,2,0.90547,0.0260284248803471
2622,2,1.7807975,0.0211920759192499
2635,1,0.41600358,0.0172741175407415
2638,2,0.6333591,0.0272778415629374
2640,2,0.7030746,0.0273205842643933
2641,2,0.649781,0.0216498535954865
2643,1,0.0,-0.0482980374847065
2644,1,0.3605365,0.0131285233415529
2648,1,0.5008257,0.0171685630156188
2653,1,0.0,0.0146778596766126
2654,1,0.0,0.0117833047751904
2655,1,0.37736484,0.0186389814933308
2659,1,0.0,0.0069877350486519
2661,1,0.0,0.0213172603662702
2662,1,0.20712155,0.0123493820183905
2664,2,1.633365,0.0262665479652958
2665,2,0.35621962,0.0305231344559796
2668,1,0.21939443,0.0114257687837654
2669,1,0.4277097,0.0097864545124502
2670,2,1.2914909,0.0251510077764171
2674,1,0.28526494,0.0230499433198823
2677,1,0.0,0.0020419352770745
2678,1,0.5589465,0.0132993563714141
2679,1,0.0,0.0102296598125199
2682,1,0.12860432,0.0143087925052132
2685,2,0.2775051,0.019639972963544
2687,1,0.4994439,0.0160671507379329
2689,2,0.6008966,0.0296881992501582
2697,1,0.27641544,0.0070050683911009
2699,1,0.4313125,0.0213929567291922
2700,1,0.07594041,0.010544008585253
2702,2,0.62269676,0.0245218458173565
2705,2,0.7655067,0.023490145714787
2706,1,0.45346946,0.0171612166111651
2707,1,0.38281065,0.0164879248148707
2708,2,0.51081514,0.0226791080554275
2709,1,0.22153503,0.0091259905862397
2710,1,0.0,0.0087370996630425
2712,2,0.65816116,0.0206851397146568
2714,1,0.24831219,0.0153728862619904
2719,1,0.0,0.0276763895793524
2721,2,0.9856487,0.0249059077200644
2727,1,0.0,0.0005195554471731
2730,2,0.44852915,0.0382874047007047
2732,2,0.7685406,0.0204925051637707
2733,2,0.68293077,0.0252008736427088
2734,1,0.2769032,0.011054745182263
2737,1,0.4328899,0.0184752477225843
2739,2,1.9008367,0.0354787117142059
2743,2,0.52714026,0.0342557716697406
2745,1,0.0,-0.0293560861498569
2746,1,0.90141857,0.0195148536083753
2747,1,0.0,0.0065838238298381
2750,2,0.8267092,0.0364546252657268
2751,1,0.2824836,0.0147115718526365
2752,1,0.0,0.0161234472106391
2753,1,0.0,0.0102370169684259
2754,1,0.0,0.0133390515926563
2756,2,0.500933,0.0230473051433239
2758,1,0.0,0.0133956845468084
2761,2,0.24070963,0.0365204492685754
2763,1,0.44461137,0.0218513610578724
2765,2,1.3579211,0.0231254216507345
2770,1,0.2400486,0.0013736572676347
2775,1,0.8018389,0.020848703069306
2778,1,0.2988105,0.0129400877791631
2780,2,0.0,0.0282657195188189
2783,2,1.0434148,0.0225021561285951
2785,2,0.58817863,0.0125812633209787
2787,1,0.15858153,0.0196154833798824
2789,1,0.9723449,0.0217055531952843
2793,2,1.4830459,0.0293747305433823
2794,2,0.58476555,0.0314430399782773
2797,2,0.4741085,0.0283830140189076
2798,1,0.5292725,-0.0223754518249838
2800,2,0.97066015,0.0281692465174476
2801,1,0.28012896,0.0064282236971843
2802,1,0.6295501,0.0239804844352935
2803,1,0.20703888,0.0168631177807677
2805,1,0.41379288,0.0141649284790591
2809,1,0.18917221,0.0185481296902594
2811,1,0.3800077,0.0079706502088457
2817,1,0.0,-0.0069591224440141
2820,2,0.8991984,0.0298212618747936
2822,1,0.51808935,0.0151070366582782
2823,2,0.45786315,0.0261315738114217
2825,1,0.49459955,0.0104725324849288
2826,1,0.0,-0.0161635995300831
2828,1,0.63439107,0.0236304077633299
2831,1,0.4079882,0.021133793909581
2832,2,0.92460024,0.0229470421020593
2833,1,1.3247846,0.0178585121382764
2834,1,0.91570747,0.0201164643677339
2835,1,0.296434,0.0149430817277333
2837,1,0.2609811,0.0179500363837444
2840,2,0.564659,0.0223250566901112
2843,1,0.1310058,0.0081290367949124
2845,1,0.24126175,0.0121362978490326
2847,2,0.5180189,0.0296230584153426
2849,2,0.0,0.0326705169093773
2853,2,1.0147741,0.0263662741853454
2856,2,0.3727903,0.0347275152847368
2858,2,0.9392671,0.0252771519562067
2860,1,0.18411435,0.0115088188738928
2861,1,0.64150304,0.0171639441493795
2863,1,0.0,0.0247293547584102
2864,1,0.60236174,0.0170744686314743
2865,1,0.27106196,0.0129915674919106
2871,2,0.62658787,0.0245635903211439
2872,1,0.60029256,0.0248498577055259
2874,2,0.5764798,0.0228357519470182
2878,1,0.49666393,0.0154300790998747
2881,2,0.61833185,0.0325304735197807
2882,1,0.23439443,0.0149953952576087
2883,2,0.0,0.0272537478169093
2884,1,0.0,0.0116029206674129
2888,1,0.0,0.0131997411949843
2890,1,0.64109224,0.0092800770763741
2893,1,0.25668183,0.010867349101215
2896,1,0.6782054,0.0133187000525983
2897,1,0.0,0.0113289226140437
2901,1,0.0,0.0124886167642905
2904,1,0.0,-0.0194552572000406
2907,1,0.0,0.0177280373434499
2908,2,0.6980948,0.0281720026590066
2910,1,0.0,0.0168270629217283
2911,1,0.2841378,0.0149252273476859
2913,2,0.42423004,0.0353227176827962
2915,2,0.24524751,0.0283365903691965
2921,3,0.0,-0.0617561396549588
2922,1,0.49377972,0.0134133784288242
2923,1,0.0,-0.0073283463050364
2926,1,0.30716684,0.0158281606574512
2930,1,0.20994478,0.012079397199999
2932,2,0.6944949,0.0276389530191706
2934,2,0.31375253,0.0327563152224164
2936,2,0.43262762,0.0298278895433088
2939,1,0.0,0.0217173974827589
2944,1,0.1396945,0.0088432480548876
2946,2,0.82921433,0.0247029749683801
2951,1,0.113913745,0.0196238378443824
2953,2,0.7376472,0.0165781573059069
2957,1,0.0,-0.0623699112187432
2958,2,0.16438574,0.0233772556019948
2960,1,0.0,0.0147646204280863
2967,1,0.0,0.01700469835147
2968,1,0.37522364,0.009086070413391
2971,1,0.26129133,0.0086981610372712
2973,1,0.7867423,0.0178516757521055
2976,1,0.85774606,0.0144840038600441
2977,2,0.6345545,0.0203254946099841
2981,2,1.2486922,0.0213272727440852
2983,2,0.58790624,0.0273875271421972
2985,2,0.5937584,0.021107596580583
2987,2,0.7457146,0.0215827886865083
2990,1,0.5016904,0.0087782815793084
2992,1,0.8125625,0.0188689821096202
2996,2,1.3671062,0.0299041765004307
2997,1,0.42933562,0.018926162659863
2998,1,0.27493617,-0.0507556647872758
3001,1,0.0,0.0083859839039986
3002,1,0.0,0.0304819011605788
3003,2,0.6813509,0.026509782372523
3005,1,0.2691905,0.0185065750304386
3011,1,0.10394934,0.0181871236998312
3015,1,0.4845689,0.0038703890150553
3016,1,0.27760783,0.0226128336075515
3017,1,0.0,-0.0154120957055667
3018,1,0.54587007,0.019492066598583
3020,2,0.77752554,0.0284538698906859
3022,2,0.85312563,0.0260953311358339
3024,1,0.3174671,0.0129619594203051
3025,1,0.26164818,0.0129236051380481
3026,1,0.54287946,0.01411699415611
3030,1,0.4150613,-0.0159124570719267
3031,1,0.29387996,0.0219210603317739
3032,2,0.6864889,0.0244581035740604
3035,1,0.0,-0.0472839393225146
3039,1,0.0,0.0119617181972445
3042,1,0.49468604,0.0155982825368319
3043,1,0.1821288,0.0205705779739448
3045,1,0.669603,0.0150051460315035
3047,1,0.0,0.0152482749113741
3048,3,0.0,0.0142922021618544
3049,1,0.0,0.0135369232200153
3050,2,0.0,0.0165984193382849
3052,2,0.5714975,0.0336189493456205
3053,2,0.894961,0.0361124797662128
3059,2,0.0,0.0245121174875115
3060,2,0.56497073,0.0248501786805467
3061,1,0.35030994,0.0200219098570001
3063,2,0.0,0.0268967572256122
3065,2,0.9625273,0.0279932117094352
3067,2,0.78027546,0.0324043647327362
3068,1,0.4199456,0.0168704399014817
3069,3,0.0,0.0149989641527892
3071,1,0.0,0.0186966055170134
3073,1,0.0,0.0161023792076166
3075,1,0.0,0.0112729202295028
3077,1,0.19772124,0.0191358701999481
3078,1,0.25485477,0.0094018687049225
3083,1,0.0,0.0217508681190193
3085,1,0.36869445,0.0133385013080068
3086,1,0.20725293,0.0113361295193304
3089,1,0.0,0.0150438839973916
3091,2,0.78863287,0.0240807959329748
3093,2,0.43582886,0.0245699568441358
3094,2,0.8432919,0.0290290905808494
3097,2,1.5007352,0.0223803588320668
3102,1,0.0,0.0206938546606629
3103,1,0.39844748,0.0136614665922306
3104,2,0.42296943,0.015962229002551
3105,2,0.74845636,0.0362998829930647
3106,1,0.34727186,0.014593218403329
3109,2,0.0,0.0235911404733055
3111,1,0.45358396,0.0106220409606327
3114,1,0.3938742,0.0158875766935958
3117,1,0.17471595,0.0155578860168753
3122,2,0.66817856,0.0257066351696159
3126,1,0.32377204,0.0059408529176875
3129,2,0.34601662,0.0259327004653445
3130,2,0.9893492,0.020183370010628
3131,1,0.45530063,0.0072047801634595
3133,1,0.5848105,0.0238409695054442
3139,1,0.54040116,0.019863059923173
3140,1,0.0,0.0236582451703211
3141,2,1.1939896,0.0464055109566703
3142,1,0.18679948,0.0218201723530087
3145,1,0.2179164,0.0160314244051811
3147,1,0.35816926,0.0151493518731071
3152,1,0.7202275,0.0243431581232151
3155,1,0.40599918,0.014202810367273
3156,1,0.5652584,0.0098564484990301
3160,2,1.0003191,0.0265856909407581
3163,2,0.48779157,0.0242860145091224
3171,2,0.99824125,0.0208297890421465
3172,1,0.5188087,0.0177758356484297
3175,1,0.0,-0.01523961111336
3180,1,0.4260309,0.0196535733668572
3185,2,0.6336336,0.0270741385254527
3189,1,0.1574427,0.0130052698084419
3192,2,0.0,0.0119401966863931
3193,2,0.90604067,0.0244104015786927
3196,1,0.05330625,0.0175421787533971
3201,1,0.0,0.0110758242004475
3204,1,0.55158734,0.0150875416002098
3205,1,0.0,0.0124432362180583
3209,1,0.27075753,0.0144528199803759
3211,1,0.4075422,0.0083572172410102
3215,2,0.0,0.0265884244887335
3216,1,0.0,-0.0581878930918018
3217,1,0.110798456,0.021832919528839
3222,1,0.48195228,0.0296475192795043
3223,2,0.9911865,0.0245523597579466
3224,1,0.31508085,0.0146838112424963
3225,1,0.4650473,0.0111330776101627
3226,1,0.7340604,0.0214925566464347
3230,1,0.17078382,0.0161907964974057
3231,1,0.3002559,0.018926829466632
3236,2,0.4516601,0.0373192006765011
3243,1,0.35229808,0.0148475508524444
3244,1,0.565193,0.0247958681207776
3246,1,0.5423511,0.0176219259567139
3247,2,0.0,0.0147354592091071
3248,1,0.09233589,0.0160182888644095
3249,1,0.3715032,0.0167140064780052
3250,3,0.1647864,0.0188699962445061
3251,1,0.32786328,0.0144680420099713
3252,1,0.0,0.0143355803635517
3254,2,0.60189843,0.0346720925190812
3257,2,0.7654774,0.0232695671331893
3258,1,0.47609606,0.0156516706284106
3262,1,0.0,0.0330533067710258
3264,1,0.2757673,0.0111925679233176
3266,1,0.37616107,0.018365143397062
3267,1,0.0,0.0218879788980138
3269,2,0.55584997,0.0334311250983546
3271,1,0.0,0.0253845565276093
3272,1,0.5615091,0.0163173957437872
3273,1,0.0,0.0140933433107614
3274,1,0.0,0.0162381730382485
3275,1,0.31316486,0.0208836558543362
3276,1,0.0,0.010451905646779
3277,2,0.680231,0.0270664444101541
3280,1,0.0,0.0177659586638945
3281,1,0.9014628,0.0139890642265795
3285,2,1.4092293,0.0239724581425572
3286,1,0.08967542,0.0217614389423047
3287,2,1.1115746,0.028348268714187
3295,1,0.59080994,0.0172816269276944
3297,1,0.6174121,-0.0041673681255338
3298,1,0.5484568,0.0125106710925457
3299,3,0.0,0.030961823668691
3300,1,0.7185058,0.0107559570375282
3307,2,0.72016776,0.028957406350071
3309,2,1.0074621,0.0328224684121047
3313,1,0.3232164,0.0213974070698219
3314,1,0.8513268,0.0175998604842119
3316,3,0.12679616,0.0175917028829458
3317,1,0.4961494,0.0194698389164789
3320,1,0.22093618,0.0139532716388426
3321,1,0.3421369,0.0072657481436326
3324,1,0.65963006,0.0150563075832604
3328,2,0.2288926,0.021081702662355
3331,1,0.5475083,0.0072094352032502
3332,1,0.17280786,0.0173909165478433
3333,1,0.31359872,0.0178214607229421
3335,1,0.0,0.0264602045761193
3338,1,0.2972638,-0.0610698396412721
3340,1,0.21534283,0.0166671970867208
3341,3,0.11683269,0.0226374109043881
3342,1,0.0,-0.0006414501784411
3343,1,0.3458155,0.0133187182419047
3344,1,0.3754975,0.0220449851621322
3345,1,0.34883785,0.0171503430134743
3346,2,0.7497755,0.0289481831022694
3347,1,0.26253274,0.0180945138646821
3348,2,0.8620972,0.0245427432878977
3349,1,0.0,0.0096819101054269
3356,1,0.43586347,0.0145484236950948
3358,1,0.3312882,-0.0041732088182176
3359,1,0.0,0.0191492935552266
3362,1,0.0,-0.0286069124375588
3363,1,0.19964918,0.0089111855750609
3367,1,0.09017507,0.0102096487735329
3373,1,0.22771819,0.0206573845630114
3374,1,0.3194373,0.0144109117627299
3377,1,0.32809278,0.018309775415494
3378,1,0.6372012,0.0145575428177096
3379,2,0.5674401,0.0236985370740784
3380,1,0.27712485,0.0056798452589953
3381,1,0.18385848,0.0141312661346198
3382,1,0.26228887,0.0154119657609025
3386,1,0.62151486,0.0063169206520433
3387,1,0.0,-0.0256155382945716
3388,1,0.11153602,0.0167835465087043
3392,1,0.5810739,0.0143148758791812
3394,2,0.2393384,0.1137545050602205
3396,2,0.48743424,0.0164431434580774
3397,1,0.2163253,0.016694630165577
3399,1,0.55266327,-0.1058367944603286
3400,1,0.16395704,0.0162350187735134
3401,1,0.47100154,0.0127006084805335
3404,1,0.40283877,0.0119848896272972
3407,1,0.07757526,0.0247534573940141
3408,2,0.6746724,0.0336806614121743
3411,2,0.8876849,0.0234279319462328
3412,1,0.16234548,0.0155839849421916
3417,1,0.36255088,0.012203675010624
3418,1,0.0,-0.0051263479561565
3419,2,0.74292475,0.022087138936441
3420,1,0.25233075,0.0053747883204416
3423,2,0.8662479,0.0227118043829796
3424,1,0.58259577,-0.0424162420857573
3426,2,0.8968133,0.0239147733321536
3428,1,0.6483212,0.0172300263924433
3430,1,0.793037,0.0233581617796484
3431,1,0.37222525,0.0177033473286582
3432,1,0.25184935,0.0238366872048166
3433,1,0.0,0.02466782851049
3434,2,0.39199525,0.0287635513208872
3435,1,0.5500372,0.017340921602886
3436,1,0.54138833,0.0084184804177869
3438,2,0.6083848,0.0239348961112363
3443,1,0.20394118,0.018708230349104
3444,1,0.46814302,0.0181387419305032
3447,1,0.55909854,0.0190324658781872
3449,2,0.8651906,0.0161748697026127
3451,1,0.37841395,0.0207516889051352
3452,1,0.48715195,0.0132089102655906
3453,1,0.36498377,0.0123406205326768
3456,2,0.8017717,0.0142896744953219
3461,1,0.16762443,0.0189509011880212
3462,1,0.0,0.0208599682421787
3464,3,0.0,0.0084735638734591
3466,3,0.18971638,0.0121498331264784
3469,1,0.18317553,0.0144493819289348
3472,2,0.78523743,0.0235438696969084
3477,1,0.16918282,0.012378319251426
3480,1,0.0,0.0177362925694582
3483,1,0.27028117,0.0171964350167894
3484,2,1.0411584,0.0201514351078069
3485,1,0.19135271,0.0111841021103563
3487,2,0.32915208,0.0220311819555314
3488,1,0.14760123,0.0178466178308463
3489,2,0.65121096,0.024429720868635
3492,1,0.0,0.0198736798090201
3495,1,0.67677516,0.014281739365016
3500,1,0.07234623,0.0113189223843861
3501,2,0.7436978,0.0249063832971231
3503,1,0.1669409,0.0206529711653071
3506,1,0.2422978,0.0149967664923513
3507,1,0.37501478,0.0154433128426124
3508,1,0.8561637,0.023002755665364
3510,1,0.27169064,0.0021581478348224
3512,1,0.75521266,0.0102758840623863
3515,2,0.8709777,0.0219642487433486
3521,2,0.9732856,0.0241042630863221
3533,1,0.50912607,0.0095936985405788
3534,1,0.40991154,0.0194267870409582
3537,2,0.9401904,0.0310639226061687
3539,2,0.5892943,0.0228372488955742
3540,2,0.07672186,0.0239996061285561
3541,1,0.72066796,0.0213788004390862
3542,2,1.2694988,0.0204280482791044
3545,2,0.66649663,0.0158208724469207
3547,2,1.0942694,0.0299179115455081
3550,1,0.207897,-0.0282711187775789
3552,1,0.37775537,0.0083788559375285
3553,3,0.05587134,0.0271674043845976
3556,2,0.8756091,0.0278114461881486
3557,1,0.0,0.0192838027152202
3560,3,0.07549913,0.0264798238436932
3561,1,0.0,-0.0028832528576806
3564,1,0.42547044,0.0151006371402929
3565,1,0.0,0.0115806487492439
3566,1,0.5924937,0.0207572552718915
3569,2,0.0,0.017181871959536
3570,1,0.6571597,0.0205738231009841
3571,2,0.6218688,0.0261756287378286
3573,1,0.0,0.0126050710470701
3575,1,0.22921793,0.0156286512455002
3576,1,0.42118856,0.0162064076827749
3578,1,0.82508403,0.0246322185714081
3584,1,0.40284938,0.0108339247033094
3586,1,0.18013245,0.010355074121797
3587,1,0.40914646,0.0204785019409602
3588,1,0.0,0.0167834187566953
3592,1,0.3147567,0.0122181155205798
3593,1,0.7553701,0.0258218835052824
3595,1,0.38437313,0.0174608719444829
3596,2,0.9600548,0.0714128980373705
3598,2,1.2215457,0.0310763058474272
3599,2,0.78440094,0.0273664248205852
3600,2,0.78820336,0.0250704179454114
3603,2,0.51188785,0.0215987717822119
3605,2,0.79002714,0.0217264666180115
3608,2,0.5404111,0.023617632473366
3612,1,0.62930804,0.0132109953228638
3616,1,0.0,-0.0419425702484683
3617,1,0.35425103,0.0051886419747431
3622,2,0.63282937,0.02812879436539
3624,2,0.5902839,0.0237861650453173
3626,2,0.80719405,0.0260038348491082
3631,1,0.48820335,0.0157299422016562
