,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37
1299,1,0.2900184,0.0106713966298139,32.84967,2438.0178,0.0157722991455664,0.1078828213190196
1303,1,0.08410534,0.0098205080298638,21.449156,2599.8071,0.0142680479099337,0.0260128140571362
1305,1,0.38787973,0.0195621910853157,66.86216,843.9112,0.021200053100054,0.1052991506541617
1306,2,0.5824248,0.1214237548191802,7.0000205,385.93753,0.1473706048054019,0.067279556119354
1307,2,0.0,-0.031419008066001,6.0421925,6256.8594,0.0063340395802193,0.0698937111126356
1314,3,0.0,0.0259534860860505,11.429428,1427.063,0.0210725984992162,0.0330095472005196
1320,2,0.0,0.0247502885002584,15.130138,897.68317,0.0249435439230622,0.0866333983613219
1322,1,0.63675,0.0197157770553589,9.614018,3338.8547,0.0134118728968622,0.0315132049866259
1323,1,0.42126828,0.0148781068592599,135.02632,1565.2386,0.0164679802692316,0.0358515383832139
1339,2,0.21031582,0.0164146586250874,10.133104,2076.7922,0.0179778017149806,0.1472015493288931
1340,1,0.38820568,0.0168462519919637,7.855156,1530.7094,0.0235603362016905,0.1651640515445669
1342,1,0.72789097,0.0169281520062561,11.687562,1948.3816,0.0192454690739877,0.0964332996599613
1344,2,0.7200915,0.0213689683324845,93.77892,860.0025,0.0240430046386203,0.1015466703374003
1347,1,0.09590281,0.009778299652904,19.097061,2138.5198,0.0172390378574571,0.0354288629380478
1350,1,0.0,0.0129345575213385,6.603601,3938.591,0.0153299047681733,0.0867101692422012
1355,1,0.18835746,0.0159018985303232,17.091045,2621.1262,0.011838496962249,0.0861136271185937
1360,2,0.33104116,0.0284235549857992,7.294941,939.1377,0.0464239622588838,0.0351877644349536
1364,2,1.0391853,0.0311648069294145,27.482376,698.3393,0.0351684580498859,0.0666902006566899
1370,1,1.732129,0.0196520842417793,75.35938,1016.3238,0.0212187415816816,0.0911938759104906
1372,2,0.5235435,0.0234362281618595,79.96186,625.76685,0.0257354908081201,0.1860950965442344
1375,2,1.7166674,0.0188320118185676,7.9966693,3849.4316,0.0155409890011717,0.086349764502332
1381,2,0.44013086,0.023556248103888,59.144497,760.4456,0.0246218458083327,0.0516365375932679
1385,2,0.7621923,0.0252112541416606,8.6001835,1334.0428,0.023235959129887,0.0332389773222489
1387,1,0.18792966,0.0079293832665163,4.0922785,2280.3843,0.0277023049126631,0.0792533320752492
1400,1,0.2717615,0.0113353274238639,14.119129,2607.9622,0.0177019957927695,0.1127639352025663
1401,2,0.7417449,0.0291774248040848,21.570189,281.0474,0.0373998785927528,0.0420017137153522
1402,1,0.14297648,0.0079892765112575,30.270435,4207.4043,0.0117494295843854,0.035676350758321
1406,1,0.0,0.0114881901326683,20.878815,2184.4753,0.0135409148695705,0.111934797482095
1408,1,0.96364325,0.0114096053880101,10.60397,3298.4612,0.0172787405801015,0.0304618559890945
1410,1,0.75329214,0.0196540607869825,249.87148,653.401,0.0219302982671769,0.0585064935827778
1414,2,1.0900371,0.026302509370081,16.56795,681.25714,0.0354859813803103,0.0955130085952827
1417,2,0.7851708,0.0317792177948688,49.626972,449.3913,0.0367331428754544,0.0814269846478484
1424,1,0.2482548,0.0157846049327643,25.662888,4575.322,0.0123870026681964,0.027900004616181
1427,2,1.0177257,0.0322639485528144,12.975497,957.7873,0.0310063859060146,0.0698318091591861
1433,2,0.09358869,0.0296600463549499,7.580756,1372.3969,0.0528762590532435,0.1205947862147254
1440,1,0.5816141,0.0108846911658061,76.43496,1981.5234,0.0120743523643768,0.0283368851680875
1448,1,0.0,0.0184006796515155,5.924904,3239.5044,0.0189270763618523,0.1009084158602865
1455,2,0.48197055,0.0197427971512447,9.553469,1668.7797,0.0278407267576347,0.1018068979142059
1456,1,0.0,0.0122379454550662,16.323015,4082.0757,0.0130550519833624,0.022006842759066
1467,1,0.24483563,0.0149097222008606,27.388674,1593.9229,0.0176219008815899,0.0399599448673982
1475,1,0.0,-0.0400913460800242,6.060359,12823.48,-0.0089799077063158,0.0030883485208665
1480,2,0.67327636,0.0338839921094914,22.582521,473.3806,0.0438394672060785,0.0922657331727659
1482,1,0.556782,0.0110245545068184,18.00206,2197.1323,0.0169685312500358,0.10153535924356
1489,1,0.22191396,0.0112872606042005,28.699732,2395.201,0.0118268485632175,0.0369308574731252
1494,1,0.20942451,0.0149610045544161,22.978104,1655.1942,0.0167116324870813,0.0529611121177439
1502,1,0.19373378,-0.1022935386916232,13.408011,11159.678,0.0013116370736957,0.0115019982732574
1504,2,0.50838804,0.0360709700513115,16.757677,347.184,0.0648544148133427,0.0757880743882671
1508,1,0.0,0.0166337898552988,22.023596,3591.774,0.0170604689628639,0.0297503382126003
1509,2,0.76090306,0.0239791494626668,60.79063,713.85504,0.0252136476265602,0.1021695095320209
1510,1,0.3681649,0.0217873252891359,8.908189,2584.269,0.0177564096048112,0.0871298379836406
1513,2,0.04574248,0.0374212709901788,9.513901,819.5167,0.0301269408909639,0.0881204484615264
1514,2,0.22636685,0.0318120128032535,13.078906,581.13007,0.023454525319733,0.0838710416861958
1515,1,0.47972074,0.01550313190394,31.036577,2987.4067,0.0147542937278082,0.1059943277484144
1516,1,0.0,0.0227492027645036,7.155027,2509.2432,0.0200783508395504,0.0384551780981909
1518,1,0.2075906,0.0120248845198517,42.19593,2076.5833,0.01359923096855,0.0422509503027978
1523,1,0.55482936,0.0146734571022595,16.044662,4187.8467,0.0149456076349363,0.0712582276162016
1532,1,0.35995728,0.0062435805782539,9.285021,3651.0706,0.018775313234672,0.0256823580295575
1533,1,0.31745616,0.0161840368347404,68.23372,1191.9451,0.0184694661086477,0.0501113849389656
1535,2,0.65885615,0.024330218267274,16.701574,835.253,0.0300811043161829,0.09599370000348
1536,2,0.76043755,0.0243072401638586,32.646084,773.14886,0.0299627215678092,0.0459102697244775
1537,2,0.9388121,0.0306418912027904,6.6365814,963.96063,0.0716862998965213,0.0976085437983981
1538,2,1.07923,0.0276352860350571,21.234486,464.88724,0.0304743182814717,0.040599887531073
1547,2,0.50485533,0.0199256392634977,8.7503,1597.9011,0.0259933479513187,0.0997728754616764
1549,1,0.0,0.0025987714582139,26.778605,3053.8494,0.0123495210283051,0.1666891398669351
1551,1,0.39377475,0.0211524139692304,15.486256,1229.1926,0.0229788067226851,0.0917998914076336
1557,2,0.5469602,0.0304972143711277,12.047324,939.27167,0.0289917440576373,0.0893554426390654
1563,1,0.40142262,0.0223049492581211,10.706359,1627.1892,0.023503787259029,0.1722086159198839
1565,2,0.7484529,0.0249800841204047,11.582193,1055.1176,0.0241954282357388,0.0530930001768494
1568,1,0.19357546,0.0150243827992994,89.55751,1303.206,0.0177887147606151,0.0512822842621792
1571,1,0.61358166,0.0184753751841768,8.484193,3603.572,0.0157372456931054,0.0705916396378573
1581,1,0.5497792,0.0202254734570385,13.36516,2011.1968,0.0217136315063371,0.0368133070804953
1583,1,0.0,0.0017180027456949,5.6307,9136.141,0.0010240278987249,0.0627670717458898
1589,1,0.3822409,0.0153782748859073,46.907944,1772.5565,0.0162810326222057,0.0452377337600821
1591,1,0.24864615,0.0133343108434688,29.062435,2054.5532,0.0130215592225958,0.0983056794321968
1594,2,0.0,0.019830101352219,8.753725,1771.487,0.0262386334157535,0.0335819340063279
1604,1,0.0,-0.0856090206569565,11.720515,16276.542,0.0095127437542626,0.0164027780476012
1610,1,0.0,-0.0019696110903446,6.8361025,4632.0435,0.0122661307512225,0.0979214777232611
1611,1,0.5622563,0.0183999729226928,8.464605,7916.4062,0.012966413537125,0.0253230866132775
1614,1,0.40684476,0.0138392266117486,58.99663,1761.3152,0.0130838541779914,0.0324651109892438
1615,2,0.24843489,0.0269119897935965,5.2244143,514.2134,0.0207625682005024,0.0959249725175794
1621,1,0.44039777,0.0100652449955698,14.727509,3654.2031,0.0114666604995218,0.0331790314284617
1623,1,0.4511411,0.0197842834420518,11.074554,2945.3516,0.0149688899368128,0.0305282321034926
1629,1,0.2351775,0.0164649211671611,28.905853,1351.7965,0.0173322518318723,0.0405753143864857
1632,2,0.3351617,0.0256346934083238,12.170346,522.1108,0.0861845799999893,0.142517736363945
1633,1,0.6736696,0.0089157229206674,13.375583,3476.355,0.0112848242980788,0.0750847446990601
1634,1,0.0,0.0143015083886034,7.1709127,4480.7544,0.0152899611612027,0.0752671972847335
1637,3,0.19972272,0.0135411114229931,45.12229,2426.1682,0.0146953045704418,0.0316523296401292
1641,1,0.31236702,0.0181768201388101,26.967234,1236.1757,0.0207067925752357,0.1089648384105011
1643,1,1.0621176,0.0198102889682361,23.510777,1771.7241,0.0211527177273779,0.1132787144334695
1647,1,0.2395896,0.0110188254641453,103.309135,2064.887,0.0122959681798852,0.0523835135904766
1656,2,0.86660117,0.0272409582895477,14.547417,771.29956,0.0325213854606383,0.0721815321955198
1663,2,1.6312078,0.0232811324945605,26.559017,885.76697,0.0273494602590729,0.1412260136086243
1664,2,0.89864933,0.0311767257216469,29.423487,444.56415,0.0303061704961601,0.1754225141209108
1671,2,0.6226574,0.031915711529558,13.200107,383.21298,0.07938781617207,0.0749942406177883
1677,1,0.0,0.0088935009363927,17.985044,7899.9976,0.0120478174545695,0.0217331384978035
1684,2,1.0288708,0.0317644251124647,20.563713,628.9199,0.057676822140186,0.0897841654268055
1688,2,0.86472374,0.0291454320244134,27.626427,1111.0568,0.0314601028615019,0.069601723515959
1690,2,1.4640449,0.0188262735159794,52.55027,1062.681,0.020027896204114,0.1270665765530251
1692,1,0.4770578,0.0160376752649214,16.26939,2406.3914,0.0169171002662218,0.0940855226281721
1694,2,0.2796072,0.0177961962365441,4.1163273,3950.7642,0.0180436967270186,0.1064888665185162
1698,2,0.54609764,0.0454297508548443,5.4603157,330.2847,0.0720443279429624,0.0284678704484308
1699,1,0.17942138,0.0116872068309128,11.313972,6365.5747,0.0088702708410961,0.0171275320457966
1702,1,0.82682824,0.0229240371064139,14.900751,906.87476,0.0289196351872898,0.1443717711084613
1705,2,0.80918473,0.0270679137674761,34.907345,553.41064,0.0268061321807525,0.1055301326382392
1708,2,1.1234199,0.024393113537391,91.61296,824.11725,0.0284258455310495,0.1292700228498969
1709,1,0.0,-0.0417448930644638,4.4315,7008.9663,0.0111839275557928,0.1123190539733438
1711,1,0.33767372,0.0087137008581434,38.209976,3248.945,0.0101163376295264,0.023698815400895
1713,1,0.6162285,0.0043388942129863,15.98739,5578.7993,0.0063395080495414,0.0236926959948948
1715,2,0.54658055,0.0260136882098783,4.8562965,1029.8175,0.0194663167559087,0.0434639377805209
1720,1,0.43438935,0.0113331162510177,98.13947,2018.3262,0.0116415478342992,0.0260344760227767
1721,1,0.07100992,0.0157379564842313,21.621521,2141.426,0.017112850261497,0.0376523835783077
1722,1,0.21830171,0.0136996766799135,19.517662,1531.9559,0.0208011579469413,0.0932294342787535
1725,1,0.0,0.0135298064554281,7.516859,3288.9707,0.0141698596311304,0.0854835522950308
1731,1,0.3121306,0.0135033007647509,23.412285,1468.0398,0.0209323306209687,0.087056180244589
1734,1,0.0,0.0190741126038797,6.7883987,2332.9119,0.0175999587689368,0.0247273148134519
1736,2,0.77240014,0.0199913296864506,40.131313,850.0899,0.0215127414969174,0.0851419303967336
1737,2,1.383717,0.0209705457609259,36.336643,938.8886,0.0236182878535675,0.0986365968856421
1739,1,0.3158638,0.017354825197267,12.573738,3986.9202,0.0138067000923356,0.0323888941279761
1743,2,0.6507562,0.0316500748545653,5.0434575,726.8298,0.024722382146983,0.0784050800428223
1744,2,0.49152738,0.0281547110581585,26.142519,1172.8663,0.032694506151902,0.1147070572250615
1745,1,0.0,0.0110418586003863,8.875656,5542.38,0.0207345567622227,0.1065257736785601
1746,1,0.0,0.020590938849149,6.8834887,1972.3649,0.0212826765867331,0.0275252968710516
1756,2,0.45133662,0.0298377927471048,12.054968,850.76794,0.0291068333699464,0.0770872335601663
1760,2,0.6067344,0.027356312954818,9.751144,880.9632,0.0284670292485539,0.090554627204463
1763,1,0.0,0.0154532696649223,17.054016,2811.4155,0.0176764553708903,0.035166197767668
1765,1,0.42806557,0.0171476858247391,94.476944,1033.9956,0.0198006812499327,0.0458485506242259
1772,2,0.7208718,0.0240174793972494,42.798534,687.1215,0.0330865029117953,0.0673758136353403
1773,1,0.50419235,0.0171415857684805,40.037594,1416.1589,0.0186728574167241,0.1147329265592658
1775,1,0.16390799,0.0170637842378322,21.515911,1338.9369,0.0208528645839705,0.039122280201513
1777,1,0.66625804,0.0192882674858561,24.611385,1588.863,0.0212229360336877,0.1122750993923826
1790,1,0.112940684,0.0131300667603814,39.958965,1711.7299,0.0137530426051802,0.0373101502665684
1792,1,0.6127209,0.0141634888655012,41.689476,1316.024,0.0183309951008483,0.0934909217146876
1793,1,0.33417127,0.0216331721602931,17.74199,933.68536,0.0243470339819664,0.1203149365009988
1796,3,0.0,0.0139624855929417,7.749467,9883.537,0.0069760909551536,0.0223437155593881
1798,1,0.50500846,0.0166873196587597,30.333746,1935.0239,0.0184137633591401,0.0353269023330589
1800,1,0.4017481,-0.0089111244919974,13.369087,5906.1167,0.013549844708554,0.0286227603055071
1803,2,0.8100294,0.0217981695289848,33.522633,979.7549,0.0241493539671022,0.1236677555535182
1804,1,0.36330625,0.0079679362898098,29.126858,3359.345,0.0103020779367751,0.0267277000522949
1805,2,0.7063997,0.0308003101387083,17.09506,727.67114,0.0295309290153235,0.0931292247586249
1806,1,0.73618996,0.0256950018421309,12.901998,600.9179,0.0921328011541076,0.0369924317416777
1809,1,1.5123271,0.0181184543571765,5.3778706,8761.841,0.0094127032717119,0.0226039914124524
1811,1,0.38609183,0.0197254266041857,43.294113,863.3683,0.0218308944900188,0.039931127641657
1817,2,1.0685992,0.0236435411003056,39.272427,591.90216,0.0279312706972959,0.0965609653548132
1820,1,0.25967097,0.0253081828731131,13.786714,1213.5345,0.0258324443041623,0.0361822968466777
1826,2,0.919595,0.0243094548538073,23.24747,929.95215,0.0308160681234407,0.0765743577578145
1828,1,0.08075449,0.0138318021185975,59.528973,1470.1066,0.0157112343528541,0.0900937668759511
1831,1,0.12012008,0.0073879325635387,9.103139,3059.4285,0.0169071684243793,0.0840801737869952
1832,2,0.67964154,0.0198591487828754,92.253296,765.29,0.0226770268818416,0.0525296461559322
1834,1,0.0,0.016177878487825,15.572915,2380.5884,0.0186096837722507,0.1050056049924448
1837,1,0.0,0.0084172928666504,7.373902,7514.045,0.0133565052483709,0.1117105406195766
1838,2,0.52763784,0.0274596024252503,25.743517,480.37427,0.0310405196214163,0.0614941196352905
1839,1,0.34593248,0.0179075358690485,318.78537,1606.1707,0.0199038815925525,0.0455560253679601
1843,1,0.07208706,0.0204480236098629,15.243702,3327.8267,0.0165820345579034,0.0350352096284275
1845,1,0.70838255,0.0138980674939108,7.232071,10222.458,-0.0077958679998561,0.0122137817802386
1846,2,0.87834066,0.0289033587334768,6.254815,549.47296,0.0742956877715403,0.0944706764132106
1847,1,0.1352263,0.0141846649629672,14.697172,5053.4736,0.0147504885367082,0.0230366149512459
1851,2,1.222705,0.0224179920086581,75.831154,597.1089,0.0229543126744731,0.1282259681412236
1860,2,0.5298519,0.0260181636140026,20.650263,1112.9417,0.030258329189185,0.1038890095236216
1861,1,0.2795865,0.0154643325149997,4.871942,5360.3486,0.003358256798285,0.0882092685213737
1864,2,0.0,0.0134119329315681,3.8715343,5504.86,0.0052310711336911,0.065215036813465
1865,1,0.34437758,0.0205876037813585,9.089206,1728.8649,0.0184017246407321,0.1040813933377068
1868,2,1.00236,0.0198023606486624,6.627137,1894.2649,0.0215782055016129,0.0675484026297682
1871,2,0.6193912,0.0230896293032177,134.91803,688.5124,0.0254680113142732,0.1161911426340387
1872,1,0.0,0.0097169593018639,15.722685,2242.509,0.0153242144113692,0.1106800843317483
1873,1,0.37042874,0.0185633088065563,28.018559,1521.0173,0.0215867315461452,0.0412336866692591
1876,1,0.43399435,0.0039779814618773,15.766313,6450.779,0.0128420354970003,0.0241062480541871
1878,1,0.0,0.0124867428401572,8.528998,2416.8494,0.0279762060000477,0.1136713553015372
1881,1,0.034755643,0.0125569121243056,5.0836277,2594.0796,0.0163162695662363,0.0710002658306315
1887,1,0.0,0.0124080054711755,6.3647194,2367.091,0.0163839948878414,0.0966074099710274
1891,1,0.020400073,0.0140391598234129,16.33907,2801.1086,0.0102717765988478,0.1214620490289563
1892,2,1.0054741,0.0230314621106229,14.544433,681.74097,0.0325938519268882,0.0715354741568482
1893,2,1.1357791,0.0224463215105998,30.680183,805.6224,0.029962241924767,0.104811600911261
1899,1,0.16597795,0.0162693475091641,19.618368,3272.6353,0.0138887339166474,0.1230081119379528
1903,1,0.33443576,0.0170889330707315,88.16355,1654.7288,0.0173021793018817,0.042904403181468
1906,2,1.1553286,0.028048720233444,11.242895,868.88556,0.0248936381830014,0.0926857842155204
1907,2,0.72932494,0.0251114502838858,107.73347,599.7917,0.029030981462474,0.0529035103786518
1911,1,0.09211737,-0.0194317117512235,6.2715855,9831.278,0.0038951748291973,0.017980926400506
1914,1,0.0,0.0196020615305819,7.3830094,1249.355,0.0177524233957679,0.1070912587875656
1916,1,0.0,0.0045924235024867,7.3427167,14418.291,-0.0725900153256771,0.0269879663979748
1920,2,0.47869015,0.0323929208569149,12.911283,1178.2853,0.0283070693744032,0.0990238901103034
1922,2,0.931893,0.0191643275345835,11.868536,1740.0431,0.0213210125220319,0.0764414100974102
1923,2,1.5627581,0.0225113182432817,62.214603,634.7083,0.0265037230012727,0.1199885536607357
1926,2,0.58712876,0.0306836484015104,6.8578,516.7016,0.0269613930967269,0.0810430162520964
1927,1,0.0,0.0203146495566438,10.843475,2080.763,0.0172679006667677,0.085983448009448
1934,1,0.32296655,0.0158312382887009,21.24519,6047.0054,0.0115391361496818,0.0252815878982857
1935,1,0.5259976,0.0216219939790457,11.237037,1442.6187,0.0241072047919945,0.0937562244568311
1940,2,0.0,0.0312575946655819,3.9618742,599.80475,0.0419612135278626,0.0654371837997394
1941,1,0.36897314,0.0128204327032123,18.529352,2637.6602,0.0114882568122274,0.0297017068593759
1942,2,0.54658824,0.0393924970650233,17.299553,465.77213,0.0401358676593073,0.070851036582131
1943,2,0.5255004,0.0285664689885983,9.235398,626.00946,0.0786691577084765,0.0940417719462278
1946,1,0.74971753,0.0138995095077681,51.73621,1888.5891,0.0160729953707182,0.037923819970702
1949,1,0.7203461,0.0219481061424856,21.965317,2081.761,0.0206483260074588,0.0784194225645952
1950,1,0.0,0.0178888087562766,11.926907,2900.7522,0.0159585372354702,0.0864782805462039
1951,1,0.4491694,0.0192336437950906,19.125612,3020.6218,0.0145507276074694,0.0325371602911098
1956,1,0.6139883,0.0208387497036004,9.031821,1143.3765,0.0281757345126115,0.0933556146733823
1957,2,0.7153295,0.0207977876157802,25.254816,1136.637,0.0232312780039461,0.1448245980929415
1961,1,0.0,0.0216405322702378,8.278531,4182.608,0.0172122410214306,0.0223235871528441
1963,1,0.16959333,0.016136790300061,10.466968,2424.9937,0.0167798779201265,0.0889895816220687
1964,2,0.15733609,0.0307521739127983,3.4941971,482.3676,0.0841161854051587,0.0874475392288488
1966,1,0.5483549,0.0191070977686758,11.337212,2678.8457,0.0167640582570988,0.0343106012274876
1969,2,0.7065409,0.0243019242572274,5.358589,1267.2413,0.0227574785592616,0.1001949780811862
1972,2,0.77612275,0.0248668171363821,32.13813,896.3043,0.0286050763985912,0.0987271663460736
1980,2,1.6084218,0.0256842505625365,43.286934,520.70013,0.032432809330345,0.0598693630460636
1983,1,0.1664859,0.017036939267542,44.90694,1087.1627,0.0196734519487644,0.0391376434274899
1991,1,0.21235807,0.0190593416792571,41.87455,1044.7502,0.0188613795976149,0.0968046621014047
1992,1,0.0,0.0082660350519456,4.589475,4349.0347,0.0114431445161215,0.0658669532774909
1993,1,0.30912825,0.0162235408588681,52.797146,1116.0048,0.0207106094576908,0.107748372948739
1997,1,0.27123082,0.0154537801593637,11.130459,3388.9119,0.0178181509952487,0.1245282420700816
1999,1,0.61356604,-0.0085819622541683,8.214813,6892.887,0.0081710950733913,0.0268227634382922
2000,1,0.17551117,0.0192842105636962,45.08811,1146.4551,0.0198461850550175,0.0388301199232778
2003,2,0.3194246,0.0206234891160195,10.012341,1504.8014,0.0183821361559412,0.0781274632477445
2004,3,0.0,0.0123102645492956,6.83916,1763.546,0.0259805393333195,0.0779913521131199
2006,1,0.26344785,0.0159491104788516,18.425447,1303.8625,0.0178964373806161,0.0364949301762862
2007,1,0.45463592,0.0151910582288536,14.185967,4711.216,0.0105736019114562,0.0319319049293939
2016,1,0.6078053,0.0182554996194343,15.122711,1363.8147,0.0201498716215074,0.0837705608763086
2018,1,0.0,0.0174083734248938,4.354326,2409.0889,0.015579166262964,0.0793011682184341
2019,1,0.6969452,0.013331729301243,17.367416,3424.3276,0.0140105568615571,0.0334420283229758
2021,1,0.0,0.0177063105573079,13.654581,2396.0388,0.0154001889572033,0.1013399743859137
2024,1,0.0,0.0284354789281605,5.2054915,5821.954,0.0118592824147918,0.0829964288034309
2026,2,0.29207584,0.0158285760604252,30.648434,2013.3102,0.0203420889506589,0.0357645671239167
2029,1,0.3553791,0.0087637684529811,26.133951,3626.4182,0.013066783806782,0.1883837509621206
2034,2,0.674774,0.0252094856015436,19.368418,604.53705,0.0294308688802025,0.0697780715351023
2036,2,1.115916,0.0309807918239354,11.910328,388.74786,0.0307715421960534,0.1110331212359981
2037,1,0.18062872,0.0133066355890628,62.330997,1659.1713,0.0121279861075765,0.0277608093188364
2039,1,0.27671677,0.0183780913889359,10.71027,2449.1992,0.012061815511905,0.0284763837686084
2041,2,0.79639435,0.0257739621503596,8.230974,899.52484,0.0608776220132337,0.1161633621251073
2042,1,0.35051823,0.017776740131483,15.479237,2893.7305,0.0124744280095859,0.0279033251137582
2046,1,0.50635517,0.0193007818298266,35.12758,1173.8939,0.0213654403950537,0.0392430938347859
2051,2,0.8346359,0.0211846086588637,127.96069,638.7271,0.0250821670590749,0.0563716487895134
2053,2,0.2822496,0.0349827930388819,13.1056595,399.4339,0.0963747069883467,0.0352432982325362
2054,2,0.550001,0.024754098511241,11.3138685,686.83405,0.1491563985491215,0.0898219783811051
2055,1,0.5427298,0.0173617142039327,5.4168625,1446.7584,0.0298563854532734,0.1497113122569681
2057,2,0.7958577,0.0200913933379175,46.2827,834.84247,0.025315591549764,0.0901728121301398
2058,1,0.5059822,0.0142667933683458,12.658314,4179.1357,0.0151920072030594,0.0221914946000394
2060,1,0.38346556,0.01367886456903,105.44142,1325.8129,0.0140806972441394,0.0316263851428993
2065,1,0.09571378,0.0136596292029766,68.88323,1725.0938,0.0153944639333201,0.059535806013903
2067,1,0.5508418,0.017499693398327,72.8428,1261.7032,0.0212048304668558,0.0504840004291299
2069,1,0.0,0.0151429906938302,20.399773,4247.14,0.0149153470686924,0.0258322845688615
2070,1,0.30360892,0.024580442266725,4.2819705,852.0055,0.1421399465319806,0.1588336702785071
2073,1,0.32006824,0.0173501164871512,12.378633,3918.8645,0.0201164285506459,0.0270180777392951
2074,1,0.3713503,0.0173198255801842,11.851293,2282.9924,0.0138832366038866,0.0801460874788339
2076,2,0.16519268,0.0915829976832757,4.7036057,188.30301,0.1390089317198705,0.0832027358660832
2079,1,0.40881318,0.0163795891418624,32.128048,1425.1322,0.0181305750101733,0.045414039811505
2081,1,0.0,0.0082121769210597,9.457214,4643.6143,0.0144803809842384,0.1104754270103669
2083,1,0.3933462,0.0198441292305342,54.69822,960.60803,0.0211213883173156,0.1139115607586917
2085,2,0.0,0.0210328532564511,5.2509675,1660.4757,0.0183112208031956,0.1362148363068236
2088,1,0.09263716,0.0155295815455532,10.72156,2770.7234,0.0139343793249597,0.0312471354702337
2089,1,0.2717291,0.0156375752193275,44.93436,1250.847,0.0177041799884306,0.0439146950270182
2090,1,0.5283747,0.0117810530209464,44.322044,2137.5396,0.0129578814139067,0.0326811080216949
2093,1,0.0,0.006697306376323,14.360656,2533.3125,0.0163986943581057,0.0866365814125103
2096,1,0.0,0.0088512266695656,10.344735,4160.2046,0.0127648876529335,0.1267818068135457
2097,1,0.19242166,0.0162487518425235,39.74739,1265.1254,0.0204492362525494,0.0452185361903406
2098,1,0.23783113,0.0179121586688569,123.624344,805.6974,0.0199535378753274,0.1747742174040948
2099,1,0.46947223,0.0218109638430363,10.847583,2194.0493,0.0190387578587465,0.100139069108944
2100,1,0.8428183,0.0123154974428853,5.5052943,2869.3499,0.0177112696253519,0.1073745737594174
2101,2,0.3864861,0.0262442449785298,3.7644868,2294.8848,0.0216383958782668,0.1076560243719653
2102,1,0.0,0.0096100456998925,11.487505,2149.9285,0.0201287737425142,0.130826486358955
2103,1,0.0,0.0129877794920881,10.357139,5915.091,0.0083501196878264,0.0344688474555877
2104,1,0.2610073,0.0124528057157519,6.718914,3751.693,0.0125352781275429,0.0248918840687273
2107,1,0.30785987,0.0198734062012811,16.016642,1733.3641,0.0195394671282301,0.0785252804097749
2110,1,0.0,0.01874725186479,11.181511,2655.2473,0.0162646632107009,0.0743294668375981
2111,1,0.0,0.0192857465894329,9.541218,1617.4526,0.0191157464194998,0.1313201970478231
2119,1,0.0,-0.0399854911398483,8.134216,7586.3237,0.0111190017255499,0.0219217680046151
2120,2,1.052068,0.0247439295049877,9.742322,1390.113,0.0181466642804759,0.1086430984130345
2121,1,0.21624064,0.0244122667802183,12.001809,888.4054,0.0242156520953098,0.0980939918640337
2124,2,1.0683178,0.0231164104780828,18.903955,1034.0466,0.023258092226015,0.0773234482738284
2126,2,0.46954635,0.0272197591240568,25.515932,617.2236,0.0245807103950699,0.1076077079188342
2127,2,0.27313384,0.0232290448186903,24.357399,782.50916,0.0283165231196893,0.1111353888589104
2129,1,0.0,0.017828404718479,23.845493,1503.9662,0.0203973333010714,0.0956887019454702
2131,1,0.35440448,0.0155759507295112,102.10135,1146.164,0.0170718224083772,0.0528992269877482
2135,1,0.3110615,0.0119456020852433,18.869703,5512.544,0.0132906044518538,0.0329734546225513
2136,1,0.3497218,-0.0036420766180839,16.54088,4017.0173,0.0126200758812083,0.0291425110516498
2140,2,0.0,0.0228330620907619,6.865318,1993.2439,0.0172011567702432,0.0714535352074394
2142,1,0.0,0.0129565851989206,6.2785883,4871.977,0.0113137150614727,0.0270580688203533
2143,1,0.18041624,0.0110366626720956,7.3195176,6963.107,0.0158253800931957,0.0946938918569195
2146,1,0.42254624,0.0124375188724622,7.092465,3215.0398,0.0180530388676832,0.0401506519325371
2147,1,0.19258821,0.0166247671511549,11.9816885,2011.6924,0.0251562917886587,0.0894233085929544
2149,2,0.17129923,0.0194615241898074,9.91355,2024.1985,0.0194879812380414,0.1001570744713314
2152,1,0.0,0.010543146023839,8.012707,3989.05,0.0188782614820671,0.0900939490851502
2154,1,0.16415322,-0.0348567518791178,8.903396,8208.241,0.0200681629343006,0.0249748031540764
2158,2,1.7242976,0.0286290833083699,41.470356,598.9155,0.0357063748951159,0.0780342077951083
2160,1,0.5153949,0.0111989096762122,10.438835,4126.858,0.0151820011371774,0.0843357551100771
2161,1,0.4866774,0.0219072798069178,78.87547,590.86707,0.0251924831252628,0.0921326404297679
2164,1,0.69299436,0.0203994661078079,20.415203,1220.0295,0.0205720578391991,0.1013536349243195
2165,1,0.0,-0.0872926294891001,5.852578,7006.8394,0.0166181769224271,0.1133531807958502
2167,2,0.38255635,0.0120351119134304,10.414613,1546.9858,0.080544102364771,0.0383838448911155
2169,2,0.37168708,0.0224425929320656,22.861046,706.8989,0.0305937512793599,0.1299109476417188
2171,1,0.33763137,0.0200461878847626,14.421297,1342.1178,0.0196986995484318,0.1137756572170449
2173,2,0.0,0.0340135382051027,6.0353,634.11926,0.0688557382931906,0.0994540135736604
2175,1,0.46496135,0.0208086285575736,8.153221,2072.5503,0.0166484500166404,0.1291811315843953
