,CLASS1,HR_25,PL_Index,HR_35,HR_24
598,1,0.0328020962785475,2.2698004,0.0223243924573708,0.0202443516380856
600,2,0.0318594690033384,2.1782064,0.021589551514956,0.019122830902242
606,1,0.023953717400905,2.0430338,0.0107306440045295,0.0179838519255675
612,2,0.0359055377190069,2.2923257,0.0239635633692141,0.0221589243260007
615,1,0.0149986206703215,2.0411432,0.0172106906800255,0.0035095917199944
619,1,0.0253041132921151,1.9757295,0.0166864737268428,0.0157263165482355
623,1,0.0251803245864071,2.08546,0.0172426930074391,0.0140643586360132
624,1,0.0162215656058933,1.8468938,0.0066875072636388,0.0101582162676902
630,1,0.0271628109367742,2.202044,0.0161217537846493,0.0220176400635608
648,2,0.0452714818135465,2.7379923,0.0307824241775138,0.0259554460603731
650,1,0.0223256663225448,1.9431157,0.0134927158328063,0.0140077637008035
655,2,0.0350696156976828,2.2203171,0.024882544841769,0.0210963491068239
657,2,0.0421446752568536,2.595539,0.0267379251626659,0.0286512677497884
662,2,0.0425289066001901,2.4541085,0.0306460586221496,0.024871036348514
664,1,0.0259416602034431,2.0681417,0.0187238928646116,0.0145440294503936
665,2,0.0445333823513856,2.5533934,0.0305531318864657,0.0286827494651866
666,2,0.0457076931523687,2.6444323,0.0287174649941958,0.0258585565438313
668,1,0.0216811926600006,1.7518364,0.0110773575845408,0.0139525649504756
669,1,0.0221898929643536,2.0305595,0.0142163377017901,0.0140412098258026
674,1,0.0199237993815456,1.9718981,0.015638466825306,0.0114159533613909
677,2,0.0348990097721245,2.2920845,0.0223015711032791,0.0216294478259233
682,3,0.0273420539709394,2.1387382,0.0112868052841848,0.0178761568919216
684,2,0.0372543621413869,2.291546,0.0252424474542983,0.0231038997155912
685,1,0.023768602001844,1.9731905,0.0167363346712147,0.0137401132056388
688,1,0.0200422536141372,1.8214716,0.0134096847275977,0.0122324351586538
689,1,0.0333179178120452,2.1847367,0.02288393215911,0.0203664361016693
699,1,0.0286922690043192,2.1568286,0.0211189306561107,0.0174699248736704
702,1,0.0265701156965408,2.1053672,0.0171227324878949,0.0183103685610523
712,1,0.0266581954155791,2.1323545,0.0181961845643926,0.0164810396976605
715,1,0.0169322701666214,1.7221129,0.0120325078866968,0.0098094931947957
720,2,0.0426672835951544,2.7243407,0.0247163396289227,0.029238386879503
722,2,0.0420171765346333,2.4088843,0.0294678807298107,0.0261619332288895
734,1,0.02133588182405,1.8895658,0.0155115735512013,0.0119528477283636
740,2,0.0292009574594689,2.2304716,0.0201080278495442,0.017711035160175
745,2,0.0395558607081754,2.3698812,0.0272661715533138,0.0253296674856674
746,2,0.0424118860459987,2.679391,0.0279156571416311,0.030290111697213
747,2,0.0399132604870236,2.4922218,0.0260727219860886,0.027027327862231
748,1,0.0267172427176961,2.0660386,0.0196609138118645,0.0152531130757802
750,2,0.0303429954822034,2.2670503,0.0180057564582379,0.0243986929781149
751,2,0.0380455064698665,2.49972,0.0238440527327904,0.0241010875230503
756,1,0.0227475556324739,2.0073173,0.0125699177672538,0.0159300782355279
759,2,0.053082211489096,2.6740928,0.039289407713058,0.0278035980251437
760,1,0.0174283544410618,2.1203122,0.0195462942557277,0.0058216670131296
765,2,0.0301198006699768,2.1904495,0.0200595995220412,0.019738602602815
772,1,0.0319058077592096,2.3610694,0.0210756092689436,0.0198210186956738
774,2,0.0354576426940873,2.326691,0.0212549569865091,0.0204703319900874
775,2,0.0349616244451029,2.2979183,0.0239984404051196,0.0216772612712622
784,1,0.0223693403302703,1.9122784,0.0147191693914201,0.0149594135643363
786,1,0.0306487277146429,2.1517153,0.0215382439229027,0.0181240797363147
788,2,0.0391291223500733,2.3856335,0.0271581454159456,0.0222654117510301
789,1,0.0179462963950496,1.8020858,0.0064348459430537,0.0110321633504118
795,1,0.0132832702953907,1.7710118,0.0094376819925331,0.0107583775925005
797,1,0.0239628569840985,2.0706549,0.0173825253466293,0.0154678255286923
801,3,0.0262751710736102,2.012378,0.0175028970221176,0.0155029308259934
803,2,0.0382710541500108,2.4059477,0.0267549586252563,0.0253951079654126
804,1,0.0245655997126005,2.0109782,0.0170781037289649,0.0158183798147935
805,1,0.0275510880715384,2.0642984,0.0189506377034733,0.0146234883243516
807,2,0.043996036307562,2.4710228,0.0309381130185898,0.026162732126917
808,1,0.0161725935829506,1.8004644,0.0099528521207224,0.01228290454702
811,2,0.0426996137749286,2.4497714,0.0306331402181522,0.0223118729292292
818,1,0.013676422404899,1.8657581,0.0114331152963522,0.0069403072147862
828,1,0.0209363438535015,1.9260138,0.0112740179067564,0.0135713721953028
829,1,0.0246269695651601,2.007766,0.0168983712846018,0.0148903423874821
834,2,0.0396186560606278,2.4362552,0.0267280944558837,0.0233788004829606
836,1,0.0154690912945721,1.8216201,0.012599747950366,0.0080510194570269
837,1,0.0208055083225777,1.8929912,0.0135192614788576,0.0127608125779792
838,1,0.0224917906344354,1.8884094,0.0141216323488801,0.0117530560391516
846,1,0.0266049399794758,2.0853264,0.0168663092479336,0.0167257180694219
849,3,0.0314615745717369,2.1231363,0.0216198728940331,0.0191876350525371
850,1,0.0108056415377788,1.709302,0.0127743225918902,0.0040945329753455
856,1,0.0312772498345202,2.413018,0.0211598839673522,0.0257454171298083
857,1,0.0240546404117261,1.9634005,0.014494614706687,0.0162149448381617
859,2,0.0382394344200711,2.592304,0.022487230255759,0.0326395450773023
863,1,0.020689964597975,1.9134985,0.0140543523045628,0.0119625094285424
870,1,0.0222807109730981,1.9097738,0.0139666030107692,0.01467540183402
871,1,0.0213405369929143,1.8858867,0.0147748738901427,0.0121430718658733
872,2,0.0536001117073892,2.6223245,0.039062021234193,0.0313375927698169
874,1,0.0213164365527096,1.9196339,0.0116298438037623,0.015133431331571
885,1,0.0094712460062269,1.7720299,0.0039081251873835,0.0041954265863059
895,1,0.0230429202904494,1.9878412,0.0166823361202028,0.0137122646464562
898,1,0.027388244179375,2.1410768,0.0179348840666272,0.0189775815517561
906,1,0.024659668174995,2.0756779,0.0156371989039517,0.0157420540904331
907,1,0.0223794744619445,1.9514576,0.0157791939243949,0.0115387334474558
909,1,0.0205512437052999,1.969419,0.0151831896832557,0.0128393434051534
910,1,0.0263064348197609,2.0192175,0.0182641345923708,0.0160321165990378
911,1,0.0325145816143217,2.165689,0.0222379300902849,0.0196550294528865
914,1,0.0231042092374585,1.9973099,0.0121756823846823,0.0170465217236428
918,2,0.0463156222654651,2.7787664,0.0279456570057741,0.0536194823889621
927,1,0.0158023219184815,1.7919605,0.011211753637683,0.0078530830060156
931,1,0.0221655455665911,1.9195741,0.0142914024364522,0.0125400098900271
932,2,0.0387722534184695,2.332427,0.0266325423910012,0.0237773069680865
935,2,0.0091499874876553,1.9969417,0.0209135977550416,-0.0081092781881148
936,1,0.0300107993998311,2.1982245,0.0197716665883653,0.0208061762802981
942,2,0.0457560592116569,2.495669,0.0333807772111128,0.0260626319924395
944,1,0.0315563970823313,2.1295428,0.0213502317373953,0.0181345386369976
946,2,0.0372626264524675,2.428861,0.0292514034781873,0.0207483400262176
950,1,0.0353281667741442,2.4567678,0.0223790711636122,0.0249135469870929
961,1,0.0330577774545361,2.3785625,0.020126842859696,0.024598241647005
962,2,0.030821343060748,2.0860367,0.0210933164342546,0.0188055672136532
966,1,0.0194990662373849,1.8538309,0.0107070079722337,0.0116945864757914
969,2,0.0454408531234632,2.5209298,0.0325352397601544,0.0279198209259728
979,1,-0.0049160666184936,1.6475368,0.0061934369637359,-0.0107721520347536
981,1,0.0204616726536938,1.6689479,0.0099587070423822,0.0142868913372545
985,1,0.0297467241970465,2.258859,0.0221881135430201,0.0178335370806461
990,1,0.0269139937401342,2.0769937,0.0182976626248133,0.016751922376065
993,1,0.0360628985588877,2.361407,0.0252381065294057,0.0190983396032102
998,1,0.0338527228891596,2.2286386,0.0257732732753056,0.0173568203537719
1010,1,0.023251161992352,2.1588244,0.0138578141236533,0.0163397176291751
1011,2,0.0493611653515892,2.6624157,0.0349845288901917,0.0304361651727085
1018,2,0.0359300804000443,2.424828,0.0243315439972214,0.0239522800253244
1020,1,0.0269431088248333,2.1528928,0.0193008827880184,0.0176351601215595
1029,2,0.0529908701236644,2.5461638,0.0380484773545257,0.0310060451201974
1035,1,0.0311741518448821,2.224652,0.0223725987632209,0.0171292576538147
1037,2,0.0409795440419146,2.3759303,0.0292586603775495,0.024353650692387
1038,1,0.0325778644946992,2.3042233,0.0196142320777984,0.0231485344552945
1046,1,0.0255641554038746,2.0784853,0.0201077728995238,0.0145599553861391
1068,2,0.0341453414592015,2.3996959,0.0220520528188435,0.0263282870296109
1072,3,0.0461903437222597,2.759312,0.0299639996446964,0.0313952086304182
1084,2,0.0433059073074691,2.4979243,0.0304781755243182,0.0272079764414483
1085,1,0.0201252749132015,1.9151593,0.0164655213115572,0.0082408330304554
1090,2,0.0378348798340934,2.3498623,0.0261476811967881,0.0237114979140645
1092,1,0.0215250256989177,1.9531106,0.0147659501164441,0.0123249154835409
1093,1,0.0304193882996934,2.2002954,0.0195556452371768,0.0195304450487071
1095,1,0.0365347054764404,2.2295237,0.026321226211994,0.019385660057045
1109,1,0.0306823203513168,2.103675,0.021043742724222,0.018580877896731
1115,1,0.0206183961093659,1.9055432,0.0133705084800389,0.0120150744817678
1116,1,0.0249418624440178,2.181269,0.0149274821183842,0.0195382329428682
1121,1,0.0178134256104601,1.9147792,0.0098261927022118,0.0129802082775688
1127,2,0.0425629929616284,2.427916,0.0305108514031822,0.0256902296808886
1128,1,0.0273688225986177,2.114058,0.0183323275262779,0.0170978712400452
1129,1,0.020579742797954,1.9782925,0.0162666330750091,0.0101393263013522
1130,1,0.026845216614321,2.2446132,0.0189339644038857,0.0211099500692524
1132,1,0.0356278836051745,2.4694963,0.0226250308457165,0.0227044104468878
1133,1,0.0199025205297811,1.9739357,0.0150822467693839,0.0123529573689829
1143,1,0.0275631151383266,2.1940033,0.0189726473203143,0.0188197703120469
1148,1,0.0385976064089713,2.3931155,0.0269202702023708,0.0234468629024293
1153,1,0.0238549363741678,1.9466435,0.0159341254524019,0.0130517035918486
1155,1,0.0124802915061342,1.6784071,0.0097734910194613,0.004090753957026
1159,1,0.0205314061729723,2.0465899,0.012849956877555,0.0138542027967763
1163,1,0.0228546136411488,2.0487592,0.0146406427325488,0.0128070221410808
1166,2,0.0429983121889904,2.4471421,0.0299993706092719,0.0257122422386813
1170,2,0.0391881110750134,2.4144735,0.028242614389894,0.0232010873422643
1184,1,0.0202264476542165,1.8820515,0.0121681347852933,0.0138318843126987
1186,2,0.0444204207841186,2.504444,0.0308433325376905,0.027087053681348
1187,2,0.0327893782127515,2.3183336,0.0227907294696123,0.0214272978900606
1189,1,0.0217463904301912,1.8689854,0.0146352918969793,0.0129566649561326
1201,2,0.0516135603115544,2.630092,0.0365622579383954,0.0321164581976035
1202,1,0.030783387818314,2.1200004,0.0160570692187638,0.0196421322664043
1213,2,0.0384471430627872,2.4559739,0.0262478766643005,0.0259521482838855
1215,2,0.0338219244969529,2.186557,0.0229512850593045,0.021341442260405
1225,1,0.0255267594345327,1.8597474,0.0132137412286997,0.0186840658494241
1233,2,0.0414177758986788,2.3738635,0.0291452719700206,0.0242544035078078
1238,1,0.026874838850334,2.207816,0.0213817023301782,0.0148723107514181
1241,1,0.022357459669724,1.8677615,0.0131465032447906,0.0140721824805826
1242,2,0.0409137941161896,2.7849357,0.0265453399189466,0.0311914596774754
1243,1,0.0201694188104223,1.9278659,0.0132220381895552,0.0105861953712389
1248,2,0.0414258320377611,2.3781023,0.0297565868992607,0.023851939441642
1249,1,0.0228996498742467,1.9234272,0.0117452398912418,0.0164437933909645
1256,1,0.027322476698939,1.9592559,0.0155699171830663,0.0164250718459903
1262,1,0.0275861058510605,2.1209292,0.0200947300152665,0.018480916658601
1263,1,0.0273154366478335,1.9825997,0.0212021229936631,0.0135124698130007
1264,1,0.0110093085916152,1.6508718,0.0076625909939281,0.0061182020033324
1266,2,0.0383460276506477,2.4735045,0.0255976642886677,0.0244693188386174
1268,1,0.0119916121562437,1.5892488,0.0075266933408287,0.0077667687055121
1276,2,0.0378299571891248,2.4780695,0.0251769806019036,0.0253600118529176
1277,1,0.0299021686369985,2.1076758,0.0202408506380784,0.0176369658122126
1279,1,0.0224226459507247,1.9105258,0.0114817568461478,0.0149528736662508
1282,2,0.0320463092470599,2.2157078,0.0225580140315411,0.0191940501286166
1298,2,0.0377796858416629,2.3297668,0.0266203980036842,0.0219616825019705
1299,1,0.0200658616552548,1.9384578,0.0157722991455664,0.0106713966298139
1303,1,0.0182518601712599,1.8805119,0.0142680479099337,0.0098205080298638
1305,1,0.0319727909013574,2.2098532,0.021200053100054,0.0195621910853157
1320,2,0.0370056977527323,2.4397528,0.0249435439230622,0.0247502885002584
1322,1,0.0253540545644172,2.0426002,0.0134118728968622,0.0197157770553589
1323,1,0.0243915727031519,1.9517566,0.0164679802692316,0.0148781068592599
1339,2,0.0256293935878835,2.2311177,0.0179778017149806,0.0164146586250874
1340,1,0.0322189474376092,2.2239714,0.0235603362016905,0.0168462519919637
1342,1,0.0286215591317329,2.1723275,0.0192454690739877,0.0169281520062561
1344,2,0.0350695638481056,2.266483,0.0240430046386203,0.0213689683324845
1347,1,0.0200490177521562,1.919365,0.0172390378574571,0.009778299652904
1355,1,0.023354577546831,2.0088694,0.011838496962249,0.0159018985303232
1360,2,0.0596493126753734,2.6091106,0.0464239622588838,0.0284235549857992
1364,2,0.0499997363986432,2.6211448,0.0351684580498859,0.0311648069294145
1370,1,0.0310744381694781,2.202839,0.0212187415816816,0.0196520842417793
1372,2,0.0383915293261152,2.3728943,0.0257354908081201,0.0234362281618595
1381,2,0.0363376237561919,2.3736572,0.0246218458083327,0.023556248103888
1400,1,0.0217433412008034,2.0756063,0.0177019957927695,0.0113353274238639
1401,2,0.0531156621267055,2.6186335,0.0373998785927528,0.0291774248040848
1402,1,0.0142863076811735,1.8107259,0.0117494295843854,0.0079892765112575
1406,1,0.0198650433151774,1.9424833,0.0135409148695705,0.0114881901326683
1410,1,0.0321385328560801,2.1410642,0.0219302982671769,0.0196540607869825
1417,2,0.0527607826450734,2.6933684,0.0367331428754544,0.0317792177948688
1424,1,0.0239011736986506,1.8841027,0.0123870026681964,0.0157846049327643
1427,2,0.0459886583473033,2.679874,0.0310063859060146,0.0322639485528144
1440,1,0.0182510185439663,1.7847546,0.0120743523643768,0.0108846911658061
1467,1,0.0237051968576691,2.0317,0.0176219008815899,0.0149097222008606
1480,2,0.0603386200433082,2.7542827,0.0438394672060785,0.0338839921094914
1482,1,0.0206262266445489,2.045958,0.0169685312500358,0.0110245545068184
1489,1,0.0176547621723027,1.8634219,0.0118268485632175,0.0112872606042005
1494,1,0.024105271186135,2.079469,0.0167116324870813,0.0149610045544161
1508,1,0.027627410564149,2.006946,0.0170604689628639,0.0166337898552988
1509,2,0.0372470340300005,2.3737342,0.0252136476265602,0.0239791494626668
1513,2,0.0485484046562682,2.7780752,0.0301269408909639,0.0374212709901788
1514,2,0.0389480197242145,2.6916916,0.023454525319733,0.0318120128032535
1515,1,0.023741267381959,1.9676299,0.0147542937278082,0.01550313190394
1518,1,0.0210130339134617,1.9209989,0.01359923096855,0.0120248845198517
1523,1,0.0223335346762919,1.8857121,0.0149456076349363,0.0146734571022595
1533,1,0.0268322535602516,2.0666397,0.0184694661086477,0.0161840368347404
1535,2,0.0405346506412096,2.474997,0.0300811043161829,0.024330218267274
1536,2,0.0423339708182359,2.4369063,0.0299627215678092,0.0243072401638586
1538,2,0.0452596959324171,2.5901651,0.0304743182814717,0.0276352860350571
1549,1,0.0099213598806883,1.8932655,0.0123495210283051,0.0025987714582139
1551,1,0.0326773791285521,2.3298757,0.0229788067226851,0.0211524139692304
1557,2,0.0424782639017081,2.699541,0.0289917440576373,0.0304972143711277
1563,1,0.0344878102223534,2.401088,0.023503787259029,0.0223049492581211
1565,2,0.0360900745440858,2.491887,0.0241954282357388,0.0249800841204047
1568,1,0.0252585929255813,1.9903857,0.0177887147606151,0.0150243827992994
1581,1,0.0327376213390859,2.2128365,0.0217136315063371,0.0202254734570385
1589,1,0.024429118215126,2.0279598,0.0162810326222057,0.0153782748859073
1591,1,0.0204216018586143,1.959339,0.0130215592225958,0.0133343108434688
1594,2,0.035685628404977,2.2629979,0.0262386334157535,0.019830101352219
1610,1,0.0098563955967702,2.005905,0.0122661307512225,-0.0019696110903446
1614,1,0.0206534875242621,1.890837,0.0130838541779914,0.0138392266117486
