,CLASS1,HR_25,PL_Index,HR_35,HR_24
1621,1,0.0181475936624012,1.982233,0.0114666604995218,0.0100652449955698
1629,1,0.0264421346047541,2.103688,0.0173322518318723,0.0164649211671611
1633,1,0.0170665370117987,1.8733746,0.0112848242980788,0.0089157229206674
1634,1,0.0295306410497272,1.9557076,0.0152899611612027,0.0143015083886034
1637,3,0.0222541349790125,1.9132535,0.0146953045704418,0.0135411114229931
1641,1,0.029337610445762,2.2048795,0.0207067925752357,0.0181768201388101
1643,1,0.0306025872588193,2.2711096,0.0211527177273779,0.0198102889682361
1647,1,0.0180699976040719,1.812524,0.0122959681798852,0.0110188254641453
1663,2,0.0398292749724786,2.4093997,0.0273494602590729,0.0232811324945605
1664,2,0.045614604688189,2.6860607,0.0303061704961601,0.0311767257216469
1677,1,0.0164876809226732,1.7386497,0.0120478174545695,0.0088935009363927
1684,2,0.0718307069297769,2.688613,0.057676822140186,0.0317644251124647
1688,2,0.0455946428210829,2.5331647,0.0314601028615019,0.0291454320244134
1690,2,0.0298709423330379,2.1716874,0.020027896204114,0.0188262735159794
1705,2,0.0405383800350543,2.4857156,0.0268061321807525,0.0270679137674761
1711,1,0.0145441815181404,1.7294226,0.0101163376295264,0.0087137008581434
1713,1,0.0100325886039489,1.714962,0.0063395080495414,0.0043388942129863
1720,1,0.0183448475945017,1.7378272,0.0116415478342992,0.0113331162510177
1721,1,0.0255403912873924,2.088657,0.017112850261497,0.0157379564842313
1722,1,0.0277034799338787,2.1214445,0.0208011579469413,0.0136996766799135
1731,1,0.0274128036333759,2.1057,0.0209323306209687,0.0135033007647509
1736,2,0.0321419397242068,2.245064,0.0215127414969174,0.0199913296864506
1737,2,0.0348522614996207,2.281863,0.0236182878535675,0.0209705457609259
1744,2,0.0468296986999196,2.5463917,0.032694506151902,0.0281547110581585
1756,2,0.0423955541680118,2.5372832,0.0291068333699464,0.0298377927471048
1760,2,0.040757637666972,2.5923903,0.0284670292485539,0.027356312954818
1763,1,0.0273490808834693,2.0537448,0.0176764553708903,0.0154532696649223
1765,1,0.0282006828694338,2.0774848,0.0198006812499327,0.0171476858247391
1772,2,0.0450299145249405,2.4238167,0.0330865029117953,0.0240174793972494
1773,1,0.0276020642256486,2.1416502,0.0186728574167241,0.0171415857684805
1775,1,0.0301156751217906,2.188685,0.0208528645839705,0.0170637842378322
1777,1,0.0312311934235327,2.2452407,0.0212229360336877,0.0192882674858561
1790,1,0.0203505344726999,1.908023,0.0137530426051802,0.0131300667603814
1792,1,0.0252676605166846,2.053189,0.0183309951008483,0.0141634888655012
1798,1,0.025694791729043,2.0261562,0.0184137633591401,0.0166873196587597
1800,1,0.0007002899702658,1.7827995,0.013549844708554,-0.0089111244919974
1803,2,0.0360876329839469,2.3235216,0.0241493539671022,0.0217981695289848
1804,1,0.0142745531671479,1.7032793,0.0103020779367751,0.0079679362898098
1805,2,0.0433808899720801,2.588281,0.0295309290153235,0.0308003101387083
1811,1,0.0322664199537894,2.2113616,0.0218308944900188,0.0197254266041857
1817,2,0.0397639806070969,2.3940082,0.0279312706972959,0.0236435411003056
1826,2,0.0430590381855155,2.4150872,0.0308160681234407,0.0243094548538073
1828,1,0.0235505540192064,1.9696792,0.0157112343528541,0.0138318021185975
1831,1,0.0176119235275936,2.0147045,0.0169071684243793,0.0073879325635387
1832,2,0.0323314188878939,2.169475,0.0226770268818416,0.0198591487828754
1834,1,0.0264266408934009,2.1589866,0.0186096837722507,0.016177878487825
1838,2,0.044988099036014,2.5725534,0.0310405196214163,0.0274596024252503
1839,1,0.0293793807401188,2.0652099,0.0199038815925525,0.0179075358690485
1851,2,0.0344539855056248,2.2922227,0.0229543126744731,0.0224179920086581
1860,2,0.0427389092816021,2.505689,0.030258329189185,0.0260181636140026
1871,2,0.0372829830691422,2.3083932,0.0254680113142732,0.0230896293032177
1872,1,0.0195446596495439,1.9593034,0.0153242144113692,0.0097169593018639
1873,1,0.0323133731468096,2.2104354,0.0215867315461452,0.0185633088065563
1876,1,0.0103856973662011,1.7649366,0.0128420354970003,0.0039779814618773
1878,1,0.0316989117531015,2.2114205,0.0279762060000477,0.0124867428401572
1881,1,0.0197153031117932,2.1176615,0.0163162695662363,0.0125569121243056
1887,1,0.0214431072569754,2.146712,0.0163839948878414,0.0124080054711755
1891,1,0.0203381571457224,1.9972551,0.0102717765988478,0.0140391598234129
1893,2,0.0410156484410376,2.3763947,0.029962241924767,0.0224463215105998
1899,1,0.023840885689523,1.97577,0.0138887339166474,0.0162693475091641
1903,1,0.026662291343399,2.0301056,0.0173021793018817,0.0170889330707315
1907,2,0.041875174851891,2.3910236,0.029030981462474,0.0251114502838858
1920,2,0.0415860275831661,2.5958025,0.0283070693744032,0.0323929208569149
1922,2,0.0319222772302993,2.290283,0.0213210125220319,0.0191643275345835
1923,2,0.0381431123485451,2.3447015,0.0265037230012727,0.0225113182432817
1927,1,0.0278003044060385,2.2538865,0.0172679006667677,0.0203146495566438
1934,1,0.0216854719514289,1.8062041,0.0115391361496818,0.0158312382887009
1935,1,0.0341035007190899,2.367811,0.0241072047919945,0.0216219939790457
1941,1,0.019003094022857,1.8799608,0.0114882568122274,0.0128204327032123
1942,2,0.0602978117364612,2.81253,0.0401358676593073,0.0393924970650233
1946,1,0.0227592767592316,1.9508995,0.0160729953707182,0.0138995095077681
1949,1,0.0336470491004623,2.2964206,0.0206483260074588,0.0219481061424856
1950,1,0.0253711581465429,2.0328708,0.0159585372354702,0.0178888087562766
1956,1,0.039791299904134,2.5101695,0.0281757345126115,0.0208387497036004
1957,2,0.0347144363498313,2.3390906,0.0232312780039461,0.0207977876157802
1963,1,0.0253063642922198,2.1884034,0.0167798779201265,0.016136790300061
1966,1,0.0239396654345837,2.1748505,0.0167640582570988,0.0191070977686758
1972,2,0.0419372825518897,2.438016,0.0286050763985912,0.0248668171363821
1983,1,0.0291203148518471,2.126698,0.0196734519487644,0.017036939267542
1991,1,0.0283865077758223,2.1521056,0.0188613795976149,0.0190593416792571
1993,1,0.028973746198117,2.0878875,0.0207106094576908,0.0162235408588681
2000,1,0.0299489746881841,2.149592,0.0198461850550175,0.0192842105636962
2006,1,0.02685646249205,2.11582,0.0178964373806161,0.0159491104788516
2007,1,0.0188743175045515,1.9128444,0.0105736019114562,0.0151910582288536
2016,1,0.0293768911044196,2.1824503,0.0201498716215074,0.0182554996194343
2018,1,0.0316799727186617,2.2683117,0.015579166262964,0.0174083734248938
2019,1,0.0233204890125928,1.9448395,0.0140105568615571,0.013331729301243
2021,1,0.025079699567789,2.085778,0.0154001889572033,0.0177063105573079
2026,2,0.0287865282068686,2.0048573,0.0203420889506589,0.0158285760604252
2029,1,0.0186842881913987,1.9576306,0.013066783806782,0.0087637684529811
2034,2,0.0434597810196396,2.509555,0.0294308688802025,0.0252094856015436
2036,2,0.0481960645489332,2.7992215,0.0307715421960534,0.0309807918239354
2037,1,0.0197008348611768,1.8428278,0.0121279861075765,0.0133066355890628
2039,1,0.0262312828756719,2.1163216,0.012061815511905,0.0183780913889359
2046,1,0.0319505531689352,2.1994562,0.0213654403950537,0.0193007818298266
2051,2,0.035681082213466,2.2246165,0.0250821670590749,0.0211846086588637
2057,2,0.0357799554032139,2.274525,0.025315591549764,0.0200913933379175
2060,1,0.0217419070599507,1.8824737,0.0140806972441394,0.01367886456903
2065,1,0.0222076676444987,1.9345775,0.0153944639333201,0.0136596292029766
2067,1,0.0301014368635273,2.0930293,0.0212048304668558,0.017499693398327
2074,1,0.0252555156792761,2.1725512,0.0138832366038866,0.0173198255801842
2079,1,0.0260691559026136,2.0900736,0.0181305750101733,0.0163795891418624
2081,1,0.0161699273441462,1.9437864,0.0144803809842384,0.0082121769210597
2083,1,0.0317022034408137,2.220246,0.0211213883173156,0.0198441292305342
2085,2,0.0324425244288517,2.327789,0.0183112208031956,0.0210328532564511
2089,1,0.0266772893559974,2.0555658,0.0177041799884306,0.0156375752193275
2090,1,0.020561669155993,1.8400195,0.0129578814139067,0.0117810530209464
2093,1,0.0179878220305836,1.944367,0.0163986943581057,0.006697306376323
2096,1,0.0154937878206025,2.0194027,0.0127648876529335,0.0088512266695656
2097,1,0.0273618157052985,2.101814,0.0204492362525494,0.0162487518425235
2098,1,0.0296737224943021,2.098439,0.0199535378753274,0.0179121586688569
2099,1,0.0277025157429172,2.1786828,0.0190387578587465,0.0218109638430363
2102,1,0.0233891035714958,2.0970085,0.0201287737425142,0.0096100456998925
2103,1,0.0179175033855254,1.8058727,0.0083501196878264,0.0129877794920881
2107,1,0.0299552469346786,2.1979496,0.0195394671282301,0.0198734062012811
2121,1,0.034724305784734,2.373311,0.0242156520953098,0.0244122667802183
2127,2,0.0406758692205168,2.4167066,0.0283165231196893,0.0232290448186903
2129,1,0.0295056005277247,2.1769197,0.0203973333010714,0.017828404718479
2131,1,0.0257336146773965,2.0073147,0.0170718224083772,0.0155759507295112
2136,1,0.0058769126955646,1.766033,0.0126200758812083,-0.0036420766180839
2142,1,0.0148158626342078,1.8752886,0.0113137150614727,0.0129565851989206
2147,1,0.0344286074657381,2.148508,0.0251562917886587,0.0166247671511549
2158,2,0.0490677241367779,2.5274982,0.0357063748951159,0.0286290833083699
2161,1,0.0371822165428612,2.2867577,0.0251924831252628,0.0219072798069178
2164,1,0.0317424932302461,2.2783687,0.0205720578391991,0.0203994661078079
2169,2,0.0435279944198414,2.4205287,0.0305937512793599,0.0224425929320656
2171,1,0.0292736393299946,2.278355,0.0196986995484318,0.0200461878847626
2175,1,0.0317371352041341,2.1783795,0.0166484500166404,0.0208086285575736
2194,1,0.0220370718016493,1.9883952,0.0161190756690264,0.0121720024508711
2195,2,0.0472922686850981,2.339644,0.036361465173538,0.0219059777502343
2202,1,0.0136551704915193,1.8228648,0.0101565404931892,0.0069155579251851
2203,2,0.0627023365137977,2.8266335,0.0433862913126723,0.0423998449695335
2205,1,0.0127871335440109,1.9356909,0.0132368194565781,0.0079147169922264
2213,1,0.0256704694013663,2.0324063,0.016814383607777,0.0149314283653998
2216,1,0.0271351512286076,2.1179607,0.0179980392986489,0.0166997509136634
2224,1,0.0223538508909704,1.9189488,0.0136323005421892,0.0156497014669463
2226,1,0.0205663306201264,1.7704111,0.0141642639843028,0.0130082394981993
2228,1,0.0322833875390575,2.2374485,0.021560071195206,0.0213025088928363
2233,1,0.0208977190797461,2.0666418,0.0154347049629551,0.0118501585300375
2237,1,0.0206477731177241,1.9317013,0.01339621866428,0.0117959915526165
2240,1,0.025815356229853,2.0601573,0.0212279942546309,0.0108674947532471
2244,1,0.0315284719059163,2.2220922,0.0216805589218416,0.0198588084528981
2246,2,0.0381978814372223,2.3246624,0.0272457133671076,0.0226673685817651
2253,1,0.0302097527341753,2.2209835,0.0209503105460046,0.0191087884180573
2258,2,0.038193004653169,2.420543,0.0279002638096452,0.0201321063890911
2269,1,0.0202777707317565,1.8969656,0.0157667127120521,0.0082531404051448
2271,1,0.0326492881403323,2.21031,0.0219499549204751,0.020578050003001
2276,2,0.0525698232796887,2.6121194,0.0383845670741278,0.0251684680176934
2280,1,0.0265140085664838,2.0537148,0.0178969660523063,0.0162580173629141
2281,1,0.0268844878963527,2.1137023,0.016376228417731,0.0174933250883866
2285,1,0.0508242274572442,2.3223085,0.0397029933776039,0.0199525272052322
2287,2,0.0377284040494744,2.4918113,0.0253748374405416,0.0250226710420231
2288,1,0.0190811339598314,1.8881328,0.0119035605923813,0.0117272086179942
2308,1,0.0236520781791362,2.1970494,0.0208720102204641,0.0142142176085545
2311,1,0.026739525394502,2.1237278,0.0178780638800319,0.0187187360603667
2323,2,0.0282190621339695,2.2890477,0.0181941164620691,0.0192522587406555
2326,1,0.0171055127248881,1.809566,0.0117396273382163,0.0095997042959729
2331,1,0.0238916869034549,2.054687,0.0173809357514323,0.0151779238963047
2339,1,0.0169414363912354,1.8324612,0.0085991360740225,0.012757799440259
2341,2,0.0441346394207173,2.4898105,0.0298573421343673,0.0266421376110665
2342,1,0.0270035141641277,2.132778,0.0188804584151525,0.015987052964066
2343,2,0.0404248335508907,2.2862413,0.0289547996333138,0.0216775452608565
2344,1,0.0218540962329523,1.942968,0.0129249674820064,0.0163655122135021
2348,1,0.0235181882672244,1.9372755,0.015224448159435,0.0137470336549472
2350,1,0.0232442893048057,2.0472147,0.0149277523203271,0.0134767812481995
2364,1,0.0079390998980776,1.7711713,0.0091252728712797,0.0079789284676973
2373,1,0.0211975298181837,1.8607405,0.0150641557216522,0.0119501009009277
2376,2,0.0386207058131216,2.427222,0.0273199179296045,0.0249983859008323
2380,1,0.0113804058917016,1.7491083,0.0084403085966121,0.0088460537676843
2390,2,0.040671769851395,2.3546586,0.0287535079758939,0.0250117763588146
2393,2,0.0366302493249994,2.308424,0.025742626616197,0.0226748196654007
2395,1,0.0310444039155705,2.0496953,0.0214550108898848,0.0142943192548309
2397,2,0.024925988483578,2.0801084,0.0167431276776649,0.01768048875976
2404,2,0.034381789969942,2.2746627,0.0237829970041893,0.0209698139555205
2408,1,0.0177853731251121,1.9097222,0.0119366127523631,0.0131063694104922
2409,1,0.0299674299248469,2.1631038,0.0186400951754724,0.0170426018086614
2411,1,0.0244331643609935,2.0218182,0.0163365030583017,0.0155980186299365
2413,2,0.0452135809726247,2.5806003,0.0326061156648145,0.0270747334443044
2420,1,0.020933254261075,2.0105007,0.0127800692237602,0.0134060099178829
2424,1,0.0269689084356711,2.1025352,0.0175212470258361,0.0185389561193732
2427,1,0.0409259792201625,2.5905194,0.0298957859702801,0.0258701192662645
2429,1,0.0307378318817784,2.1508694,0.0218663379521279,0.0168547659314644
2432,1,0.0296720591623838,2.1432235,0.0208197799118943,0.0142197700068392
2439,3,0.0322700075573141,2.3066432,0.0208462145294491,0.0208528997811807
2441,2,0.0393854119372313,2.4900098,0.0264688090130938,0.0265515624342368
2447,1,0.0354752508285518,2.3818429,0.0230877655301921,0.0206892081030116
2450,1,0.0220291013011533,1.916544,0.0072184400039928,0.0178367778713144
2454,1,0.0023198936347248,1.7950339,0.0087836069237436,-0.0029136592318837
2455,1,0.0300652088057175,2.0854194,0.0229798962045754,0.01349330042616
2465,1,0.0199999180149337,1.8176072,0.0166989447755303,0.009616109195551
2468,2,0.038860497699156,2.4515662,0.0274304874110508,0.0250634093480231
2471,1,0.0348331281718529,2.422454,0.0238581363802763,0.027304123213659
2473,1,0.0284418581586789,2.057632,0.0181195810575637,0.0172783503159564
2475,1,0.0314844703409726,2.1957095,0.0218963859426963,0.0183899758047251
2491,2,0.0392868910374012,2.408398,0.0265467452289916,0.0257454315556481
2494,1,0.017189560003914,1.8301417,0.0127288297371726,0.0110199543856783
2506,1,0.0259196286180813,2.0562499,0.0168765904754846,0.0156820522831128
2507,1,0.0257082795409551,2.0279412,0.0135155882806861,0.0172341125617604
2518,1,0.029714518041045,1.9676696,0.0273235818600031,0.0062430953257709
2520,1,0.0193066667125529,1.8856523,0.0130144724406071,0.0130882945569494
2525,1,0.0064560331548703,1.6232836,0.0040874845625569,0.000934383243743
2529,1,0.0295687873662574,2.2777088,0.0179925143921849,0.0166525488330799
2534,2,0.0347889682323322,2.2809615,0.0209045958719891,0.0225853031877846
2536,2,0.0501693184703894,2.5145156,0.0371590882005297,0.0265458769236804
2538,2,0.0440047478137937,2.503206,0.0322588437746488,0.0275629053355329
2539,2,0.0275027633617436,2.0169811,0.0189740017494902,0.0168778087348504
2543,2,0.0478511690048313,2.5689898,0.032106246428172,0.0308902033241163
2545,2,0.0542162718259757,2.5694966,0.0401461014043875,0.0252711721264305
2547,3,0.024473107809521,2.130277,0.0148965307679547,0.0148516279383484
2548,2,0.0486751801463423,2.6646607,0.0350722358198742,0.0281177569592802
2551,1,0.0325120276105015,2.1909375,0.0222377082086832,0.0200934559043239
2557,1,0.0424659324836276,2.6237674,0.0281241156044902,0.0315433744831475
2561,1,0.0315468330580755,2.266205,0.0205165924545718,0.0216354553914429
2566,1,0.0216550393433012,1.8521171,0.0126368546566144,0.0142679393366897
2573,1,0.0331995271584222,2.3349586,0.0227228047972012,0.020358582290403
2576,1,0.0197495152774826,1.8066819,0.01213940859887,0.0112809429993428
2578,2,0.0349127275758065,2.3427281,0.0224604163242113,0.0232551897491954
2581,1,0.0183401095457521,1.8233615,0.009108270085806,0.0129004363390254
2583,2,0.0425338267266031,2.4429245,0.0301658522344824,0.0262011906492281
2585,1,0.0291000446968004,2.1622732,0.0192901681376636,0.0188006701650849
2592,1,0.0301907905694666,2.2545934,0.0199543279253886,0.0199319203853224
2596,1,0.0220293635087481,1.7652917,0.0108922176410853,0.012637706788574
2605,1,0.0244459332500279,2.0814273,0.017063902048415,0.0153284431274797
2606,1,0.0180516256424077,1.7966027,0.0128242961719712,0.0082752346550897
2607,2,0.0418337719518354,2.3248775,0.0311009385763799,0.0229047179992601
2611,2,0.0423672972193558,2.496648,0.0311450106684956,0.0243473509858493
2615,2,0.040989968252615,2.6953018,0.0256671722553911,0.0297036000886901
2618,1,0.0219891041628705,1.8498057,0.015152968771134,0.0132858168773331
2635,1,0.0231439583680201,2.0407798,0.0163635734222135,0.0172741175407415
2638,2,0.0435024785976042,2.542431,0.0288826159615331,0.0272778415629374
2640,2,0.047835841308988,2.5441954,0.0338166017154065,0.0273205842643933
2644,1,0.0214758141328181,1.996339,0.0145524077083846,0.0131285233415529
2648,1,0.0280329754576742,2.1684206,0.0200265784643577,0.0171685630156188
2661,1,0.0312066755218929,2.319808,0.0185800583615782,0.0213172603662702
2662,1,0.0203375670297587,1.9197354,0.014115186368145,0.0123493820183905
2664,2,0.0395785346844763,2.418225,0.0279349132895811,0.0262665479652958
2665,2,0.0472916497194333,2.666243,0.0341866057215535,0.0305231344559796
2668,1,0.0149365720666112,1.8471087,0.0086224730595651,0.0114257687837654
2669,1,0.0147144933301266,1.8024751,0.0110597751553834,0.0097864545124502
2670,2,0.0384959598804169,2.535763,0.0247094723265606,0.0251510077764171
2674,1,0.0401438283510497,2.4624174,0.0291855247412996,0.0230499433198823
2678,1,0.0217660110434986,1.9239581,0.0150074654544476,0.0132993563714141
2679,1,0.0186217953373544,1.859014,0.0132425310521612,0.0102296598125199
2682,1,0.0222941422194261,1.9488701,0.0120676666550742,0.0143087925052132
2697,1,0.0130893261881311,1.8310018,0.0088421363599742,0.0070050683911009
2700,1,0.0175479840999127,1.7278954,0.0113601605330306,0.010544008585253
2702,2,0.0402593848429565,2.5693166,0.0269870213885126,0.0245218458173565
2707,1,0.0275812611949182,2.1808255,0.0202139827451886,0.0164879248148707
2708,2,0.039655173713821,2.3835366,0.0266513989384465,0.0226791080554275
2709,1,0.0180756118386259,1.8668407,0.0128361043346656,0.0091259905862397
2712,2,0.0328923114009532,2.2201529,0.0229950509770406,0.0206851397146568
2732,2,0.0356167559990643,2.3298516,0.0239318595161008,0.0204925051637707
2733,2,0.042942725305115,2.4513617,0.0299870835051988,0.0252008736427088
2734,1,0.0191459744086606,1.8940142,0.0137500292043306,0.011054745182263
2746,1,0.0308547215465388,2.2976463,0.0200513218457943,0.0195148536083753
2747,1,0.0194208406741374,1.90875,0.0134748747395648,0.0065838238298381
2753,1,0.0191970762909502,1.958678,0.0117237622883008,0.0102370169684259
2758,1,0.0252440506679342,1.9113281,0.0130011399682198,0.0133956845468084
2775,1,0.0315675637844378,2.2972405,0.0216429502864306,0.020848703069306
2778,1,0.0216729273698734,1.8636556,0.0095640702201224,0.0129400877791631
2783,2,0.0369697551097963,2.2887928,0.0253849856706326,0.0225021561285951
2787,1,0.0376455558792433,2.2638595,0.0285409304560919,0.0196154833798824
2789,1,0.0360039259921718,2.3245184,0.0262443517326306,0.0217055531952843
2793,2,0.0401908766677682,2.5587053,0.028928187101739,0.0293747305433823
2801,1,0.0268989655644252,1.9998286,0.0222223730619963,0.0064282236971843
2803,1,0.0193920022485023,1.9582537,0.0106333679380104,0.0168631177807677
2805,1,0.0254882571174937,1.9010692,0.0170742244821438,0.0141649284790591
2809,1,0.0278227916765035,2.146986,0.0179085542461431,0.0185481296902594
2811,1,0.0158860661356369,1.8654504,0.0146917548675246,0.0079706502088457
2820,2,0.0484813703092538,2.6641715,0.033866991033346,0.0298212618747936
2823,2,0.0370100233990747,2.4640317,0.0268063524563244,0.0261315738114217
2825,1,0.0197709642145272,1.8555946,0.0130899469785794,0.0104725324849288
2831,1,0.0319586758647074,2.234529,0.0208098678284669,0.021133793909581
2832,2,0.0379261504125575,2.5140576,0.0261007453636378,0.0229470421020593
2833,1,0.0262256110352604,2.0932033,0.0171385327559602,0.0178585121382764
2834,1,0.0359803282896864,2.2650964,0.0265592216065855,0.0201164643677339
2835,1,0.0242251476108905,1.9657539,0.0167168086200719,0.0149430817277333
2837,1,0.0304583934781034,2.1457047,0.0208767342548796,0.0179500363837444
2843,1,0.0157220981965215,1.849686,0.0109987375165912,0.0081290367949124
2845,1,0.0190658886909194,1.8663725,0.0130373590164343,0.0121362978490326
2858,2,0.043033909422262,2.429387,0.0299668336172622,0.0252771519562067
2860,1,0.0190141655873032,1.6992149,0.0109427491672521,0.0115088188738928
2861,1,0.0297289531670449,2.1519477,0.0212344974193889,0.0171639441493795
2864,1,0.028485266325295,2.1653717,0.0187508305520895,0.0170744686314743
2865,1,0.020559176991219,1.7846074,0.0132009221978887,0.0129915674919106
2874,2,0.0375568768833993,2.3753974,0.0259112646594684,0.0228357519470182
2881,2,0.0573960770404607,2.662826,0.0421414867576192,0.0325304735197807
2882,1,0.0218812654909159,1.9979584,0.0108549569234034,0.0149953952576087
2883,2,0.0278522231441283,2.3694773,0.0168891495475367,0.0272537478169093
2884,1,0.0191949620917993,1.9204301,0.0130817144413192,0.0116029206674129
2888,1,0.0216653024408479,1.877844,0.0146872289063591,0.0131997411949843
2893,1,0.0209770448181008,1.9112722,0.0157388077675215,0.010867349101215
2896,1,0.0200154392756688,1.9787252,0.0138229895935186,0.0133187000525983
2897,1,0.0256840498680313,2.0467994,0.0199708731089847,0.0113289226140437
2908,2,0.0453633650089872,2.5485308,0.0317822209427278,0.0281720026590066
2922,1,0.0222041842279411,1.9045134,0.0141375894235307,0.0134133784288242
2926,1,0.0286596578566239,2.0905967,0.021508908331802,0.0158281606574512
2930,1,0.0220202975942091,1.8720986,0.0148269487626359,0.012079397199999
2932,2,0.0412598604742725,2.5103586,0.0255983791009621,0.0276389530191706
2934,2,0.0401610659472027,2.7693763,0.0246149004837383,0.0327563152224164
2944,1,0.0124685395497997,1.6410971,0.0082268363958064,0.0088432480548876
2946,2,0.0471780529346203,2.4237888,0.0352812994788035,0.0247029749683801
2958,2,0.0339122882181125,2.3993423,0.0207349445736219,0.0233772556019948
2967,1,0.0291198688718972,2.1281414,0.0183630148478874,0.01700469835147
2968,1,0.0149854000213756,1.7879386,0.0104245578567743,0.009086070413391
2971,1,0.0201334438631525,1.9317272,0.018251186598424,0.0086981610372712
2976,1,0.0225790235783198,1.9331036,0.0153482622695793,0.0144840038600441
2977,2,0.0313035636872705,2.223818,0.0199992136130267,0.0203254946099841
2981,2,0.0335391813167294,2.2158754,0.0229186644737466,0.0213272727440852
2983,2,0.0490318649680685,2.6091597,0.0351947566830316,0.0273875271421972
2985,2,0.0346903365055597,2.3564608,0.0232551454688673,0.021107596580583
2987,2,0.0392447367203334,2.3602366,0.0291188417577053,0.0215827886865083
2990,1,0.0245821422006572,2.2133732,0.0226162938650188,0.0087782815793084
2992,1,0.0312825251226623,2.2003546,0.0195078591749232,0.0188689821096202
2996,2,0.0495223676778488,2.5972314,0.0347636751251309,0.0299041765004307
3003,2,0.0449259193188119,2.4813085,0.0315638049490241,0.026509782372523
3005,1,0.0284971755483697,2.1690695,0.0163245263330807,0.0185065750304386
3011,1,0.027990172621946,2.1247282,0.0187405832374031,0.0181871236998312
3018,1,0.0258072939881839,2.2666984,0.0157611014322877,0.019492066598583
3020,2,0.0401559486836016,2.6962698,0.02702672272742,0.0284538698906859
3022,2,0.0435585343645053,2.5805871,0.0306023318004025,0.0260953311358339
3024,1,0.0196147002173831,1.7747157,0.0107885278785842,0.0129619594203051
3025,1,0.0207607681775414,1.8276782,0.013951773261551,0.0129236051380481
3042,1,0.0231123318789138,1.9578433,0.0138647914662724,0.0155982825368319
3043,1,0.0313283475817519,2.2760997,0.0201227474350942,0.0205705779739448
3045,1,0.0275574845753876,2.1340926,0.0200098723878477,0.0150051460315035
3048,3,0.0242526937061033,2.0106413,0.0191595801625794,0.0142922021618544
3052,2,0.0449376480808012,2.9138327,0.031718982172614,0.0336189493456205
3053,2,0.0464220338902844,2.7330766,0.0306733745816508,0.0361124797662128
3059,2,0.0353713288911034,2.384485,0.0255452422682717,0.0245121174875115
3060,2,0.0389541483595005,2.3907108,0.0262842470992392,0.0248501786805467
3061,1,0.0333975101390673,2.2457793,0.0223654240965306,0.0200219098570001
3065,2,0.038718060067431,2.5144022,0.024686996672632,0.0279932117094352
3067,2,0.042914265118936,2.9436798,0.0234881012538008,0.0324043647327362
3069,3,0.0241156820900605,2.1880805,0.017401480701675,0.0149989641527892
3071,1,0.0262844088327515,2.3143845,0.0189703107531537,0.0186966055170134
3073,1,0.0276564313136295,2.0704334,0.0203300074418917,0.0161023792076166
3077,1,0.0315820570323936,2.209969,0.0209653444780366,0.0191358701999481
3078,1,0.0159451049579706,1.7902797,0.0114869608542169,0.0094018687049225
3085,1,0.0176922045788824,1.8954113,0.0105668672846017,0.0133385013080068
3086,1,0.0197016286288446,1.904716,0.0144057230368688,0.0113361295193304
3091,2,0.0420510524475184,2.4233136,0.0301037565585681,0.0240807959329748
3097,2,0.0401422045521791,2.3911545,0.028220909213024,0.0223803588320668
3103,1,0.0182180011942246,1.8445255,0.0083816922127584,0.0136614665922306
3104,2,0.0259209741609811,2.0897038,0.0178115836887016,0.015962229002551
3106,1,0.0275734469995576,2.0676126,0.0191994612115648,0.014593218403329
3111,1,0.0218502921000894,1.8798723,0.0155610782427782,0.0106220409606327
3114,1,0.024685230637153,2.0754151,0.0133722362592172,0.0158875766935958
3117,1,0.0218272423250542,2.0368526,0.0137493962689648,0.0155578860168753
3122,2,0.0367221426434043,2.469472,0.0248801774336509,0.0257066351696159
3126,1,0.0181816157407398,1.9757112,0.0111824490319293,0.0059408529176875
3129,2,0.0423390686627343,2.5178146,0.0298808981656737,0.0259327004653445
3130,2,0.0326499102385192,2.154935,0.0222929387697516,0.020183370010628
3131,1,0.0147247770312511,1.9439774,0.011227572987949,0.0072047801634595
3133,1,0.0354691156674553,2.5084352,0.0239404294089221,0.0238409695054442
3142,1,0.0315005649281008,2.2423196,0.0177228029207482,0.0218201723530087
3145,1,0.0302587698362392,2.119122,0.0223495143965297,0.0160314244051811
3147,1,0.0204943071629206,1.8428689,0.0124715378678067,0.0151493518731071
3155,1,0.0188156703639691,1.7927226,0.0079925080100007,0.014202810367273
3156,1,0.0202688208817436,1.8881499,0.0139032101167931,0.0098564484990301
3163,2,0.0408774064516262,2.5313325,0.0265694378038678,0.0242860145091224
3172,1,0.0250747697646284,2.0420651,0.01456041717788,0.0177758356484297
3185,2,0.0570313916206586,2.5701373,0.0428926646357929,0.0270741385254527
3189,1,0.021416286076016,1.9445665,0.0126687400937378,0.0130052698084419
3192,2,0.023581960113993,2.1016202,0.0152458792883005,0.0119401966863931
3193,2,0.0390685245000746,2.4480615,0.0271080698654596,0.0244104015786927
3205,1,0.0229270722477079,1.9675776,0.0129380812993014,0.0124432362180583
3209,1,0.027293344165943,2.1007702,0.0180287273058478,0.0144528199803759
3211,1,0.0166103640332255,1.778886,0.0095743625155494,0.0083572172410102
3215,2,0.0432042465551737,2.4511592,0.0315859880052526,0.0265884244887335
3217,1,0.0289110977318966,2.2926927,0.0174576262904059,0.021832919528839
3223,2,0.0400396105427802,2.4061453,0.0285039605593908,0.0245523597579466
