,CLASS1,HR_25,PL_Index,HR_35,HR_24,LP_Index,PLEC_IndexS,HR_34,HR_15,HR_16,HR_26
1322,1,0.0253540545644172,2.0426002,0.0134118728968622,0.0197157770553589,2.0337353,1.9975638,0.0077713635082399,-0.0118849980296547,-0.0041768888736911,0.0330560858560271
1323,1,0.0243915727031519,1.9517566,0.0164679802692316,0.0148781068592599,1.8689257,1.8819133,0.0069521503030783,0.0307587586761638,0.0374634705050482,0.031098927746518
1339,2,0.0256293935878835,2.2311177,0.0179778017149806,0.0164146586250874,2.0983934,2.043021,0.0087606404068226,0.0381996862689168,0.0571706046542337,0.0446200908668453
1340,1,0.0322189474376092,2.2239714,0.0235603362016905,0.0168462519919637,2.0253353,1.8809681,0.0081822575173122,0.0246019518661975,0.1241828384753224,0.1316812203480429
1342,1,0.0286215591317329,2.1723275,0.0192454690739877,0.0169281520062561,2.1110687,2.0464497,0.0075480931130805,0.0278593246163501,0.0440915886920909,0.0448529228551629
1344,2,0.0350695638481056,2.266483,0.0240430046386203,0.0213689683324845,2.1979606,2.1732225,0.010335541307796,0.0432568929675466,0.0576105968455014,0.0494341810624189
1347,1,0.0200490177521562,1.919365,0.0172390378574571,0.009778299652904,1.7208629,1.7369218,0.0069675397329993,0.0215907573068866,0.029872316569511,0.0283312147161647
1355,1,0.023354577546831,2.0088694,0.011838496962249,0.0159018985303232,1.9344034,1.8541749,0.0043834360134463,-0.0088327119527276,0.0071562667115672,0.0393278609056858
1360,2,0.0596493126753734,2.6091106,0.0464239622588838,0.0284235549857992,2.6958458,2.5863552,0.0151671971508272,0.0690407877428064,0.0656914321994866,0.0562959957322351
1364,2,0.0499997363986432,2.6211448,0.0351684580498859,0.0311648069294145,2.5542922,2.4770253,0.0163149574033349,0.0572957664914361,0.0626033465338598,0.0553116914442453
1370,1,0.0310744381694781,2.202839,0.0212187415816816,0.0196520842417793,2.0881515,2.082635,0.0097917826821085,0.0370592919245321,0.0529856759918866,0.0470088463865505
1372,2,0.0383915293261152,2.3728943,0.0257354908081201,0.0234362281618595,2.2919042,2.2749627,0.0107708707018316,0.0480360368351597,0.0688052170284088,0.0591822359236245
1381,2,0.0363376237561919,2.3736572,0.0246218458083327,0.023556248103888,2.301231,2.284693,0.0118332473315344,0.0456881412962799,0.068026784424951,0.05869811647347
1400,1,0.0217433412008034,2.0756063,0.0177019957927695,0.0113353274238639,1.8977411,1.8566935,0.0072927601106575,-0.0121886947522646,-0.0017211891776307,0.0322037367009681
1401,2,0.0531156621267055,2.6186335,0.0373998785927528,0.0291774248040848,2.4270482,2.437534,0.0134365329541183,0.0629887206391571,0.1202779700993699,0.1105034331303739
1402,1,0.0142863076811735,1.8107259,0.0117494295843854,0.0079892765112575,1.6171901,1.6024835,0.0054520830332477,0.0245710947829444,0.0296465305990267,0.0193640382868498
1406,1,0.0198650433151774,1.9424833,0.0135409148695705,0.0114881901326683,1.7604206,1.7436314,0.0051627352846418,0.025453446438737,0.0351301784217758,0.0295447513902619
1410,1,0.0321385328560801,2.1410642,0.0219302982671769,0.0196540607869825,2.0465772,2.0462902,0.0094405217006664,0.039717380514485,0.051888655010053,0.0443175713389723
1417,2,0.0527607826450734,2.6933684,0.0367331428754544,0.0317792177948688,2.6612852,2.610001,0.0157284818225636,0.065297530125233,0.1283374972551475,0.1159446017098643
1424,1,0.0239011736986506,1.8841027,0.0123870026681964,0.0157846049327643,1.8648114,1.8347352,0.0042677998503411,0.0301315033099448,0.0357631255216623,0.0295348913193973
1427,2,0.0459886583473033,2.679874,0.0310063859060146,0.0322639485528144,2.7531393,2.7157705,0.0172686411127608,0.0572816772964358,0.0593769307334143,0.048086413183871
1440,1,0.0182510185439663,1.7847546,0.0120743523643768,0.0108846911658061,1.6606877,1.6743689,0.00470698006425,0.0220557146974495,0.0292314878236137,0.0254280886866054
1467,1,0.0237051968576691,2.0317,0.0176219008815899,0.0149097222008606,1.8968011,1.8992692,0.0088246847193817,0.032415951993758,0.0445579862146549,0.0358544593819433
1480,2,0.0603386200433082,2.7542827,0.0438394672060785,0.0338839921094914,2.648592,2.5655816,0.017350805565195,0.0706935481981262,0.1349235984925242,0.1246992783528516
1482,1,0.0206262266445489,2.045958,0.0169685312500358,0.0110245545068184,1.858257,1.831757,0.0073658756114774,-0.0668169817801059,-0.0545512174020522,0.032928501377092
1489,1,0.0176547621723027,1.8634219,0.0118268485632175,0.0112872606042005,1.6983672,1.6764926,0.0054584890122957,0.0224495829710611,0.0318945781260143,0.0271020025043742
1494,1,0.024105271186135,2.079469,0.0167116324870813,0.0149610045544161,1.9546953,1.9307829,0.0075652233871998,0.0326848522937026,0.0457813388367944,0.0372096196365116
1508,1,0.027627410564149,2.006946,0.0170604689628639,0.0166337898552988,1.9904296,1.9675078,0.0060629314928574,0.0363765485053517,0.0409184606228659,0.0321720502625233
1509,2,0.0372470340300005,2.3737342,0.0252136476265602,0.0239791494626668,2.2638283,2.2540011,0.0119378994021178,0.0452199687739929,0.0641461516809219,0.0561885505555917
1513,2,0.0485484046562682,2.7780752,0.0301269408909639,0.0374212709901788,3.119243,3.0615363,0.0189859314612241,0.0540052331645295,0.101043247232273,0.0956249378970207
1514,2,0.0389480197242145,2.6916916,0.023454525319733,0.0318120128032535,2.6725538,2.6535351,0.016312399431654,0.0513193961956423,0.068629257668622,0.0562809843220019
1515,1,0.023741267381959,1.9676299,0.0147542937278082,0.01550313190394,1.9354035,1.8992946,0.0065139170165198,0.0302886356868546,0.0354715819585394,0.0289262249348485
1518,1,0.0210130339134617,1.9209989,0.01359923096855,0.0120248845198517,1.7229947,1.6843373,0.004609373436539,-0.0276773061032069,-0.0133774367855262,0.0353075864573564
1523,1,0.0223335346762919,1.8857121,0.0149456076349363,0.0146734571022595,1.8370479,1.7923176,0.007283853114464,0.000832895623045,0.0026059624424872,0.02410565078607
1533,1,0.0268322535602516,2.0666397,0.0184694661086477,0.0161840368347404,1.9659305,1.9629898,0.0078181615830537,0.0341446934335909,0.0452132067567638,0.0379066053666408
1535,2,0.0405346506412096,2.474997,0.0300811043161829,0.024330218267274,2.3597524,2.29744,0.0138674413996763,0.0500512472240282,0.1122657259754766,0.1028398789957318
1536,2,0.0423339708182359,2.4369063,0.0299627215678092,0.0243072401638586,2.3727977,2.32109,0.0119238689756291,0.0515839833861101,0.0765527333754344,0.0673302586653786
1538,2,0.0452596959324171,2.5901651,0.0304743182814717,0.0276352860350571,2.4852147,2.4719005,0.0128347388558291,0.0551956454145018,0.1299751492976213,0.1201698955269051
1549,1,0.0099213598806883,1.8932655,0.0123495210283051,0.0025987714582139,1.5895778,1.5691707,0.0050271984237115,-0.0201226643977154,-0.0075447828265274,0.0224983433424699
1551,1,0.0326773791285521,2.3298757,0.0229788067226851,0.0211524139692304,2.2549174,2.203232,0.0114489040444354,0.0380301520675026,0.0908093943139259,0.0854915686949737
1557,2,0.0424782639017081,2.699541,0.0289917440576373,0.0304972143711277,2.7531831,2.6807382,0.017001066325375,0.0558594317950854,0.1126321920392343,0.0993693183393138
1563,1,0.0344878102223534,2.401088,0.023503787259029,0.0223049492581211,2.3783548,2.3395038,0.0113147898375409,0.0455118134475409,0.0595062931655171,0.0484968232437712
1565,2,0.0360900745440858,2.491887,0.0241954282357388,0.0249800841204047,2.4888644,2.4762864,0.0130789316828719,0.0490663678466813,0.0561392001121008,0.0431713927423521
1568,1,0.0252585929255813,1.9903857,0.0177887147606151,0.0150243827992994,1.8400599,1.8342258,0.0075519947192782,0.0298884775695085,0.041578937085823,0.0369526734859683
1581,1,0.0327376213390859,2.2128365,0.0217136315063371,0.0202254734570385,2.1957097,2.1826558,0.0091956933975311,0.0418700382591555,0.045658933033421,0.0365292336307504
1589,1,0.024429118215126,2.0279598,0.0162810326222057,0.0153782748859073,1.9336871,1.9087633,0.0072278532907653,0.0302518158634316,0.041970400383574,0.0361522378849432
1591,1,0.0204216018586143,1.959339,0.0130215592225958,0.0133343108434688,1.8352001,1.8015105,0.0059328854365979,0.0283488099988904,0.0387439247857713,0.0308215964594715
1594,2,0.035685628404977,2.2629979,0.0262386334157535,0.019830101352219,2.214639,2.11527,0.010376198098865,0.0383759461861713,0.046603687645027,0.043915194084456
1610,1,0.0098563955967702,2.005905,0.0122661307512225,-0.0019696110903446,1.7782495,1.6540257,0.0004404175265027,0.036619768147163,0.043049084985149,0.0162948296865849
1614,1,0.0206534875242621,1.890837,0.0130838541779914,0.0138392266117486,1.8107426,1.8051478,0.0062682040128047,0.026031996080987,0.0347135167840597,0.0293375953879673
1621,1,0.0181475936624012,1.982233,0.0114666604995218,0.0100652449955698,1.7359515,1.7154924,0.0033831488405822,0.0298008445178999,0.0444751960651281,0.0328326653044749
1629,1,0.0264421346047541,2.103688,0.0173322518318723,0.0164649211671611,2.026788,2.0096521,0.0073519646574146,0.0342522327697698,0.0463354334707145,0.0385322121133318
1633,1,0.0170665370117987,1.8733746,0.0112848242980788,0.0089157229206674,1.5564709,1.5224851,0.0031330580102469,0.0253752230288159,0.0338239567577487,0.0255188456981687
1634,1,0.0295306410497272,1.9557076,0.0152899611612027,0.0143015083886034,1.8071432,1.6699928,5.4406695816674285e-05,-0.0291814251760629,-0.0314518326357218,0.0272599772421624
1637,3,0.0222541349790125,1.9132535,0.0146953045704418,0.0135411114229931,1.8849167,1.8724129,0.0059804205576599,0.0307598425321712,0.0376303779415904,0.0291281734846388
1641,1,0.029337610445762,2.2048795,0.0207067925752357,0.0181768201388101,2.067182,2.0312374,0.0095422538711467,0.0359386186053902,0.1153801268149389,0.1088551458384962
1643,1,0.0306025872588193,2.2711096,0.0211527177273779,0.0198102889682361,2.288567,2.226634,0.0103562383020515,0.0394214958611137,0.0558766158311445,0.0470702781221914
1647,1,0.0180699976040719,1.812524,0.0122959681798852,0.0110188254641453,1.6562299,1.6354567,0.0052438465376395,0.0194351581318397,0.028086962481335,0.0267223473305654
1663,2,0.0398292749724786,2.4093997,0.0273494602590729,0.0232811324945605,2.3499372,2.3293986,0.0107908472171148,0.0499509662961084,0.0587830647157117,0.0486702117612279
1664,2,0.045614604688189,2.6860607,0.0303061704961601,0.0311767257216469,2.5983174,2.5946717,0.0158546771805286,0.0565931875612138,0.0656917428267006,0.0547243151023363
1677,1,0.0164876809226732,1.7386497,0.0120478174545695,0.0088935009363927,1.6893077,1.6619105,0.0044529312191192,0.0294682448503042,0.0344246542193877,0.0214473688960874
1684,2,0.0718307069297769,2.688613,0.057676822140186,0.0317644251124647,2.6548,2.5545611,0.0175595847532806,0.0829214983218025,0.1760544657690386,0.1652217606886573
1688,2,0.0455946428210829,2.5331647,0.0314601028615019,0.0291454320244134,2.6143105,2.5008254,0.0149967750899545,0.0536738245065451,0.0715649873526551,0.0635027920087561
1690,2,0.0298709423330379,2.1716874,0.020027896204114,0.0188262735159794,2.059397,2.0432594,0.0089790001142065,0.0359844321978528,0.0553779553327519,0.049274587063157
1705,2,0.0405383800350543,2.4857156,0.0268061321807525,0.0270679137674761,2.3848188,2.363513,0.0133256857490499,0.0499384628963937,0.0730043633534371,0.0636289658999353
1711,1,0.0145441815181404,1.7294226,0.0101163376295264,0.0087137008581434,1.604624,1.6597729,0.0042853707543303,0.0014438942447604,0.0111077235786766,0.024204763752361
1713,1,0.0100325886039489,1.714962,0.0063395080495414,0.0043388942129863,1.4405103,1.4312717,0.0006455891030292,0.0226214475274329,0.0294242387564187,0.0168387609108818
1720,1,0.0183448475945017,1.7378272,0.0116415478342992,0.0113331162510177,1.6599728,1.6514901,0.0046287363289543,0.0229943083160545,0.0275918077174466,0.0229433294733919
1721,1,0.0255403912873924,2.088657,0.017112850261497,0.0157379564842313,2.01458,1.9730462,0.0073077000923982,0.0342611640601016,0.0533896607001225,0.0446820723411454
1722,1,0.0277034799338787,2.1214445,0.0208011579469413,0.0136996766799135,1.984231,1.9366701,0.0067940176465422,0.0381068436709872,0.0496723378585985,0.0392782986455635
1731,1,0.0274128036333759,2.1057,0.0209323306209687,0.0135033007647509,1.8988302,1.8886563,0.0070197216649685,0.0275474058404835,0.0399299954098428,0.0397955055300147
1736,2,0.0321419397242068,2.245064,0.0215127414969174,0.0199913296864506,2.1555028,2.135208,0.0093567663069462,0.0402528351549226,0.0627456012861923,0.0546520480671656
1737,2,0.0348522614996207,2.281863,0.0236182878535675,0.0209705457609259,2.1936498,2.197836,0.009729611257981,0.041591669714987,0.049782072148911,0.0430473439730633
1744,2,0.0468296986999196,2.5463917,0.032694506151902,0.0281547110581585,2.615822,2.500562,0.0140034248201739,0.0568121412862239,0.1165718496878175,0.1066872581439655
1756,2,0.0423955541680118,2.5372832,0.0291068333699464,0.0298377927471048,2.5177803,2.4197934,0.0165392194064731,0.0512710042217561,0.0589902092204205,0.0501217240349664
1760,2,0.040757637666972,2.5923903,0.0284670292485539,0.027356312954818,2.5483067,2.4940739,0.0150564960692228,0.0538527351707127,0.1146394975251283,0.1016685563717763
1763,1,0.0273490808834693,2.0537448,0.0176764553708903,0.0154532696649223,1.9862796,1.9476261,0.0057768297085095,0.03755413664488,0.0434670125452744,0.0332662362074759
1765,1,0.0282006828694338,2.0774848,0.0198006812499327,0.0171476858247391,1.9632711,1.9665778,0.008744251315587,0.0346908456522617,0.0470679704822214,0.0405838617689371
1772,2,0.0450299145249405,2.4238167,0.0330865029117953,0.0240174793972494,2.3292284,2.286605,0.0120597114520994,0.0547487458163168,0.0645651092671824,0.0548567661716497
1773,1,0.0276020642256486,2.1416502,0.0186728574167241,0.0171415857684805,2.0521216,2.0262315,0.0082090315176813,0.0356641298841814,0.0485271435051629,0.0404729835080642
1775,1,0.0301156751217906,2.188685,0.0208528645839705,0.0170637842378322,2.0962553,2.1091733,0.0077963860774922,0.0345399419709654,0.0459969134128217,0.0415765094159479
1777,1,0.0312311934235327,2.2452407,0.0212229360336877,0.0192882674858561,2.1450872,2.0875459,0.0092751637300603,0.0277929656242377,0.051890137803113,0.0553214741174924
1790,1,0.0203505344726999,1.908023,0.0137530426051802,0.0131300667603814,1.8122023,1.8006727,0.0065312937932665,0.0261473555996871,0.034586936410089,0.0287928049451902
1792,1,0.0252676605166846,2.053189,0.0183309951008483,0.0141634888655012,1.8644754,1.8466834,0.0072243191260307,0.0310520932335017,0.0464299347031849,0.0406518863611863
1798,1,0.025694791729043,2.0261562,0.0184137633591401,0.0166873196587597,1.9870318,1.9845151,0.0094039878616668,0.0327783015654896,0.0395447177145968,0.0324643383196714
1800,1,0.0007002899702658,1.7827995,0.013549844708554,-0.0089111244919974,1.6811829,1.645356,0.0039390032103964,-0.0686256010731115,-0.0672797279358867,0.0020524040348583
1803,2,0.0360876329839469,2.3235216,0.0241493539671022,0.0217981695289848,2.2631469,2.2414694,0.0098520433696991,0.044928596099445,0.0544396404109191,0.0456063054829516
1804,1,0.0142745531671479,1.7032793,0.0103020779367751,0.0079679362898098,1.5597303,1.568405,0.003995003261162,0.0189832922144967,0.0237762966433909,0.0190684166949205
1805,2,0.0433808899720801,2.588281,0.0295309290153235,0.0308003101387083,2.5545223,2.5107732,0.0169398190524001,0.0544991991040394,0.0570533434750469,0.0459378950289557
1811,1,0.0322664199537894,2.2113616,0.0218308944900188,0.0197254266041857,2.153365,2.1667767,0.0092844576326152,0.0399966350559729,0.0481061340956171,0.0403809657918152
1817,2,0.0397639806070969,2.3940082,0.0279312706972959,0.0236435411003056,2.2889779,2.2795308,0.0118009796755267,0.0487297578127104,0.1639220124514123,0.1551673189555729
1826,2,0.0430590381855155,2.4150872,0.0308160681234407,0.0243094548538073,2.3100166,2.2419908,0.0120538101051411,0.0481204024704554,0.1300133271965975,0.125023896045291
1828,1,0.0235505540192064,1.9696792,0.0157112343528541,0.0138318021185975,1.8376907,1.819675,0.0059902305380733,0.0289933108838922,0.0422252002825463,0.0367871847804058
1831,1,0.0176119235275936,2.0147045,0.0169071684243793,0.0073879325635387,1.8609363,1.7830864,0.0066830023511118,-0.0017926157326872,0.0052012440561261,0.024602687691675
1832,2,0.0323314188878939,2.169475,0.0226770268818416,0.0198591487828754,2.0622802,2.053704,0.0101996301613282,0.0394453524694263,0.0542671637382376,0.0471623764262472
1834,1,0.0264266408934009,2.1589866,0.0186096837722507,0.016177878487825,2.0928957,2.0523288,0.0083581326670489,0.0393967703792778,0.0498106578750774,0.0368508431234455
1838,2,0.044988099036014,2.5725534,0.0310405196214163,0.0274596024252503,2.4670777,2.4436004,0.0134976953998004,0.0559698661616739,0.1228060241497869,0.1119478924568275
1839,1,0.0293793807401188,2.0652099,0.0199038815925525,0.0179075358690485,2.059193,2.0356224,0.0084279234621051,0.0365136046046155,0.0478024969407567,0.0406744979111365
1851,2,0.0344539855056248,2.2922227,0.0229543126744731,0.0224179920086581,2.1993358,2.1973157,0.0109120326048642,0.0434352600725488,0.0641393445119278,0.055176441358791
1860,2,0.0427389092816021,2.505689,0.030258329189185,0.0260181636140026,2.518825,2.4455304,0.0135258204520652,0.0500559788256897,0.1302027758599789,0.1229874407507184
1871,2,0.0372829830691422,2.3083932,0.0254680113142732,0.0230896293032177,2.2272675,2.208899,0.0112665047543988,0.0462644793118257,0.0631995877255451,0.0542334102627733
1872,1,0.0195446596495439,1.9593034,0.0153242144113692,0.0097169593018639,1.7551745,1.738183,0.0054954750703432,0.0213445349209875,0.0342555199944694,0.0324568955392821
1873,1,0.0323133731468096,2.2104354,0.0215867315461452,0.0185633088065563,2.1835647,2.1542113,0.0078307400810238,0.0430405318057147,0.0540856265709789,0.0433687248963782
1876,1,0.0103856973662011,1.7649366,0.0128420354970003,0.0039779814618773,1.7132939,1.6727527,0.0064345843643442,-0.0267670674635422,-0.0209208115600616,0.0162342426876784
1878,1,0.0316989117531015,2.2114205,0.0279762060000477,0.0124867428401572,2.080945,1.9303703,0.0087611404228973,0.0409053803767026,0.1444773506823854,0.1354393142139704
1881,1,0.0197153031117932,2.1176615,0.0163162695662363,0.0125569121243056,1.9460965,1.8861916,0.009157175791652,0.04150539976048,0.1624965559945577,0.1411889475467238
1887,1,0.0214431072569754,2.146712,0.0163839948878414,0.0124080054711755,1.9465944,1.8436166,0.007347576486153,0.0352344263399723,0.1035064631295151,0.0898330491343157
1891,1,0.0203381571457224,1.9972551,0.0102717765988478,0.0140391598234129,1.918625,1.8271567,0.0039712372260744,0.030811512254649,0.0464166695278145,0.0359542368722289
1893,2,0.0410156484410376,2.3763947,0.029962241924767,0.0224463215105998,2.2465696,2.2079535,0.0113821419982874,0.048700041809942,0.061099119017651,0.0534244791427715
1899,1,0.023840885689523,1.97577,0.0138887339166474,0.0162693475091641,1.9376075,1.8829089,0.0063149221104732,0.0173027614877761,0.0257000577949213,0.0322354614066002
1903,1,0.026662291343399,2.0301056,0.0173021793018817,0.0170889330707315,1.9869814,1.9660475,0.0077257374047626,0.0306615073367904,0.0406643627618679,0.0366678427180147
1907,2,0.041875174851891,2.3910236,0.029030981462474,0.0251114502838858,2.3210616,2.2929535,0.012255581174713,0.0512822526856021,0.0703776613943442,0.0609908045726258
1920,2,0.0415860275831661,2.5958025,0.0283070693744032,0.0323929208569149,2.7068665,2.640793,0.0191065407747806,0.0500566298143551,0.0511872436877471,0.0427175321847566
1922,2,0.0319222772302993,2.290283,0.0213210125220319,0.0191643275345835,2.2116933,2.143183,0.0085575823242382,0.0388123627628387,0.0866962681573181,0.0798453897508967
1923,2,0.0381431123485451,2.3447015,0.0265037230012727,0.0225113182432817,2.2578912,2.248749,0.0108629995103017,0.047445861455138,0.0600242357680021,0.0507330008294796
1927,1,0.0278003044060385,2.2538865,0.0172679006667677,0.0203146495566438,2.2427638,2.205181,0.0097792806783852,0.0257147810713275,0.0370402301466438,0.0391242210039518
1934,1,0.0216854719514289,1.8062041,0.0115391361496818,0.0158312382887009,1.7849542,1.7449423,0.0056832760452777,0.026676174019779,0.0308745689200988,0.0258849689463951
1935,1,0.0341035007190899,2.367811,0.0241072047919945,0.0216219939790457,2.293448,2.2307749,0.0116199865429495,0.0419339111765462,0.1287032579112522,0.120983735145038
1941,1,0.019003094022857,1.8799608,0.0114882568122274,0.0128204327032123,1.7567923,1.7460238,0.0053044657142133,-0.0583117349999122,-0.0463201625862297,0.0310200556019388
1942,2,0.0602978117364612,2.81253,0.0401358676593073,0.0393924970650233,2.8011785,2.705169,0.0191969243417268,0.0724022324250599,0.1165741981240696,0.1045648961418984
1946,1,0.0227592767592316,1.9508995,0.0160729953707182,0.0138995095077681,1.8547896,1.8517219,0.0072114517662346,0.0293856091434268,0.0358665864427977,0.0292427740369899
1949,1,0.0336470491004623,2.2964206,0.0206483260074588,0.0219481061424856,2.2854376,2.2509239,0.0089428989991077,0.0408905222078444,0.0509379729718199,0.0437006665901261
1950,1,0.0253711581465429,2.0328708,0.0159585372354702,0.0178888087562766,2.0107703,1.981245,0.0084738026594274,0.0217933183603833,0.0274620991455186,0.0310388668806862
1956,1,0.039791299904134,2.5101695,0.0281757345126115,0.0208387497036004,2.4816132,2.378666,0.0092123793093211,0.0526395500118375,0.1049471526056583,0.0921965116570537
1957,2,0.0347144363498313,2.3390906,0.0232312780039461,0.0207977876157802,2.3201385,2.2921662,0.0093075857509518,0.041487152008267,0.0557492306538919,0.0489852690656932
1963,1,0.0253063642922198,2.1884034,0.0167798779201265,0.016136790300061,2.1440291,2.0921192,0.007607728915283,0.0262730167655565,0.0378589819312677,0.0368930373812492
1966,1,0.0239396654345837,2.1748505,0.0167640582570988,0.0191070977686758,2.1692393,2.176412,0.0119302460310928,0.0307947064692698,0.1156941156477373,0.1089204644795644
1972,2,0.0419372825518897,2.438016,0.0286050763985912,0.0248668171363821,2.4234695,2.366742,0.0115224228152745,0.0509270058744522,0.0588734249233702,0.0498909223687785
1983,1,0.0291203148518471,2.126698,0.0196734519487644,0.017036939267542,2.0426676,2.0382845,0.0075858827961557,0.0355930925432747,0.0459862636841594,0.0395185453639433
1991,1,0.0283865077758223,2.1521056,0.0188613795976149,0.0190593416792571,2.0340767,2.0265117,0.0095308421140462,0.0336647516314433,0.0514194767914812,0.0461487210435888
1993,1,0.028973746198117,2.0878875,0.0207106094576908,0.0162235408588681,1.9425544,1.9239905,0.0079565099998544,0.0346286534806823,0.0491408231628308,0.0434923345740566
2000,1,0.0299489746881841,2.149592,0.0198461850550175,0.0192842105636962,2.1034365,2.1087751,0.0091772015404012,0.0375836089400719,0.0454851231385698,0.0378550461737415
2006,1,0.02685646249205,2.11582,0.0178964373806161,0.0159491104788516,1.9705538,1.9194379,0.0069857755732312,0.0325809818843072,0.07467071826325,0.0689706930893342
2007,1,0.0188743175045515,1.9128444,0.0105736019114562,0.0151910582288536,1.8186877,1.7090708,0.0068895546584678,0.0269736252156248,0.0398178709058689,0.0317246739954803
2016,1,0.0293768911044196,2.1824503,0.0201498716215074,0.0182554996194343,2.0277865,1.989086,0.0090245360821794,0.0243435558576103,0.0412377268765738,0.0462650544287359
2018,1,0.0316799727186617,2.2683117,0.015579166262964,0.0174083734248938,2.2215729,2.1213672,0.0012999810816283,0.0346600547035766,0.0869493698434169,0.0839877985690847
2019,1,0.0233204890125928,1.9448395,0.0140105568615571,0.013331729301243,1.8983428,1.8548392,0.0040192533162979,0.0362132719937887,0.0415274400930919,0.0286391062693506
2021,1,0.025079699567789,2.085778,0.0154001889572033,0.0177063105573079,2.0427644,1.9876091,0.0080244357911588,0.0251720372398356,0.0378565317880939,0.0377642678773537
2026,2,0.0287865282068686,2.0048573,0.0203420889506589,0.0158285760604252,1.9755851,1.9665653,0.0073801760658395,0.0349852150472697,0.036129159592355,0.0299309336334809
2029,1,0.0186842881913987,1.9576306,0.013066783806782,0.0087637684529811,1.6872739,1.6552192,0.0031450471260353,0.0224927814602214,0.0319479374438073,0.0281412684248862
2034,2,0.0434597810196396,2.509555,0.0294308688802025,0.0252094856015436,2.4068313,2.3815897,0.0111665609157154,0.0524139141787191,0.1076023594124658,0.0987231185835331
2036,2,0.0481960645489332,2.7992215,0.0307715421960534,0.0309807918239354,2.7075555,2.6785903,0.0135377082053779,0.0585664116527859,0.0965073060603896,0.0861941125058359
2037,1,0.0197008348611768,1.8428278,0.0121279861075765,0.0133066355890628,1.776121,1.7874516,0.0057325548139605,0.0249758796670037,0.0348471964147147,0.0295749939352658
2039,1,0.0262312828756719,2.1163216,0.012061815511905,0.0183780913889359,2.0930889,2.05342,0.0042052348531865,0.0285504004862916,0.087811213237148,0.0855077837493067
2046,1,0.0319505531689352,2.1994562,0.0213654403950537,0.0193007818298266,2.1071928,2.0685732,0.0087102190452124,0.0330023562387057,0.0539770992694691,0.0529271939841907
2051,2,0.035681082213466,2.2246165,0.0250821670590749,0.0211846086588637,2.1106455,2.0937355,0.0105785767910142,0.0434662012757232,0.0664776977734735,0.0587109181089684
2057,2,0.0357799554032139,2.274525,0.025315591549764,0.0200913933379175,2.1352725,2.1045654,0.0096195666536679,0.0429789533098328,0.1100835834461606,0.1029552147721139
2060,1,0.0217419070599507,1.8824737,0.0140806972441394,0.01367886456903,1.83099,1.8277001,0.0060159392662788,0.0283487492414582,0.0353676679075357,0.0287634763150124
2065,1,0.0222076676444987,1.9345775,0.0153944639333201,0.0136596292029766,1.814104,1.8099004,0.0068447326588672,0.0292094985150498,0.0368643052773767,0.0298656434001007
2067,1,0.0301014368635273,2.0930293,0.0212048304668558,0.017499693398327,2.0148573,1.9914705,0.0085987442829406,0.0360579914118777,0.0461257453920579,0.0401737683472683
2074,1,0.0252555156792761,2.1725512,0.0138832366038866,0.0173198255801842,2.159592,2.0947287,0.0059447289828506,0.0389013271829478,0.056537443545507,0.0429113508496311
2079,1,0.0260691559026136,2.0900736,0.0181305750101733,0.0163795891418624,2.0151126,2.0043318,0.0084383520781322,0.0341986791340211,0.0444866103337528,0.036362995507023
2081,1,0.0161699273441462,1.9437864,0.0144803809842384,0.0082121769210597,1.8903623,1.8174247,0.0065223253842867,0.0370305649784207,0.0452655308950303,0.0244154633618865
2083,1,0.0317022034408137,2.220246,0.0211213883173156,0.0198441292305342,2.1814632,2.170701,0.009258169716947,0.0399340661586745,0.04872144974003,0.0404954143050619
2085,2,0.0324425244288517,2.327789,0.0183112208031956,0.0210328532564511,2.2888837,2.2034383,0.0068952003879663,0.0366263457841703,0.0891669392488057,0.0850098919439469
2089,1,0.0266772893559974,2.0555658,0.0177041799884306,0.0156375752193275,1.9552996,1.9501305,0.0066611609741156,0.0320780449103974,0.0416788388587375,0.0362816315100258
2090,1,0.020561669155993,1.8400195,0.0129578814139067,0.0117810530209464,1.7224683,1.7124794,0.0041756129723668,0.0266544607064547,0.0325026011741746,0.0264117017950386
2093,1,0.0179878220305836,1.944367,0.0163986943581057,0.006697306376323,1.7383469,1.7044431,0.0051077641870787,0.0270261517622273,0.0352488158765959,0.0262144458330936
2096,1,0.0154937878206025,2.0194027,0.0127648876529335,0.0088512266695656,1.8968105,1.778516,0.0061219345820723,0.0384821680142248,0.0510241269746304,0.0280549591715288
2097,1,0.0273618157052985,2.101814,0.0204492362525494,0.0162487518425235,1.9689145,1.9564809,0.0093333513573361,0.0348118649648025,0.0471482321823875,0.039705039823676
2098,1,0.0296737224943021,2.098439,0.0199535378753274,0.0179121586688569,1.9959115,1.9873347,0.0081876417509091,0.0363040487151479,0.0502766988542924,0.0436537899616925
2099,1,0.0277025157429172,2.1786828,0.0190387578587465,0.0218109638430363,2.1403434,2.0940816,0.0131451193725675,0.0346182897675917,0.0447100452108035,0.0377993314428283
2102,1,0.0233891035714958,2.0970085,0.0201287737425142,0.0096100456998925,1.9295418,1.8386359,0.0063483792048812,0.0308533668472263,0.0849014263019923,0.0774809098531799
2103,1,0.0179175033855254,1.8058727,0.0083501196878264,0.0129877794920881,1.6963848,1.6222935,0.0034193891260641,0.0337014400193297,0.0410172715050656,0.0252401487500939
