,Signif_Avg,PL_Flux_Density,LP_SigCurv,PLEC_IndexS,PLEC_SigCurv,Npred,Variability_Index,ASSOC_PROB_BAY,Flux_Band_1,Flux_Band_5,CLASS1
349,22.978104,2.1192594e-13,2.3796744,1.9307829,2.696046,967.2623,20.944937,0.999858,3.728285236093143e-09,3.721466190764744e-11,1
350,22.023596,6.044626e-14,0.6752939,1.9675078,0.49329805,1087.9713,11.2917185,0.99991524,6.8000929331901724e-09,4.1391237659560425e-11,1
351,60.79063,5.808578e-12,6.990719,2.2540011,6.4540997,5119.2876,956.6988,0.999831,2.434644663651397e-08,4.5620163896531445e-11,2
352,9.513901,1.5661316e-12,4.19499,3.0615363,4.133355,1408.4379,13.351126,0.9829048,1.155037310240914e-08,5.473216498075306e-12,2
353,13.078906,1.9563754e-12,1.2528042,2.6535351,0.0,1314.3236,20.869871,0.997749,1.0634152225463822e-08,7.460011774984565e-12,2
354,31.036577,9.592894e-14,1.33754,1.8992946,1.9042279,1452.5402,76.00613,0.99984086,4.5694465988788124e-09,6.544152719722973e-11,1
355,42.19593,2.7170987e-13,5.4299273,1.6843373,6.159222,1420.8196,33.44985,0.9924184,1.7401173817849225e-12,1.0345218431906388e-10,1
356,16.044662,1.7273822e-14,1.3330867,1.7923176,1.2802663,469.59647,34.847485,0.9997292,2.491443683305672e-11,2.205284913014971e-11,1
357,68.23372,2.035344e-12,5.5647793,1.9629898,5.7049556,4403.8545,169.7057,0.99994093,1.697069507144988e-08,1.5237650030641703e-10,1
358,16.701574,8.580014e-13,3.1614122,2.29744,3.3690164,1387.7277,90.14487,0.9995081,6.080565828625595e-09,4.857839824845556e-12,2
359,32.646084,4.4628684e-12,4.60009,2.32109,4.5262866,3399.256,351.45117,0.99987584,2.7138412406202412e-08,2.0264507086253936e-11,2
360,21.234486,8.1285196e-12,2.879641,2.4719005,2.6197934,2301.2234,386.31097,0.9982364,1.7374599536879032e-08,7.223062425953941e-12,2
361,26.778605,1.0418943e-13,5.8503957,1.5691707,5.8045278,666.73035,12.613476,0.9999792,5.361067492715144e-12,1.0219296242564012e-10,1
362,15.486256,3.9197183e-13,2.4190898,2.203232,2.4333646,1004.2947,33.797283,0.9968845,3.4654836778003073e-09,1.571490507168427e-11,1
363,12.047324,5.123965e-13,2.9571586,2.6807382,2.6311004,1324.3787,47.43436,0.8576765,1.0336528966092828e-08,3.659529276833773e-12,2
364,10.706359,2.3036222e-13,0.76473224,2.3395038,0.6567492,1041.6239,30.5629,0.9990604,9.36441946208788e-09,1.5352871751694863e-11,1
365,11.582193,3.7078936e-13,0.7602805,2.4762864,0.0,1043.7394,69.69577,0.9991218,7.924617406729341e-09,7.541267957322795e-12,2
366,89.55751,2.4998489e-12,10.160348,1.8342258,10.111196,5549.0024,99.656746,0.99993694,1.6369243738267872e-08,2.687064182271825e-10,1
367,13.36516,8.2872646e-14,0.8457392,2.1826558,0.0,741.51263,35.317474,0.9997112,3.97125221596184e-09,1.0320218638004695e-11,1
368,46.907944,4.4659968e-13,3.6980753,1.9087633,4.3163667,2404.8933,111.87262,0.99991685,6.572395072623749e-09,9.679972101661603e-11,1
369,29.062435,2.273707e-13,3.142475,1.8015105,3.6965187,1104.9243,28.181936,0.87221843,4.925484908824273e-09,9.373135601009608e-11,1
370,8.753725,7.744649e-14,2.2038958,2.11527,1.8313329,398.0711,9.35409,0.98615056,1.0931665572755378e-09,4.296178430368558e-12,2
371,6.8361025,6.059209e-15,2.1036234,1.6540257,1.9851629,93.62918,4.5507207,0.99910873,1.5828492960778815e-09,8.323912739638395e-12,1
372,58.99663,6.1421734e-13,2.8499115,1.8051478,3.4236495,2530.9185,146.92633,0.9993728,7.287772607611487e-09,1.9746848600732392e-10,1
373,14.727509,3.5648252e-14,2.462555,1.7154924,2.5497866,362.4508,25.453712,0.9984585,2.859739112182068e-09,4.269942038837016e-11,1
374,28.905853,5.0934387e-13,2.0324051,2.0096521,2.4009664,1515.5232,34.087887,0.9998999,6.252353745850314e-09,5.150221221716933e-11,1
375,13.375583,2.1487947e-14,2.7868745,1.5224851,2.9864767,215.33356,33.235237,0.9965427,9.197804740068704e-10,2.4566635184464225e-11,1
376,7.1709127,9.268428e-15,0.5208799,1.6699928,0.90297234,243.6198,6.7448597,0.9984562,7.372531404814533e-14,6.506065651501469e-12,1
377,26.967234,5.0889897e-13,3.4745846,2.0312374,3.8532705,1442.0629,40.154297,0.9975429,4.6076773507763855e-09,2.903625950789745e-11,1
378,23.510777,4.605237e-13,3.5871687,2.226634,3.6987274,2603.9272,369.98764,0.99992335,1.3475504268001261e-08,5.562204863363007e-11,1
379,103.309135,1.0563901e-12,6.785689,1.6354567,7.6131687,4785.5093,135.05614,0.9999693,7.657874334654481e-09,5.282717596699624e-10,1
380,26.559017,1.6724354e-12,2.6873167,2.3293986,2.4712803,2261.5535,652.25287,0.9976939,1.5682278586837132e-08,1.4051028569828096e-11,2
381,29.423487,9.524219e-12,3.2923536,2.5946717,2.487274,3046.5242,484.4349,0.99690807,2.0512979759246264e-08,7.058956717764797e-12,2
382,17.985044,9.865867e-15,1.0740097,1.6619105,0.8260709,456.83737,7.506714,0.99976224,3.0115439031419555e-09,4.734193939648357e-11,1
383,20.563713,6.7303554e-12,5.592872,2.5545611,5.6238623,2974.1963,430.4848,1.0,3.718190910717567e-08,2.493900539638633e-13,2
384,27.626427,2.1875314e-12,6.858325,2.5008254,5.921507,3799.9172,425.22513,0.99520123,3.49618751727121e-08,1.9740643147914128e-11,2
385,52.55027,1.5304169e-12,4.9950166,2.0432594,5.313179,3120.5854,1575.5109,0.99990845,1.0177748421824616e-08,6.759187654026276e-11,2
386,34.907345,7.446638e-12,5.1480966,2.363513,4.588381,3529.656,533.6734,0.9934007,2.2264304178065692e-08,2.073534920155052e-11,2
387,38.209976,1.1356917e-13,2.9773808,1.6597729,1.7110978,931.47205,51.90195,0.999962,1.8808117563384736e-10,1.5309875589508692e-10,1
388,15.98739,1.1393724e-14,2.9560971,1.4312717,2.9380682,193.01917,38.753536,0.9998398,1.0444047848778835e-09,4.1954530127785716e-11,1
389,98.13947,9.774039e-13,3.8081057,1.6514901,4.8856277,4324.494,426.8869,0.999988,1.1208765471337756e-08,4.769035166773961e-10,1
390,21.621521,1.2451692e-13,1.777926,1.9730462,2.181103,1059.3369,15.576925,0.99979603,4.332558312114543e-09,3.472651680103134e-11,1
391,19.517662,1.6278943e-13,2.1804993,1.9366701,2.722948,762.59155,19.828981,0.9962975,2.971299206677713e-09,1.3160946291113083e-11,1
392,23.412285,3.3789993e-13,3.8452756,1.8886563,3.9021308,929.93976,33.338734,0.9986515,1.352441603152954e-09,2.683917324497465e-11,1
393,40.131313,1.9795949e-12,3.4029622,2.135208,3.9323876,2705.149,347.02975,0.9998652,1.1253718845694038e-08,4.0554986452390196e-11,2
394,36.336643,1.6608252e-12,2.9448273,2.197836,2.656318,2594.0315,817.9129,1.0,1.0362012581310864e-08,3.0499304470854576e-11,2
395,26.142519,1.8702834e-12,6.7476563,2.500562,6.2828245,3442.7732,138.79819,0.99929386,4.304352430040127e-08,1.5674352440986358e-11,2
396,12.054968,8.8577876e-13,3.4300568,2.4197934,3.1056008,1177.5925,33.91376,0.9922604,7.73935404652093e-09,5.283975514080996e-12,2
397,9.751144,5.824591e-13,1.0102153,2.4940739,1.0064104,849.3655,49.39721,0.99960685,8.690091313212633e-09,4.078735613144424e-12,2
398,17.054016,6.4872234e-14,1.5309212,1.9476261,1.5582801,728.84344,6.4916744,0.9999082,5.040189154925656e-09,2.524453562857687e-11,1
399,94.476944,3.7237683e-12,7.9834943,1.9665778,7.8010235,6655.2876,610.15546,0.9999782,2.1757218249263133e-08,1.8393400691429918e-10,1
400,42.798534,4.71368e-12,6.543968,2.286605,6.4347525,3955.836,534.14465,0.99988914,2.286996014788656e-08,1.0492028253150654e-11,2
401,40.037594,1.0981079e-12,3.5137234,2.0262315,4.0767193,2689.0889,159.157,0.9999702,1.5205184666911012e-08,1.0895098712104812e-10,1
402,21.515911,4.0404025e-13,2.099136,2.1091733,1.5033231,1178.4895,17.434654,0.99814606,3.233615375464182e-09,2.4369603557339303e-11,1
403,24.611385,5.617e-13,4.1508017,2.0875459,4.218786,1636.5045,141.01003,0.99880916,2.5303166228951564e-09,5.0207848295569235e-11,1
404,39.958965,3.601853e-13,2.6590743,1.8006727,3.2055073,1465.9694,17.577553,0.99991393,3.980751728249743e-09,1.0271507949743963e-10,1
405,41.689476,5.4303204e-13,5.685634,1.8466834,6.1170177,1905.5485,226.1866,0.9998397,3.959043315404642e-09,5.030589486643144e-11,1
406,30.333746,2.6627545e-13,1.7396699,1.9845151,1.0089829,1532.9034,93.50515,0.9921619,5.644067435639499e-09,5.7159513233706605e-11,1
407,13.369087,1.39389165e-14,2.0533135,1.645356,1.6993335,296.9715,24.142263,0.999046,7.094426623077655e-16,3.2864416049660505e-11,1
408,33.522633,2.2905863e-12,3.262005,2.2414694,3.1298819,2768.5007,337.63077,0.9999415,2.1667240446276992e-08,4.189487992634078e-11,2
409,29.126858,4.2400382e-14,2.6939673,1.568405,2.6817882,565.7782,35.097702,0.9999249,8.26708423939948e-10,5.5745304206045176e-11,1
410,17.09506,1.8905676e-12,2.5787368,2.5107732,1.9096497,1830.9349,119.32345,0.99125683,1.4782332691254396e-08,6.692406611524815e-12,2
411,43.294113,1.992482e-12,2.375129,2.1667767,1.6955051,2847.9734,141.36699,0.99990803,1.1025218960014628e-08,4.117102839207298e-11,1
412,39.272427,6.79364e-12,4.362533,2.2795308,4.325837,3380.0034,827.084,0.9997331,2.070876625737128e-08,2.286395031636524e-11,2
413,23.24747,1.0410666e-12,5.254492,2.2419908,5.237321,1722.4443,235.63914,0.9940252,5.8744062947369e-09,6.244285470635713e-12,2
414,59.528973,9.76046e-13,5.7933064,1.819675,6.4307876,2943.6184,19.895063,0.99995553,8.697147890757151e-09,1.560538087641561e-10,1
415,9.103139,2.1148678e-14,2.0819886,1.7830864,1.9847293,250.71642,14.756118,0.9956122,9.336644304913657e-12,1.2174703085954251e-11,1
416,92.253296,8.053277e-12,9.146752,2.053704,8.929589,7232.9277,1320.2633,0.9998287,3.0492092406575466e-08,1.3412629340514568e-10,2
417,15.572915,8.9241555e-14,1.7932671,2.0523288,1.7762907,943.6144,8.768677,0.99976736,6.755350501208568e-09,2.6442806277948705e-11,1
418,25.743517,9.1774765e-12,3.5933075,2.4436004,3.4999995,2698.9688,136.26424,0.99962205,2.340915550291811e-08,8.980595780916367e-12,2
419,318.78537,8.460496e-12,17.599577,2.0356224,17.879566,36182.22,3680.8572,1.0,1.391973256659185e-07,1.0440854847360015e-09,1
420,75.831154,1.3593035e-11,6.5783854,2.1973157,6.370982,6550.8936,2616.021,1.0,4.1314301313377655e-08,1.0524574267645191e-10,2
421,20.650263,1.0458599e-12,4.0277166,2.4455304,4.0972853,2788.8618,122.798256,0.9995638,1.3080446947810742e-08,1.1320708259709988e-11,2
422,134.91803,3.1902498e-11,12.715157,2.208899,12.1592655,15926.935,3103.0686,0.999994,1.336851198630029e-07,2.5381149959535776e-10,2
423,15.722685,7.071415e-14,2.727471,1.738183,2.656013,396.25098,10.487867,0.9990692,5.630811372725475e-10,2.6503401903688048e-11,1
424,28.018559,5.0876236e-13,1.7239048,2.1542113,1.816164,1860.5648,64.67528,0.9968635,1.4296649197831357e-08,3.503604698029683e-11,1
425,15.766313,7.913828e-15,1.534911,1.6727527,1.2994897,389.47522,31.563536,0.999866,5.179718416334357e-13,2.8779260224931488e-11,1
426,8.528998,6.225576e-14,3.4422963,1.9303703,3.4833927,370.83698,11.51032,0.9925752,2.066220972096744e-09,5.859179027373207e-12,1
427,5.0836277,1.7523618e-14,0.89332324,1.8861916,0.7887746,226.9196,15.036538,0.99767643,3.2376232805830796e-09,8.725594899394729e-12,1
428,6.3647194,2.5704678e-14,1.4745592,1.8436166,1.6281965,299.11108,10.889427,0.99599504,1.576130892466665e-09,1.0179207303451232e-11,1
429,16.33907,4.4787748e-14,1.0933359,1.8271567,1.9783019,623.44403,12.417583,0.9988533,3.095194767155362e-09,4.0093674907870636e-11,1
430,30.680183,1.750883e-12,4.699455,2.2079535,4.480357,2175.6892,490.2805,0.99533087,8.9584126783393e-09,9.117229540778204e-12,2
431,19.618368,4.6380417e-14,1.3644812,1.8829089,1.8244263,825.45685,16.949978,0.99744105,4.871164582809229e-10,4.1105729930990265e-11,1
432,88.16355,2.1777471e-12,7.0854397,1.9660475,7.034951,7906.4937,285.74402,0.99988157,2.446344815609791e-08,3.6913497258872496e-10,1
433,107.73347,2.7069054e-11,11.184526,2.2929535,10.6146345,12358.792,2557.9531,0.9999555,9.232905284761729e-08,8.227268866178861e-11,2
434,12.911283,4.1917476e-13,2.5883653,2.640793,1.6068246,1367.1775,51.49449,0.99705416,8.177013732790783e-09,6.734441563432947e-12,2
435,11.868536,9.342297e-14,1.1777858,2.143183,1.5287646,733.0979,91.59407,0.9910904,2.298119250454533e-09,8.981872537394686e-12,2
436,62.214603,6.4607937e-12,5.0698934,2.248749,5.0761247,5012.7935,2835.3306,0.99914217,2.3631821832736932e-08,3.1915099035773054e-11,2
437,10.843475,6.7167294e-14,0.29266948,2.205181,0.0,596.879,12.922457,0.9987223,6.969950172575068e-10,1.7455144968314684e-11,1
438,21.24519,1.0394493e-14,0.5863638,1.7449423,0.72318643,610.5584,21.745846,0.99971044,1.4664970349187452e-09,3.3202777333096734e-11,1
439,11.237037,1.66899e-13,1.8566906,2.2307749,1.8819971,865.966,33.580177,0.9941048,3.2929343696253e-09,8.338872127533481e-12,1
440,18.529352,6.611324e-14,2.132113,1.7460238,1.9688423,451.71887,25.618376,0.9990653,6.5201000624774946e-15,5.144103198961858e-11,1
441,17.299553,4.7799043e-12,4.7638216,2.705169,4.5057445,1822.3809,90.01416,0.97820956,1.6451004114514944e-08,4.954237432623634e-13,2
442,51.73621,5.1754494e-13,3.517793,1.8517219,3.779824,2438.868,371.82126,0.99993676,7.985012651090528e-09,1.3476758597974478e-10,1
443,21.965317,3.5178764e-13,1.3309723,2.2509239,1.3776639,2242.4678,135.87971,0.9997455,1.6329737562159607e-08,5.5355078160124194e-11,1
444,11.926907,3.0237653e-14,0.5477382,1.981245,0.0,398.25952,7.423802,0.9985344,4.0382180932496676e-10,1.7537134938683252e-11,1
445,9.031821,2.0993712e-13,0.2688306,2.378666,0.7835182,804.7979,36.689064,0.9329503,4.955799770556268e-09,2.6221633371570348e-12,1
446,25.254816,7.8527354e-13,1.5203347,2.2921662,1.6139214,2054.692,181.30249,0.9989853,7.636650423137326e-09,2.2228552332137497e-11,2
447,10.466968,4.9024783e-14,0.8515975,2.0921192,0.7120804,560.5068,15.454027,0.99204403,7.626481113298667e-10,1.767776550143374e-11,1
448,11.337212,2.9415675e-14,0.0,2.176412,0.0,632.1727,30.369217,0.9988568,1.342050026664765e-09,1.6525579515924704e-11,1
449,32.13813,1.8058849e-12,4.3181233,2.366742,3.8206224,2598.2944,359.7207,0.99779135,1.6373183697737662e-08,1.2755399167452276e-11,2
450,44.90694,1.0487115e-12,3.0108054,2.0382845,3.1904607,2383.6562,33.101936,0.99974614,7.161081505557831e-09,4.9035411148201646e-11,1
451,41.87455,1.8148216e-12,5.2675004,2.0265117,4.9910035,2664.4807,43.825447,0.99941635,1.0356508539643984e-08,9.621869273557238e-11,1
452,52.797146,1.3004641e-12,5.6207733,1.9239905,6.1364846,2708.408,95.52217,0.9997763,7.797925860586474e-09,6.178990652472294e-11,1
453,45.08811,1.320044e-12,2.2725554,2.1087751,1.6148212,2645.7817,36.875835,0.999839,1.2893935696922654e-08,6.919765455082326e-11,1
454,18.425447,2.7295538e-13,2.3962517,1.9194379,2.4138079,679.53076,22.209755,0.9923475,2.347164684834979e-09,2.305603971630709e-11,1
455,14.185967,1.3430446e-14,1.0701745,1.7090708,1.7154406,384.00684,23.818024,0.99949515,1.6993765283856987e-09,3.7143212117118907e-11,1
456,15.122711,1.8683092e-13,2.4523778,1.989086,2.5244257,588.10516,43.65481,0.9955615,4.4396175624683565e-10,1.3297915719967524e-11,1
457,4.354326,1.9873314e-14,0.22187036,2.1213672,0.0,263.8384,10.037491,0.99303156,7.317639827419953e-10,4.870171974036275e-12,1
458,17.367416,2.5072946e-14,0.79137576,1.8548392,1.1442434,605.4589,61.586937,0.99878865,3.419051042286014e-09,2.023847235632648e-11,1
459,13.654581,5.4084456e-14,1.1861157,1.9876091,1.2304337,523.74335,8.528512,0.9990411,8.44103398289775e-10,2.3123567297056447e-11,1
460,30.648434,2.2318599e-13,1.404534,1.9665653,1.0112964,1321.3932,39.22113,0.92961437,4.783943907682442e-09,3.4747267563250966e-11,2
461,26.133951,9.373736e-14,5.527831,1.6552192,5.708908,860.0375,40.391365,0.999291,2.22131379956636e-09,9.412959300902911e-11,1
462,19.368418,2.4689e-12,3.28869,2.3815897,2.8507376,1401.2402,112.42024,0.99967223,9.011662527314002e-09,5.2710930238675235e-12,2
463,11.910328,5.700822e-12,2.6966426,2.6785903,2.312502,1733.7362,276.27185,0.984683,8.168131060415362e-09,1.8655736677697377e-12,2
464,62.330997,4.758329e-13,2.5522616,1.7874516,2.503125,2599.1614,41.983753,0.99992955,4.9621675657363085e-09,1.5318925294938168e-10,1
465,10.71027,3.4176963e-14,0.5360431,2.05342,0.0,428.9279,15.832408,0.99236274,1.000769911385646e-09,1.6845880593252538e-11,1
466,35.12758,1.072394e-12,4.769283,2.0685732,4.5300155,2060.7646,134.5181,0.99982697,4.829808997186546e-09,4.684995794090874e-11,1
467,127.96069,2.5324036e-11,13.320474,2.0937355,13.5343275,12798.877,3890.601,0.99998146,7.381313338328256e-08,1.9733835399105004e-10,2
468,46.2827,2.2522951e-12,5.926175,2.1045654,6.405427,3004.6968,574.0093,0.99666864,1.0843224096390712e-08,2.6155149226991803e-11,2
469,105.44142,1.948495e-12,2.9033842,1.8277001,3.7103875,5732.0757,360.90308,1.0,1.6010112346975802e-08,3.2636754410120256e-10,1
470,68.88323,7.9221693e-13,5.5615163,1.8099004,5.7968564,3436.7502,25.008486,0.99992,1.0808204997658777e-08,1.9051048238960528e-10,1
471,72.8428,2.266523e-12,8.148867,1.9914705,7.713762,4868.699,544.04706,0.9999545,1.9249037919166767e-08,1.3265961940067683e-10,1
472,11.851293,4.2148373e-14,0.0,2.0947287,0.25877947,563.0511,27.009651,0.9974211,4.105784601193818e-09,1.659775268614272e-11,1
473,32.128048,6.21063e-13,1.9392445,2.0043318,2.1676226,1720.6377,74.52825,0.9995791,8.186489708350564e-09,6.926978435295439e-11,1
474,9.457214,8.224084e-15,1.5661061,1.8174247,1.2724302,270.48648,8.050333,0.99604195,2.85409407219106e-09,1.4773968506909263e-11,1
475,54.69822,2.0799517e-12,2.4779775,2.170701,2.7433832,4382.007,222.32137,0.9979505,1.5456111057687852e-08,5.990536539046687e-11,1
476,5.2509675,4.9773445e-14,1.1527195,2.2034383,0.8312754,355.75134,7.0834565,0.90086097,1.0319783916301615e-09,5.248173423622049e-12,2
477,44.93436,7.500544e-13,3.6888468,1.9501305,3.8639843,2255.7917,60.973953,0.99950516,5.557381665965977e-09,6.222179715908993e-11,1
478,44.322044,3.0793862e-13,3.413249,1.7124794,3.9593267,1515.5863,139.32025,0.9999759,5.287632998118852e-09,1.2883544231456767e-10,1
479,14.360656,4.866758e-14,3.087302,1.7044431,2.933974,310.93637,11.186269,0.9986899,9.48217948604224e-10,1.991125146705297e-11,1
480,10.344735,1.33121655e-14,1.6751255,1.778516,2.0103736,411.41373,10.868499,0.9982769,5.052072094002824e-09,2.208781768597845e-11,1
481,39.74739,1.0187646e-12,4.072851,1.9564809,4.2238336,2128.8337,34.87585,0.9983389,9.05674557571956e-09,7.064505230802709e-11,1
482,123.624344,9.461454e-12,9.641841,1.9873347,10.228564,9647.493,281.69324,0.9997862,3.6411755388598976e-08,2.541686860979553e-10,1
483,10.847583,5.685716e-14,1.3562872,2.0940816,1.0092881,578.1961,22.763285,0.99156046,2.181812730484012e-09,1.5802829531064155e-11,1
484,11.487505,5.9029475e-14,2.8789988,1.8386359,2.9692764,332.03302,10.537638,0.96911967,9.086911778588555e-10,1.082101595828444e-11,1
485,10.357139,6.6838273e-15,1.2361646,1.6222935,1.4163755,231.02934,3.7547839,0.9990704,3.19769610790388e-09,2.722644679153952e-11,1
486,16.016642,1.3226009e-13,1.4792373,2.1386719,1.0427306,866.8195,24.946215,0.99918014,3.827628436425812e-09,1.6942818675813598e-11,1
487,12.001809,5.438385e-13,2.0185874,2.231282,1.5945824,703.8663,17.580923,0.997321,1.5870948999463504e-09,8.603722768951716e-12,1
488,24.357399,1.4848291e-12,3.1315434,2.2905204,3.175948,1691.1532,34.53204,0.998496,7.48824824370331e-09,8.161418589558433e-12,2
489,23.845493,3.1662626e-13,1.0112562,2.1209886,1.147506,1245.4192,8.662278,0.9995125,7.659725298481135e-09,2.7018390996724758e-11,1
490,102.10135,3.879526e-12,6.107363,1.909665,6.844017,6920.464,388.63098,0.99998283,2.504822482762848e-08,3.2637648139655084e-10,1
491,16.54088,2.1716636e-14,3.2542834,1.5465276,2.8028367,232.94864,27.709463,0.99961287,1.1399329830769078e-12,2.9079395141851088e-11,1
492,6.2785883,5.6970335e-15,1.2344065,1.6704955,1.0274341,168.80461,9.862693,0.97480243,2.2734889526532243e-09,1.7444374070252344e-11,1
493,11.9816885,7.700405e-14,1.850988,2.021067,1.6473703,583.50586,13.9506645,0.99871945,1.6966301696896835e-09,6.045919407476896e-12,1
494,41.470356,6.399615e-12,6.841146,2.3561034,7.0526824,3603.3125,1599.2,1.0,2.180028957354807e-08,6.05132914263673e-12,2
495,78.87547,1.2393313e-11,6.3693123,2.1859574,6.26401,6042.3296,541.4545,0.9909726,3.4138587068355264e-08,6.428314824891146e-11,1
496,20.415203,3.4543863e-13,1.0064445,2.2328672,0.84927106,1258.8291,91.1025,0.9984261,5.366052935329435e-09,1.6475314168484797e-11,1
497,22.861046,1.5999874e-12,2.5038867,2.2957733,2.8106422,1546.2611,50.009357,0.99904937,8.780505211802847e-09,4.499934279367235e-12,2
498,14.421297,1.9389138e-13,1.593457,2.1767027,1.468701,841.1145,24.857172,0.98308,2.440098789691092e-09,1.488253270620632e-11,1
499,8.153221,4.6121652e-14,0.8957579,2.1211524,0.0,377.67694,21.070282,0.9983421,3.932840719755858e-10,9.037404505307656e-12,1
500,20.394627,1.4390134e-13,2.325453,1.7996658,2.7734935,616.6506,16.989855,0.99894947,2.510861962790045e-09,3.0101698911266794e-11,1
501,47.70662,6.5184906e-12,5.188672,2.2032146,5.4608073,3484.8088,1027.1686,0.99821275,1.9297464959322497e-08,7.372330176891317e-12,2
502,38.432007,1.1718142e-13,6.881691,1.5142956,7.473827,1047.1312,44.511967,0.99995804,2.1157492424705995e-10,1.6818736681134538e-10,1
503,73.21124,4.2063766e-11,15.99891,2.6829467,16.109215,11738.09,4904.224,1.0,8.329899969794496e-08,2.151480816420248e-12,2
504,9.137579,8.696305e-15,0.0,1.8361528,0.0,230.03316,12.8573065,0.9950019,3.548948468434787e-09,1.76966514359167e-11,1
505,37.773808,5.4233245e-13,2.4619184,1.9182578,2.8176646,1611.6062,56.592934,0.99954504,5.247582368639314e-09,4.99525941444201e-11,1
506,44.07962,7.128633e-13,3.9466753,1.9990004,4.410175,2664.0862,20.895359,0.999985,1.3140751597973122e-08,1.0014777895861472e-10,1
507,38.479702,1.7464276e-13,0.48487136,1.9027225,0.0,1765.3219,36.41276,0.99991983,4.28422941567419e-09,1.1792951337685764e-10,1
508,20.82915,2.0953877e-14,0.6290496,1.7074388,0.8998645,465.24734,24.55959,0.9997308,3.1860835990977707e-14,3.3151741768433496e-11,1
509,20.041275,3.3468898e-13,1.9150773,2.188151,0.8447567,1121.6632,33.43831,0.9996992,3.82630060968836e-09,1.875999529332706e-11,1
510,16.33451,4.6298363e-14,3.0933695,1.7892625,3.1513484,403.80377,9.776379,0.9976987,6.633017702803445e-13,1.9125881434156608e-11,1
511,25.395576,8.995243e-14,2.726537,1.7753261,2.7949083,751.5658,28.731028,0.9881428,2.0616419682539804e-09,3.891502745045905e-11,1
512,14.502377,9.3217345e-14,3.223013,1.9153221,3.0811958,603.08124,19.055815,0.9957384,1.6600811836298135e-09,1.7277219585554168e-11,1
513,37.701553,6.9626656e-13,3.7571893,2.1662,3.2574027,3225.6829,273.11493,0.99970895,1.1108643782620222e-08,5.119526677588304e-11,1
514,53.00068,6.8585463e-12,4.7752028,2.2131126,4.7108216,3961.5403,746.4084,0.999677,2.2355488127345783e-08,3.176282153960486e-11,2
515,26.415112,7.611805e-13,2.8272276,2.0926511,2.969622,1442.4608,53.756702,0.9987234,4.699735711710673e-09,2.2952671013820588e-11,1
516,8.996871,2.0178339e-13,1.1518598,2.2857385,1.1872289,612.50494,16.767649,0.9924775,5.0795621042709635e-09,2.772465416966963e-12,2
517,17.51718,5.903782e-14,3.044537,1.7014611,2.657527,366.0413,18.319872,0.98288167,9.817238168230435e-12,1.927272057222762e-11,1
518,108.08605,1.2563229e-11,5.1388593,2.1639137,4.795434,9589.839,1014.76733,1.0,5.51156560391064e-08,1.8330580109360284e-10,1
519,13.462445,5.233937e-13,0.5957041,2.521481,0.71120656,1400.0343,25.872833,0.9596021,7.673906843308487e-09,7.16250247046607e-13,2
520,62.685207,2.166909e-12,5.159044,1.9344034,5.643501,3332.448,48.092697,0.9997486,1.256014758865831e-08,1.3617908189988978e-10,1
521,16.496159,6.8365676e-14,0.7672484,2.0559711,0.103072084,774.40894,22.052427,0.9803523,1.380015768326359e-09,2.738792699574777e-11,1
522,6.347662,8.42659e-14,0.713921,2.2855663,0.0,377.92728,4.800542,0.9905497,2.995754311285736e-09,3.192942871904636e-13,1
523,17.154495,1.4001932e-12,1.6795504,2.4214451,1.720796,1698.9313,118.01456,0.99632096,1.2246280434169421e-08,1.2507612133505486e-11,2
524,12.181055,1.093155e-14,1.0418615,1.7601588,1.2950243,395.57104,26.586279,0.0,2.497358542186134e-09,2.8095926626892087e-11,1
525,5.3237705,1.6791271e-14,2.4881964,1.9510562,2.5287817,136.627,14.489532,0.8691292,2.445901338216582e-16,4.561748114667585e-12,1
526,42.528454,1.2640766e-12,2.6318164,2.0336792,2.981441,2183.648,102.88601,0.9997179,8.538624918230653e-09,8.272963564204261e-11,1
527,11.769186,1.0318706e-13,0.7614815,2.1681347,1.0096586,685.8039,9.803178,0.9554189,4.0924552635601685e-09,1.3227788656089423e-11,2
528,35.320652,1.6278264e-13,4.925285,1.6190847,4.8240676,866.2175,42.21916,0.9998529,1.7437711274936871e-09,1.0052363108581376e-10,1
529,21.688337,2.1407057e-13,2.11582,1.9180527,2.469052,796.2911,106.659035,0.9997818,2.315225122728748e-09,3.6922374879733155e-11,1
530,21.675596,4.212541e-14,2.6686156,1.6076539,3.0840023,437.70584,18.836103,0.9995663,5.397255420369618e-10,6.838694888156027e-11,1
531,42.802067,2.509495e-12,5.818168,2.479508,5.432569,5025.4277,1118.5679,0.999859,3.715356200473252e-08,1.9147159552312942e-11,2
532,30.902176,4.1094707e-13,2.764235,1.9888457,3.0062108,1467.7977,40.38571,0.9996963,2.917821317893754e-09,5.511366710231336e-11,1
533,60.772793,6.4420296e-12,6.164411,2.171681,5.8200774,4422.403,156.57365,0.99945366,2.2871011751135484e-08,2.7788068721057435e-11,2
534,7.1640835,7.735768e-15,0.6181944,1.8237885,0.0,193.77515,11.572831,0.99552125,6.669196861430746e-10,1.1782271339133564e-11,1
535,44.079483,3.051125e-13,3.119892,1.8527303,3.3416448,2052.3428,31.595743,0.9998335,1.716391584416499e-09,1.0710252129619846e-10,1
