,CLASS1,HR_24
1946,1,0.0138995095077681
1949,1,0.0219481061424856
1950,1,0.0178888087562766
1956,1,0.0208387497036004
1957,2,0.0207977876157802
1963,1,0.016136790300061
1966,1,0.0191070977686758
1972,2,0.0248668171363821
1983,1,0.017036939267542
1991,1,0.0190593416792571
1993,1,0.0162235408588681
2000,1,0.0192842105636962
2006,1,0.0159491104788516
2007,1,0.0151910582288536
2016,1,0.0182554996194343
2018,1,0.0174083734248938
2019,1,0.013331729301243
2021,1,0.0177063105573079
2026,2,0.0158285760604252
2029,1,0.0087637684529811
2034,2,0.0252094856015436
2036,2,0.0309807918239354
2037,1,0.0133066355890628
2039,1,0.0183780913889359
2046,1,0.0193007818298266
2051,2,0.0211846086588637
2057,2,0.0200913933379175
2060,1,0.01367886456903
2065,1,0.0136596292029766
2067,1,0.017499693398327
2074,1,0.0173198255801842
2079,1,0.0163795891418624
2081,1,0.0082121769210597
2083,1,0.0198441292305342
2085,2,0.0210328532564511
2089,1,0.0156375752193275
2090,1,0.0117810530209464
2093,1,0.006697306376323
2096,1,0.0088512266695656
2097,1,0.0162487518425235
2098,1,0.0179121586688569
2099,1,0.0218109638430363
2102,1,0.0096100456998925
2103,1,0.0129877794920881
2107,1,0.0198734062012811
2121,1,0.0244122667802183
2127,2,0.0232290448186903
2129,1,0.017828404718479
2131,1,0.0155759507295112
2136,1,-0.0036420766180839
2142,1,0.0129565851989206
2147,1,0.0166247671511549
2158,2,0.0286290833083699
2161,1,0.0219072798069178
2164,1,0.0203994661078079
2169,2,0.0224425929320656
2171,1,0.0200461878847626
2175,1,0.0208086285575736
2194,1,0.0121720024508711
2195,2,0.0219059777502343
2202,1,0.0069155579251851
2203,2,0.0423998449695335
2205,1,0.0079147169922264
2213,1,0.0149314283653998
2216,1,0.0166997509136634
2224,1,0.0156497014669463
2226,1,0.0130082394981993
2228,1,0.0213025088928363
2233,1,0.0118501585300375
2237,1,0.0117959915526165
2240,1,0.0108674947532471
2244,1,0.0198588084528981
2246,2,0.0226673685817651
2253,1,0.0191087884180573
2258,2,0.0201321063890911
2269,1,0.0082531404051448
2271,1,0.020578050003001
2276,2,0.0251684680176934
2280,1,0.0162580173629141
2281,1,0.0174933250883866
2285,1,0.0199525272052322
2287,2,0.0250226710420231
2288,1,0.0117272086179942
2308,1,0.0142142176085545
2311,1,0.0187187360603667
2323,2,0.0192522587406555
2326,1,0.0095997042959729
2331,1,0.0151779238963047
2339,1,0.012757799440259
2341,2,0.0266421376110665
2342,1,0.015987052964066
2343,2,0.0216775452608565
2344,1,0.0163655122135021
2348,1,0.0137470336549472
2350,1,0.0134767812481995
2364,1,0.0079789284676973
2373,1,0.0119501009009277
2376,2,0.0249983859008323
2380,1,0.0088460537676843
2390,2,0.0250117763588146
2393,2,0.0226748196654007
2395,1,0.0142943192548309
2397,2,0.01768048875976
2404,2,0.0209698139555205
2408,1,0.0131063694104922
2409,1,0.0170426018086614
2411,1,0.0155980186299365
2413,2,0.0270747334443044
2420,1,0.0134060099178829
2424,1,0.0185389561193732
2427,1,0.0258701192662645
2429,1,0.0168547659314644
2432,1,0.0142197700068392
2439,3,0.0208528997811807
2441,2,0.0265515624342368
2447,1,0.0206892081030116
2450,1,0.0178367778713144
2454,1,-0.0029136592318837
2455,1,0.01349330042616
2465,1,0.009616109195551
2468,2,0.0250634093480231
2471,1,0.027304123213659
2473,1,0.0172783503159564
2475,1,0.0183899758047251
2491,2,0.0257454315556481
2494,1,0.0110199543856783
2506,1,0.0156820522831128
2507,1,0.0172341125617604
2518,1,0.0062430953257709
2520,1,0.0130882945569494
2525,1,0.000934383243743
2529,1,0.0166525488330799
2534,2,0.0225853031877846
2536,2,0.0265458769236804
2538,2,0.0275629053355329
2539,2,0.0168778087348504
2543,2,0.0308902033241163
2545,2,0.0252711721264305
2547,3,0.0148516279383484
2548,2,0.0281177569592802
2551,1,0.0200934559043239
2557,1,0.0315433744831475
2561,1,0.0216354553914429
2566,1,0.0142679393366897
2573,1,0.020358582290403
2576,1,0.0112809429993428
2578,2,0.0232551897491954
2581,1,0.0129004363390254
2583,2,0.0262011906492281
2585,1,0.0188006701650849
2592,1,0.0199319203853224
2596,1,0.012637706788574
2605,1,0.0153284431274797
2606,1,0.0082752346550897
2607,2,0.0229047179992601
2611,2,0.0243473509858493
2615,2,0.0297036000886901
2618,1,0.0132858168773331
2635,1,0.0172741175407415
2638,2,0.0272778415629374
2640,2,0.0273205842643933
2644,1,0.0131285233415529
2648,1,0.0171685630156188
2661,1,0.0213172603662702
2662,1,0.0123493820183905
2664,2,0.0262665479652958
2665,2,0.0305231344559796
2668,1,0.0114257687837654
2669,1,0.0097864545124502
2670,2,0.0251510077764171
2674,1,0.0230499433198823
2678,1,0.0132993563714141
2679,1,0.0102296598125199
2682,1,0.0143087925052132
2697,1,0.0070050683911009
2700,1,0.010544008585253
2702,2,0.0245218458173565
2707,1,0.0164879248148707
2708,2,0.0226791080554275
2709,1,0.0091259905862397
2712,2,0.0206851397146568
2732,2,0.0204925051637707
2733,2,0.0252008736427088
2734,1,0.011054745182263
2746,1,0.0195148536083753
2747,1,0.0065838238298381
2753,1,0.0102370169684259
2758,1,0.0133956845468084
2775,1,0.020848703069306
2778,1,0.0129400877791631
2783,2,0.0225021561285951
2787,1,0.0196154833798824
2789,1,0.0217055531952843
2793,2,0.0293747305433823
2801,1,0.0064282236971843
2803,1,0.0168631177807677
2805,1,0.0141649284790591
2809,1,0.0185481296902594
2811,1,0.0079706502088457
2820,2,0.0298212618747936
2823,2,0.0261315738114217
2825,1,0.0104725324849288
2831,1,0.021133793909581
2832,2,0.0229470421020593
2833,1,0.0178585121382764
2834,1,0.0201164643677339
2835,1,0.0149430817277333
2837,1,0.0179500363837444
2843,1,0.0081290367949124
2845,1,0.0121362978490326
2858,2,0.0252771519562067
2860,1,0.0115088188738928
2861,1,0.0171639441493795
2864,1,0.0170744686314743
2865,1,0.0129915674919106
2874,2,0.0228357519470182
2881,2,0.0325304735197807
2882,1,0.0149953952576087
2883,2,0.0272537478169093
2884,1,0.0116029206674129
2888,1,0.0131997411949843
2893,1,0.010867349101215
2896,1,0.0133187000525983
2897,1,0.0113289226140437
2908,2,0.0281720026590066
2922,1,0.0134133784288242
2926,1,0.0158281606574512
2930,1,0.012079397199999
2932,2,0.0276389530191706
2934,2,0.0327563152224164
2944,1,0.0088432480548876
2946,2,0.0247029749683801
2958,2,0.0233772556019948
2967,1,0.01700469835147
2968,1,0.009086070413391
2971,1,0.0086981610372712
2976,1,0.0144840038600441
2977,2,0.0203254946099841
2981,2,0.0213272727440852
2983,2,0.0273875271421972
2985,2,0.021107596580583
2987,2,0.0215827886865083
2990,1,0.0087782815793084
2992,1,0.0188689821096202
2996,2,0.0299041765004307
3003,2,0.026509782372523
3005,1,0.0185065750304386
3011,1,0.0181871236998312
3018,1,0.019492066598583
3020,2,0.0284538698906859
3022,2,0.0260953311358339
3024,1,0.0129619594203051
3025,1,0.0129236051380481
3042,1,0.0155982825368319
3043,1,0.0205705779739448
3045,1,0.0150051460315035
3048,3,0.0142922021618544
3052,2,0.0336189493456205
3053,2,0.0361124797662128
3059,2,0.0245121174875115
3060,2,0.0248501786805467
3061,1,0.0200219098570001
3065,2,0.0279932117094352
3067,2,0.0324043647327362
3069,3,0.0149989641527892
3071,1,0.0186966055170134
3073,1,0.0161023792076166
3077,1,0.0191358701999481
3078,1,0.0094018687049225
3085,1,0.0133385013080068
3086,1,0.0113361295193304
3091,2,0.0240807959329748
3097,2,0.0223803588320668
3103,1,0.0136614665922306
3104,2,0.015962229002551
3106,1,0.014593218403329
3111,1,0.0106220409606327
3114,1,0.0158875766935958
3117,1,0.0155578860168753
3122,2,0.0257066351696159
3126,1,0.0059408529176875
3129,2,0.0259327004653445
3130,2,0.020183370010628
3131,1,0.0072047801634595
3133,1,0.0238409695054442
3142,1,0.0218201723530087
3145,1,0.0160314244051811
3147,1,0.0151493518731071
3155,1,0.014202810367273
3156,1,0.0098564484990301
3163,2,0.0242860145091224
3172,1,0.0177758356484297
3185,2,0.0270741385254527
3189,1,0.0130052698084419
3192,2,0.0119401966863931
3193,2,0.0244104015786927
3205,1,0.0124432362180583
3209,1,0.0144528199803759
3211,1,0.0083572172410102
3215,2,0.0265884244887335
3217,1,0.021832919528839
3223,2,0.0245523597579466
3224,1,0.0146838112424963
3225,1,0.0111330776101627
3226,1,0.0214925566464347
3230,1,0.0161907964974057
3231,1,0.018926829466632
3236,2,0.0373192006765011
3243,1,0.0148475508524444
3244,1,0.0247958681207776
3246,1,0.0176219259567139
3249,1,0.0167140064780052
3251,1,0.0144680420099713
3254,2,0.0346720925190812
3257,2,0.0232695671331893
3258,1,0.0156516706284106
3264,1,0.0111925679233176
3266,1,0.018365143397062
3269,2,0.0334311250983546
3271,1,0.0253845565276093
3273,1,0.0140933433107614
3275,1,0.0208836558543362
3277,2,0.0270664444101541
3281,1,0.0139890642265795
3285,2,0.0239724581425572
3286,1,0.0217614389423047
3298,1,0.0125106710925457
3300,1,0.0107559570375282
3307,2,0.028957406350071
3309,2,0.0328224684121047
3314,1,0.0175998604842119
3316,3,0.0175917028829458
3320,1,0.0139532716388426
3321,1,0.0072657481436326
3324,1,0.0150563075832604
3328,2,0.021081702662355
3332,1,0.0173909165478433
3341,3,0.0226374109043881
3344,1,0.0220449851621322
3345,1,0.0171503430134743
3346,2,0.0289481831022694
3347,1,0.0180945138646821
3348,2,0.0245427432878977
3358,1,-0.0041732088182176
3363,1,0.0089111855750609
3367,1,0.0102096487735329
3374,1,0.0144109117627299
3377,1,0.018309775415494
3379,2,0.0236985370740784
3380,1,0.0056798452589953
3381,1,0.0141312661346198
3388,1,0.0167835465087043
3392,1,0.0143148758791812
3397,1,0.016694630165577
3400,1,0.0162350187735134
3401,1,0.0127006084805335
3404,1,0.0119848896272972
3407,1,0.0247534573940141
3408,2,0.0336806614121743
3411,2,0.0234279319462328
3412,1,0.0155839849421916
3417,1,0.012203675010624
3419,2,0.022087138936441
3420,1,0.0053747883204416
3423,2,0.0227118043829796
3426,2,0.0239147733321536
3430,1,0.0233581617796484
3431,1,0.0177033473286582
3434,2,0.0287635513208872
3447,1,0.0190324658781872
3449,2,0.0161748697026127
3452,1,0.0132089102655906
3453,1,0.0123406205326768
3461,1,0.0189509011880212
3466,3,0.0121498331264784
3469,1,0.0144493819289348
3472,2,0.0235438696969084
3477,1,0.012378319251426
3480,1,0.0177362925694582
3483,1,0.0171964350167894
3484,2,0.0201514351078069
3489,2,0.024429720868635
3495,1,0.014281739365016
3500,1,0.0113189223843861
3501,2,0.0249063832971231
3506,1,0.0149967664923513
3507,1,0.0154433128426124
3508,1,0.023002755665364
3510,1,0.0021581478348224
3512,1,0.0102758840623863
3515,2,0.0219642487433486
3521,2,0.0241042630863221
3539,2,0.0228372488955742
3542,2,0.0204280482791044
3552,1,0.0083788559375285
3556,2,0.0278114461881486
3561,1,-0.0028832528576806
3570,1,0.0205738231009841
3571,2,0.0261756287378286
3573,1,0.0126050710470701
3575,1,0.0156286512455002
3578,1,0.0246322185714081
3584,1,0.0108339247033094
3586,1,0.010355074121797
3592,1,0.0122181155205798
3593,1,0.0258218835052824
3598,2,0.0310763058474272
3599,2,0.0273664248205852
3600,2,0.0250704179454114
3603,2,0.0215987717822119
3605,2,0.0217264666180115
3612,1,0.0132109953228638
3617,1,0.0051886419747431
3624,2,0.0237861650453173
3631,1,0.0157299422016562
3638,1,0.0073757746291959
3639,1,0.0157469620524718
3645,2,0.0294508285873848
3648,2,0.0153768631366382
3653,2,0.024682110683113
3655,2,0.0186345413043327
3660,2,0.0227437607680269
3663,2,0.0245301028608979
3666,3,0.0200582243349888
3670,1,0.0126949085316903
3672,2,0.021987010207148
3678,2,0.0271560262538221
3681,2,0.0228697445372916
3685,1,0.0122440425660111
3693,1,0.0202202443218594
3694,1,0.0140501159087177
3695,1,0.0183381424279219
3699,1,0.0156853276725821
3705,2,0.0511448785356781
3706,1,0.0166677965646836
3708,2,0.0267347579953382
3719,1,0.0166835460511465
3724,2,0.0213721665059875
3730,2,0.0233895508401519
3735,2,0.0283780786722258
3739,1,0.0125622814213373
3745,2,0.0135208223496794
3753,2,0.0321553266885355
3763,1,0.0145286496175851
3764,1,0.0152534963955071
3770,1,0.0127155634716203
3780,1,0.0170177935642497
3787,2,0.0216998158082746
3790,1,0.0184691930670499
3792,1,0.0190961667676308
3793,1,0.0176271251618805
3795,1,0.0144811976677848
3799,1,0.0125284341264744
3802,1,0.0222150194035067
3805,1,0.01718217959376
3817,1,0.0147292246660666
3822,1,0.0022709018767311
3832,1,0.0097840263975733
3833,2,0.0186083196927502
3837,1,0.0059621158954417
3839,1,0.0149445612390249
3840,2,0.0204140674824519
3842,2,0.0249453935038081
3844,1,0.0216028304257798
3861,2,0.0219106824084062
3862,1,-0.008242985976199
3864,1,0.0159312817548726
3871,1,0.0170859222925031
3875,1,0.0165351119150359
3880,1,0.0102764753705744
3883,1,0.0188476657688572
3885,1,0.0125034233901615
3887,1,0.023154356028133
3888,1,0.0168347053447785
3890,2,0.0209601308316312
3895,1,0.0105063622501472
3908,1,0.0150019505781247
3925,3,0.0151491300423187
3930,2,0.0213431787685555
3931,1,0.014155318803545
3941,2,0.0242507091800016
3944,1,0.0151376162283617
3945,1,0.0073258764302543
3946,1,0.0243102690553145
3948,1,0.0132306316950878
3949,1,0.0216524055556998
3951,1,0.0132641372610776
3952,1,0.0166188578585644
3955,2,0.0250565882212093
3957,1,0.0159873133678295
3963,1,0.0106031121833908
3964,1,0.0115052068689023
3971,1,0.0119950174979296
3972,2,0.0186231490056034
3977,1,0.0096393945714315
3981,1,0.0237517203140228
3985,2,0.0263308333873399
3989,1,0.0116622423833189
3999,1,0.0165718034429656
4012,2,0.0220181949464339
4016,2,0.0254200399709629
4017,1,0.0167273598445361
4020,1,9.502725713403822e-05
4022,1,0.0130260566155053
4031,2,0.0229038988201619
4034,1,0.0194824122687578
4045,1,0.0219188784060024
4046,1,0.0111818379703167
4048,1,0.015593575989245
4057,1,0.0200127050161245
4060,1,0.0121768298216345
4063,2,0.0225197493552362
4067,1,0.0182639901166025
4072,2,0.0280422273756202
4076,1,0.008760182647618
4089,1,0.0183185450686086
4092,2,0.0323653976283205
4093,1,0.0056109168021102
4095,2,0.0331260836789675
4099,2,0.0251256439123697
4103,1,0.0068381931425502
4104,1,0.0122825561756428
4106,2,0.0185648366905895
4107,2,0.0251532461444937
4114,2,0.0256991305645027
4126,2,0.0224260274316975
4137,3,0.028410623368698
4144,1,0.0187277608608755
4146,1,0.0113783080449051
4148,1,0.0158393415372984
4150,3,0.0154659769316618
4151,1,0.0125649543208839
4157,1,0.0180834181544848
4158,2,0.0241474808764371
4159,1,0.0078649982488841
4167,2,0.026169402823279
4169,1,0.0184876764527156
4186,2,0.0192377838127725
4196,1,0.0169269540791817
4203,1,0.0183238923396056
4206,1,0.0082642721209674
4207,1,0.0143778298419017
4214,1,0.0085253890009927
4223,2,0.0235077581341239
4224,1,0.0070938451287684
4226,1,0.0182755451639313
4248,1,0.013271104723302
4249,1,0.0208027461581489
4251,1,0.0086256591735939
4258,1,0.0080667357237839
4261,2,0.0309250843606299
4262,1,0.0155435535837282
4276,1,0.0112264072465288
4280,1,0.0098466876815863
4284,1,0.0161320275482814
4288,1,0.0142474998231987
4298,1,0.015671098656513
4301,1,0.0110473654492405
4307,2,0.022182687198934
4309,1,0.016131024793038
4310,1,0.0148881583613627
4315,2,0.0219156926507135
4317,1,0.0183234361634605
4322,1,0.0159058729826634
4329,1,0.0141149470044306
4330,2,0.0232297808157747
4331,2,0.0193975313176586
4338,1,0.0198148843198411
4343,1,0.0083421096449726
4352,1,0.0184087592082209
4355,2,0.0226253450331538
4357,1,0.0162525846253618
4359,1,0.0154572705578261
4366,1,0.0232653903305104
