,prob0,prob1,pred_class,class
0,0.4028509991673342,0.5971490008326656,1,1
1,0.2282760876742471,0.7717239123257528,1,1
2,0.3394181869179776,0.6605818130820225,1,1
3,0.5430285382977459,0.4569714617022541,0,1
4,0.5262051397447993,0.4737948602552007,0,1
5,0.5060537909150834,0.4939462090849166,0,1
6,0.6592776304597486,0.3407223695402513,0,1
7,0.440385849077346,0.559614150922654,1,1
8,0.4272860888005745,0.5727139111994256,1,1
9,0.7753669877969203,0.2246330122030796,0,1
10,0.4447796141036124,0.5552203858963874,1,1
11,0.4904285987098676,0.5095714012901323,1,1
12,0.1920886721262811,0.8079113278737188,1,1
13,0.4798111573082902,0.5201888426917097,1,1
14,0.6050868662245361,0.3949131337754639,0,1
15,0.1478306841517495,0.8521693158482504,1,1
16,0.6555613163841993,0.3444386836158007,0,0
17,0.3694315095356398,0.6305684904643603,1,1
18,0.3269046967038727,0.6730953032961272,1,1
19,0.2942543582390058,0.7057456417609942,1,1
20,0.5755082530333085,0.4244917469666914,0,1
21,0.3205453818872755,0.6794546181127246,1,1
22,0.482322807384033,0.5176771926159671,1,1
23,0.4470038369476389,0.552996163052361,1,1
24,0.5034300165197249,0.4965699834802751,0,1
25,0.394442417309638,0.605557582690362,1,1
26,0.4819907123827433,0.5180092876172566,1,1
27,0.3394028483456746,0.6605971516543253,1,1
28,0.6600977560688177,0.3399022439311823,0,1
29,0.4026013196209351,0.5973986803790647,1,1
30,0.570745172806468,0.429254827193532,0,1
31,0.548198736384516,0.4518012636154839,0,1
32,0.6304322635104244,0.3695677364895756,0,1
33,0.6369537355936535,0.3630462644063464,0,1
34,0.3672916811602059,0.6327083188397941,1,1
35,0.6387213653252605,0.3612786346747395,0,1
36,0.5116142164795624,0.4883857835204376,0,1
37,0.2575506453927563,0.7424493546072436,1,1
38,0.1228647130679723,0.8771352869320278,1,1
39,0.4467061635724501,0.5532938364275499,1,1
40,0.4634240868200185,0.5365759131799814,1,1
