,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,86.20689655172413,0.8712998712998712,0.8712998712998712,4.971538398498918,0.8260869565217391,62.0,12.0,4.0,38.0
