,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.22277227722772,0.8911416745429065,0.8911416745429065,3.5240700714607116,0.8672268907563025,471.0,32.0,47.0,258.0
