,prob0,prob1,pred_class,class
0,0.5542607773351532,0.4457392226648468,0.0,1.0
1,0.6106113854252444,0.3893886145747556,0.0,1.0
2,0.3243249662377736,0.6756750337622264,1.0,1.0
3,0.4947721262651024,0.5052278737348976,1.0,1.0
4,0.4237196944708802,0.5762803055291197,1.0,1.0
5,0.4939290338804915,0.5060709661195084,1.0,1.0
6,0.5051583290174305,0.4948416709825695,0.0,1.0
7,0.5156809956058008,0.4843190043941992,0.0,1.0
8,0.4583094034216378,0.5416905965783622,1.0,1.0
9,0.3764429977168847,0.6235570022831153,1.0,1.0
10,0.5750211999932275,0.4249788000067724,0.0,1.0
11,0.4415099361223474,0.5584900638776525,1.0,1.0
12,0.427747728194535,0.5722522718054651,1.0,1.0
13,0.4259410978153329,0.5740589021846672,1.0,1.0
14,0.5961983861616911,0.403801613838309,0.0,1.0
15,0.5453172309886841,0.454682769011316,0.0,1.0
16,0.3687134436180577,0.6312865563819422,1.0,1.0
17,0.5296108053782762,0.4703891946217238,0.0,0.0
18,0.5199995670135771,0.480000432986423,0.0,1.0
19,0.5078115702699184,0.4921884297300817,0.0,1.0
20,0.3744333733541256,0.6255666266458744,1.0,1.0
21,0.3767618331569081,0.6232381668430919,1.0,1.0
22,0.4794718674078851,0.520528132592115,1.0,1.0
23,0.4640382960149137,0.5359617039850862,1.0,1.0
24,0.4381910907235433,0.5618089092764567,1.0,1.0
25,0.5124032845713636,0.4875967154286363,0.0,1.0
26,0.438756957149385,0.561243042850615,1.0,1.0
27,0.5726699109277551,0.4273300890722449,0.0,1.0
28,0.5344737905337967,0.4655262094662032,0.0,1.0
29,0.5182423375348251,0.4817576624651749,0.0,1.0
30,0.612161498708733,0.3878385012912669,0.0,1.0
31,0.5174118260030518,0.4825881739969482,0.0,1.0
32,0.3705860344305259,0.629413965569474,1.0,1.0
33,0.4313280308444616,0.5686719691555383,1.0,1.0
34,0.3563994556087195,0.6436005443912804,1.0,1.0
35,0.6020414563002257,0.3979585436997743,0.0,1.0
36,0.6037716170416193,0.3962283829583807,0.0,1.0
37,0.4774053245169868,0.5225946754830132,1.0,1.0
38,0.342025559547822,0.6579744404521779,1.0,1.0
39,0.5727831618616035,0.4272168381383966,0.0,1.0
40,0.5336889217195437,0.4663110782804562,0.0,1.0
41,0.4447221593787248,0.5552778406212753,1.0,1.0
42,0.5104055660272542,0.4895944339727459,0.0,1.0
43,0.479161551687994,0.520838448312006,1.0,1.0
44,0.6004496392718655,0.3995503607281345,0.0,1.0
45,0.5051622620014962,0.4948377379985038,0.0,1.0
46,0.3592051870890004,0.6407948129109996,1.0,1.0
47,0.4053373604892152,0.5946626395107849,1.0,1.0
48,0.4624687548785774,0.5375312451214225,1.0,1.0
49,0.5883007838560068,0.4116992161439931,0.0,1.0
50,0.4996679442626739,0.5003320557373261,1.0,1.0
51,0.5963676721927764,0.4036323278072237,0.0,1.0
52,0.6172768373888363,0.3827231626111637,0.0,1.0
53,0.259557040801363,0.7404429591986369,1.0,1.0
54,0.5820059587952455,0.4179940412047546,0.0,1.0
55,0.4917537955601519,0.5082462044398481,1.0,1.0
56,0.5670192356813065,0.4329807643186935,0.0,1.0
57,0.3723416980488157,0.6276583019511842,1.0,1.0
58,0.285296340911657,0.7147036590883429,1.0,1.0
59,0.513016420378335,0.486983579621665,0.0,1.0
60,0.514360877300782,0.485639122699218,0.0,1.0
61,0.5550660176405653,0.4449339823594347,0.0,1.0
62,0.3986446420384696,0.6013553579615303,1.0,1.0
