,class0 iteration 1,class1 iteration 1,class0 iteration 2,class1 iteration 2,class0 iteration 3,class1 iteration 3,class0 iteration 4,class1 iteration 4,class0 iteration 5,class1 iteration 5
0,0.5542607773351532,0.4457392226648468,0.4469375470183497,0.5530624529816504,0.43134130472256726,0.5686586952774327,0.5971510622562637,0.40284893774373637,0.5370179784006595,0.46298202159934043
1,0.6106113854252444,0.3893886145747556,0.49236559224437454,0.5076344077556254,0.5681625309632106,0.4318374690367894,0.5101889138167773,0.48981108618322267,0.5370179784006595,0.46298202159934043
2,0.3243249662377736,0.6756750337622264,0.21130919790770292,0.7886908020922971,0.5200647220046631,0.4799352779953369,0.5169001506412368,0.48309984935876316,0.5370179784006595,0.46298202159934043
3,0.4947721262651024,0.5052278737348976,0.5811288705470761,0.4188711294529238,0.36832098266981345,0.6316790173301866,0.37439025524133795,0.625609744758662,0.5370179784006595,0.46298202159934043
4,0.42371969447088026,0.5762803055291197,0.5934173718782203,0.4065826281217797,0.5397113928544575,0.46028860714554254,0.5263157991144352,0.4736842008855648,0.5370179784006595,0.46298202159934043
5,0.49392903388049153,0.5060709661195084,0.5375802253074371,0.46241977469256296,0.5570762643221037,0.44292373567789634,0.544646476181715,0.455353523818285,0.5370179784006595,0.46298202159934043
6,0.5051583290174305,0.4948416709825695,0.5365328078024734,0.4634671921975267,0.4208355755925667,0.5791644244074333,0.5997319436105426,0.40026805638945734,0.5370179784006595,0.46298202159934043
7,0.5156809956058008,0.4843190043941992,0.505908647091069,0.494091352908931,0.5140971684974589,0.48590283150254115,0.5754758591988363,0.4245241408011638,0.5370179784006595,0.46298202159934043
8,0.45830940342163784,0.5416905965783622,0.4077990080794736,0.5922009919205264,0.5795314776883584,0.42046852231164167,0.5718217103376626,0.42817828966233745,0.5370179784006595,0.46298202159934043
9,0.3764429977168847,0.6235570022831153,0.35063318969803553,0.6493668103019645,0.5511616602804381,0.44883833971956194,0.5538758550601981,0.44612414493980185,0.5370179784006595,0.46298202159934043
10,0.5750211999932275,0.4249788000067724,0.39248801931552524,0.6075119806844748,0.5866121685245158,0.4133878314754841,0.5554642507525266,0.44453574924747336,0.5370179784006595,0.46298202159934043
11,0.44150993612234746,0.5584900638776525,0.5380368157120818,0.46196318428791827,0.2686245989656718,0.7313754010343281,0.5925643153540106,0.40743568464598934,0.5370179784006595,0.46298202159934043
12,0.427747728194535,0.5722522718054651,0.4724139030619581,0.5275860969380419,0.4464859303417116,0.5535140696582884,0.4025202154262538,0.5974797845737462,0.5370179784006595,0.46298202159934043
13,0.4259410978153329,0.5740589021846672,0.5323668265571239,0.46763317344287614,0.5581757787788098,0.44182422122119025,0.5854958245963687,0.41450417540363127,0.5370179784006595,0.46298202159934043
