,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,Photon Index,Variability_Index,CLASS1,y_pred,y_probs_bll,y_probs_fsrq
275,0.9498358253888177,0.411221268179542,-0.2620144779770757,-0.689568866797703,0.20650908399683096,1.2394315199313921,-0.1884253257397273,-0.27427246038835673,1.13670990485843,1.0862412752495916,0.223581922331322,-0.44124675441177574,0.41015389901488053,-0.09182758069814698,1.0,1.0,0.2274864094040418,0.7725135905959584
276,-0.6899024627256325,-0.10280181752817788,-0.23461697632743356,0.10287864193147794,-0.6259952676178621,0.2963340324721303,-0.25258834023456,-0.5249468934714202,0.44259508070333836,0.6095779987936761,-0.16157837844197984,-0.3979588669480393,-0.37365825837234884,-0.11733672268412211,0.0,0.0,0.9758881478813379,0.024111852118662163
277,-0.056188672286696315,-0.1009320351455161,-0.11265053536725003,0.0593431243442721,-0.588138625612579,-1.1269778162662938,-0.24712128586334187,-0.27830839318107675,-1.0444316368045523,-0.7766432876294791,-0.49716702270206153,-0.179206354722958,-0.37817187243430617,-0.10979906074754939,0.0,0.0,0.9723458011203299,0.027654198879670012
278,0.13602385783342869,-0.09183698790203075,-0.4792333230182172,-0.1448435786522599,0.10923286066878754,0.6917599215677965,-0.2541925070259094,-0.718008385219495,0.7697411549067658,0.6087467808586811,-0.7170742612806901,-0.6926534764537964,0.16472537102781937,-0.11370676796653849,0.0,0.0,0.8518831105118295,0.1481168894881706
279,-0.31500026219788324,-0.6979731526660646,-0.25797688514176803,0.356784678708694,-0.5652402894061986,0.21748282650370007,-0.2515773929622533,-0.5174073947670169,0.34815258179652864,0.5023232745336752,1.3688381041066637,-0.4064575416640066,-1.260513191677981,-0.11506871273180612,0.0,0.0,0.9881508401178017,0.011849159882198229
280,1.0259498065209796,0.24771704912790588,2.997160925582162,-0.7975034086239101,0.05946633569040111,-0.5403550247872005,2.7420353648386975,0.10448918522130196,-0.5854528635599061,-0.5507495877822381,-0.3110166800331797,0.07080008711402037,-0.07768632606698342,0.9360191732186662,1.0,1.0,0.17801110630330794,0.8219888936966919
281,-0.021368506197250135,0.21663712285135173,-0.15727524358432327,-0.31425900444009647,-0.3967747496066282,0.3724956498435062,-0.2349758842581239,-0.24773389246236954,0.3558426881615133,0.5639331087374381,-0.6916283988846653,-0.292744571376814,0.24435789982286543,-0.10617652608752598,0.0,0.0,0.8166136456480986,0.18338635435190118
282,0.5497446945110729,0.3815146275570307,-0.31683326714460136,-0.6407973917568486,0.2230437488029335,0.5108183493566015,-0.20742566144315974,-0.3468458305230997,0.43756012150222046,0.3754001730867337,-0.1197734538329495,-0.4679483074729872,0.5656189827020293,-0.10533031884209106,1.0,1.0,0.30159480638600467,0.6984051936139954
283,-0.7165984092543974,-0.2593890922298443,-0.5376325849404573,0.24540431634630308,-0.32939177208481674,-0.0034006402097061434,-0.25656922483099653,-0.6283208242918895,0.14877621474824604,0.1676341811973032,-0.163816438476205,-0.49562510707034935,-0.26063789734565734,-0.11694057783321733,0.0,0.0,0.9776780793648301,0.022321920635170016
284,-0.4582997071650184,0.1778813220528008,-0.47055687373949084,-0.578179025529982,0.2053244779425773,0.8379295797643993,-0.2343209673628368,2.2702117023938024,0.8394311188140094,0.6997523078277799,-0.030016972554472644,2.4171931812682472,0.8235170202157099,-0.11764895152555424,1.0,1.0,0.3586289833236667,0.6413710166763333
285,0.9241946202668737,0.2682247250988251,0.23680633970175097,-0.7601752795917842,0.07963228605344118,-0.8876658298929697,0.03153988180627293,1.76072965830925,-0.904108885717322,-0.8949067586967802,-0.33930660136198376,1.8862290567306734,0.47753298781800446,-0.026659809991132082,1.0,1.0,0.2741782927366329,0.7258217072633671
286,-0.3871124811021928,0.06937946936984861,2.511766734986773,-0.6953613999561186,-0.1091249972345015,0.6473015460922673,0.7377764946367521,-0.310068989980516,0.6726000167409628,0.679151205711443,-0.4042219506117833,-0.3164803867962097,-0.31068809314330703,-0.011383910647090807,0.0,0.0,0.7798418047382962,0.22015819526170377
287,-1.189986567605455,-1.7637229893560917,-0.4453098652632812,3.730057297917832,-0.6478137399825418,-1.6152537401092384,-0.257774875471261,-0.921267087266203,-1.4512780857351903,-1.2139593179274855,0.0030779894108681313,-0.7634637176098207,-1.3070062373431746,-0.11799654831070373,0.0,0.0,0.9971571852220201,0.0028428147779798693
288,1.1108167580884505,0.6495685149411266,-0.308762074934708,-0.737290576918139,0.44450300117772146,-0.0955979109197023,-0.10084466822841975,1.3868674331954205,-0.24760918139675206,-0.3236404176903226,0.4913210508076823,1.3122435026314214,1.0386873799447616,-0.0828727190471452,1.0,1.0,0.05153183442520837,0.9484681655747919
289,-1.189986567605455,0.10768122144195452,-0.5349324021009233,-0.02802485899998729,-0.3277953865774806,-1.4305603658402157,-0.2547861139920596,-0.5490732015535241,-1.3830087785189227,-1.2036006465518942,-1.041964119326792,-0.5036619876339621,0.20823066649183034,-0.1188382893777978,0.0,0.0,0.9546787812331547,0.0453212187668451
290,-0.14426092051796433,-0.10375210135143752,-0.4817789356083339,0.23996595905642118,-0.5466124840034711,0.04501609057727857,-0.25638187883811897,-0.5805636545960735,0.18152248477926616,0.3269681730719181,-0.3431662870676133,-0.4637409498979004,-0.1801387639565369,-0.11640738549836224,0.0,0.0,0.9639022047109563,0.036097795289043826
291,-0.42388142444645466,-0.2493571854044701,6.506462631401253,-0.5603053618285073,-0.4819231870352886,-1.2090594062955193,1.0857905056158241,-0.6825671800349077,-1.1475118154234931,-0.9107457395196936,-0.7185741977108141,-0.6347554386634557,-1.0585835614028942,0.16645473046880813,0.0,0.0,0.9216563192504001,0.07834368074959981
292,0.9608013447172932,0.694612470816977,0.3149463856477185,-0.8615774476625884,0.4452200675414702,0.5842984023654545,0.6722960122557772,-0.104571553024986,0.43418953212109773,0.33079142147831897,0.005658612707289945,-0.2997268000985139,0.7896112608759955,0.011914596818454793,1.0,1.0,0.04167740711749239,0.9583225928825077
293,-0.058952738869189614,-0.16533766637843403,2.593225988078326,-0.6373800351879398,-0.4768983535850382,-1.1172435586207208,0.20582018693518347,-0.6764665711576658,-1.079032987415794,-0.8252580272737146,-0.7425030463745259,-0.6571337251193903,-0.8297138697216058,0.02271546706383744,0.0,0.0,0.96163953958092,0.038360460419079964
