,y_pred,y_proba_0,y_proba_1
3,0.0,0.8581468930702021,0.1418531069297978
8,0.0,0.993725231081527,0.006274768918473159
9,0.0,0.8755506347525092,0.12444936524749098
12,0.0,0.5629310526142739,0.43706894738572616
13,0.0,0.9955185344111499,0.004481465588850332
16,0.0,0.9943122925567934,0.005687707443206535
19,0.0,0.9936371145540901,0.00636288544590987
21,1.0,0.3005956567596319,0.699404343240368
22,0.0,0.8006783646524838,0.1993216353475161
23,0.0,0.8549865512277176,0.14501344877228242
41,1.0,0.20169703033279096,0.798302969667209
42,0.0,0.9117852129153622,0.08821478708463773
44,1.0,0.06002101427468407,0.9399789857253158
47,1.0,0.1007290959264886,0.8992709040735113
48,0.0,0.8674281794088724,0.13257182059112743
57,0.0,0.7999033271550303,0.20009667284496965
58,1.0,0.1316793935850935,0.8683206064149065
64,0.0,0.841141009774851,0.158858990225149
65,0.0,0.5633993356533317,0.43660066434666833
68,0.0,0.9741503113289468,0.025849688671053334
69,1.0,0.49280472572420553,0.5071952742757945
72,0.0,0.9767101087434625,0.023289891256537548
79,0.0,0.6769629888086933,0.3230370111913067
81,0.0,0.9845845870501815,0.015415412949818377
82,1.0,0.06284573819823935,0.9371542618017606
88,0.0,0.7613595761555562,0.23864042384444387
96,1.0,0.29754932374963583,0.7024506762503641
100,1.0,0.2057448150575369,0.794255184942463
102,1.0,0.08303895313864618,0.9169610468613539
120,1.0,0.11062221129182907,0.889377788708171
121,1.0,0.04449012179477082,0.9555098782052294
128,1.0,0.20960619838830122,0.7903938016116989
133,0.0,0.9341766334990815,0.06582336650091838
138,0.0,0.9985265273294939,0.0014734726705061937
151,1.0,0.061908663749991044,0.938091336250009
154,0.0,0.9967130006460291,0.0032869993539709707
157,0.0,0.6173697028561822,0.3826302971438177
158,1.0,0.078681314629882,0.921318685370118
161,1.0,0.21208276218538086,0.7879172378146192
165,1.0,0.11175436941054635,0.8882456305894536
167,0.0,0.7880680792914354,0.21193192070856465
168,1.0,0.0796613931578148,0.9203386068421853
179,0.0,0.7871048726601775,0.21289512733982252
185,1.0,0.46823779565316564,0.5317622043468344
187,1.0,0.13514785982279004,0.8648521401772099
189,0.0,0.996137055479735,0.003862944520264986
196,0.0,0.7183387540934604,0.28166124590653957
200,1.0,0.4197816600651564,0.5802183399348436
201,0.0,0.5116060371647889,0.4883939628352111
210,1.0,0.3315269934004628,0.6684730065995372
214,0.0,0.9966307996307389,0.0033692003692608317
217,0.0,0.9626059292204031,0.03739407077959666
220,0.0,0.7397560915350457,0.26024390846495454
222,0.0,0.9811364782104333,0.018863521789566934
229,0.0,0.9665162563046857,0.03348374369531432
234,0.0,0.9694369244365431,0.03056307556345684
235,1.0,0.09718418559677255,0.9028158144032272
238,1.0,0.18247653698082072,0.8175234630191793
239,1.0,0.15128990586989297,0.8487100941301069
245,0.0,0.7700210199083146,0.22997898009168533
247,0.0,0.995205747455293,0.004794252544706954
248,0.0,0.7551383465753791,0.244861653424621
259,0.0,0.9914563095992543,0.008543690400745551
273,0.0,0.9266765881930545,0.07332341180694528
274,0.0,0.8898463103654699,0.11015368963453018
279,0.0,0.9732701858863966,0.02672981411360356
280,0.0,0.9863169475886631,0.013683052411337193
284,1.0,0.238424945258411,0.7615750547415892
296,1.0,0.3038536800034018,0.6961463199965982
300,0.0,0.9411206615594006,0.05887933844059956
304,0.0,0.9612756700565811,0.03872432994341894
310,1.0,0.4496311369901945,0.5503688630098056
313,0.0,0.5575902170854989,0.44240978291450117
314,0.0,0.9336215845596341,0.06637841544036574
316,1.0,0.07171498609030744,0.9282850139096928
324,0.0,0.9947666978996601,0.005233302100340001
329,0.0,0.9744507264958132,0.025549273504186888
332,0.0,0.6447403694302023,0.35525963056979765
335,0.0,0.9949319416055384,0.00506805839446143
348,1.0,0.0398098163248171,0.9601901836751828
351,0.0,0.7565005684566802,0.2434994315433197
353,0.0,0.8831789669004717,0.11682103309952856
359,0.0,0.9993845478264849,0.0006154521735152179
362,0.0,0.9921517681281398,0.007848231871860376
374,1.0,0.050342399763725655,0.9496576002362742
377,0.0,0.7974775628744111,0.20252243712558887
381,1.0,0.2805377456401839,0.7194622543598161
387,1.0,0.20856595736615277,0.7914340426338471
391,1.0,0.2218223847444364,0.7781776152555635
392,1.0,0.09735022235932725,0.9026497776406727
393,0.0,0.759492499241466,0.24050750075853405
397,1.0,0.1265063104994853,0.8734936895005146
400,0.0,0.9569883251486727,0.043011674851327196
401,0.0,0.9798990650436299,0.020100934956370407
403,0.0,0.9675011854320597,0.03249881456794057
409,1.0,0.32282225633067757,0.6771777436693225
413,0.0,0.9838005977170303,0.01619940228296995
415,0.0,0.8518082164409477,0.14819178355905202
418,1.0,0.18597566253867148,0.8140243374613284
420,1.0,0.37658732365116104,0.623412676348839
425,1.0,0.1316764501212117,0.8683235498787882
435,1.0,0.043525793534092576,0.9564742064659075
444,0.0,0.7017353043086114,0.29826469569138864
448,1.0,0.045943956667975884,0.954056043332024
449,0.0,0.95499284806055,0.04500715193945013
456,1.0,0.2999787192434525,0.7000212807565476
458,0.0,0.8968709956123142,0.10312900438768571
460,0.0,0.6991844587840721,0.30081554121592785
461,0.0,0.9970604226554739,0.0029395773445262375
462,1.0,0.19101722080974284,0.8089827791902572
463,0.0,0.7904363228655003,0.20956367713449991
466,1.0,0.3838069601504178,0.616193039849582
469,1.0,0.3109578717576691,0.6890421282423309
470,0.0,0.9802751583206402,0.019724841679359915
472,0.0,0.9632326459826153,0.03676735401738469
474,0.0,0.7416100034807183,0.25838999651928185
475,1.0,0.25929178138173625,0.7407082186182636
476,1.0,0.27160872491960697,0.7283912750803929
488,1.0,0.05643045390238003,0.9435695460976199
491,1.0,0.4231300167442932,0.5768699832557066
494,0.0,0.9990728177456729,0.000927182254327024
497,0.0,0.8781370859476091,0.12186291405239076
500,0.0,0.6923396752594282,0.30766032474057176
501,0.0,0.9918442892645951,0.008155710735404794
506,1.0,0.09991285651908308,0.9000871434809168
511,0.0,0.7771104847118073,0.22288951528819267
514,1.0,0.48157162536750703,0.5184283746324929
521,0.0,0.9990297815534726,0.0009702184465274855
