,class0 iteration 1,class1 iteration 1,class0 iteration 2,class1 iteration 2,class0 iteration 3,class1 iteration 3,class0 iteration 4,class1 iteration 4,class0 iteration 5,class1 iteration 5,class0 iteration 6,class1 iteration 6,class0 iteration 7,class1 iteration 7,class0 iteration 8,class1 iteration 8,class0 iteration 9,class1 iteration 9,class0 iteration 10,class1 iteration 10
0,0.05288925080298068,0.9471107491970193,0.00398430850649778,0.9960156914935022,0.19979785086373825,0.8002021491362618,0.041309896470990926,0.9586901035290091,0.13540997362474017,0.8645900263752598,0.012746670335940014,0.98725332966406,0.0018574197938796555,0.9981425802061203,0.0012511655326570281,0.998748834467343,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
1,0.4126523452352032,0.5873476547647968,0.14231032919566933,0.8576896708043307,0.013222138459284105,0.9867778615407159,0.7518630040096154,0.24813699599038466,0.5293354008518212,0.47066459914817876,0.02117790929506258,0.9788220907049374,0.006987398131292344,0.9930126018687077,0.31106693161615606,0.6889330683838439,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
2,0.6416383744783364,0.3583616255216636,0.01313693490235035,0.9868630650976496,0.2009348458677701,0.7990651541322299,0.14962985769382386,0.8503701423061761,0.022907107112357994,0.977092892887642,0.0008460483617230841,0.9991539516382769,0.9282233077060783,0.07177669229392165,0.003341585227626398,0.9966584147723736,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
3,0.15917404291582882,0.8408259570841712,0.00042185851411169484,0.9995781414858883,0.013152465914349376,0.9868475340856506,0.5160364845062323,0.4839635154937677,5.283490496243992e-05,0.9999471650950376,9.234060779506059e-05,0.9999076593922049,0.595301729557409,0.40469827044259105,0.004775564238960528,0.9952244357610395,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
4,0.6540578940793114,0.3459421059206886,0.17972651755132873,0.8202734824486713,0.021366499537212147,0.9786335004627879,0.5154271731431898,0.48457282685681025,0.04909897376552941,0.9509010262344706,0.08695243686204934,0.9130475631379507,0.004825816994735166,0.9951741830052648,0.0007296858918124371,0.9992703141081876,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
5,0.9587658899208092,0.04123411007919077,0.11620441765917489,0.8837955823408251,0.8539960311178094,0.14600396888219055,0.12831672006766415,0.8716832799323359,0.004422997710643806,0.9955770022893562,0.9647635611576711,0.03523643884232883,0.3041182985694164,0.6958817014305836,0.07688573967117163,0.9231142603288284,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
6,0.016699662041723684,0.9833003379582763,0.2739970111705434,0.7260029888294566,0.006122827488643567,0.9938771725113564,0.6110378741636328,0.38896212583636725,0.9309094618166994,0.06909053818330055,0.0011035053573981157,0.9988964946426019,0.0009003319910712015,0.9990996680089288,2.2180374750546683e-05,0.9999778196252495,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
7,0.0064949199771252575,0.9935050800228747,0.1453295896400595,0.8546704103599405,0.8943310503843807,0.10566894961561933,0.5060171027966405,0.49398289720335953,0.003796372584974117,0.9962036274150259,0.8830291413818881,0.11697085861811185,0.5977604145970151,0.4022395854029849,0.030512551931023202,0.9694874480689768,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
8,0.011921404235446298,0.9880785957645537,0.0007235108301134607,0.9992764891698865,0.0006439223438536867,0.9993560776561463,0.003133898406957547,0.9968661015930425,0.8928027408766768,0.10719725912332322,0.046804474614248526,0.9531955253857515,0.0007816532963927925,0.9992183467036072,0.6132156821484505,0.3867843178515495,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
9,0.03600035597321216,0.9639996440267878,0.27659186954723625,0.7234081304527638,0.2564741688608022,0.7435258311391978,0.0024025967151080074,0.997597403284892,0.0037362049278897302,0.9962637950721103,0.4672557005427157,0.5327442994572843,0.005483398624065661,0.9945166013759343,8.23423337185103e-05,0.9999176576662815,0.014371269489545813,0.9856287305104542,0.026436909092317995,0.973563090907682
