,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,90.36144578313254,0.882933495293046,0.882933495293046,3.4740870736498457,0.8571428571428571,255.0,12.0,28.0,120.0
