,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,64.28571428571429,0.4964835164835165,0.4964835164835165,12.872733353256125,0.0594059405940594,168.0,7.0,88.0,3.0
