,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,86.002886002886,0.8412873641304348,0.8412873641304348,5.045071253599371,0.8024439918533606,399.0,38.0,59.0,197.0
