,FPR,TPR,Thresholds
0,0.0,0.0,inf
1,0.0,0.010638297872340425,0.5606157556151249
2,0.005813953488372093,0.010638297872340425,0.49902228815892646
3,0.005813953488372093,0.02127659574468085,0.4912261360247818
4,0.040697674418604654,0.02127659574468085,0.4607019618588583
5,0.040697674418604654,0.0425531914893617,0.4565131168383589
6,0.05813953488372093,0.0425531914893617,0.4541458244823867
7,0.05813953488372093,0.05319148936170213,0.43871153936282126
8,0.0755813953488372,0.05319148936170213,0.4378570125060134
9,0.0755813953488372,0.07446808510638298,0.4345330139187877
10,0.08139534883720931,0.07446808510638298,0.4279969167962376
11,0.08139534883720931,0.0851063829787234,0.42535330196462395
12,0.11046511627906977,0.0851063829787234,0.41924973499804696
13,0.11046511627906977,0.09574468085106383,0.4183418753352033
14,0.11627906976744186,0.09574468085106383,0.4178504628398527
15,0.11627906976744186,0.10638297872340426,0.4169940863999857
16,0.12790697674418605,0.10638297872340426,0.4134155691503155
17,0.12790697674418605,0.1276595744680851,0.4086170938149819
18,0.16279069767441862,0.1276595744680851,0.40082141312802666
19,0.16279069767441862,0.13829787234042554,0.4004186620127691
20,0.1744186046511628,0.13829787234042554,0.3993449046567057
21,0.1744186046511628,0.14893617021276595,0.3985937039333862
22,0.18023255813953487,0.14893617021276595,0.39750312812168276
23,0.18023255813953487,0.1595744680851064,0.39663430659242593
24,0.19186046511627908,0.1595744680851064,0.39482657929931386
25,0.19186046511627908,0.1702127659574468,0.3948196727365768
26,0.21511627906976744,0.1702127659574468,0.3898359234702534
27,0.21511627906976744,0.19148936170212766,0.38329417931159615
28,0.22093023255813954,0.19148936170212766,0.38325597472444944
29,0.22093023255813954,0.2127659574468085,0.37921770852694137
30,0.23255813953488372,0.2127659574468085,0.37690174311782754
31,0.23255813953488372,0.22340425531914893,0.37637766487098323
32,0.25,0.22340425531914893,0.3746088207699596
33,0.25,0.23404255319148937,0.37455559560732793
34,0.28488372093023256,0.23404255319148937,0.3706264460484301
35,0.28488372093023256,0.2553191489361702,0.3704658762429299
36,0.29069767441860467,0.2553191489361702,0.3699165073861588
37,0.29069767441860467,0.26595744680851063,0.3696824964771908
38,0.31976744186046513,0.26595744680851063,0.36737742148987806
39,0.31976744186046513,0.2872340425531915,0.3659379635576614
40,0.3313953488372093,0.2872340425531915,0.3649093787870125
