,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,89.75468975468975,0.8872148526887872,0.8872148526887872,3.692784113459333,0.8594059405940594,405.0,32.0,39.0,217.0
