,class0 iteration 1,class1 iteration 1,class0 iteration 2,class1 iteration 2,class0 iteration 3,class1 iteration 3,class0 iteration 4,class1 iteration 4,class0 iteration 5,class1 iteration 5
0,0.060911454416670764,0.9390885455833292,0.44835432833456557,0.5516456716654344,0.021520876431571346,0.9784791235684287,0.012119401983150358,0.9878805980168496,0.002440310148006919,0.9975596898519932
1,0.5856973710375899,0.41430262896241005,0.028484333811211293,0.9715156661887887,0.03328236158950555,0.9667176384104945,0.9481100281754218,0.051889971824578274,0.08260857252294654,0.9173914274770535
2,0.4406533972801938,0.5593466027198062,0.27629125831774337,0.7237087416822566,0.14382026034701362,0.8561797396529863,0.05267075786806199,0.947329242131938,0.13424645874777627,0.8657535412522236
3,0.10143604662065597,0.898563953379344,0.11987030873796474,0.8801296912620353,0.11189380484259155,0.8881061951574086,0.36506584363038824,0.6349341563696118,0.6588805812332564,0.34111941876674345
4,0.48574042636497694,0.5142595736350231,0.04719980248767275,0.9528001975123273,0.348084395099913,0.6519156049000869,0.9753485731315028,0.0246514268684972,0.038995398635189395,0.9610046013648106
5,0.6847353444281947,0.3152646555718053,0.014682995681839195,0.9853170043181608,0.16668030269009723,0.8333196973099029,0.22856991927917733,0.7714300807208226,0.07987454486267057,0.9201254551373296
6,0.7361514162398054,0.2638485837601946,0.7998725726482396,0.20012742735176037,0.01283027979673843,0.9871697202032615,0.08838798796614895,0.9116120120338511,0.6829071465691352,0.31709285343086474
7,0.11698716808425547,0.8830128319157445,0.47559233610926366,0.5244076638907362,0.5000026378548604,0.49999736214513957,0.5251640380360736,0.4748359619639264,0.05948629059794841,0.9405137094020516
8,0.05705086963518276,0.9429491303648172,0.793128352802488,0.20687164719751214,0.026650460288972756,0.9733495397110271,0.016710070065000825,0.9832899299349991,0.03224055195021917,0.967759448049781
9,0.277734278167652,0.722265721832348,0.14975763785766502,0.8502423621423351,0.6733005676361159,0.32669943236388416,0.914728636257444,0.08527136374255598,0.5709458652531333,0.42905413474686666
10,0.8394005309616288,0.16059946903837113,0.48640034229586726,0.5135996577041327,0.009972421927028519,0.9900275780729715,0.03734358289272812,0.9626564171072719,0.32467058999826814,0.6753294100017319
11,0.42572057124477125,0.5742794287552287,0.02857968596429823,0.9714203140357018,0.3665511040826649,0.6334488959173351,0.1298908139902287,0.8701091860097712,0.10297987848623705,0.897020121513763
12,0.026640343587838955,0.973359656412161,0.11239164895947899,0.8876083510405209,0.15580005404357122,0.8441999459564288,0.1967483914441311,0.803251608555869,0.45981626554205884,0.5401837344579412
13,0.5759652677434284,0.4240347322565716,0.3968457929412493,0.6031542070587508,0.1190009252535831,0.8809990747464169,0.18435004543030378,0.8156499545696961,0.002541499675484893,0.9974585003245151
14,0.22619937378930768,0.7738006262106923,0.07889688633037698,0.9211031136696232,0.023863114373260164,0.97613688562674,0.06623849543692875,0.9337615045630713,0.025537642392593773,0.9744623576074062
15,0.7570190524808655,0.24298094751913438,0.11966222432391238,0.8803377756760875,0.21408704792140712,0.7859129520785928,0.042798460004606784,0.9572015399953931,0.003287777433887884,0.9967122225661121
16,0.09524769104572688,0.9047523089542733,0.15663384421232415,0.8433661557876759,0.6551477961859206,0.34485220381407944,0.015280435187642393,0.9847195648123577,0.11781262452440419,0.8821873754755958
17,0.08717856465927853,0.9128214353407215,0.06827600149898268,0.9317239985010174,0.34891605391581343,0.6510839460841866,0.04327169129267603,0.956728308707324,0.6450426050491602,0.3549573949508398
18,0.04576833552317792,0.9542316644768221,0.4896396553357752,0.5103603446642249,0.15177074307136093,0.8482292569286389,0.023710418557738255,0.9762895814422616,0.9717786794976689,0.02822132050233095
19,0.31674984571440534,0.6832501542855945,0.09736818903869542,0.9026318109613045,0.03517312690582941,0.9648268730941705,0.8995168360625169,0.1004831639374832,0.042730749148176275,0.9572692508518237
20,0.012857928483476444,0.9871420715165236,0.9189733162419534,0.08102668375804656,0.19159468998766066,0.8084053100123393,0.09406630509507918,0.9059336949049207,0.027685868513994395,0.9723141314860057
21,0.004065424834760733,0.9959345751652393,0.9307159733867802,0.06928402661321968,0.34890490731753177,0.6510950926824682,0.05321022896151857,0.9467897710384815,0.034872545957252685,0.9651274540427472
22,0.0015572738924772623,0.9984427261075226,0.02239642854801378,0.9776035714519862,0.8268940694121782,0.17310593058782178,0.7494987799268004,0.25050122007319964,0.7398915989084932,0.2601084010915068
23,0.13518793175689897,0.864812068243101,0.5562211945852529,0.44377880541474707,0.13409160086522562,0.8659083991347745,0.13827539456284657,0.8617246054371535,0.16055860271237926,0.8394413972876208
