,FPR,TPR,Thresholds
0,0.0,0.0,inf
1,0.0,0.006756756756756757,0.9945076969254509
2,0.0,0.12162162162162163,0.9771800535296851
3,0.003745318352059925,0.12162162162162163,0.9769020563589633
4,0.003745318352059925,0.6013513513513513,0.8836661883511743
5,0.00749063670411985,0.6013513513513513,0.8814327841653284
6,0.00749063670411985,0.6216216216216216,0.8649693533424196
7,0.011235955056179775,0.6216216216216216,0.8639719149222664
8,0.011235955056179775,0.6554054054054054,0.835344476259966
9,0.0149812734082397,0.6554054054054054,0.8306601673025765
10,0.0149812734082397,0.6621621621621622,0.8194166409264984
11,0.018726591760299626,0.6621621621621622,0.8142623120355852
12,0.018726591760299626,0.668918918918919,0.8073881777827028
13,0.02247191011235955,0.668918918918919,0.8048188401842769
14,0.02247191011235955,0.6891891891891891,0.8001771644880813
15,0.026217228464419477,0.6891891891891891,0.7966039729358532
16,0.026217228464419477,0.7094594594594594,0.7789672992131773
17,0.0299625468164794,0.7094594594594594,0.7722596170029122
18,0.0299625468164794,0.7432432432432432,0.7634385088919232
19,0.033707865168539325,0.7432432432432432,0.7546499093997222
20,0.033707865168539325,0.75,0.7514335223037142
21,0.03745318352059925,0.75,0.7514101896436479
22,0.03745318352059925,0.8040540540540541,0.674398393893193
23,0.04119850187265917,0.8040540540540541,0.6341039976056926
24,0.04119850187265917,0.8108108108108109,0.6177262802503474
25,0.0449438202247191,0.8108108108108109,0.601784536205827
26,0.0449438202247191,0.8378378378378378,0.5902722253914405
27,0.0599250936329588,0.8378378378378378,0.5699316254490606
28,0.0599250936329588,0.8445945945945946,0.5686801209490465
29,0.06367041198501873,0.8445945945945946,0.56093666830495
30,0.06367041198501873,0.8716216216216216,0.5189698853221529
31,0.07116104868913857,0.8716216216216216,0.48886546615520104
32,0.07116104868913857,0.8783783783783784,0.48657672554186304
33,0.0749063670411985,0.8783783783783784,0.47051773991979895
34,0.0749063670411985,0.8918918918918919,0.44736547766191237
35,0.08239700374531835,0.8918918918918919,0.42445436058220276
36,0.08239700374531835,0.8986486486486487,0.41666137856735197
37,0.0898876404494382,0.8986486486486487,0.3763173883393353
38,0.0898876404494382,0.9054054054054054,0.3762801978475958
39,0.10861423220973783,0.9054054054054054,0.3150947937924027
40,0.10861423220973783,0.9121621621621622,0.29566143271372336
41,0.11610486891385768,0.9121621621621622,0.278159021581659
42,0.11610486891385768,0.918918918918919,0.27222832187671797
43,0.1348314606741573,0.918918918918919,0.2328680565687257
44,0.1348314606741573,0.9256756756756757,0.22535928937132818
45,0.16853932584269662,0.9256756756756757,0.16263119553180258
46,0.16853932584269662,0.9324324324324325,0.16216800916539825
47,0.17228464419475656,0.9324324324324325,0.14721255036139128
48,0.17228464419475656,0.9391891891891891,0.14054680801834357
49,0.19101123595505617,0.9391891891891891,0.1266858890736465
50,0.19101123595505617,0.9459459459459459,0.1238519598480764
51,0.20599250936329588,0.9459459459459459,0.10567038950640065
52,0.20599250936329588,0.9527027027027027,0.09685108235020361
53,0.21348314606741572,0.9527027027027027,0.09061660768872756
54,0.21348314606741572,0.9594594594594594,0.08774963342268473
55,0.2397003745318352,0.9594594594594594,0.07048329770084678
56,0.2397003745318352,0.9662162162162162,0.06762210348239431
57,0.24344569288389514,0.9662162162162162,0.06676167259964164
58,0.24344569288389514,0.972972972972973,0.06611268055627384
59,0.2958801498127341,0.972972972972973,0.04714985197505774
60,0.2958801498127341,0.9864864864864865,0.041725702313443316
61,0.3408239700374532,0.9864864864864865,0.030842251383551816
62,0.3408239700374532,0.9932432432432432,0.03038590909358621
63,0.9400749063670412,0.9932432432432432,0.003338625439028831
64,0.9400749063670412,1.0,0.0033308407152758124
65,1.0,1.0,0.0018190534024200467
