,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,88.67469879518072,0.8743420386678814,0.8743420386678814,4.082052311538569,0.8395904436860068,245.0,22.0,25.0,123.0
