,Accuracy,ROC AUC,ROC Weighted Av,Logarithmic Loss,F1 Score,CMatrix11,CMatrix12,CMatrix21,CMatrix22
0,89.39759036144578,0.8814657353983196,0.8814657353983196,3.8214957810148302,0.8493150684931507,247.0,20.0,24.0,124.0
